region_cd,region_nm,research_date,buy_dom_indices,level_no
11000,서울,20221003,77.663122785074,0
41A01,서해안권,20221003,80.6928508384819,1
36000,세종,20221003,78.7096774193548,0
A2000,수도권,20221003,80.0169845832245,0
31000,울산,20221003,82.1180555555556,0
28000,인천,20221003,78.4820031298904,0
A1000,전국,20221003,84.3171875,0
46000,전남,20221003,88.6746987951807,0
45000,전북,20221003,96.4968152866242,0
50000,제주,20221003,79.2270531400966,0
26A02,중부산권,20221003,85.5116514690983,1
A2001,지방권,20221003,88.2608435178529,0
44000,충남,20221003,95.0788880540947,0
43000,충북,20221003,94.917715392062,0
A5000,5대광역시,20220926,82.8190158465388,0
A3000,6대광역시,20220926,82.2083196136538,0
A6000,8개도,20220926,93.2575097953853,0
A9000,9개도,20220926,87.98504105275,0
11A02,강남지역,20220926,84.5744680851064,1
11A01,강북지역,20220926,72.1206969825754,1
42000,강원,20220926,95.2354260089686,0
41000,경기,20220926,82.3481498720037,0
48000,경남,20220926,94.3231441048035,0
41A02,경부1권,20220926,84.4123856439127,1
41A03,경부2권,20220926,79.5039908779932,1
47000,경북,20220926,89.4090305444887,0
41A05,경원권,20220926,85.0678733031674,1
41A04,경의권,20220926,79.6682098765432,1
29000,광주,20220926,91.0760034158839,0
27000,대구,20220926,71.9904648390942,0
30000,대전,20220926,84.2259006815969,0
11A11,도심권,20220926,72.4832214765101,2
11A15,동남권,20220926,83.9453860640301,2
41A06,동부1권,20220926,83.8144329896907,1
41A07,동부2권,20220926,95.3125,1
26A01,동부산권,20220926,82.7152317880795,1
11A12,동북권,20220926,72.012987012987,2
26000,부산,20220926,85.7783211083945,0
11A14,서남권,20220926,85.0578871201158,2
26A03,서부산권,20220926,90.2387640449438,1
11A13,서북권,20220926,72.2330097087379,2
11000,서울,20220926,78.4657077340004,0
41A01,서해안권,20220926,82.0829655781112,1
36000,세종,20220926,78.0645161290323,0
A2000,수도권,20220926,80.8270185523909,0
31000,울산,20220926,82.5810185185185,0
28000,인천,20220926,79.9165362545644,0
A1000,전국,20220926,84.8171875,0
46000,전남,20220926,89.0963855421687,0
45000,전북,20220926,97.4067333939945,0
50000,제주,20220926,78.9855072463768,0
26A02,중부산권,20220926,84.903748733536,1
A2001,지방권,20220926,88.4765156961419,0
44000,충남,20220926,93.9143501126972,0
43000,충북,20220926,95.7405614714424,0
A5000,5대광역시,20220919,83.3472338059494,0
A3000,6대광역시,20220919,83.0973548457908,0
A6000,8개도,20220919,94.0356987374837,0
A9000,9개도,20220919,89.1182094252615,0
11A02,강남지역,20220919,85.2495908346972,1
11A01,강북지역,20220919,73.5656608584785,1
42000,강원,20220919,95.1793721973094,0
41000,경기,20220919,83.8608331393996,0
48000,경남,20220919,94.7161572052402,0
41A02,경부1권,20220919,85.432793807178,1
41A03,경부2권,20220919,81.157354618016,1
47000,경북,20220919,89.7078353253652,0
41A05,경원권,20220919,85.4449472096531,1
41A04,경의권,20220919,80.3626543209876,1
29000,광주,20220919,91.9299743808711,0
27000,대구,20220919,72.3480333730632,0
30000,대전,20220919,84.5666991236612,0
11A11,도심권,20220919,74.6644295302013,2
11A15,동남권,20220919,84.8870056497175,2
41A06,동부1권,20220919,84.2783505154639,1
41A07,동부2권,20220919,95.7589285714286,1
26A01,동부산권,20220919,83.5761589403973,1
11A12,동북권,20220919,73.1818181818182,2
26000,부산,20220919,86.2876935615322,0
11A14,서남권,20220919,85.5282199710564,2
26A03,서부산권,20220919,90.2387640449438,1
11A13,서북권,20220919,74.0776699029126,2
11000,서울,20220919,79.5184490306441,0
41A01,서해안권,20220919,85.1500441306267,1
36000,세종,20220919,78.0645161290323,0
A2000,수도권,20220919,82.2870394564933,0
31000,울산,20220919,83.275462962963,0
28000,인천,20220919,82.1596244131455,0
A1000,전국,20220919,85.8578125,0
46000,전남,20220919,89.9397590361446,0
45000,전북,20220919,97.179253867152,0
50000,제주,20220919,80.1932367149758,0
26A02,중부산권,20220919,85.5116514690983,1
A2001,지방권,20220919,89.1325185717709,0
44000,충남,20220919,95.9053343350864,0
43000,충북,20220919,98.160696999032,0
A5000,5대광역시,20220912,84.1465109813734,0
A3000,6대광역시,20220912,83.8107781802217,0
A6000,8개도,20220912,94.3567696996082,0
A9000,9개도,20220912,89.708694185131,0
11A02,강남지역,20220912,86.088379705401,1
11A01,강북지역,20220912,74.1818954526137,1
42000,강원,20220912,96.1322869955157,0
41000,경기,20220912,84.7393530370026,0
48000,경남,20220912,94.8908296943231,0
41A02,경부1권,20220912,85.9957776213934,1
41A03,경부2권,20220912,81.8985176738883,1
47000,경북,20220912,89.8406374501992,0
41A05,경원권,20220912,86.1236802413273,1
41A04,경의권,20220912,80.787037037037,1
29000,광주,20220912,93.3817250213493,0
27000,대구,20220912,72.2884386174017,0
30000,대전,20220912,85.3456669912366,0
11A11,도심권,20220912,75.503355704698,2
11A15,동남권,20220912,85.9227871939736,2
41A06,동부1권,20220912,84.639175257732,1
41A07,동부2권,20220912,96.4285714285714,1
26A01,동부산권,20220912,85.0331125827815,1
11A12,동북권,20220912,73.8311688311688,2
26000,부산,20220912,87.3879380603097,0
11A14,서남권,20220912,86.2156295224313,2
26A03,서부산권,20220912,90.8707865168539,1
11A13,서북권,20220912,74.4660194174757,2
11000,서울,20220912,80.2480717114863,0
41A01,서해안권,20220912,86.8932038834951,1
36000,세종,20220912,78.8709677419355,0
A2000,수도권,20220912,83.0578782336033,0
31000,울산,20220912,84.0277777777778,0
28000,인천,20220912,82.5508607198748,0
A1000,전국,20220912,86.50625,0
46000,전남,20220912,90.1807228915663,0
45000,전북,20220912,96.8607825295723,0
50000,제주,20220912,82.6086956521739,0
26A02,중부산권,20220912,86.6767983789261,1
A2001,지방권,20220912,89.6687035705727,0
44000,충남,20220912,96.9571750563486,0
43000,충북,20220912,97.918683446273,0
A5000,5대광역시,20220905,84.285515707534,0
A3000,6대광역시,20220905,83.9809022061245,0
A6000,8개도,20220905,94.835655202438,0
A9000,9개도,20220905,89.7733663254977,0
11A02,강남지역,20220905,86.9476268412439,1
11A01,강북지역,20220905,74.5431364215895,1
42000,강원,20220905,96.8609865470852,0
41000,경기,20220905,84.3611822201536,0
48000,경남,20220905,95.5240174672489,0
41A02,경부1권,20220905,86.734693877551,1
41A03,경부2권,20220905,80.3591790193843,1
47000,경북,20220905,90.2390438247012,0
41A05,경원권,20220905,86.500754147813,1
41A04,경의권,20220905,80.8256172839506,1
29000,광주,20220905,96.2425277540564,0
27000,대구,20220905,71.5733015494637,0
30000,대전,20220905,85.3943524829601,0
11A11,도심권,20220905,76.1744966442953,2
11A15,동남권,20220905,87.3822975517891,2
41A06,동부1권,20220905,84.1237113402062,1
41A07,동부2권,20220905,96.6517857142857,1
26A01,동부산권,20220905,85.0993377483444,1
11A12,동북권,20220905,74.1233766233766,2
26000,부산,20220905,87.041564792176,0
11A14,서남권,20220905,86.6136034732272,2
26A03,서부산권,20220905,89.8174157303371,1
11A13,서북권,20220905,74.8543689320388,2
11000,서울,20220905,80.8630393996248,0
41A01,서해안권,20220905,86.2533097969991,1
36000,세종,20220905,77.258064516129,0
A2000,수도권,20220905,83.0742095636269,0
31000,울산,20220905,83.6226851851852,0
28000,인천,20220905,82.8377673448096,0
A1000,전국,20220905,86.6671875,0
46000,전남,20220905,90.2409638554217,0
45000,전북,20220905,98.4531392174704,0
50000,제주,20220905,83.3333333333333,0
26A02,중부산권,20220905,86.5248226950355,1
A2001,지방권,20220905,89.9622573687994,0
44000,충남,20220905,96.8069120961683,0
43000,충북,20220905,97.8702807357212,0
A5000,5대광역시,20220829,84.9249374478732,0
A3000,6대광역시,20220829,84.5735923608824,0
A6000,8개도,20220829,95.047888550283,0
A9000,9개도,20220829,90.1079743560904,0
11A02,강남지역,20220829,87.9091653027823,1
11A01,강북지역,20220829,75.3931151721207,1
42000,강원,20220829,96.804932735426,0
41000,경기,20220829,84.8266232255062,0
48000,경남,20220829,95.9606986899563,0
41A02,경부1권,20220829,86.7698803659395,1
41A03,경부2권,20220829,81.4709236031927,1
47000,경북,20220829,90.6706507304117,0
41A05,경원권,20220829,87.7073906485671,1
41A04,경의권,20220829,80.8641975308642,1
29000,광주,20220829,96.7549103330487,0
27000,대구,20220829,71.9010727056019,0
30000,대전,20220829,86.4167478091529,0
11A11,도심권,20220829,77.1812080536913,2
11A15,동남권,20220829,88.7005649717514,2
41A06,동부1권,20220829,83.9690721649485,1
41A07,동부2권,20220829,97.3214285714286,1
26A01,동부산권,20220829,85.364238410596,1
11A12,동북권,20220829,74.9350649350649,2
26000,부산,20220829,87.9788101059495,0
11A14,서남권,20220829,87.301013024602,2
26A03,서부산권,20220829,90.7303370786517,1
11A13,서북권,20220829,75.7281553398058,2
11000,서울,20220829,81.7698561601,0
41A01,서해안권,20220829,86.7608120035305,1
36000,세종,20220829,78.5483870967742,0
A2000,수도권,20220829,83.6719362424876,0
31000,울산,20220829,83.7384259259259,0
28000,인천,20220829,83.2550860719875,0
A1000,전국,20220829,87.1703125,0
46000,전남,20220829,89.5180722891566,0
45000,전북,20220829,99.2265696087352,0
50000,제주,20220829,83.8164251207729,0
26A02,중부산권,20220829,87.9939209726444,1
A2001,지방권,20220829,90.378624490774,0
44000,충남,20220829,97.1074380165289,0
43000,충북,20220829,97.4830590513069,0
A5000,5대광역시,20220822,85.8076174589936,0
A3000,6대광역시,20220822,85.3748216441664,0
A6000,8개도,20220822,95.4941227688289,0
A9000,9개도,20220822,90.5353728489484,0
11A02,강남지역,20220822,88.6252045826514,1
11A01,강북지역,20220822,76.8805779855504,1
42000,강원,20220822,97.4215246636771,0
41000,경기,20220822,85.2338841051897,0
48000,경남,20220822,96.4192139737991,0
41A02,경부1권,20220822,87.579169598874,1
41A03,경부2권,20220822,81.2143671607754,1
47000,경북,20220822,90.9362549800797,0
41A05,경원권,20220822,88.1598793363499,1
41A04,경의권,20220822,81.9444444444444,1
29000,광주,20220822,97.4807856532878,0
27000,대구,20220822,71.7818831942789,0
30000,대전,20220822,87.3904576436222,0
11A11,도심권,20220822,78.3557046979866,2
11A15,동남권,20220822,89.4067796610169,2
41A06,동부1권,20220822,83.8659793814433,1
41A07,동부2권,20220822,97.3214285714286,1
26A01,동부산권,20220822,86.4238410596027,1
11A12,동북권,20220822,76.6883116883117,2
26000,부산,20220822,89.6903015484923,0
11A14,서남권,20220822,88.0246020260492,2
26A03,서부산권,20220822,91.0112359550562,1
11A13,서북권,20220822,76.6019417475728,2
11000,서울,20220822,82.8642901813633,0
41A01,서해안권,20220822,87.2903795233892,1
36000,세종,20220822,79.8387096774194,0
A2000,수도권,20220822,84.3055918474001,0
31000,울산,20220822,84.3171296296296,0
28000,인천,20220822,83.7506520605112,0
A1000,전국,20220822,87.8125,0
46000,전남,20220822,89.3975903614458,0
45000,전북,20220822,101.137397634213,0
50000,제주,20220822,85.9903381642512,0
26A02,중부산권,20220822,91.2360688956434,1
A2001,지방권,20220822,91.0286364725617,0
44000,충남,20220822,96.0555972952667,0
43000,충북,20220822,98.4995159728945,0
A5000,5대광역시,20220815,87.0586599944398,0
A3000,6대광역시,20220815,86.6260564153221,0
A6000,8개도,20220815,96.0274270787984,0
A9000,9개도,20220815,92.1409290293555,0
11A02,강남지역,20220815,89.3003273322422,1
11A01,강북지역,20220815,77.7943051423714,1
42000,강원,20220815,97.7578475336323,0
41000,경기,20220815,87.9858040493367,0
48000,경남,20220815,96.7248908296943,0
41A02,경부1권,20220815,90.0070372976777,1
41A03,경부2권,20220815,84.3785632839225,1
47000,경북,20220815,91.3678618857902,0
41A05,경원권,20220815,90.2714932126697,1
41A04,경의권,20220815,83.641975308642,1
29000,광주,20220815,97.9077711357814,0
27000,대구,20220815,73.092967818832,0
30000,대전,20220815,90.0194741966894,0
11A11,도심권,20220815,81.2080536912752,2
11A15,동남권,20220815,90.2071563088512,2
41A06,동부1권,20220815,85.7731958762887,1
41A07,동부2권,20220815,97.0982142857143,1
26A01,동부산권,20220815,87.9470198675497,1
11A12,동북권,20220815,77.2077922077922,2
26000,부산,20220815,91.0961695191524,0
11A14,서남권,20220815,88.6034732272069,2
26A03,서부산권,20220815,91.7837078651685,1
11A13,서북권,20220815,77.5728155339806,2
11000,서울,20220815,83.6564519491349,0
41A01,서해안권,20220815,91.3724624889673,1
36000,세종,20220815,87.741935483871,0
A2000,수도권,20220815,86.255552652208,0
31000,울산,20220815,84.4907407407407,0
28000,인천,20220815,85.0026082420449,0
A1000,전국,20220815,89.25625,0
46000,전남,20220815,91.5060240963855,0
45000,전북,20220815,100.773430391265,0
50000,제주,20220815,87.9227053140096,0
26A02,중부산권,20220815,93.0091185410334,1
A2001,지방권,20220815,92.0081476156243,0
44000,충남,20220815,96.9947407963937,0
43000,충북,20220815,98.7415295256534,0
A5000,5대광역시,20220808,88.0316930775646,0
A3000,6대광역시,20220808,87.6303369553287,0
A6000,8개도,20220808,96.6097083151937,0
A9000,9개도,20220808,92.9198065459453,0
11A02,강남지역,20220808,90.0163666121113,1
11A01,강북지역,20220808,78.5380365490863,1
42000,강원,20220808,98.4865470852018,0
41000,경기,20220808,88.974866185711,0
48000,경남,20220808,97.3799126637554,0
41A02,경부1권,20220808,90.8515130190007,1
41A03,경부2권,20220808,86.7445838084379,1
47000,경북,20220808,92.0650730411687,0
41A05,경원권,20220808,90.2714932126697,1
41A04,경의권,20220808,83.7577160493827,1
29000,광주,20220808,98.6336464560205,0
27000,대구,20220808,74.0166865315852,0
30000,대전,20220808,91.9668938656281,0
11A11,도심권,20220808,83.2214765100671,2
11A15,동남권,20220808,90.7250470809793,2
41A06,동부1권,20220808,87.4226804123711,1
41A07,동부2권,20220808,97.5446428571429,1
26A01,동부산권,20220808,89.0728476821192,1
11A12,동북권,20220808,77.9220779220779,2
26000,부산,20220808,92.0741646291768,0
11A14,서남권,20220808,89.4717800289436,2
26A03,서부산권,20220808,92.2050561797753,1
11A13,서북권,20220808,77.6699029126214,2
11000,서울,20220808,84.3860746299771,0
41A01,서해안권,20220808,91.946160635481,1
36000,세종,20220808,88.7096774193548,0
A2000,수도권,20220808,87.1799059315391,0
31000,울산,20220808,84.7222222222222,0
28000,인천,20220808,86.1241523213354,0
A1000,전국,20220808,90.09375,0
46000,전남,20220808,91.9277108433735,0
45000,전북,20220808,101.501364877161,0
50000,제주,20220808,89.8550724637681,0
26A02,중부산권,20220808,94.2755825734549,1
A2001,지방권,20220808,92.7659956865564,0
44000,충남,20220808,97.2577009767092,0
43000,충북,20220808,98.9835430784124,0
A5000,5대광역시,20220801,88.6502641089797,0
A3000,6대광역시,20220801,88.3547360333663,0
A6000,8개도,20220801,97.0505006530257,0
A9000,9개도,20220801,93.2572264087279,0
11A02,강남지역,20220801,90.3641571194763,1
11A01,강북지역,20220801,78.6442838929027,1
42000,강원,20220801,98.8228699551569,0
41000,경기,20220801,89.2017686758203,0
48000,경남,20220801,97.4017467248908,0
41A02,경부1권,20220801,91.3441238564391,1
41A03,경부2권,20220801,86.345496009122,1
47000,경북,20220801,93.9907038512616,0
41A05,경원권,20220801,89.9698340874811,1
41A04,경의권,20220801,84.6450617283951,1
29000,광주,20220801,98.5482493595218,0
27000,대구,20220801,75.5065554231228,0
30000,대전,20220801,91.3826679649464,0
11A11,도심권,20220801,83.2214765100671,2
11A15,동남권,20220801,91.6195856873823,2
41A06,동부1권,20220801,87.4226804123711,1
41A07,동부2권,20220801,98.2142857142857,1
26A01,동부산권,20220801,90.3973509933775,1
11A12,동북권,20220801,77.987012987013,2
26000,부산,20220801,93.2151589242054,0
11A14,서남권,20220801,89.3994211287988,2
26A03,서부산권,20220801,92.9775280898876,1
11A13,서북권,20220801,77.9611650485437,2
11000,서울,20220801,84.6153846153846,0
41A01,서해안권,20220801,92.3212709620477,1
36000,세종,20220801,88.5483870967742,0
A2000,수도권,20220801,87.5195975960282,0
31000,울산,20220801,84.5486111111111,0
28000,인천,20220801,87.245696400626,0
A1000,전국,20220801,90.5203125,0
46000,전남,20220801,91.9277108433735,0
45000,전북,20220801,101.956323930846,0
50000,제주,20220801,90.0966183574879,0
26A02,중부산권,20220801,95.5420466058764,1
A2001,지방권,20220801,93.2722262161514,0
44000,충남,20220801,97.145003756574,0
43000,충북,20220801,99.3707647628267,0
A5000,5대광역시,20220725,89.3661384487073,0
A3000,6대광역시,20220725,88.9584019317309,0
A6000,8개도,20220725,97.6164562472791,0
A9000,9개도,20220725,93.7296142166236,0
11A02,강남지역,20220725,90.6301145662848,1
11A01,강북지역,20220725,79.1542711432214,1
42000,강원,20220725,98.6547085201794,0
41000,경기,20220725,89.5741214801024,0
48000,경남,20220725,98.2096069868996,0
41A02,경부1권,20220725,91.8367346938775,1
41A03,경부2권,20220725,85.6328392246294,1
47000,경북,20220725,95.9495351925631,0
41A05,경원권,20220725,90.1206636500754,1
41A04,경의권,20220725,85.7638888888889,1
29000,광주,20220725,99.0179333902647,0
27000,대구,20220725,76.6090584028606,0
30000,대전,20220725,91.7234664070107,0
11A11,도심권,20220725,81.3758389261745,2
11A15,동남권,20220725,91.8549905838042,2
41A06,동부1권,20220725,87.680412371134,1
41A07,동부2권,20220725,98.6607142857143,1
26A01,동부산권,20220725,92.5165562913907,1
11A12,동북권,20220725,78.8961038961039,2
26000,부산,20220725,94.0301548492258,0
11A14,서남권,20220725,89.6888567293777,2
26A03,서부산권,20220725,93.5393258426966,1
11A13,서북권,20220725,78.6407766990291,2
11000,서울,20220725,85.0010423181155,0
41A01,서해안권,20220725,93.1376875551633,1
36000,세종,20220725,88.7096774193548,0
A2000,수도권,20220725,87.8723543245362,0
31000,울산,20220725,85.0115740740741,0
28000,인천,20220725,87.4282733437663,0
A1000,전국,20220725,91.0140625,0
46000,전남,20220725,91.566265060241,0
45000,전북,20220725,101.774340309372,0
50000,제주,20220725,92.2705314009662,0
26A02,중부산권,20220725,95.5420466058764,1
A2001,지방권,20220725,93.895279175653,0
44000,충남,20220725,97.5206611570248,0
43000,충북,20220725,99.4675701839303,0
A5000,5대광역시,20220718,90.1306644425911,0
A3000,6대광역시,20220718,89.7925584458347,0
A6000,8개도,20220718,97.8613408794079,0
A9000,9개도,20220718,94.0642222472163,0
11A02,강남지역,20220718,90.8142389525368,1
11A01,강북지역,20220718,80.3867403314917,1
42000,강원,20220718,98.7668161434977,0
41000,경기,20220718,90.0046544100535,0
48000,경남,20220718,98.3842794759825,0
41A02,경부1권,20220718,92.2589725545391,1
41A03,경부2권,20220718,86.6875712656784,1
47000,경북,20220718,96.5139442231076,0
41A05,경원권,20220718,91.025641025641,1
41A04,경의권,20220718,86.0339506172839,1
29000,광주,20220718,99.3168232280103,0
27000,대구,20220718,76.9666269368296,0
30000,대전,20220718,92.9406037000974,0
11A11,도심권,20220718,83.2214765100671,2
11A15,동남권,20220718,91.9020715630885,2
41A06,동부1권,20220718,88.0412371134021,1
41A07,동부2권,20220718,98.6607142857143,1
26A01,동부산권,20220718,93.9072847682119,1
11A12,동북권,20220718,80.2597402597403,2
26000,부산,20220718,95.0692746536267,0
11A14,서남권,20220718,89.9782923299566,2
26A03,서부산권,20220718,94.0308988764045,1
11A13,서북권,20220718,79.126213592233,2
11000,서울,20220718,85.699395455493,0
41A01,서해안권,20220718,93.1156222418358,1
36000,세종,20220718,85.9677419354839,0
A2000,수도권,20220718,88.4700810033969,0
31000,울산,20220718,85.8796296296296,0
28000,인천,20220718,88.5237350026082,0
A1000,전국,20220718,91.515625,0
46000,전남,20220718,91.6265060240964,0
45000,전북,20220718,102.229299363057,0
50000,제주,20220718,91.5458937198068,0
26A02,중부산권,20220718,96.7071935157042,1
A2001,지방권,20220718,94.3086508507069,0
44000,충남,20220718,97.7836213373403,0
43000,충북,20220718,99.6127783155857,0
A5000,5대광역시,20220711,90.6241312204615,0
A3000,6대광역시,20220711,90.8297662166612,0
A6000,8개도,20220711,98.1497605572486,0
A9000,9개도,20220711,94.4691260825554,0
11A02,강남지역,20220711,91.1824877250409,1
11A01,강북지역,20220711,81.3642158946026,1
42000,강원,20220711,99.2152466367713,0
41000,경기,20220711,90.5340935536421,0
48000,경남,20220711,98.9737991266375,0
41A02,경부1권,20220711,92.716396903589,1
41A03,경부2권,20220711,87.115165336374,1
47000,경북,20220711,95.7503320053121,0
41A05,경원권,20220711,91.553544494721,1
41A04,경의권,20220711,86.2654320987654,1
29000,광주,20220711,99.7438087105038,0
27000,대구,20220711,77.9201430274136,0
30000,대전,20220711,93.2327166504382,0
11A11,도심권,20220711,84.7315436241611,2
11A15,동남권,20220711,91.8549905838041,2
41A06,동부1권,20220711,88.1443298969072,1
41A07,동부2권,20220711,98.8839285714286,1
26A01,동부산권,20220711,94.2384105960265,1
11A12,동북권,20220711,81.3961038961039,2
26000,부산,20220711,95.3748981255094,0
11A14,서남권,20220711,90.6657018813314,2
26A03,서부산권,20220711,94.7331460674157,1
11A13,서북권,20220711,79.3203883495146,2
11000,서울,20220711,86.3664790494059,0
41A01,서해안권,20220711,94.1526919682259,1
36000,세종,20220711,87.0967741935484,0
A2000,수도권,20220711,89.3617716226809,0
31000,울산,20220711,86.3425925925926,0
28000,인천,20220711,91.6014606155451,0
A1000,전국,20220711,92.146875,0
46000,전남,20220711,91.4457831325301,0
45000,전북,20220711,102.866242038217,0
50000,제주,20220711,92.2705314009662,0
26A02,중부산권,20220711,96.7071935157042,1
A2001,지방권,20220711,94.7010543973161,0
44000,충남,20220711,98.6851990984222,0
43000,충북,20220711,99.7579864472411,0
A5000,5대광역시,20220704,90.9438420906311,0
A3000,6대광역시,20220704,91.1151355504335,0
A6000,8개도,20220704,98.5742272529386,0
A9000,9개도,20220704,94.8346642672365,0
11A02,강남지역,20220704,91.366612111293,1
11A01,강북지역,20220704,82.0229494262643,1
42000,강원,20220704,99.6636771300448,0
41000,경기,20220704,90.8366302071212,0
48000,경남,20220704,99.5414847161572,0
41A02,경부1권,20220704,92.5756509500352,1
41A03,경부2권,20220704,88.2269099201824,1
47000,경북,20220704,96.5139442231076,0
41A05,경원권,20220704,91.7043740573152,1
41A04,경의권,20220704,86.1496913580247,1
29000,광주,20220704,100.469684030743,0
27000,대구,20220704,77.8903456495828,0
30000,대전,20220704,93.4761441090555,0
11A11,도심권,20220704,85.7382550335571,2
11A15,동남권,20220704,92.5141242937853,2
41A06,동부1권,20220704,88.1958762886598,1
41A07,동부2권,20220704,99.3303571428572,1
26A01,동부산권,20220704,94.9006622516556,1
11A12,동북권,20220704,82.1428571428572,2
26000,부산,20220704,95.680521597392,0
11A14,서남권,20220704,90.4848046309696,2
26A03,서부산권,20220704,94.9438202247191,1
11A13,서북권,20220704,79.5145631067961,2
11000,서울,20220704,86.7834062956014,0
41A01,서해안권,20220704,94.4836716681377,1
36000,세종,20220704,88.2258064516129,0
A2000,수도권,20220704,89.6818656911419,0
31000,울산,20220704,86.9212962962963,0
28000,인천,20220704,91.7579551382368,0
A1000,전국,20220704,92.5046875,0
46000,전남,20220704,91.6867469879518,0
45000,전북,20220704,103.548680618744,0
50000,제주,20220704,93.2367149758454,0
26A02,중부산권,20220704,96.8085106382979,1
A2001,지방권,20220704,95.0934579439252,0
44000,충남,20220704,98.6476333583771,0
43000,충북,20220704,99.7095837366893,0
A5000,5대광역시,20220627,90.8187378370865,0
A3000,6대광역시,20220627,90.983426627154,0
A6000,8개도,20220627,98.7429255550718,0
A9000,9개도,20220627,95.0061860308177,0
11A02,강남지역,20220627,91.6530278232406,1
11A01,강북지역,20220627,82.1716957076073,1
42000,강원,20220627,100.280269058296,0
41000,경기,20220627,91.0111705841285,0
48000,경남,20220627,99.8689956331878,0
41A02,경부1권,20220627,92.0126671358199,1
41A03,경부2권,20220627,88.4549600912201,1
47000,경북,20220627,97.0783532536521,0
41A05,경원권,20220627,91.4027149321267,1
41A04,경의권,20220627,87.1141975308642,1
29000,광주,20220627,101.110162254483,0
27000,대구,20220627,75.834326579261,0
30000,대전,20220627,92.8919182083739,0
11A11,도심권,20220627,85.9060402684564,2
11A15,동남권,20220627,92.9378531073446,2
41A06,동부1권,20220627,89.3298969072165,1
41A07,동부2권,20220627,99.7767857142857,1
26A01,동부산권,20220627,95.5629139072848,1
11A12,동북권,20220627,82.0779220779221,2
26000,부산,20220627,96.5362673186634,0
11A14,서남권,20220627,90.6657018813314,2
26A03,서부산권,20220627,96.2780898876404,1
11A13,서북권,20220627,80.2912621359223,2
11000,서울,20220627,87.0022930998541,0
41A01,서해안권,20220627,94.3292144748455,1
36000,세종,20220627,86.9354838709677,0
A2000,수도권,20220627,89.8288476613535,0
31000,울산,20220627,87.2685185185185,0
28000,인천,20220627,91.6014606155451,0
A1000,전국,20220627,92.5828125,0
46000,전남,20220627,91.7469879518072,0
45000,전북,20220627,103.548680618744,0
50000,제주,20220627,93.2367149758454,0
26A02,중부산권,20220627,97.4670719351571,1
A2001,지방권,20220627,95.1084351785286,0
44000,충남,20220627,98.0090157776108,0
43000,충북,20220627,99.9031945788964,0
A5000,5대광역시,20220620,91.2218515429525,0
A3000,6대광역시,20220620,91.3730655251893,0
A6000,8개도,20220620,98.9714845450588,0
A9000,9개도,20220620,95.1580249690698,0
11A02,강남지역,20220620,92.4918166939444,1
11A01,강북지역,20220620,83.5954101147471,1
42000,강원,20220620,101.793721973094,0
41000,경기,20220620,91.0809867349314,0
48000,경남,20220620,99.9126637554585,0
41A02,경부1권,20220620,92.0126671358198,1
41A03,경부2권,20220620,88.2269099201824,1
47000,경북,20220620,97.1115537848605,0
41A05,경원권,20220620,91.9306184012066,1
41A04,경의권,20220620,87.0756172839506,1
29000,광주,20220620,100.896669513237,0
27000,대구,20220620,76.549463647199,0
30000,대전,20220620,94.0116845180136,0
11A11,도심권,20220620,87.751677852349,2
11A15,동남권,20220620,93.879472693032,2
41A06,동부1권,20220620,90.6185567010309,1
41A07,동부2권,20220620,101.339285714286,1
26A01,동부산권,20220620,95.8940397350994,1
11A12,동북권,20220620,83.3116883116883,2
26000,부산,20220620,96.760391198044,0
11A14,서남권,20220620,91.4254703328509,2
26A03,서부산권,20220620,96.2078651685393,1
11A13,서북권,20220620,82.0388349514563,2
11000,서울,20220620,88.127996664582,0
41A01,서해안권,20220620,93.9320388349515,1
36000,세종,20220620,88.7096774193548,0
A2000,수도권,20220620,90.2632610399791,0
31000,울산,20220620,87.5578703703704,0
28000,인천,20220620,91.9405320813772,0
A1000,전국,20220620,92.9640625,0
46000,전남,20220620,91.4457831325301,0
45000,전북,20220620,104.003639672429,0
50000,제주,20220620,94.9275362318841,0
26A02,중부산권,20220620,97.8216818642351,1
A2001,지방권,20220620,95.4409297867242,0
44000,충남,20220620,97.8963185574756,0
43000,충북,20220620,100.048402710552,0
A5000,5대광역시,20220613,91.2913539060328,0
A3000,6대광역시,20220613,91.4992865766656,0
A6000,8개도,20220613,99.4939050936003,0
A9000,9개도,20220613,95.6922730851423,0
11A02,강남지역,20220613,92.9214402618658,1
11A01,강북지역,20220613,84.5091372715682,1
42000,강원,20220613,101.121076233184,0
41000,경기,20220613,91.6278799162206,0
48000,경남,20220613,100.655021834061,0
41A02,경부1권,20220613,92.4700914848698,1
41A03,경부2권,20220613,88.4549600912201,1
47000,경북,20220613,98.074369189907,0
41A05,경원권,20220613,92.1568627450981,1
41A04,경의권,20220613,88.1944444444444,1
29000,광주,20220613,101.195559350982,0
27000,대구,20220613,77.0262216924911,0
30000,대전,20220613,92.5998052580331,0
11A11,도심권,20220613,88.4228187919463,2
11A15,동남권,20220613,94.5386064030132,2
41A06,동부1권,20220613,92.1649484536082,1
41A07,동부2권,20220613,100.892857142857,1
26A01,동부산권,20220613,96.2913907284768,1
11A12,동북권,20220613,84.3181818181818,2
26000,부산,20220613,97.0048899755501,0
11A14,서남권,20220613,91.6787264833575,2
26A03,서부산권,20220613,96.6994382022472,1
