region_cd,region_nm,research_date,apt_type,price_gbn,rate,level_no
48220,통영시,202110,1,AD,22.250580073289086,1
50110,제주시,202110,1,AD,8.55176843504273,1
50130,서귀포시,202110,1,AD,4.082327572214824,1
A5000,5대광역시,202110,3,AD,18.885826582581313,0
11000,서울,202110,3,AD,22.122251907647268,0
11A13,서북권,202110,3,AD,22.296038052954696,2
11A14,서남권,202110,3,AD,21.36052745348003,2
41000,경기,202110,7,AD,25.07697945623385,0
41A06,동부1권,202110,7,AD,27.463781613157025,1
30000,대전,202110,7,AD,21.456455874043378,0
36000,세종,202110,7,AD,16.20326304471447,0
44000,충남,202110,7,AD,20.90900553965849,0
48000,경남,202110,7,AD,28.605038236397373,0
47130,경주시,202110,1,MD,9.090909090909092,1
47113,북구,202110,1,MD,8.333333333333332,2
50110,제주시,202110,1,MD,4.761904761904762,1
A2001,지방권,202110,3,MD,15.83953560498206,0
A6000,8개도,202110,3,MD,13.709405706815666,0
41A04,경의권,202110,3,MD,18.58407079646018,1
30000,대전,202110,3,MD,16.37016396956382,0
31000,울산,202110,3,MD,16.666666666666664,0
47000,경북,202110,3,MD,12.5,0
11A11,도심권,202110,7,MD,29.00701728826729,2
41A05,경원권,202110,7,MD,22.61628943147389,1
30000,대전,202110,7,MD,22.03065134099617,0
31000,울산,202110,7,MD,26.50214899713467,0
44000,충남,202110,7,MD,21.53846153846154,0
26000,부산,202110,0,MD,17.0806909251036,0
42000,강원,202110,0,MD,12.322798282844548,0
48000,경남,202110,0,MD,21.4610651602523,0
50000,제주,202110,0,MD,5.081105886376245,0
11A01,강북지역,202110,1,MD,17.424107816626826,1
11140,중구,202110,1,MD,8.893280632411066,3
11380,은평구,202110,1,MD,33.00365981178111,3
11545,금천구,202110,1,MD,12.886597938144329,3
11740,강동구,202110,1,MD,36.250657054892244,3
41130,성남시,202110,1,MD,18.406607082058617,2
41133,중원구,202110,1,MD,19.1939286766873,3
41410,군포시,202110,1,MD,15.625,2
41280,고양시,202110,1,MD,10.961858044716257,2
41630,양주시,202110,1,MD,12.01923076923077,2
28177,미추홀구,202110,1,MD,9.00900900900901,1
28237,부평구,202110,1,MD,9.689922480620156,1
26110,중구,202110,1,MD,30.77651515151515,2
11A14,서남권,202112,3,A,70.3160332658008,2
29140,서구,202112,1,A,75.60654546251052,1
48125,마산합포구,202112,1,A,78.52555200468355,2
41280,고양시,202112,1,A,71.19824408074027,2
42230,삼척시,202112,1,A,72.20684000670974,1
47290,경산시,202112,1,A,78.14363975833697,1
A1000,전국,202112,7,A,47.03164056463996,0
11A01,강북지역,202112,1,A,57.38797805088428,1
47000,경북,202112,1,A,78.60011732079658,0
45210,김제시,202112,1,A,68.90368867236471,1
46000,전남,202112,0,A,61.40376960343437,0
31710,울주군,202112,1,A,75.69217655882474,1
41285,일산동구,202112,1,A,72.93807201143325,3
28177,미추홀구,202112,1,A,74.35917033637453,1
36000,세종,202112,3,A,68.05124418884239,0
45130,군산시,202112,1,A,80.84020901812458,1
26710,기장군,202112,1,A,72.84872807052936,2
44250,계룡시,202112,1,A,73.98606333931966,1
A9000,9개도,202112,0,A,64.27719078415414,0
A6000,8개도,202112,0,A,64.22301260465446,0
27710,달성군,202112,1,A,75.6849400536829,1
29110,동구,202112,1,A,72.10558371643732,1
46130,여수시,202112,1,A,68.30791532004035,1
43000,충북,202112,3,A,68.46418473559939,0
11740,강동구,202112,1,A,60.33144293477146,3
11500,강서구,202112,1,A,58.50550083298573,3
27230,북구,202112,1,A,79.97122845200309,1
A2001,지방권,202112,1,A,73.63610955880937,0
41281,덕양구,202112,1,A,68.70582306959389,3
41A01,서해안권,202112,1,A,64.56008681389079,1
41000,경기,202112,0,A,64.34928545292064,0
30140,중구,202112,1,A,70.42051910402196,1
A9000,9개도,202112,7,A,47.71544364284478,0
48270,밀양시,202112,1,A,72.98861201928416,1
11000,서울,202112,3,A,70.42968969581736,0
31140,남구,202112,1,A,71.49195860463848,1
41117,영통구,202112,1,A,62.85477235738912,3
11A12,동북권,202112,1,A,56.966959019109964,2
26320,북구,202112,1,A,72.16905623883177,2
44800,홍성군,202112,1,A,74.11145554103793,1
26000,부산,202112,3,A,61.45265196230698,0
11A15,동남권,202112,0,A,58.554791650810934,2
41430,의왕시,202112,1,A,58.296091193530366,2
26A02,중부산권,202112,3,A,60.92440866681342,1
41463,기흥구,202112,1,A,70.12176516565644,3
26380,사하구,202112,1,A,68.8551832580011,2
41287,일산서구,202112,1,A,72.94420135960557,3
41450,하남시,202112,1,A,62.12663571990995,2
11A11,도심권,202112,3,A,69.85704593074348,2
28260,서구,202112,1,A,67.47467052947886,1
42000,강원,202112,3,A,68.1079854434619,0
50000,제주,202112,7,M,46.706586826347305,0
30170,서구,202112,1,M,71.09144542772862,1
48000,경남,202112,0,M,65.42547833920314,0
A3000,6대광역시,202112,0,M,66.24298009089937,0
11A01,강북지역,202112,3,M,69.87761619236302,1
26A02,중부산권,202112,1,M,65.7575917791177,1
11545,금천구,202112,1,M,61.56968876860623,3
48240,사천시,202112,1,M,80.71428571428572,1
A2000,수도권,202112,1,M,63.86124133887011,0
41A05,경원권,202112,7,M,50.84626402482692,1
46000,전남,202112,1,M,77.61862893418834,0
36000,세종,202112,0,M,44.31555976834141,0
41550,안성시,202112,1,M,74.81481481481481,2
41171,만안구,202112,1,M,63.9386189258312,3
26440,강서구,202112,1,M,65.31854301593863,2
28110,중구,202112,1,M,69.0758689839572,1
44800,홍성군,202112,1,M,75.75031928480205,1
26170,동구,202112,1,M,66.11434896539261,2
42230,삼척시,202112,1,M,70.70063694267516,1
11530,구로구,202112,1,M,63.33333333333333,3
11A13,서북권,202112,3,M,69.97536945812809,2
11A02,강남지역,202112,7,M,45.62115442766296,1
30230,대덕구,202112,1,M,73.84481644116534,1
11A14,서남권,202112,7,M,45.75260804769001,2
48125,마산합포구,202112,1,M,78.80794701986756,2
11650,서초구,202112,1,M,57.30434782608695,3
45000,전북,202112,0,M,66.89123038146788,0
45113,덕진구,202112,1,M,79.26829268292683,2
A5000,5대광역시,202112,3,M,62.903607363830616,0
41461,처인구,202112,1,M,73.6,3
42210,속초시,202112,1,M,75.67567567567568,1
42170,동해시,202112,1,M,79.62962962962963,1
46000,전남,202112,0,M,61.55802634004869,0
48170,진주시,202112,1,M,78.31715210355988,1
44133,서북구,202112,1,M,81.77570093457945,2
11290,성북구,202112,1,M,63.35944299390774,3
41210,광명시,202112,1,M,55.535625311410065,2
47000,경북,202112,0,M,62.967036381190546,0
26000,부산,202112,3,AD,22.195956202398555,0
43000,충북,202112,3,AD,11.911596209774105,0
41460,용인시,202112,1,AD,18.54325283941743,2
44180,보령시,202112,1,AD,10.220391685880067,1
46000,전남,202112,3,AD,16.002703340282366,0
A9000,9개도,202112,0,AD,16.905048268565952,0
42190,태백시,202112,1,AD,22.20025925663888,1
31170,동구,202112,1,AD,12.768487737084,1
48220,통영시,202112,1,AD,22.183398224709507,1
11A13,서북권,202112,0,AD,26.29319798476633,2
27110,중구,202112,1,AD,8.998498285088578,1
41590,화성시,202112,1,AD,17.226766983263524,2
41A05,경원권,202112,1,AD,11.17325691071643,1
47280,문경시,202112,1,AD,15.172639059090884,1
A5000,5대광역시,202112,1,AD,15.515750948978619,0
11440,마포구,202112,1,AD,29.626193156483676,3
48270,밀양시,202112,1,AD,16.511526231551812,1
11A12,동북권,202112,7,AD,28.10735362887747,2
45130,군산시,202112,1,AD,13.66600858845274,1
41450,하남시,202112,1,AD,28.35980058331211,2
11A14,서남권,202112,3,AD,21.11925390616994,2
45000,전북,202112,3,AD,18.36046649006912,0
A2001,지방권,202112,0,AD,16.810613855385288,0
11000,서울,202112,1,AD,29.27062484608949,0
41A02,경부1권,202112,7,AD,30.690263576765638,1
28000,인천,202112,7,AD,24.118164253252385,0
41171,만안구,202112,1,AD,21.29409451828516,3
41A06,동부1권,202112,0,AD,19.495660806750585,1
48170,진주시,202112,1,AD,25.213966721054977,1
30110,동구,202112,1,AD,16.812689375301876,1
41113,권선구,202112,1,AD,12.886933122654709,3
41000,경기,202112,0,AD,17.168226570052138,0
11A12,동북권,202112,3,AD,21.235204896395324,2
A3000,6대광역시,202112,1,AD,14.641352219600892,0
26470,연제구,202112,1,MD,18.570118145264185,2
42210,속초시,202112,1,MD,8.333333333333332,1
41A06,동부1권,202112,1,MD,16.59925507861106,1
47210,영주시,202112,1,MD,11.288421723204332,1
11140,중구,202112,1,MD,8.893280632411066,3
44200,아산시,202112,1,MD,8.356545961002785,1
11A14,서남권,202112,0,MD,28.293025568111457,2
11A02,강남지역,202112,1,MD,34.716082075027835,1
41A05,경원권,202112,3,MD,17.341040462427745,1
26000,부산,202112,1,MD,14.589054586424313,0
29155,남구,202112,1,MD,17.793594306049823,1
A5000,5대광역시,202112,0,MD,14.649417370351905,0
46000,전남,202112,7,MD,21.86046511627907,0
A2000,수도권,202112,7,MD,24.841927625316647,0
28260,서구,202112,1,MD,8.658008658008658,1
A1000,전국,202112,0,MD,16.45754630819035,0
26260,동래구,202112,1,MD,20.450667469637658,2
11000,서울,202112,7,MD,28.89671864308606,0
29000,광주,202112,1,MD,15.05188052880201,0
47290,경산시,202112,1,MD,7.722007722007722,1
29140,서구,202112,1,MD,13.908205841446453,1
41111,장안구,202112,1,MD,14.409221902017292,3
31170,동구,202112,1,MD,8.475184945773181,1
41135,분당구,202112,1,MD,19.553528301478,3
47110,포항시,202112,1,MD,9.017209744620388,1
26A02,중부산권,202112,3,MD,20.73170731707317,1
26A02,중부산권,202112,1,MD,16.175487594086384,1
41287,일산서구,202112,1,MD,8.535006070416836,3
27710,달성군,202112,1,MD,9.448818897637794,1
47000,경북,202112,7,MD,14.124293785310735,0
41A06,동부1권,202112,3,MD,18.333333333333332,1
30230,대덕구,202112,1,MD,12.373711603224818,1
45113,덕진구,202112,1,MD,24.096385542168676,2
41210,광명시,202112,1,MD,11.22335869400917,2
44270,당진시,202112,1,MD,10.49875998897768,1
11A12,동북권,202112,3,MD,22.22222222222222,2
41273,단원구,202112,1,MD,8.714638314030756,3
A3000,6대광역시,202112,7,MD,23.112209961879373,0
41450,하남시,202112,1,MD,25.99661188004614,2
41115,팔달구,202112,1,MD,11.547344110854503,3
27260,수성구,202112,1,MD,7.877215951750113,1
31000,울산,202112,3,MD,16.51376146788991,0
27290,달서구,202112,1,MD,5.780346820809249,1
26320,북구,202112,1,MD,13.614710189252815,2
11470,양천구,202112,1,MD,36.155471796771174,3
41A07,동부2권,202112,1,MD,11.275452405309757,1
41A01,서해안권,202112,1,MD,9.83838604505453,1
28140,동구,202112,1,MD,11.673151750972762,1
26170,동구,202112,1,MD,14.359326691858469,2
50110,제주시,202108,1,M,64.51612903225806,1
11A11,도심권,202108,3,M,70.50820881756134,2
41A06,동부1권,202108,3,M,68.96551724137932,1
29000,광주,202108,3,M,66.91542288557214,0
A1000,전국,202108,7,M,46.761501162630466,0
11A15,동남권,202108,7,M,45.80431438360954,2
41A05,경원권,202108,7,M,51.15780445969125,1
31000,울산,202108,7,M,50,0
A2001,지방권,202108,0,AD,17.02322020040863,0
A3000,6대광역시,202108,0,AD,16.31835180929225,0
A9000,9개도,202108,0,AD,17.186754053720797,0
41A06,동부1권,202108,0,AD,19.829879156037205,1
30000,대전,202108,0,AD,18.350900350570235,0
46000,전남,202108,0,AD,18.80777020330906,0
50000,제주,202108,0,AD,6.53005515315874,0
A5000,5대광역시,202108,1,AD,15.82611877362382,0
A9000,9개도,202108,1,AD,15.55617738422104,0
11230,동대문구,202108,1,AD,24.106783545993512,3
11290,성북구,202108,1,AD,22.365264605839553,3
11380,은평구,202108,1,AD,34.415393651689804,3
11A02,강남지역,202108,1,AD,35.29687904908808,1
41000,경기,202108,1,AD,16.088935772726423,0
41173,동안구,202108,1,AD,24.147347692492716,3
41590,화성시,202108,1,AD,18.07060003081941,2
41A06,동부1권,202108,1,AD,19.847510783686907,1
41670,여주시,202108,1,AD,13.674060216323364,2
11A15,동남권,202107,7,AD,34.95874307516156,2
41460,용인시,202107,1,AD,19.018418530431102,2
45000,전북,202107,1,AD,22.047918738284917,0
26000,부산,202107,0,AD,19.968345403229478,0
41173,동안구,202107,1,AD,24.49555685048807,3
41A07,동부2권,202107,7,AD,22.208347804159096,1
28200,남동구,202107,1,AD,10.558181108902595,1
44000,충남,202107,3,AD,13.924507687507484,0
31000,울산,202107,0,AD,16.21198607412186,0
41A02,경부1권,202107,7,AD,30.93495622331194,1
27140,동구,202107,1,AD,13.274444814762909,1
42000,강원,202107,1,AD,11.620380347600834,0
11380,은평구,202107,1,M,58.59868043602984,3
41410,군포시,202107,1,M,67.87199904920371,2
26440,강서구,202107,1,M,63.834131909830525,2
A6000,8개도,202107,7,AD,19.852827012383823,0
A2000,수도권,202107,1,AD,20.034977293389705,0
26710,기장군,202107,1,AD,12.266926443381365,2
44230,논산시,202107,1,AD,16.967557597277224,1
47110,포항시,202107,1,AD,10.638581346706165,1
26000,부산,202107,3,AD,21.903075907613918,0
48127,마산회원구,202107,1,AD,32.450103059354916,2
A2001,지방권,202107,0,AD,17.10540446501731,0
11650,서초구,202107,1,AD,40.39392978776499,3
44000,충남,202108,3,MD,15,0
46000,전남,202108,3,MD,15,0
26A01,동부산권,202108,7,MD,28.846153846153843,1
30000,대전,202108,7,MD,22.110552763819097,0
29000,광주,202108,7,MD,25.763243406634928,0
48000,경남,202108,7,MD,29.411764705882355,0
41A02,경부1권,202108,0,MD,19.15071097873782,1
41A03,경부2권,202108,0,MD,13.95928626521814,1
41A07,동부2권,202108,0,MD,17.23905416421172,1
46000,전남,202108,0,MD,17.236256381110874,0
11000,서울,202108,1,MD,27.025339975726308,0
11A12,동북권,202108,1,MD,14.436877697552417,2
11260,중랑구,202108,1,MD,21.551724137931032,3
11350,노원구,202108,1,MD,10.453088578088579,3
11530,구로구,202108,1,MD,23.266094110854503,3
11545,금천구,202108,1,MD,12.953367875647666,3
41A03,경부2권,202108,1,MD,11.601347783461451,1
28260,서구,202108,1,AD,12.338541881236461,1
26A02,중부산권,202108,1,AD,20.39439004269156,1
26140,서구,202108,1,AD,34.91434734238387,2
26A03,서부산권,202108,1,AD,16.379207203609216,1
30140,중구,202108,1,AD,17.7989195628194,1
41630,양주시,202108,1,AD,12.33194788514077,2
29140,서구,202108,1,AD,17.460322134823528,1
27000,대구,202108,1,AD,10.457952352870443,0
27140,동구,202108,1,AD,13.241272216494504,1
31710,울주군,202108,1,AD,11.709644949835988,1
42150,강릉시,202108,1,AD,13.257975021500382,1
44131,동남구,202108,1,AD,11.793161896641573,2
45111,완산구,202108,1,AD,25.465215911359053,2
45210,김제시,202108,1,AD,17.363620514131313,1
46110,목포시,202108,1,AD,13.183193881430459,1
48000,경남,202108,1,AD,20.17843085409178,0
48250,김해시,202108,1,AD,11.770660645757996,1
48270,밀양시,202108,1,AD,16.76161901343271,1
50110,제주시,202108,1,AD,8.797421539929614,1
A6000,8개도,202108,3,AD,13.66713369146291,0
41A07,동부2권,202108,3,AD,15.728255560963008,1
42000,강원,202108,3,AD,10.685616573883634,0
43000,충북,202108,3,AD,12.002111492815413,0
11000,서울,202108,7,AD,30.44243136391851,0
41A02,경부1권,202108,7,AD,30.855639774404654,1
28000,인천,202108,7,AD,24.432329630291076,0
26000,부산,202108,7,AD,26.487236592259023,0
46000,전남,202108,7,AD,21.799576185409695,0
50000,제주,202108,7,AD,6.654458681525792,0
41210,광명시,202108,1,MD,11.347165507854173,2
41220,평택시,202108,1,MD,6.41025641025641,2
41360,남양주시,202108,1,MD,14.164305949008499,2
26110,중구,202108,1,M,66.56209320489457,2
29140,서구,202108,1,M,78.21138211382113,1
29170,북구,202108,1,M,82.65899418569802,1
31000,울산,202108,1,M,74.13628645690616,0
31140,남구,202108,1,M,71.94244604316546,1
31170,동구,202108,1,M,77.82304725168756,1
42190,태백시,202108,1,M,67.97520661157024,1
42230,삼척시,202108,1,M,70.83333333333334,1
43113,흥덕구,202108,1,M,77.33990147783251,2
44150,공주시,202108,1,M,71.16008254716981,1
45111,완산구,202108,1,M,83.33333333333334,2
46000,전남,202108,1,M,77.45380597053831,0
46170,나주시,202108,1,M,70.82700101317123,1
48120,창원시,202108,1,M,77.1748920448433,1
11A11,도심권,202107,1,M,57.07646815768527,2
43110,청주시,202107,1,M,80.58839046511424,1
41430,의왕시,202107,1,M,62.305900621118006,2
41A03,경부2권,202107,1,M,69.78452209547665,1
44810,예산군,202107,1,M,68.53174603174604,1
41A05,경원권,202107,3,M,68.4931506849315,1
47000,경북,202107,3,M,64.51612903225806,0
41A04,경의권,202107,7,M,51.56794425087108,1
43000,충북,202107,7,M,46.6403162055336,0
29155,남구,202107,1,M,72.5,1
11A15,동남권,202107,7,M,45.95681779699058,2
42000,강원,202107,3,M,70.12512578203614,0
11680,강남구,202107,1,M,54.28101503759398,3
45210,김제시,202107,1,M,70.58823529411765,1
47130,경주시,202107,1,M,76.58227848101265,1
41A06,동부1권,202107,3,M,69.10569105691057,1
26A02,중부산권,202107,7,M,44.44444444444444,1
41A07,동부2권,202107,7,M,52.261904761904766,1
26110,중구,202107,1,M,67.34348561759728,2
31140,남구,202107,1,M,71.91780821917808,1
43113,흥덕구,202107,1,M,77.03180212014135,2
45180,정읍시,202107,1,M,70.90172614635179,1
41650,포천시,202107,1,M,75.39267015706807,2
36000,세종,202107,7,M,40.580159079099886,0
41287,일산서구,202107,1,M,73.77470605588098,3
41117,영통구,202107,1,M,67.01779161838547,3
41460,용인시,202108,1,MD,12.912452242568614,2
41A01,서해안권,202108,1,MD,10.335439856968136,1
41390,시흥시,202108,1,MD,8.510792409097494,2
26A03,서부산권,202108,1,A,70.92448816499774,1
26320,북구,202108,1,A,72.87759946900509,2
29140,서구,202108,1,A,76.58604034817398,1
27110,중구,202108,1,A,70.51654686001339,1
36000,세종,202108,1,A,47.934914240377964,0
42190,태백시,202108,1,A,69.6149644382759,1
43113,흥덕구,202108,1,A,76.3817796899564,2
43114,청원구,202108,1,A,77.58578948377505,2
44150,공주시,202108,1,A,72.62228853460653,1
44230,논산시,202108,1,A,75.77193848386435,1
45210,김제시,202108,1,A,69.14614118744473,1
46230,광양시,202108,1,A,84.14591592332098,1
47280,문경시,202108,1,A,72.76362531884203,1
47290,경산시,202108,1,A,78.2550206628459,1
48000,경남,202108,1,A,75.45063846762393,0
48120,창원시,202108,1,A,74.52857171072972,1
48121,의창구,202108,1,A,72.74525834690184,2
48129,진해구,202108,1,A,71.3105270536069,2
50130,서귀포시,202108,1,A,68.29002050420505,1
28000,인천,202108,3,A,68.67906177708728,0
26A02,중부산권,202108,3,A,60.41714177805459,1
48000,경남,202108,3,A,63.20373198041038,0
50000,제주,202108,3,A,65.49208650138335,0
11A11,도심권,202108,7,A,46.149109653015316,2
36000,세종,202108,7,A,41.41057996678184,0
A1000,전국,202108,0,A,64.32271705637443,0
A6000,8개도,202108,0,A,64.57440922708793,0
11A02,강남지역,202108,0,A,60.683120304742744,1
26000,부산,202108,0,A,61.48866349638118,0
26A02,중부산권,202108,0,A,60.28915569170732,1
30000,대전,202108,0,A,66.09991769102199,0
44000,충남,202108,0,A,67.11220128845734,0
48000,경남,202108,0,A,65.17771441606116,0
11A11,도심권,202108,1,A,57.43172138281651,2
11200,성동구,202108,1,A,54.52578992678286,3
11290,성북구,202108,1,A,63.49969816853378,3
11380,은평구,202108,1,A,59.84988229292991,3
11A02,강남지역,202108,1,A,57.39456078004833,1
11560,영등포구,202108,1,A,53.50801104641896,3
41133,중원구,202108,1,A,53.56371358748725,3
41410,군포시,202108,1,A,64.74016191664873,2
41463,기흥구,202108,1,A,71.3480301822897,3
41370,오산시,202108,1,A,71.987121305464,2
A2001,지방권,202108,0,M,65.27884039162986,0
11A15,동남권,202108,0,M,59.617010096886844,2
41000,경기,202108,0,M,65.52840939386762,0
41A01,서해안권,202108,0,M,64.57117136769968,1
28000,인천,202108,0,M,68.38571155870035,0
26A02,중부산권,202108,0,M,61.575609720829824,1
46000,전남,202108,0,M,61.71460628874688,0
50000,제주,202108,0,M,57.92857242779071,0
43000,충북,202108,1,MD,9.536500933939879,0
44200,아산시,202108,1,MD,8.547008547008547,1
44210,서산시,202108,1,MD,10.67629179331307,1
44230,논산시,202108,1,MD,14.705882352941178,1
45210,김제시,202108,1,MD,13.793103448275861,1
11230,동대문구,202108,1,M,58.30298280765254,3
11470,양천구,202108,1,M,54.556991232118136,3
41410,군포시,202108,1,M,66.71307954949248,2
41150,의정부시,202108,1,MD,9.67741935483871,2
26000,부산,202108,1,MD,14.780457736885038,0
26110,중구,202108,1,MD,31.498015873015873,2
26710,기장군,202108,1,MD,9.25925925925926,2
45190,남원시,202107,1,MD,19.607843137254903,1
11A02,강남지역,202107,1,MD,35.397161871473905,1
30170,서구,202107,1,MD,12.40694789081886,1
29155,남구,202107,1,MD,17.857142857142858,1
41A03,경부2권,202107,0,MD,14.055325327524674,1
11A02,강남지역,202107,3,MD,22.62305719245104,1
11620,관악구,202107,1,MD,30.976140216209302,3
26440,강서구,202107,1,MD,8.207949696833595,2
41170,안양시,202107,1,MD,18.14157966376294,2
A2000,수도권,202107,3,MD,19.66992132573415,0
11590,동작구,202107,1,MD,43.290043290043286,3
41465,수지구,202107,1,MD,13.493253373313344,3
27140,동구,202107,1,MD,10.050251256281408,1
41410,군포시,202107,1,MD,16.481277757405373,2
46170,나주시,202107,1,MD,8.81057268722467,1
47150,김천시,202107,1,MD,10.076142131979696,1
A2000,수도권,202107,1,MD,16.92299551950153,0
11545,금천구,202107,1,MD,13.157894736842104,3
42130,원주시,202107,1,MD,8.032258064516128,1
11A01,강북지역,202107,1,MD,17.84980134733707,1
29140,서구,202107,1,MD,14.285714285714285,1
41A05,경원권,202107,7,MD,22.682926829268293,1
26000,부산,202107,7,MD,28.944438075768396,0
41281,덕양구,202107,1,MD,12.779552715654951,3
30000,대전,202107,3,MD,16.666666666666664,0
31200,북구,202107,1,MD,8.264462809917356,1
46000,전남,202107,3,MD,15,0
41A06,동부1권,202107,7,MD,22.727272727272727,1
A2000,수도권,202107,0,MD,18.564729813869093,0
44130,천안시,202107,1,MD,9.486238953422143,1
45180,정읍시,202107,1,MD,17.31634182908546,1
30000,대전,202107,7,MD,22.12121212121212,0
44000,충남,202107,3,A,67.7981919917234,0
A2000,수도권,202107,7,A,49.49639814215367,0
41290,과천시,202107,1,A,43.57488283461943,2
31000,울산,202107,7,A,49.59804397841213,0
27200,남구,202107,1,A,70.90768006710397,1
43113,흥덕구,202107,1,A,76.72531018318438,2
42190,태백시,202107,1,A,69.69368867171434,1
43150,제천시,202107,1,A,74.96328962243722,1
43770,음성군,202107,1,A,70.84319135293866,1
A6000,8개도,202107,7,A,47.270807250937274,0
30000,대전,202107,1,A,71.29323522583114,0
48240,사천시,202107,1,A,78.97327641252618,1
41190,부천시,202107,1,M,68.64864864864865,2
11290,성북구,202107,1,M,63.030303030303024,3
A5000,5대광역시,202107,0,M,66.38236912452834,0
A6000,8개도,202107,0,M,65.25998830883394,0
46000,전남,202107,1,M,77.45672488808577,0
A1000,전국,202107,7,M,46.82429199785695,0
26170,동구,202107,1,M,65.99191610225039,2
11140,중구,202107,1,MD,9.074440052700922,3
45210,김제시,202107,1,MD,13.793103448275861,1
45140,익산시,202107,1,MD,15.873015873015872,1
29000,광주,202107,3,MD,12.36111111111111,0
45113,덕진구,202107,1,MD,25.510204081632654,2
31000,울산,202107,7,MD,26.585453508893963,0
45111,완산구,202107,1,MD,20.70752188672503,2
30230,대덕구,202107,1,MD,13.667496886674968,1
A9000,9개도,202107,1,MD,12.73748444188983,0
28237,부평구,202107,1,MD,10.040160642570282,1
47190,구미시,202107,1,A,80.58583311247928,1
11A11,도심권,202107,0,A,59.227299407968445,2
41117,영통구,202107,1,A,65.61081994652163,3
47850,칠곡군,202107,1,A,78.09899964713749,1
50130,서귀포시,202107,1,A,68.75282005379024,1
11440,마포구,202107,1,A,58.186667276687196,3
31000,울산,202107,3,A,72.19068945152638,0
47110,포항시,202107,1,A,81.89478056572,1
11000,서울,202107,3,A,70.590381849737,0
A2001,지방권,202107,3,A,64.24526109468337,0
47000,경북,202107,3,A,63.36636513020222,0
48000,경남,202107,7,A,46.53476961431418,0
36000,세종,202107,0,A,47.60276944070678,0
26350,해운대구,202107,1,M,54.92154065620542,2
31200,북구,202111,1,A,77.38025622528261,1
42150,강릉시,202111,1,A,78.91450310751195,1
27140,동구,202111,1,A,74.34321933775746,1
11A02,강남지역,202111,7,A,44.87572163433543,1
41630,양주시,202111,1,A,72.763224334365,2
41A05,경원권,202111,0,A,67.81320807174538,1
47190,구미시,202111,1,A,80.75900777322637,1
11740,강동구,202111,1,A,60.348417242464706,3
43113,흥덕구,202111,1,A,76.66078952982433,2
48330,양산시,202111,1,A,73.06943982686953,1
26290,남구,202111,1,A,66.66746162985821,2
11410,서대문구,202111,1,A,59.72579535335255,3
11620,관악구,202111,1,A,63.65071619186883,3
A2001,지방권,202111,1,A,73.60342572860567,0
41310,구리시,202111,1,A,61.04004500459526,2
26200,영도구,202111,1,A,65.43545198032524,2
48000,경남,202111,1,A,74.74615379465345,0
41000,경기,202111,0,A,64.40137973311938,0
11A01,강북지역,202111,0,A,60.22944155269882,1
30140,중구,202111,1,A,70.34076182734862,1
11A02,강남지역,202111,0,A,60.302537163365244,1
41A05,경원권,202111,7,A,51.60719671981452,1
47170,안동시,202111,1,A,73.8944342569827,1
11A14,서남권,202111,1,M,58.988578340920775,2
A6000,8개도,202111,3,AD,13.588777919124833,0
27290,달서구,202111,1,AD,6.7196279576621905,1
26140,서구,202111,1,AD,34.631041476306784,2
26530,사상구,202111,1,AD,16.26821482991173,2
26A02,중부산권,202111,0,AD,20.745528548531013,1
42150,강릉시,202111,1,AD,13.109101765395682,1
42190,태백시,202111,1,AD,22.21051566689529,1
43000,충북,202111,1,AD,11.219933820594035,0
31170,동구,202111,1,AD,12.79940774155931,1
11740,강동구,202111,1,AD,37.263613258921694,3
41000,경기,202111,7,AD,25.046340123883905,0
48220,통영시,202111,1,AD,22.210791254320938,1
46170,나주시,202111,1,AD,12.701665064468187,1
41410,군포시,202111,1,AD,15.671940492302042,2
27110,중구,202111,1,AD,8.981854763425432,1
A2000,수도권,202111,7,AD,26.85486318652586,0
29110,동구,202111,1,AD,23.009561699076908,1
47230,영천시,202111,1,AD,15.29052848047455,1
41A06,동부1권,202111,1,AD,19.403201184856098,1
50110,제주시,202107,1,AD,8.868776264262882,1
A9000,9개도,202107,0,AD,17.243086308562503,0
45000,전북,202107,3,AD,18.478814855948876,0
28260,서구,202107,1,AD,12.591950329808737,1
42000,강원,202107,3,AD,10.699320087512596,0
26A02,중부산권,202107,0,AD,21.245214006017033,1
11A11,도심권,202107,7,AD,36.01998849052549,2
46000,전남,202107,7,AD,21.825041114571015,0
26200,영도구,202107,1,AD,24.751453996623425,2
41461,처인구,202111,1,A,73.24226723711772,3
28185,연수구,202111,1,A,65.17608087649506,1
11A13,서북권,202111,3,A,69.91184962271286,2
26260,동래구,202111,1,A,61.758786102311404,2
50000,제주,202111,7,A,48.219389493626316,0
45140,익산시,202111,1,A,81.15966338337573,1
11290,성북구,202111,1,A,63.151709217841635,3
41A04,경의권,202111,7,A,51.227971893158866,1
26A03,서부산권,202111,1,A,70.34778072634077,1
41A06,동부1권,202111,3,A,69.71326403502215,1
A9000,9개도,202111,1,A,71.6954605535754,0
28110,중구,202111,1,A,68.15533892900804,1
26380,사하구,202111,1,AD,18.97808878322641,2
11410,서대문구,202111,1,AD,23.825329005590973,3
41A02,경부1권,202111,1,AD,20.41988447572238,1
43000,충북,202111,0,AD,13.166791977896445,0
A6000,8개도,202111,1,AD,14.786024432383233,0
45000,전북,202111,7,AD,20.27919492561591,0
