region_cd,region_nm,research_date,apt_type,price_gbn,rate,level_no
41A02,경부1권,202303,3,AD,24.428547491191274,1
44200,아산시,202303,1,AD,10.09302147138326,1
41131,수정구,202303,1,AD,25.26985576305415,3
46000,전남,202303,0,AD,18.541851771225424,0
11470,양천구,202303,1,AD,45.96756883594907,3
44150,공주시,202303,1,AD,13.950244518766903,1
26380,사하구,202303,1,AD,21.211394714029385,2
48129,진해구,202303,1,AD,20.37617580978873,2
31140,남구,202303,1,AD,15.605609516780103,1
41110,수원시,202303,1,AD,17.262050726644404,2
27140,동구,202303,1,AD,12.842545603943575,1
A2000,수도권,202303,3,AD,19.821072675196643,0
41170,안양시,202303,1,AD,29.127141849988487,2
11650,서초구,202303,1,AD,48.10648683599569,3
28000,인천,202303,3,AD,13.679341773523898,0
11380,은평구,202303,1,AD,39.5625427000741,3
50130,서귀포시,202303,1,AD,4.289508530319377,1
26A01,동부산권,202303,3,AD,22.095159566148943,1
41000,경기,202303,0,AD,20.030808912314715,0
45000,전북,202303,1,AD,21.68915243032655,0
11A13,서북권,202303,1,AD,34.70585943302728,2
11620,관악구,202303,1,AD,40.57017784475421,3
47111,남구,202303,1,AD,10.881574624586875,2
41220,평택시,202303,1,AD,9.338825011224763,2
26230,부산진구,202303,1,MD,17.543859649122805,2
28000,인천,202303,3,MD,13.172353961827646,0
41A03,경부2권,202303,7,MD,22.852903772785076,1
A6000,8개도,202303,7,MD,19.657042161662165,0
41463,기흥구,202303,1,MD,16.233766233766232,3
44133,서북구,202303,1,MD,10,2
41000,경기,202303,0,MD,17.296439506988044,0
43113,흥덕구,202303,1,MD,8.554326191312493,2
27200,남구,202303,1,MD,8.51063829787234,1
44180,보령시,202303,1,MD,6.803035912624954,1
42150,강릉시,202303,1,MD,11.299435028248588,1
41A06,동부1권,202303,0,MD,22.12882227241001,1
41A07,동부2권,202303,0,MD,16.38871450250829,1
48129,진해구,202303,1,MD,14.204545454545455,2
11A11,도심권,202303,0,MD,24.452156729041054,2
46000,전남,202303,7,MD,21.379310344827587,0
36000,세종,202303,3,MD,9.045102184637068,0
41650,포천시,202303,1,MD,18.181818181818183,2
43130,충주시,202303,1,MD,8.492607284529392,1
26000,부산,202303,0,MD,18.633654737148866,0
29200,광산구,202303,1,MD,15.151515151515152,1
26260,동래구,202303,1,MD,23.923444976076556,2
41630,양주시,202303,1,MD,16.80672268907563,2
48120,창원시,202303,1,MD,24.446957049180238,1
A1000,전국,202303,7,MD,21.473103569428652,0
29140,서구,202303,1,MD,15.384615384615385,1
28237,부평구,202303,1,MD,13.043478260869565,1
11A15,동남권,202303,7,MD,30.4781483173443,2
41135,분당구,202303,1,MD,24.03860044494525,3
30140,중구,202303,1,MD,15.333333333333332,1
41171,만안구,202303,1,MD,21.084337349397593,3
41250,동두천시,202303,1,MD,10.672358591248667,2
A2000,수도권,202303,0,MD,20.88204432158978,0
26A02,중부산권,202303,3,MD,21.09704641350211,1
A2001,지방권,202303,0,MD,15.60237165795936,0
26000,부산,202303,3,MD,21.349995694823775,0
47850,칠곡군,202303,1,MD,10.15254586683158,1
28200,남동구,202303,1,MD,12.048192771084338,1
41500,이천시,202303,1,MD,10.452961672473867,2
41000,경기,202303,3,MD,17.55420397940155,0
26A01,동부산권,202303,7,MD,28.455284552845526,1
46000,전남,202303,3,MD,14.499999999999998,0
48000,경남,202303,0,MD,21.708871336873283,0
A9000,9개도,202303,3,MD,16.287071974020996,0
41A04,경의권,202303,7,MD,22.75449101796407,1
27290,달서구,202303,1,MD,8.47457627118644,1
50110,제주시,202303,1,A,62.98627503436771,1
41A07,동부2권,202303,1,A,84.02713603739093,1
47130,경주시,202303,1,A,76.33497772446282,1
27260,수성구,202303,1,A,61.34809083711541,1
A6000,8개도,202303,3,A,67.16178957548358,0
11A12,동북권,202303,7,A,45.194272672815,2
41290,과천시,202303,1,A,48.16654554683776,2
44180,보령시,202303,1,A,73.401034959246,1
31710,울주군,202303,1,A,74.344501007123,1
41170,안양시,202303,1,A,58.70568843775994,2
42150,강릉시,202303,1,A,78.61348090088332,1
26710,기장군,202303,1,A,68.14105380352686,2
27140,동구,202303,1,A,70.62699088236228,1
31000,울산,202303,0,A,69.72852317798663,0
11380,은평구,202303,1,A,56.95413848591091,3
44133,서북구,202303,1,A,78.35381323212374,2
A3000,6대광역시,202303,7,A,44.569939479877654,0
47190,구미시,202303,1,A,81.6561497130537,1
47150,김천시,202303,1,A,74.63621682540366,1
48220,통영시,202303,1,A,73.25194511822531,1
48310,거제시,202303,1,A,70.67903480982908,1
41A03,경부2권,202303,1,A,63.030171944077615,1
41670,여주시,202303,1,A,83.21440550928214,2
42000,강원,202303,0,A,67.09308827894388,0
26200,영도구,202303,1,A,67.00831868334303,2
48270,밀양시,202303,1,A,73.1232075945072,1
26A01,동부산권,202303,3,A,64.01118080117934,1
41A02,경부1권,202303,1,A,56.24928006054928,1
26A03,서부산권,202303,0,A,66.40122946140983,1
30110,동구,202303,1,A,70.33521278370662,1
41A01,서해안권,202303,7,A,49.50726766016367,1
46230,광양시,202303,1,A,85.6022374962008,1
45180,정읍시,202303,1,A,69.64647357579135,1
47250,상주시,202303,1,A,71.2372404025547,1
41463,기흥구,202303,1,A,63.273678168432824,3
41A04,경의권,202303,7,A,49.90593758389627,1
48250,김해시,202303,1,A,79.9708766905814,1
42110,춘천시,202303,1,A,81.54580552634265,1
47113,북구,202303,1,A,85.1343785602713,2
42000,강원,202303,3,A,68.19697970340547,0
11A02,강남지역,202303,3,M,69.87840876612886,1
48000,경남,202303,0,M,67.36315164661698,0
31110,중구,202303,1,M,71.81818181818181,1
41463,기흥구,202303,1,M,63.60294117647059,3
47210,영주시,202303,1,M,75.82010582010582,1
41A05,경원권,202303,1,M,66.75541135219682,1
41A03,경부2권,202303,0,M,62.5765242019239,1
45130,군산시,202303,1,M,85.63636363636363,1
11A15,동남권,202303,3,M,70.39106145251397,2
27260,수성구,202303,1,M,61.038961038961034,1
41220,평택시,202303,1,M,68.85964912280701,2
31000,울산,202303,1,M,73.402605266317,0
11740,강동구,202303,1,M,52.39410681399632,3
41A04,경의권,202303,0,M,63.1099864042888,1
47000,경북,202303,1,M,80.16409579397263,0
41150,의정부시,202303,1,M,66.8223844807846,2
11A01,강북지역,202303,1,M,53.48481036381779,1
26A01,동부산권,202303,0,M,58.00484885332282,1
27230,북구,202303,1,M,80.29850746268656,1
A2000,수도권,202304,1,A,59.5055366285967,0
26440,강서구,202304,1,A,64.5928728981501,2
41000,경기,202304,3,A,67.70022067440698,0
44200,아산시,202304,1,A,77.22173534098086,1
48000,경남,202304,7,A,46.449434413962436,0
41280,고양시,202304,1,A,62.2619975010411,2
11A01,강북지역,202304,1,A,54.24891247562965,1
41135,분당구,202304,1,A,49.54682619398893,3
27260,수성구,202304,1,A,61.35696526076274,1
36000,세종,202304,1,A,46.73448433609584,0
26500,수영구,202304,1,A,50.07706536787314,2
31000,울산,202304,3,A,74.35858108346682,0
28000,인천,202304,7,A,49.55784686296366,0
11A02,강남지역,202304,1,A,51.61956475053674,1
27000,대구,202304,0,M,64.18883864541492,0
11215,광진구,202304,1,M,50.27755749405234,3
A2000,수도권,202304,3,A,68.88228097712862,0
44150,공주시,202304,1,A,71.3821774109678,1
26710,기장군,202304,1,A,67.92231880320384,2
27000,대구,202304,1,A,69.36533609716513,0
26000,부산,202304,7,A,42.230166791488166,0
26230,부산진구,202304,1,A,67.81760421236899,2
11A14,서남권,202304,7,A,44.39459821417569,2
11560,영등포구,202304,1,A,50.61056906451651,3
27140,동구,202304,1,A,70.35849533082904,1
11A02,강남지역,202304,7,A,43.81407087102868,1
11A15,동남권,202304,1,A,49.21093637024015,2
26140,서구,202304,1,A,70.87614966620795,2
41113,권선구,202304,1,A,62.812818677639385,3
41130,성남시,202304,1,A,50.861780306589296,2
11380,은평구,202304,1,A,56.852544940477,3
43113,흥덕구,202304,1,A,75.98263133632226,2
28200,남동구,202304,1,A,66.51062957177793,1
30000,대전,202304,1,A,68.77701488600009,0
A5000,5대광역시,202304,7,A,43.687907922578354,0
41A04,경의권,202304,1,A,63.65340384544675,1
27000,대구,202304,3,A,61.96749828195352,0
11000,서울,202304,0,A,57.98026691824275,0
43114,청원구,202304,1,A,76.9476272577635,2
28237,부평구,202304,1,A,65.1532877633808,1
30110,동구,202304,1,A,70.63532643555723,1
41117,영통구,202304,1,A,58.66995003408317,3
46840,무안군,202304,1,A,75.69534433194556,1
41360,남양주시,202304,1,A,64.8729849021922,2
36000,세종,202304,7,M,39.12709966405375,0
31000,울산,202304,3,M,74.6432719429235,0
41A05,경원권,202304,7,M,50.699266975308646,1
41A02,경부1권,202304,1,M,56.11867953727295,1
11A11,도심권,202304,1,M,51.87511999667947,2
41000,경기,202304,3,M,67.86922777141316,0
50000,제주,202304,3,M,65.4054054054054,0
41000,경기,202304,0,M,61.983717325406595,0
26A03,서부산권,202304,3,M,61.25954198473282,1
46840,무안군,202304,1,M,76.38190954773869,1
11A01,강북지역,202304,0,M,58.133741467994035,1
28260,서구,202304,1,M,62.5390625,1
41A05,경원권,202304,3,M,70.1492537313433,1
41290,과천시,202304,1,M,50.81618168914124,2
45111,완산구,202304,1,M,80.48780487804879,2
11A15,동남권,202304,0,M,55.14123034340697,2
41113,권선구,202304,1,M,63.112391930835734,3
44180,보령시,202304,1,M,72.5126395115902,1
41370,오산시,202304,1,M,68.04878048780488,2
41A01,서해안권,202304,7,M,49.03416539402376,1
44250,계룡시,202304,1,M,71.42718423033038,1
11000,서울,202304,1,M,51.880182777692596,0
44000,충남,202304,1,M,78.24909575143153,0
45113,덕진구,202304,1,M,76.61084529505582,2
11A11,도심권,202304,7,M,44.14954577218728,2
A2001,지방권,202304,7,M,45.510316319010826,0
26110,중구,202304,1,M,71.32543926661575,2
41650,포천시,202304,1,A,74.47178183326153,2
41A04,경의권,202304,0,A,63.45164051834329,1
41271,상록구,202304,1,A,57.75148818534153,3
11350,노원구,202304,1,A,48.935238960046426,3
27000,대구,202304,0,A,63.96385515606011,0
29155,남구,202304,1,A,68.58047232155214,1
42110,춘천시,202304,1,A,81.80511845348826,1
48127,마산회원구,202304,1,A,85.23419027939902,2
50000,제주,202304,7,M,47.24770642201835,0
27110,중구,202304,1,M,64.18225797050768,1
44131,동남구,202304,1,M,80.96240332394453,2
A1000,전국,202304,7,M,46.04954546668119,0
11545,금천구,202304,1,M,54.24028268551236,3
30140,중구,202304,1,M,68.59852476290833,1
26470,연제구,202304,1,M,58.41535719129642,2
11A02,강남지역,202304,1,M,50.73885959013283,1
41630,양주시,202304,1,M,63.2183908045977,2
41000,경기,202304,1,M,61.814545512486795,0
41173,동안구,202304,1,M,56.043956043956044,3
41210,광명시,202304,1,M,52.85993151431874,2
45000,전북,202304,1,M,80.15540345734527,0
43130,충주시,202304,1,M,79.3009489805506,1
48125,마산합포구,202304,1,AD,35.87211281648347,2
44180,보령시,202304,1,AD,10.071967511334112,1
26140,서구,202304,1,AD,38.13010906041187,2
29000,광주,202304,0,AD,20.600938932585716,0
46170,나주시,202304,1,AD,13.394402607931422,1
A2000,수도권,202304,7,AD,26.82506919504304,0
45110,전주시,202304,1,AD,26.829104076957726,1
A5000,5대광역시,202304,1,AD,17.920388164440055,0
29110,동구,202304,1,AD,25.996623029505322,1
11000,서울,202304,7,AD,30.371885029776614,0
41A03,경부2권,202304,3,AD,15.003894229721595,1
11A14,서남권,202304,1,AD,40.60888497521434,2
A6000,8개도,202304,1,AD,15.374606266199118,0
43000,충북,202304,7,AD,17.266672356997134,0
41463,기흥구,202304,1,AD,18.878497355492556,3
50000,제주,202304,0,AD,6.5326142876061795,0
11A14,서남권,202304,3,AD,22.076188833985746,2
26A01,동부산권,202304,0,AD,21.398224687334817,1
42000,강원,202304,1,AD,11.676004696004693,0
41110,수원시,202304,1,AD,17.37959559342166,2
11A02,강남지역,202304,7,AD,30.996105669186587,1
41390,시흥시,202304,1,AD,15.3578652987061,2
A1000,전국,202304,7,AD,22.268621698648655,0
48120,창원시,202304,1,AD,29.388420683094925,1
48000,경남,202304,1,AD,21.123724593273273,0
44270,당진시,202304,1,AD,14.313677371807703,1
11000,서울,202304,1,AD,35.508847369368596,0
28000,인천,202304,7,AD,23.806006270290606,0
44000,충남,202304,0,AD,14.960178414618646,0
41135,분당구,202304,1,AD,24.530395519541656,3
46230,광양시,202304,1,AD,14.136548326907903,1
41115,팔달구,202304,1,AD,17.91109965070858,3
41430,의왕시,202304,1,AD,17.533356052700753,2
41480,파주시,202304,1,AD,13.439994903565108,2
41A05,경원권,202304,1,MD,14.148855268109065,1
28110,중구,202304,1,MD,11.89325538084349,1
44130,천안시,202304,1,MD,10.23473285738917,1
45180,정읍시,202304,1,MD,17.381321624942096,1
A6000,8개도,202304,7,MD,19.64769792296327,0
50130,서귀포시,202304,1,MD,3.334963007931341,1
41463,기흥구,202304,1,MD,16.129032258064516,3
44200,아산시,202304,1,MD,9.386011950360043,1
43113,흥덕구,202304,1,MD,8.547008547008547,2
27200,남구,202304,1,MD,8.771929824561402,1
11A14,서남권,202304,1,MD,38.73190223340341,2
41A05,경원권,202304,3,MD,16.666666666666664,1
A9000,9개도,202304,0,MD,16.338509512131886,0
41A01,서해안권,202304,0,MD,15.108274918864206,1
41550,안성시,202304,1,MD,9.546593757120073,2
48310,거제시,202304,1,MD,8.771929824561402,1
48330,양산시,202304,1,MD,17.24137931034483,1
11530,구로구,202304,1,MD,26.007846320346317,3
36000,세종,202304,3,MD,9.045102184637068,0
28245,계양구,202304,1,MD,12.048192771084338,1
42170,동해시,202304,1,MD,13.559322033898304,1
11560,영등포구,202304,1,MD,35.587188612099645,3
26A02,중부산권,202304,7,MD,28.947368421052634,1
48121,의창구,202304,1,MD,27.472527472527474,2
31000,울산,202304,0,MD,14.471514409886513,0
29000,광주,202304,7,MD,25.949975949975943,0
46840,무안군,202304,1,MD,9.66183574879227,1
A9000,9개도,202304,7,MD,20.243716201221208,0
A9000,9개도,202304,1,MD,14.851058782782381,0
48120,창원시,202304,1,MD,24.355327874511453,1
11A11,도심권,202304,3,MD,23.26530612244898,2
11A15,동남권,202304,7,MD,30.4781483173443,2
44250,계룡시,202304,1,MD,11.381239242685027,1
11A15,동남권,202304,3,MD,23.414634146341466,2
47110,포항시,202304,1,MD,9.687552308975732,1
41A04,경의권,202304,0,MD,16.085654320351782,1
45000,전북,202304,1,MD,19.02415433184396,0
26410,금정구,202304,1,MD,24.81389578163772,2
11230,동대문구,202304,1,MD,20.15228426395939,3
27710,달성군,202304,1,MD,11.461318051575931,1
41173,동안구,202304,1,MD,24.57002457002457,3
41281,덕양구,202304,1,MD,19.78241302391109,3
43150,제천시,202304,1,MD,10.204081632653061,1
31110,중구,202304,1,MD,18.04123711340206,1
A3000,6대광역시,202304,7,MD,23.024994547596645,0
11290,성북구,202304,1,MD,25.157590947064634,3
27260,수성구,202304,1,MD,10.504201680672269,1
27290,달서구,202304,1,MD,8.620689655172415,1
41A07,동부2권,202304,1,MD,11.773830923487811,1
41271,상록구,202304,1,MD,11.049761232906446,3
28140,동구,202304,1,MD,12.004801920768307,1
26470,연제구,202210,1,AD,24.108462208157643,2
41131,수정구,202210,1,AD,21.362441564506437,3
42000,강원,202210,0,AD,13.158193329693624,0
41133,중원구,202210,1,AD,25.92438151607017,3
41461,처인구,202210,1,AD,19.926888950002635,3
41A02,경부1권,202210,0,AD,21.561238327917003,1
31000,울산,202210,1,AD,13.399413011348715,0
48129,진해구,202210,1,AD,21.264039146772674,2
45000,전북,202210,0,AD,20.302567866709502,0
27140,동구,202210,1,AD,11.573584286545843,1
42000,강원,202210,3,AD,10.597658262475365,0
30000,대전,202210,0,AD,18.931967197734348,0
44000,충남,202210,0,AD,14.977302920434477,0
47250,상주시,202210,1,AD,9.79678958085166,1
A5000,5대광역시,202210,0,AD,17.41480289743105,0
45190,남원시,202210,1,AD,22.93228284980142,1
11620,관악구,202210,1,AD,33.897959753761725,3
47111,남구,202210,1,AD,11.36342949381256,2
42130,원주시,202210,1,AD,8.872040546479832,1
48310,거제시,202210,1,AD,9.656929285909175,1
44130,천안시,202210,1,MD,9.168491424613809,1
43000,충북,202210,7,MD,17.137809187279153,0
41480,파주시,202210,1,MD,10.212950890916993,2
44000,충남,202210,7,MD,21.487173173352435,0
11A01,강북지역,202210,0,MD,20.83033660008098,1
31000,울산,202210,7,MD,26.216912255979786,0
47000,경북,202210,3,MD,12.5,0
41A06,동부1권,202210,1,MD,18.94234594604029,1
A2000,수도권,202210,1,MD,17.42952058904878,0
11A14,서남권,202210,1,MD,33.10759079892593,2
50000,제주,202210,1,MD,4.323086629141929,0
41A01,서해안권,202210,7,MD,22.727272727272727,1
26A01,동부산권,202210,3,MD,21.138211382113823,1
44150,공주시,202210,1,MD,12.422360248447205,1
11000,서울,202210,1,MD,27.63993295533697,0
36000,세종,202210,3,MD,8.823529411764707,0
A5000,5대광역시,202210,7,MD,23.34179098631477,0
26A02,중부산권,202210,7,MD,28.64864864864865,1
11500,강서구,202210,1,MD,39.814217929343634,3
27230,북구,202210,1,MD,7.968127490039841,1
41A04,경의권,202210,1,MD,11.863867564961932,1
45110,전주시,202210,1,MD,22.481470913314176,1
41A03,경부2권,202210,3,MD,15.43878656554713,1
42130,원주시,202210,1,MD,8.264462809917356,1
11A15,동남권,202210,3,MD,22.384615384615383,2
47130,경주시,202210,1,MD,8.771929824561402,1
41171,만안구,202210,1,MD,17.6056338028169,3
45000,전북,202210,3,MD,15.164290459400071,0
41310,구리시,202210,1,MD,22.197585612219758,2
47000,경북,202210,0,MD,11.730040151003026,0
11A12,동북권,202210,0,MD,18.501581960559253,2
47850,칠곡군,202210,1,MD,9.58012467913458,1
41270,안산시,202210,1,MD,8.84077974303185,2
50000,제주,202210,3,MD,5.0761421319796955,0
44270,당진시,202210,1,MD,10.570871772867052,1
41273,단원구,202210,1,MD,9.036226558885168,3
29000,광주,202210,0,MD,17.69632767843153,0
30000,대전,202210,0,MD,15.968560850471237,0
A9000,9개도,202210,3,MD,16.114602054962553,0
41465,수지구,202210,1,MD,17.064846416382252,3
41A07,동부2권,202210,7,MD,22.527147618535643,1
45140,익산시,202210,1,MD,15.625,1
41610,광주시,202210,1,MD,12.552301255230125,2
26170,동구,202210,1,MD,15.504211376485518,2
26530,사상구,202210,1,A,72.98186575808136,2
45110,전주시,202210,1,A,79.1132976599454,1
11A01,강북지역,202210,1,A,57.84796240930494,1
29200,광산구,202210,1,A,75.20096320467088,1
41150,의정부시,202210,1,A,69.66961241731711,2
44180,보령시,202210,1,A,72.69653699063777,1
27200,남구,202210,1,A,70.3935702558963,1
44000,충남,202210,1,A,78.83262883807105,0
42190,태백시,202210,1,A,69.63206172197027,1
50000,제주,202210,3,A,66.23628427525799,0
36000,세종,202210,3,A,67.81230766946295,0
45130,군산시,202210,1,A,81.22932230891699,1
11470,양천구,202210,1,A,54.690512920221245,3
26230,부산진구,202210,1,A,68.3175770955658,2
41110,수원시,202210,1,A,62.723194672555415,2
42170,동해시,202210,1,A,78.67742283424694,1
41210,광명시,202210,1,A,56.217753283679414,2
26140,서구,202210,1,A,70.47049389477735,2
48000,경남,202210,0,A,65.29826937795102,0
47210,영주시,202210,1,A,76.36936489278561,1
47190,구미시,202210,1,A,82.34090593205313,1
A1000,전국,202210,1,A,68.8259163173551,0
48000,경남,202210,3,A,64.05895499430078,0
47230,영천시,202210,1,A,77.13433657885594,1
11410,서대문구,202210,1,A,59.89247124591073,3
30000,대전,202210,1,A,70.20572296726647,0
48240,사천시,202210,1,A,78.77315690863442,1
11650,서초구,202210,1,A,56.28615032310177,3
44131,동남구,202210,1,A,81.42952822550923,2
43000,충북,202210,7,A,46.55963973301068,0
48000,경남,202210,1,A,75.84512299220414,0
41A01,서해안권,202210,1,A,65.27479208385765,1
11A02,강남지역,202210,0,A,60.08167171689608,1
26A03,서부산권,202210,0,A,66.37658012731566,1
41A05,경원권,202210,7,A,51.64621078813628,1
28237,부평구,202210,1,A,68.54643194863556,1
43150,제천시,202210,1,A,75.30822013284816,1
41390,시흥시,202210,1,A,66.62467825408167,2
47110,포항시,202210,1,A,84.32545279993812,1
41650,포천시,202210,1,A,73.87404812977091,2
45000,전북,202210,0,A,65.82736899480244,0
11A15,동남권,202210,3,A,69.8055480088984,2
A6000,8개도,202210,1,A,77.52180369617379,0
A2001,지방권,202210,7,A,45.92886113645482,0
26000,부산,202210,1,A,65.15210175003921,0
48250,김해시,202210,1,A,80.07436178526261,1
28110,중구,202210,1,A,65.30359226221411,1
11A02,강남지역,202210,3,M,70.1551699520895,1
A3000,6대광역시,202210,0,M,65.91371448641536,0
26A03,서부산권,202210,0,M,67.20508048364358,1
44000,충남,202210,0,M,67.17769900074013,0
46000,전남,202210,3,M,68.91891891891892,0
26260,동래구,202210,1,M,62.935090498823755,2
47150,김천시,202210,1,M,75.21129296530367,1
26230,부산진구,202210,1,M,69.87921566706868,2
27000,대구,202210,7,M,39.55119214586255,0
27000,대구,202210,0,M,65.91187958294746,0
11A15,동남권,202210,3,M,70,2
26290,남구,202210,1,M,65.3107428233205,2
41133,중원구,202210,1,M,57.14285714285714,3
26A02,중부산권,202210,0,M,60.684634131336644,1
48120,창원시,202210,1,M,78.86943822916295,1
11A01,강북지역,202210,1,M,57.619429729926566,1
41550,안성시,202210,1,M,74.60732984293193,2
26000,부산,202210,7,M,43.76295441268424,0
27230,북구,202210,1,M,81.89655172413794,1
41A03,경부2권,202210,3,M,67.09539564378274,1
47130,경주시,202210,1,M,76.53194263363756,1
11A01,강북지역,202210,0,M,60.1459565504371,1
41290,과천시,202210,1,M,43.62580515969696,2
27710,달성군,202210,1,M,77.05382436260622,1
11A13,서북권,202210,1,M,58.26925968349349,2
41A05,경원권,202210,0,M,66.59897968345469,1
11000,서울,202210,0,M,60.07941530905381,0
27200,남구,202210,1,M,71.2166172106825,1
41370,오산시,202210,1,M,69.57671957671958,2
41650,포천시,202210,1,M,74.7016706443914,2
48125,마산합포구,202210,1,M,79.41176470588235,2
48220,통영시,202210,1,M,73.26086956521739,1
45113,덕진구,202210,1,M,79.38931297709924,2
A5000,5대광역시,202210,3,M,63.222652577233355,0
41461,처인구,202210,1,M,72.05882352941177,3
45110,전주시,202210,1,M,81.2436476182939,1
41285,일산동구,202210,1,M,70.89285714285715,3
43111,상당구,202210,1,M,83.47756648343486,2
42210,속초시,202210,1,M,74.49664429530202,1
30110,동구,202210,1,M,73.87311567601344,1
A1000,전국,202210,1,M,69.40980526787992,0
41630,양주시,202210,1,M,70.07299270072993,2
41000,경기,202210,7,M,49.201159759678454,0
48270,밀양시,202210,1,M,73.33333333333333,1
41173,동안구,202210,1,M,57.09156193895871,3
27000,대구,202210,3,M,62.14689265536724,0
43130,충주시,202210,1,AD,9.777284582872962,1
26230,부산진구,202210,1,AD,20.50079101963221,2
11A02,강남지역,202210,3,AD,22.328863058943245,1
44131,동남구,202210,1,AD,11.405297867439083,2
11170,용산구,202210,1,AD,25.535176901325062,3
31710,울주군,202210,1,AD,11.679949453058281,1
47150,김천시,202210,1,AD,13.095687804864466,1
41590,화성시,202210,1,AD,18.02907179525427,2
A6000,8개도,202210,7,AD,19.88817642776759,0
11305,강북구,202210,1,AD,14.802720414665405,3
31110,중구,202210,1,AD,19.785743046039435,1
29170,북구,202210,1,AD,17.20236132590003,1
41287,일산서구,202210,1,AD,13.158648323543161,3
41390,시흥시,202211,1,M,64.490351219331,2
41250,동두천시,202211,1,M,71.8562874251497,2
46150,순천시,202211,1,M,80.39206379343081,1
26A02,중부산권,202211,3,M,62.17765042979943,1
41131,수정구,202211,1,M,56.43564356435643,3
47130,경주시,202211,1,M,77.18696397941682,1
28260,서구,202211,1,M,65.58265582655827,1
A3000,6대광역시,202211,3,M,65.28488922286336,0
27710,달성군,202211,1,M,76.78571428571429,1
29000,광주,202211,3,M,66.66666666666666,0
26170,동구,202211,1,M,65.8747762962216,2
11A15,동남권,202211,0,M,57.83016586642407,2
48000,경남,202211,1,M,77.57872955018442,0
11A02,강남지역,202211,7,M,44.431025131155124,1
26A03,서부산권,202211,1,M,72.07753116181847,1
30230,대덕구,202211,1,M,74.72901236530087,1
44250,계룡시,202211,1,M,72.06801700425106,1
41130,성남시,202211,1,M,54.08510654242734,2
11000,서울,202211,3,M,70.0555876845618,0
A3000,6대광역시,202211,1,M,70.48654371918978,0
A5000,5대광역시,202211,3,M,63.15732069368156,0
30000,대전,202211,3,M,59.549138804457954,0
11A11,도심권,202211,7,M,44.31266846361186,2
26110,중구,202211,1,M,70.57883522727273,2
41461,처인구,202211,1,M,71.26436781609196,3
41285,일산동구,202211,1,M,69.35672514619883,3
48123,성산구,202211,1,M,80.92592592592592,2
41630,양주시,202211,1,M,69.64769647696477,2
A2001,지방권,202211,3,M,64.95533587733239,0
41000,경기,202211,1,M,65.53959353786367,0
11000,서울,202211,7,M,44.786931680978,0
A9000,9개도,202211,3,AD,16.422641669377526,0
41460,용인시,202211,1,AD,19.652565752588504,2
41A03,경부2권,202211,1,AD,16.84936371117622,1
46840,무안군,202211,1,AD,12.153773973207286,1
41A05,경원권,202211,0,AD,15.051191912167885,1
11A13,서북권,202211,3,AD,22.463523166390534,2
41A05,경원권,202211,3,AD,19.241925775661223,1
11A14,서남권,202211,0,AD,29.527858771174603,2
45140,익산시,202211,1,AD,18.100306176787516,1
11545,금천구,202211,1,AD,19.134105523000876,3
11305,강북구,202211,1,AD,15.285595384077771,3
A1000,전국,202211,3,AD,18.404629189527352,0
29110,동구,202211,1,AD,23.813975873409905,1
31110,중구,202211,1,AD,20.190291908916016,1
41000,경기,202211,1,AD,17.07733618808194,0
11A02,강남지역,202211,0,AD,31.38269252646334,1
11A12,동북권,202211,7,AD,28.25662941017313,2
41A03,경부2권,202211,3,AD,14.583295134083112,1
28260,서구,202211,1,AD,13.108590206172979,1
42170,동해시,202211,1,AD,15.54184247969632,1
26A02,중부산권,202211,7,AD,26.820480810319197,1
45130,군산시,202211,1,AD,13.026657706881418,1
41A02,경부1권,202211,1,AD,22.009731296440364,1
A6000,8개도,202211,1,AD,14.685811404507506,0
31140,남구,202211,1,AD,14.323134007680437,1
41A04,경의권,202211,0,AD,16.397953609341258,1
26A03,서부산권,202211,7,AD,26.21143155014679,1
11110,종로구,202211,1,AD,36.36417305316565,3
A6000,8개도,202211,0,AD,16.750802301371213,0
45000,전북,202211,3,AD,18.363420373015945,0
48120,창원시,202211,1,AD,27.606517862163805,1
44000,충남,202211,7,AD,21.00661249788385,0
31000,울산,202211,0,AD,16.29231902331601,0
11380,은평구,202211,1,AD,36.4622965751052,3
41A05,경원권,202211,7,AD,19.885811467425512,1
41A03,경부2권,202211,7,AD,24.7937774938697,1
11500,강서구,202211,1,AD,38.50442914643361,3
44210,서산시,202211,1,AD,10.711779582249815,1
30110,동구,202211,1,AD,18.444824653270132,1
11A01,강북지역,202211,7,AD,29.677510155030063,1
11200,성동구,202211,1,AD,20.48854276730506,3
11000,서울,202211,0,AD,27.855472445081563,0
11620,관악구,202211,1,AD,34.831799155806245,3
30000,대전,202211,1,AD,19.019851219435203,0
48250,김해시,202211,1,AD,11.838672807265258,1
11A15,동남권,202211,1,AD,38.42549264374931,2
26470,연제구,202211,1,MD,18.662564578858767,2
28110,중구,202211,1,MD,10.109699178959561,1
44130,천안시,202211,1,MD,9.293666838429877,1
41A02,경부1권,202211,0,MD,19.984488553012483,1
41000,경기,202211,7,MD,22.765588168045852,0
45210,김제시,202211,1,MD,12.804097311139564,1
46110,목포시,202211,1,MD,9.090909090909092,1
43113,흥덕구,202211,1,MD,7.83289817232376,2
A2000,수도권,202211,1,MD,17.97240669554869,0
11A02,강남지역,202211,1,MD,37.06701440675753,1
26530,사상구,202211,1,MD,13.840996168582375,2
