region_cd,region_nm,research_date,apt_type,age_gbn,tr_gbn,indices,level_no
A6000,8개도,202208,7,72,R,100.65845635004061,0
A9000,9개도,202208,7,72,R,100.84747066506894,0
11000,서울,202208,7,72,S,105.21446548543405,0
11A01,강북지역,202208,7,72,S,105.01595430776393,1
11A02,강남지역,202208,7,72,S,105.43223284085353,1
11A11,도심권,202208,7,72,S,105.45583081548568,2
11A12,동북권,202208,7,72,S,104.71889990360401,2
11A13,서북권,202208,7,72,S,105.43122370244684,2
11A14,서남권,202208,7,72,S,105.39460539460539,2
11A15,동남권,202208,7,72,S,105.49376859124222,2
26000,부산,202208,7,72,S,104.78715055655674,0
26A01,동부산권,202208,7,72,S,104.78551999795309,1
26A02,중부산권,202208,7,72,S,104.04944834848952,1
26A03,서부산권,202208,7,72,S,105.79884091609182,1
27000,대구,202208,7,72,S,103.15517140584527,0
28000,인천,202208,7,72,S,104.33694638366713,0
29000,광주,202208,7,72,S,102.47288386637523,0
30000,대전,202208,7,72,S,104.51466398196976,0
31000,울산,202208,7,72,S,101.21193018894718,0
36000,세종,202208,7,72,S,105.16918095740475,0
41000,경기,202208,7,72,S,103.73276017235791,0
41A01,서해안권,202208,7,72,S,104.23138637791756,1
41A02,경부1권,202208,7,72,S,104.35227872324168,1
41A03,경부2권,202208,7,72,S,103.87972669015252,1
41A04,경의권,202208,7,72,S,103.19570516593544,1
41A05,경원권,202208,7,72,S,102.21122155456261,1
41A06,동부1권,202208,7,72,S,104.90176694758304,1
41A07,동부2권,202208,7,72,S,103.35054768456745,1
42000,강원,202208,7,72,S,101.40655938679954,0
43000,충북,202208,7,72,S,103.20484987302198,0
44000,충남,202208,7,72,S,101.82744997245712,0
45000,전북,202208,7,72,S,102.69869350356244,0
46000,전남,202208,7,72,S,103.75821387707833,0
47000,경북,202208,7,72,S,102.0160814926159,0
48000,경남,202208,7,72,S,101.36735540469108,0
50000,제주,202208,7,72,S,102.27375231971914,0
A1000,전국,202208,7,72,S,102.79236888057488,0
A2000,수도권,202208,7,72,S,104.01345665580813,0
A2001,지방권,202208,7,72,S,102.37397738658034,0
A3000,6대광역시,202208,7,72,S,103.3789927183613,0
A5000,5대광역시,202208,7,72,S,103.160458929567,0
A6000,8개도,202208,7,72,S,102.21832145051326,0
A9000,9개도,202208,7,72,S,102.57160650800702,0
11000,서울,202208,7,73,D,101.36265398688555,0
11A01,강북지역,202208,7,73,D,101.48853231897377,1
11A02,강남지역,202208,7,73,D,101.16357220732226,1
11A11,도심권,202208,7,73,D,101.25301557920552,2
11A12,동북권,202208,7,73,D,101.67240053012203,2
11A13,서북권,202208,7,73,D,101.11779892065277,2
11A14,서남권,202208,7,73,D,101.03993282691374,2
11A15,동남권,202208,7,73,D,101.4858518379075,2
26000,부산,202208,7,73,D,100.71743415999738,0
26A01,동부산권,202208,7,73,D,100.54429488888219,1
26A02,중부산권,202208,7,73,D,100.74062893221706,1
26A03,서부산권,202208,7,73,D,100.86519800662623,1
27000,대구,202208,7,73,D,101.0346870122431,0
28000,인천,202208,7,73,D,100.93651841507835,0
29000,광주,202208,7,73,D,101.32866141799828,0
30000,대전,202208,7,73,D,100.2818061193741,0
31000,울산,202208,7,73,D,103.33213411863744,0
36000,세종,202208,7,73,D,98.93644650234708,0
41000,경기,202208,7,73,D,101.68078672064755,0
41A01,서해안권,202208,7,73,D,101.21937052018902,1
41A02,경부1권,202208,7,73,D,101.32576282143266,1
41A03,경부2권,202208,7,73,D,102.51310523810409,1
41A04,경의권,202208,7,73,D,101.52261723013878,1
41A05,경원권,202208,7,73,D,100.867860379357,1
41A06,동부1권,202208,7,73,D,102.45578358885975,1
41A07,동부2권,202208,7,73,D,102.4568387283574,1
42000,강원,202208,7,73,D,101.68107452202268,0
43000,충북,202208,7,73,D,101.16110873254381,0
44000,충남,202208,7,73,D,100.48705867691743,0
45000,전북,202208,7,73,D,100.50000070630448,0
46000,전남,202208,7,73,D,100.99386188938828,0
47000,경북,202208,7,73,D,100.36590095723754,0
48000,경남,202208,7,73,D,101.11143857677676,0
50000,제주,202208,7,73,D,101.52266617756038,0
A1000,전국,202208,7,73,D,101.05334671202762,0
A2000,수도권,202208,7,73,D,101.45713499181895,0
A2001,지방권,202208,7,73,D,100.91980548152513,0
A3000,6대광역시,202208,7,73,D,101.06293097406447,0
A5000,5대광역시,202208,7,73,D,101.08241438666947,0
A6000,8개도,202208,7,73,D,100.88192483193865,0
A9000,9개도,202208,7,73,D,101.01193616620469,0
11000,서울,202208,7,73,R,100.73702293881499,0
11A01,강북지역,202208,7,73,R,100.80971436267161,1
11A02,강남지역,202208,7,73,R,100.6219812283921,1
11A11,도심권,202208,7,73,R,100.54287714222087,2
11A12,동북권,202208,7,73,R,100.92257656009292,2
11A13,서북권,202208,7,73,R,100.67713757320567,2
11A14,서남권,202208,7,73,R,100.37630231642174,2
11A15,동남권,202208,7,73,R,101.26378110844311,2
26000,부산,202208,7,73,R,100.64822864629173,0
26A01,동부산권,202208,7,73,R,101.22239522181967,1
26A02,중부산권,202208,7,73,R,100.4449591400341,1
26A03,서부산권,202208,7,73,R,100.45439379115106,1
27000,대구,202208,7,73,R,100.6232289502678,0
28000,인천,202208,7,73,R,100.46009759234916,0
29000,광주,202208,7,73,R,100.72053846515526,0
30000,대전,202208,7,73,R,100.07979608849062,0
31000,울산,202208,7,73,R,102.97293231275776,0
36000,세종,202208,7,73,R,98.7334651013978,0
41000,경기,202208,7,73,R,101.37807599808522,0
41A01,서해안권,202208,7,73,R,100.88961890994024,1
41A02,경부1권,202208,7,73,R,101.1013775194112,1
41A03,경부2권,202208,7,73,R,101.88683276224795,1
41A04,경의권,202208,7,73,R,101.85347637185411,1
41A05,경원권,202208,7,73,R,100.62814225569407,1
41A06,동부1권,202208,7,73,R,102.58383523657666,1
41A07,동부2권,202208,7,73,R,101.61877839830899,1
42000,강원,202208,7,73,R,101.37299647546207,0
43000,충북,202208,7,73,R,100.87237015101552,0
44000,충남,202208,7,73,R,100.16401049035255,0
45000,전북,202208,7,73,R,100.06900058494162,0
46000,전남,202208,7,73,R,100.6604638301157,0
47000,경북,202208,7,73,R,100.22578922929178,0
48000,경남,202208,7,73,R,101.00906769294384,0
50000,제주,202208,7,73,R,101.39706196916043,0
A1000,전국,202208,7,73,R,100.74663689918788,0
A2000,수도권,202208,7,73,R,100.99155804225954,0
A2001,지방권,202208,7,73,R,100.66555216412611,0
A3000,6대광역시,202208,7,73,R,100.75545213071638,0
A5000,5대광역시,202208,7,73,R,100.80101807210487,0
A6000,8개도,202208,7,73,R,100.63583235894401,0
A9000,9개도,202208,7,73,R,100.75665660516337,0
11000,서울,202208,7,73,S,104.894505054632,0
11A01,강북지역,202208,7,73,S,104.89260337731241,1
11A02,강남지역,202208,7,73,S,104.89751753274324,1
11A11,도심권,202208,7,73,S,105.38824072238222,2
11A12,동북권,202208,7,73,S,104.598140193469,2
11A13,서북권,202208,7,73,S,105.39962739124427,2
11A14,서남권,202208,7,73,S,104.80671879614405,2
11A15,동남권,202208,7,73,S,105.1340423185709,2
26000,부산,202208,7,73,S,103.66620553504005,0
26A01,동부산권,202208,7,73,S,104.59300797353555,1
26A02,중부산권,202208,7,73,S,103.432573320882,1
26A03,서부산권,202208,7,73,S,103.13709976070437,1
27000,대구,202208,7,73,S,104.42449863019657,0
28000,인천,202208,7,73,S,104.06866642311692,0
29000,광주,202208,7,73,S,103.31037602509289,0
30000,대전,202208,7,73,S,104.41888745844207,0
31000,울산,202208,7,73,S,103.65817679382062,0
36000,세종,202208,7,73,S,104.66562064437927,0
41000,경기,202208,7,73,S,104.90887193561373,0
41A01,서해안권,202208,7,73,S,104.640650639405,1
41A02,경부1권,202208,7,73,S,107.59575537151609,1
41A03,경부2권,202208,7,73,S,104.66946160000576,1
41A04,경의권,202208,7,73,S,104.17596504586575,1
41A05,경원권,202208,7,73,S,102.9249202661099,1
41A06,동부1권,202208,7,73,S,106.34935443809658,1
41A07,동부2권,202208,7,73,S,104.45878230839105,1
42000,강원,202208,7,73,S,103.42946397532047,0
43000,충북,202208,7,73,S,103.42742648860393,0
44000,충남,202208,7,73,S,102.25808583839313,0
45000,전북,202208,7,73,S,102.6286439347105,0
46000,전남,202208,7,73,S,103.69082306488862,0
47000,경북,202208,7,73,S,102.28010808296358,0
48000,경남,202208,7,73,S,102.08768290446702,0
50000,제주,202208,7,73,S,102.7195782859013,0
A1000,전국,202208,7,73,S,103.47288946963977,0
A2000,수도권,202208,7,73,S,104.80941955308406,0
A2001,지방권,202208,7,73,S,103.03346918125365,0
A3000,6대광역시,202208,7,73,S,103.93032066102093,0
A5000,5대광역시,202208,7,73,S,103.90902977825792,0
A6000,8개도,202208,7,73,S,102.74967515862888,0
A9000,9개도,202208,7,73,S,103.09917727222783,0
11000,서울,202207,1,11,D,102.66148949416166,0
11A01,강북지역,202207,1,11,D,101.81699682325653,1
11A02,강남지역,202207,1,11,D,103.36249641247235,1
11A11,도심권,202207,1,11,D,103.79620667499256,2
11A12,동북권,202207,1,11,D,100.93966968985082,2
11A13,서북권,202207,1,11,D,102.5892003313515,2
11A14,서남권,202207,1,11,D,102.53268403888856,2
11A15,동남권,202207,1,11,D,104.03603441957256,2
26000,부산,202207,1,11,D,101.07594888776048,0
26A01,동부산권,202207,1,11,D,100.29945231127984,1
26A02,중부산권,202207,1,11,D,100.3929649686364,1
26A03,서부산권,202207,1,11,D,102.80197100387596,1
27000,대구,202207,1,11,D,90.66000710833963,0
28000,인천,202207,1,11,D,96.98089231524696,0
29000,광주,202207,1,11,D,103.87312842083823,0
30000,대전,202207,1,11,D,96.93120115830223,0
31000,울산,202207,1,11,D,101.80232723406813,0
36000,세종,202207,1,11,D,88.0941207269895,0
41000,경기,202207,1,11,D,101.3575753270574,0
41A01,서해안권,202207,1,11,D,100.64428831466674,1
41A02,경부1권,202207,1,11,D,102.1237192781349,1
41A03,경부2권,202207,1,11,D,100.55804642834516,1
41A04,경의권,202207,1,11,D,103.53569061392709,1
41A05,경원권,202207,1,11,D,97.615748182991,1
41A06,동부1권,202207,1,11,D,102.45577535464898,1
41A07,동부2권,202207,1,11,D,113.3631794820066,1
42000,강원,202207,1,11,D,102.18611999766995,0
43000,충북,202207,1,11,D,107.04069462207775,0
44000,충남,202207,1,11,D,103.00635973344019,0
45000,전북,202207,1,11,D,104.97044060461303,0
46000,전남,202207,1,11,D,101.00039712406601,0
47000,경북,202207,1,11,D,107.57201696568161,0
48000,경남,202207,1,11,D,106.46826174368375,0
50000,제주,202207,1,11,D,104.17035977379665,0
A1000,전국,202207,1,11,D,101.37381069536819,0
A2000,수도권,202207,1,11,D,101.0581070234166,0
A2001,지방권,202207,1,11,D,101.6369921699318,0
A3000,6대광역시,202207,1,11,D,98.13251342009657,0
A5000,5대광역시,202207,1,11,D,98.45608621570763,0
A6000,8개도,202207,1,11,D,105.18268630258054,0
A9000,9개도,202207,1,11,D,103.24266897487124,0
11000,서울,202207,1,11,R,102.20045612563646,0
11A01,강북지역,202207,1,11,R,102.25849888347764,1
11A02,강남지역,202207,1,11,R,102.15266154706562,1
11A11,도심권,202207,1,11,R,102.19260669165035,2
11A12,동북권,202207,1,11,R,102.24196039516302,2
11A13,서북권,202207,1,11,R,102.30242705611172,2
11A14,서남권,202207,1,11,R,101.12500002608552,2
11A15,동남권,202207,1,11,R,102.98833398273636,2
26000,부산,202207,1,11,R,105.0253430063989,0
26A01,동부산권,202207,1,11,R,104.71472224332634,1
26A02,중부산권,202207,1,11,R,105.30807500189572,1
26A03,서부산권,202207,1,11,R,104.96629953837378,1
27000,대구,202207,1,11,R,99.7867858694822,0
28000,인천,202207,1,11,R,106.1165654122593,0
29000,광주,202207,1,11,R,101.83938703019082,0
30000,대전,202207,1,11,R,101.96817713755742,0
31000,울산,202207,1,11,R,110.83342003955168,0
36000,세종,202207,1,11,R,93.06674128740113,0
41000,경기,202207,1,11,R,105.66610313107184,0
41A01,서해안권,202207,1,11,R,107.6453085924646,1
41A02,경부1권,202207,1,11,R,102.77663570072957,1
41A03,경부2권,202207,1,11,R,104.09373648994145,1
41A04,경의권,202207,1,11,R,106.73558276961208,1
41A05,경원권,202207,1,11,R,101.65732063098893,1
41A06,동부1권,202207,1,11,R,104.16856538076138,1
41A07,동부2권,202207,1,11,R,107.76387486720684,1
42000,강원,202207,1,11,R,102.69027639849368,0
43000,충북,202207,1,11,R,110.48937322801035,0
44000,충남,202207,1,11,R,104.01379441284332,0
45000,전북,202207,1,11,R,103.80986615164272,0
46000,전남,202207,1,11,R,102.8172285631745,0
47000,경북,202207,1,11,R,106.71197661630565,0
48000,경남,202207,1,11,R,107.43672301107925,0
50000,제주,202207,1,11,R,105.73941023131145,0
A1000,전국,202207,1,11,R,104.68471610533112,0
A2000,수도권,202207,1,11,R,105.13322893401966,0
A2001,지방권,202207,1,11,R,104.3133432875882,0
A3000,6대광역시,202207,1,11,R,104.24239411388805,0
A5000,5대광역시,202207,1,11,R,103.72568981787138,0
A6000,8개도,202207,1,11,R,105.98565426850574,0
A9000,9개도,202207,1,11,R,105.82494347486842,0
11000,서울,202207,1,11,S,103.00273369884742,0
11A01,강북지역,202207,1,11,S,102.12214528465233,1
11A02,강남지역,202207,1,11,S,103.73392065051338,1
11A11,도심권,202207,1,11,S,104.41356985038637,2
11A12,동북권,202207,1,11,S,101.58877910261327,2
11A13,서북권,202207,1,11,S,102.28021399657811,2
11A14,서남권,202207,1,11,S,102.68925724187841,2
11A15,동남권,202207,1,11,S,104.58342682980238,2
26000,부산,202207,1,11,S,102.86770144574835,0
26A01,동부산권,202207,1,11,S,104.46260094503137,1
26A02,중부산권,202207,1,11,S,101.57119500870506,1
26A03,서부산권,202207,1,11,S,102.99235649121505,1
27000,대구,202207,1,11,S,92.25682064219583,0
28000,인천,202207,1,11,S,103.57983965892524,0
29000,광주,202207,1,11,S,105.55714152033097,0
30000,대전,202207,1,11,S,97.60573218235761,0
31000,울산,202207,1,11,S,99.47371386033169,0
36000,세종,202207,1,11,S,89.39469408532469,0
41000,경기,202207,1,11,S,102.91527794939026,0
41A01,서해안권,202207,1,11,S,103.31978482137067,1
41A02,경부1권,202207,1,11,S,105.2986817570991,1
41A03,경부2권,202207,1,11,S,102.83586474409347,1
41A04,경의권,202207,1,11,S,102.65008204461105,1
41A05,경원권,202207,1,11,S,100.51754568210055,1
41A06,동부1권,202207,1,11,S,101.58769187879018,1
41A07,동부2권,202207,1,11,S,109.9280827049276,1
42000,강원,202207,1,11,S,105.40057261765855,0
43000,충북,202207,1,11,S,102.79767737369585,0
44000,충남,202207,1,11,S,104.04817687081818,0
45000,전북,202207,1,11,S,104.15966839647692,0
46000,전남,202207,1,11,S,102.94110467883681,0
47000,경북,202207,1,11,S,103.77901404743646,0
48000,경남,202207,1,11,S,106.32555048173285,0
50000,제주,202207,1,11,S,104.8745275753937,0
A1000,전국,202207,1,11,S,102.32012415794681,0
A2000,수도권,202207,1,11,S,103.00616227020029,0
A2001,지방권,202207,1,11,S,101.7533290176114,0
A3000,6대광역시,202207,1,11,S,100.38682562198275,0
A5000,5대광역시,202207,1,11,S,99.51410410605357,0
A6000,8개도,202207,1,11,S,104.56447962554805,0
A9000,9개도,202207,1,11,S,103.73239737996778,0
11000,서울,202207,1,12,D,102.5174039906928,0
11A01,강북지역,202207,1,12,D,102.18257566480904,1
11A02,강남지역,202207,1,12,D,102.85310719222136,1
11A11,도심권,202207,1,12,D,101.77837916604166,2
11A12,동북권,202207,1,12,D,101.92490260949407,2
11A13,서북권,202207,1,12,D,102.71701794394563,2
11A14,서남권,202207,1,12,D,101.97630881337871,2
11A15,동남권,202207,1,12,D,103.86408974767882,2
26000,부산,202207,1,12,D,102.8888391476389,0
26A01,동부산권,202207,1,12,D,104.19116123562331,1
26A02,중부산권,202207,1,12,D,100.80735491921638,1
26A03,서부산권,202207,1,12,D,103.18337119934296,1
27000,대구,202207,1,12,D,92.05792869731938,0
28000,인천,202207,1,12,D,99.19825435109694,0
29000,광주,202207,1,12,D,102.9314053203797,0
30000,대전,202207,1,12,D,96.19790471816265,0
31000,울산,202207,1,12,D,104.45096985818103,0
36000,세종,202207,1,12,D,90.30943850345578,0
41000,경기,202207,1,12,D,103.87154197463538,0
41A01,서해안권,202207,1,12,D,104.80543426654181,1
41A02,경부1권,202207,1,12,D,101.57546151119976,1
41A03,경부2권,202207,1,12,D,102.20824987506505,1
41A04,경의권,202207,1,12,D,104.04174992142165,1
41A05,경원권,202207,1,12,D,105.97452714487679,1
41A06,동부1권,202207,1,12,D,106.21619226446617,1
41A07,동부2권,202207,1,12,D,110.1884044218284,1
42000,강원,202207,1,12,D,101.62933286231228,0
43000,충북,202207,1,12,D,105.20887402364451,0
44000,충남,202207,1,12,D,103.41083135732259,0
45000,전북,202207,1,12,D,107.25751902463503,0
46000,전남,202207,1,12,D,99.67583656886858,0
47000,경북,202207,1,12,D,104.21519606336996,0
48000,경남,202207,1,12,D,106.64552710461481,0
50000,제주,202207,1,12,D,108.44808905207933,0
A1000,전국,202207,1,12,D,102.18028889159557,0
A2000,수도권,202207,1,12,D,102.65508319427825,0
A2001,지방권,202207,1,12,D,101.71052509816676,0
A3000,6대광역시,202207,1,12,D,99.74701459589737,0
A5000,5대광역시,202207,1,12,D,99.96051152525706,0
A6000,8개도,202207,1,12,D,104.48761058402873,0
A9000,9개도,202207,1,12,D,104.1657306236361,0
11000,서울,202207,1,12,R,102.68093007663856,0
11A01,강북지역,202207,1,12,R,101.9110882839628,1
11A02,강남지역,202207,1,12,R,103.45607296015014,1
11A11,도심권,202207,1,12,R,102.87411382902654,2
11A12,동북권,202207,1,12,R,101.608637861054,2
11A13,서북권,202207,1,12,R,102.02951570793451,2
11A14,서남권,202207,1,12,R,102.5730405527575,2
11A15,동남권,202207,1,12,R,104.47425522678442,2
26000,부산,202207,1,12,R,103.97509792876163,0
26A01,동부산권,202207,1,12,R,104.53368085427638,1
26A02,중부산권,202207,1,12,R,103.1245688199462,1
26A03,서부산권,202207,1,12,R,104.04257837690156,1
27000,대구,202207,1,12,R,97.08589591127172,0
28000,인천,202207,1,12,R,104.96793742188808,0
29000,광주,202207,1,12,R,101.11980352233816,0
30000,대전,202207,1,12,R,99.79219105417656,0
31000,울산,202207,1,12,R,109.73397700593439,0
36000,세종,202207,1,12,R,94.35840509075216,0
41000,경기,202207,1,12,R,104.81132843112846,0
41A01,서해안권,202207,1,12,R,106.28465537669068,1
41A02,경부1권,202207,1,12,R,101.72265093729582,1
41A03,경부2권,202207,1,12,R,103.58639451653727,1
41A04,경의권,202207,1,12,R,106.40138453820711,1
41A05,경원권,202207,1,12,R,102.68397603728974,1
41A06,동부1권,202207,1,12,R,105.31278143357292,1
41A07,동부2권,202207,1,12,R,103.05357236052181,1
42000,강원,202207,1,12,R,101.63097814082329,0
43000,충북,202207,1,12,R,106.10129678726601,0
44000,충남,202207,1,12,R,102.86737568564419,0
45000,전북,202207,1,12,R,103.94310086861648,0
46000,전남,202207,1,12,R,101.38701277322428,0
47000,경북,202207,1,12,R,103.51176303897383,0
48000,경남,202207,1,12,R,104.00232693641267,0
50000,제주,202207,1,12,R,105.39876391190775,0
A1000,전국,202207,1,12,R,103.39814866231347,0
A2000,수도권,202207,1,12,R,104.24767802510627,0
A2001,지방권,202207,1,12,R,102.5605870551549,0
A3000,6대광역시,202207,1,12,R,103.13005397381734,0
A5000,5대광역시,202207,1,12,R,102.42643409101358,0
A6000,8개도,202207,1,12,R,103.48545363657794,0
A9000,9개도,202207,1,12,R,104.17510470988283,0
11000,서울,202207,1,12,S,102.77283218635047,0
11A01,강북지역,202207,1,12,S,101.85930036735711,1
11A02,강남지역,202207,1,12,S,103.69394545543204,1
11A11,도심권,202207,1,12,S,103.16141989036558,2
11A12,동북권,202207,1,12,S,101.13689700472041,2
11A13,서북권,202207,1,12,S,102.49856021653119,2
11A14,서남권,202207,1,12,S,102.86629127685882,2
11A15,동남권,202207,1,12,S,104.64770309371963,2
26000,부산,202207,1,12,S,104.73648908697446,0
26A01,동부산권,202207,1,12,S,107.1645881504232,1
26A02,중부산권,202207,1,12,S,102.05346077445118,1
26A03,서부산권,202207,1,12,S,103.91858830877263,1
27000,대구,202207,1,12,S,94.53527849265987,0
28000,인천,202207,1,12,S,107.60574364120244,0
29000,광주,202207,1,12,S,105.42103468643352,0
30000,대전,202207,1,12,S,98.40002896887819,0
31000,울산,202207,1,12,S,100.70638916723928,0
36000,세종,202207,1,12,S,90.89360900106557,0
41000,경기,202207,1,12,S,105.90360721684702,0
41A01,서해안권,202207,1,12,S,108.2140394002374,1
41A02,경부1권,202207,1,12,S,105.29743209562126,1
41A03,경부2권,202207,1,12,S,105.68572349405727,1
41A04,경의권,202207,1,12,S,104.36856741178036,1
41A05,경원권,202207,1,12,S,104.54816998714863,1
41A06,동부1권,202207,1,12,S,107.1734511024438,1
41A07,동부2권,202207,1,12,S,108.90951995394936,1
42000,강원,202207,1,12,S,104.9225844661002,0
43000,충북,202207,1,12,S,102.31349037954867,0
44000,충남,202207,1,12,S,104.04013355324746,0
45000,전북,202207,1,12,S,105.90399514124707,0
46000,전남,202207,1,12,S,100.65759028870596,0
47000,경북,202207,1,12,S,104.0515501431905,0
48000,경남,202207,1,12,S,105.75339013230023,0
50000,제주,202207,1,12,S,107.87998012472006,0
A1000,전국,202207,1,12,S,103.77877799700039,0
A2000,수도권,202207,1,12,S,105.32921338004697,0
A2001,지방권,202207,1,12,S,102.26028070689546,0
A3000,6대광역시,202207,1,12,S,103.00671478659089,0
A5000,5대광역시,202207,1,12,S,101.27760321759334,0
A6000,8개도,202207,1,12,S,104.30660220559037,0
A9000,9개도,202207,1,12,S,105.13679009719503,0
11000,서울,202207,1,13,D,103.2846331330213,0
11A01,강북지역,202207,1,13,D,103.02819739157411,1
11A02,강남지역,202207,1,13,D,103.46160907874038,1
11A11,도심권,202207,1,13,D,103.45441265731026,2
11A12,동북권,202207,1,13,D,102.83455471743356,2
11A13,서북권,202207,1,13,D,103.26755133654153,2
11A14,서남권,202207,1,13,D,102.76047951707348,2
11A15,동남권,202207,1,13,D,103.93866906469798,2
26000,부산,202207,1,13,D,104.1579648638461,0
26A01,동부산권,202207,1,13,D,104.3775748430103,1
26A02,중부산권,202207,1,13,D,103.81274273318542,1
26A03,서부산권,202207,1,13,D,104.36972211241027,1
27000,대구,202207,1,13,D,94.05095015951419,0
28000,인천,202207,1,13,D,102.70513115117963,0
29000,광주,202207,1,13,D,105.26547898079721,0
30000,대전,202207,1,13,D,102.5394592695052,0
31000,울산,202207,1,13,D,108.94715135800574,0
36000,세종,202207,1,13,D,96.04955770039403,0
41000,경기,202207,1,13,D,104.99914069252935,0
41A01,서해안권,202207,1,13,D,106.28422126087251,1
41A02,경부1권,202207,1,13,D,102.36898151221973,1
41A03,경부2권,202207,1,13,D,102.7789650501986,1
41A04,경의권,202207,1,13,D,106.0378658489388,1
41A05,경원권,202207,1,13,D,105.11121347823558,1
41A06,동부1권,202207,1,13,D,105.89975375348706,1
41A07,동부2권,202207,1,13,D,109.99944375295307,1
42000,강원,202207,1,13,D,102.66431566438132,0
43000,충북,202207,1,13,D,108.87283469103912,0
44000,충남,202207,1,13,D,104.20317669532113,0
45000,전북,202207,1,13,D,107.55948735725775,0
46000,전남,202207,1,13,D,101.82844546250647,0
47000,경북,202207,1,13,D,105.92746588429375,0
48000,경남,202207,1,13,D,105.95018613800482,0
50000,제주,202207,1,13,D,111.54850896959286,0
A1000,전국,202207,1,13,D,103.88714939307904,0
A2000,수도권,202207,1,13,D,104.16597152961211,0
A2001,지방권,202207,1,13,D,103.62274565870399,0
A3000,6대광역시,202207,1,13,D,101.85221242233276,0
A5000,5대광역시,202207,1,13,D,101.63769934745162,0
A6000,8개도,202207,1,13,D,105.48269455315416,0
A9000,9개도,202207,1,13,D,105.24049313685164,0
11000,서울,202207,1,13,R,102.0872039114467,0
11A01,강북지역,202207,1,13,R,101.8483095230599,1
11A02,강남지역,202207,1,13,R,102.25205400005441,1
11A11,도심권,202207,1,13,R,102.0840550305681,2
11A12,동북권,202207,1,13,R,102.16431764014754,2
11A13,서북권,202207,1,13,R,101.04841645260359,2
11A14,서남권,202207,1,13,R,101.38277766119789,2
11A15,동남권,202207,1,13,R,102.84438572830746,2
26000,부산,202207,1,13,R,105.2538725580854,0
26A01,동부산권,202207,1,13,R,106.70529055617331,1
26A02,중부산권,202207,1,13,R,104.24990072516182,1
26A03,서부산권,202207,1,13,R,104.43611162127897,1
27000,대구,202207,1,13,R,100.13304158029644,0
28000,인천,202207,1,13,R,105.63466329287297,0
29000,광주,202207,1,13,R,101.53110443931004,0
30000,대전,202207,1,13,R,103.66991305888753,0
31000,울산,202207,1,13,R,109.05540412858403,0
36000,세종,202207,1,13,R,99.1007915881338,0
41000,경기,202207,1,13,R,105.10107417049524,0
41A01,서해안권,202207,1,13,R,107.3108905102111,1
41A02,경부1권,202207,1,13,R,101.00483718309926,1
41A03,경부2권,202207,1,13,R,104.7473186223152,1
41A04,경의권,202207,1,13,R,105.36043809204104,1
41A05,경원권,202207,1,13,R,103.03678148626602,1
41A06,동부1권,202207,1,13,R,104.72259515710533,1
41A07,동부2권,202207,1,13,R,107.11679443167341,1
42000,강원,202207,1,13,R,101.86541883726103,0
43000,충북,202207,1,13,R,105.60861990011936,0
44000,충남,202207,1,13,R,103.54141639988367,0
45000,전북,202207,1,13,R,102.58887950498196,0
46000,전남,202207,1,13,R,101.8569241628212,0
47000,경북,202207,1,13,R,102.57357212765072,0
48000,경남,202207,1,13,R,104.42592039328422,0
50000,제주,202207,1,13,R,109.94708924527512,0
A1000,전국,202207,1,13,R,103.79707043839295,0
A2000,수도권,202207,1,13,R,104.19694983344397,0
A2001,지방권,202207,1,13,R,103.41830012928006,0
A3000,6대광역시,202207,1,13,R,103.77436605807983,0
A5000,5대광역시,202207,1,13,R,103.30925214721047,0
A6000,8개도,202207,1,13,R,103.56425510193208,0
A9000,9개도,202207,1,13,R,104.33030136006538,0
11000,서울,202207,1,13,S,103.74377541620599,0
11A01,강북지역,202207,1,13,S,102.90666340467243,1
11A02,강남지역,202207,1,13,S,104.32424304155855,1
11A11,도심권,202207,1,13,S,103.26303537772385,2
11A12,동북권,202207,1,13,S,102.54513597071009,2
11A13,서북권,202207,1,13,S,103.55120021242065,2
11A14,서남권,202207,1,13,S,103.03656533774111,2
11A15,동남권,202207,1,13,S,105.20453525075655,2
26000,부산,202207,1,13,S,105.94811487875131,0
26A01,동부산권,202207,1,13,S,108.23011955293293,1
26A02,중부산권,202207,1,13,S,104.32494034750268,1
26A03,서부산권,202207,1,13,S,104.76640183774254,1
27000,대구,202207,1,13,S,96.0642430466788,0
28000,인천,202207,1,13,S,106.17129745810487,0
29000,광주,202207,1,13,S,107.7021695365323,0
30000,대전,202207,1,13,S,102.94328830896286,0
31000,울산,202207,1,13,S,103.81949870566952,0
36000,세종,202207,1,13,S,97.08141341956004,0
41000,경기,202207,1,13,S,107.96648351850698,0
41A01,서해안권,202207,1,13,S,108.77408088247005,1
41A02,경부1권,202207,1,13,S,106.34395345197656,1
41A03,경부2권,202207,1,13,S,107.10728838519175,1
41A04,경의권,202207,1,13,S,108.16623869349986,1
41A05,경원권,202207,1,13,S,107.4556234720304,1
41A06,동부1권,202207,1,13,S,108.29218611984857,1
41A07,동부2권,202207,1,13,S,111.84122288377823,1
42000,강원,202207,1,13,S,105.70032828858018,0
43000,충북,202207,1,13,S,108.39732310733088,0
44000,충남,202207,1,13,S,106.96999697011196,0
45000,전북,202207,1,13,S,108.97783236473306,0
46000,전남,202207,1,13,S,101.62673424593632,0
47000,경북,202207,1,13,S,105.87281492987617,0
48000,경남,202207,1,13,S,107.2943684494456,0
