region_cd,region_nm,research_date,apt_type,age_gbn,tr_gbn,indices,level_no
47000,경북,202204,1,11,S,104.74445162920387,0
48000,경남,202204,1,11,S,106.62572309832585,0
50000,제주,202204,1,11,S,104.97171819580325,0
A1000,전국,202204,1,11,S,103.65778247641472,0
A2000,수도권,202204,1,11,S,104.64239805905264,0
A2001,지방권,202204,1,11,S,102.84636892020502,0
A3000,6대광역시,202204,1,11,S,102.19403869978993,0
A5000,5대광역시,202204,1,11,S,101.10655594666662,0
A6000,8개도,202204,1,11,S,105.22627547927945,0
A9000,9개도,202204,1,11,S,104.95885274621708,0
11000,서울,202204,1,12,D,102.71152258362477,0
11A01,강북지역,202204,1,12,D,102.51238634816569,1
11A02,강남지역,202204,1,12,D,102.91091371821372,1
11A11,도심권,202204,1,12,D,102.07870218351762,2
11A12,동북권,202204,1,12,D,102.12750785796587,2
11A13,서북권,202204,1,12,D,103.25132026353091,2
11A14,서남권,202204,1,12,D,102.12650591389587,2
11A15,동남권,202204,1,12,D,103.81448500706483,2
26000,부산,202204,1,12,D,103.14392564688491,0
26A01,동부산권,202204,1,12,D,104.3953344567964,1
26A02,중부산권,202204,1,12,D,101.59312884614128,1
26A03,서부산권,202204,1,12,D,102.89685437477421,1
27000,대구,202204,1,12,D,96.23401904995416,0
28000,인천,202204,1,12,D,101.5210806985954,0
29000,광주,202204,1,12,D,102.96752740929884,0
30000,대전,202204,1,12,D,98.42897325641596,0
31000,울산,202204,1,12,D,105.30825601017094,0
36000,세종,202204,1,12,D,92.96320466677146,0
41000,경기,202204,1,12,D,104.37190521126485,0
41A01,서해안권,202204,1,12,D,104.99336874789927,1
41A02,경부1권,202204,1,12,D,102.06217183823799,1
41A03,경부2권,202204,1,12,D,102.93281916473596,1
41A04,경의권,202204,1,12,D,104.76214154805707,1
41A05,경원권,202204,1,12,D,106.78738951291737,1
41A06,동부1권,202204,1,12,D,106.38335788212478,1
41A07,동부2권,202204,1,12,D,109.18181032726491,1
42000,강원,202204,1,12,D,102.01555126985609,0
43000,충북,202204,1,12,D,105.86274565004672,0
44000,충남,202204,1,12,D,104.35701240238053,0
45000,전북,202204,1,12,D,106.43125889025553,0
46000,전남,202204,1,12,D,101.39259329265806,0
47000,경북,202204,1,12,D,103.98970586362604,0
48000,경남,202204,1,12,D,106.18146956787504,0
50000,제주,202204,1,12,D,108.33644691059325,0
A1000,전국,202204,1,12,D,103.00698273825009,0
A2000,수도권,202204,1,12,D,103.40265673267986,0
A2001,지방권,202204,1,12,D,102.61518781368619,0
A3000,6대광역시,202204,1,12,D,101.39884048619055,0
A5000,5대광역시,202204,1,12,D,101.3515037516237,0
A6000,8개도,202204,1,12,D,104.74369666560375,0
A9000,9개도,202204,1,12,D,104.54955457550655,0
11000,서울,202204,1,12,R,102.54037558900531,0
11A01,강북지역,202204,1,12,R,101.81267503902367,1
11A02,강남지역,202204,1,12,R,103.27279145280008,1
11A11,도심권,202204,1,12,R,102.53223360961401,2
11A12,동북권,202204,1,12,R,101.66276241101764,2
11A13,서북권,202204,1,12,R,101.78555792741506,2
11A14,서남권,202204,1,12,R,102.44156219281176,2
11A15,동남권,202204,1,12,R,104.23073837655556,2
26000,부산,202204,1,12,R,103.01168828708589,0
26A01,동부산권,202204,1,12,R,103.53081306748521,1
26A02,중부산권,202204,1,12,R,102.24770868845512,1
26A03,서부산권,202204,1,12,R,103.04318386526894,1
27000,대구,202204,1,12,R,98.00308758219496,0
28000,인천,202204,1,12,R,104.94430757426152,0
29000,광주,202204,1,12,R,101.04736973434552,0
30000,대전,202204,1,12,R,100.3720724013794,0
31000,울산,202204,1,12,R,107.09879411137295,0
36000,세종,202204,1,12,R,95.88399837012074,0
41000,경기,202204,1,12,R,103.75083748319022,0
41A01,서해안권,202204,1,12,R,104.99686396363323,1
41A02,경부1권,202204,1,12,R,101.32659901547288,1
41A03,경부2권,202204,1,12,R,102.86799371827288,1
41A04,경의권,202204,1,12,R,104.8441293932955,1
41A05,경원권,202204,1,12,R,102.18136867344924,1
41A06,동부1권,202204,1,12,R,104.32359021835165,1
41A07,동부2권,202204,1,12,R,101.82447227290628,1
42000,강원,202204,1,12,R,101.31998090940284,0
43000,충북,202204,1,12,R,105.23253433704451,0
44000,충남,202204,1,12,R,102.69758868680765,0
45000,전북,202204,1,12,R,102.87097985658613,0
46000,전남,202204,1,12,R,101.74394943421603,0
47000,경북,202204,1,12,R,102.66952113314021,0
48000,경남,202204,1,12,R,102.68778665662126,0
50000,제주,202204,1,12,R,104.73276602075224,0
A1000,전국,202204,1,12,R,102.86017001311123,0
A2000,수도권,202204,1,12,R,103.62597648212866,0
A2001,지방권,202204,1,12,R,102.10457578558288,0
A3000,6대광역시,202204,1,12,R,102.79805677678925,0
A5000,5대광역시,202204,1,12,R,101.97809210401643,0
A6000,8개도,202204,1,12,R,102.8218530389704,0
A9000,9개도,202204,1,12,R,103.30549554162236,0
11000,서울,202204,1,12,S,103.10072289028129,0
11A01,강북지역,202204,1,12,S,102.37838097226934,1
11A02,강남지역,202204,1,12,S,103.82767912873166,1
11A11,도심권,202204,1,12,S,103.55404597189062,2
11A12,동북권,202204,1,12,S,101.42831088015608,2
11A13,서북권,202204,1,12,S,103.41174577820902,2
11A14,서남권,202204,1,12,S,103.00728936001242,2
11A15,동남권,202204,1,12,S,104.7729836010603,2
26000,부산,202204,1,12,S,104.77621391018737,0
26A01,동부산권,202204,1,12,S,107.01037231174048,1
26A02,중부산권,202204,1,12,S,102.26970845729,1
26A03,서부산권,202204,1,12,S,104.06150627632478,1
27000,대구,202204,1,12,S,97.35210697415046,0
28000,인천,202204,1,12,S,108.89023021232936,0
29000,광주,202204,1,12,S,105.72902747111452,0
30000,대전,202204,1,12,S,100.05738613953521,0
31000,울산,202204,1,12,S,101.50212270088055,0
36000,세종,202204,1,12,S,92.97641472387255,0
41000,경기,202204,1,12,S,106.59356382501215,0
41A01,서해안권,202204,1,12,S,108.88001503671079,1
41A02,경부1권,202204,1,12,S,106.08251660752242,1
41A03,경부2권,202204,1,12,S,106.45743768113465,1
41A04,경의권,202204,1,12,S,105.13631134151969,1
41A05,경원권,202204,1,12,S,104.94134646347099,1
41A06,동부1권,202204,1,12,S,107.92178031111877,1
41A07,동부2권,202204,1,12,S,107.70378911886529,1
42000,강원,202204,1,12,S,104.99122779313308,0
43000,충북,202204,1,12,S,103.28375153487353,0
44000,충남,202204,1,12,S,104.44968481759109,0
45000,전북,202204,1,12,S,105.2663564406546,0
46000,전남,202204,1,12,S,101.37641818431338,0
47000,경북,202204,1,12,S,104.41599015417053,0
48000,경남,202204,1,12,S,105.79429831309663,0
50000,제주,202204,1,12,S,108.06322807065239,0
A1000,전국,202204,1,12,S,104.4705656599311,0
A2000,수도권,202204,1,12,S,106.01983007278804,0
A2001,지방권,202204,1,12,S,102.95305103586638,0
A3000,6대광역시,202204,1,12,S,104.07293660161525,0
A5000,5대광역시,202204,1,12,S,102.26374211390583,0
A6000,8개도,202204,1,12,S,104.57665328991564,0
A9000,9개도,202204,1,12,S,105.62414141786647,0
11000,서울,202204,1,13,D,103.47113509883582,0
11A01,강북지역,202204,1,13,D,103.12074312480107,1
11A02,강남지역,202204,1,13,D,103.71313884755256,1
11A11,도심권,202204,1,13,D,103.81261831891695,2
11A12,동북권,202204,1,13,D,102.97399635166961,2
11A13,서북권,202204,1,13,D,103.1380434249088,2
11A14,서남권,202204,1,13,D,103.03681654672314,2
11A15,동남권,202204,1,13,D,104.17322034524159,2
26000,부산,202204,1,13,D,104.51946718611981,0
26A01,동부산권,202204,1,13,D,104.96191804857004,1
26A02,중부산권,202204,1,13,D,104.23928901485608,1
26A03,서부산권,202204,1,13,D,104.21870113325204,1
27000,대구,202204,1,13,D,98.0602269510039,0
28000,인천,202204,1,13,D,105.33907401336387,0
29000,광주,202204,1,13,D,104.88966614889443,0
30000,대전,202204,1,13,D,103.43572548671828,0
31000,울산,202204,1,13,D,107.69491890221394,0
36000,세종,202204,1,13,D,97.90189230555066,0
41000,경기,202204,1,13,D,105.27475340378216,0
41A01,서해안권,202204,1,13,D,106.45626349633442,1
41A02,경부1권,202204,1,13,D,102.47718051528875,1
41A03,경부2권,202204,1,13,D,103.70062124583752,1
41A04,경의권,202204,1,13,D,105.72162396861273,1
41A05,경원권,202204,1,13,D,106.1022069094821,1
41A06,동부1권,202204,1,13,D,106.12255351349246,1
41A07,동부2권,202204,1,13,D,106.93505935991767,1
42000,강원,202204,1,13,D,102.59275109601475,0
43000,충북,202204,1,13,D,108.12292605157565,0
44000,충남,202204,1,13,D,104.95757515756219,0
45000,전북,202204,1,13,D,106.77585651020823,0
46000,전남,202204,1,13,D,102.18086133898814,0
47000,경북,202204,1,13,D,105.28047280535651,0
48000,경남,202204,1,13,D,105.02447690640966,0
50000,제주,202204,1,13,D,111.56941140184561,0
A1000,전국,202204,1,13,D,104.37398634384411,0
A2000,수도권,202204,1,13,D,104.70496228992963,0
A2001,지방권,202204,1,13,D,104.06027443950532,0
A3000,6대광역시,202204,1,13,D,103.37840180536175,0
A5000,5대광역시,202204,1,13,D,102.88850608119458,0
A6000,8개도,202204,1,13,D,105.16969525924387,0
A9000,9개도,202204,1,13,D,105.2222431053463,0
11000,서울,202204,1,13,R,101.97203376004475,0
11A01,강북지역,202204,1,13,R,101.50322568638745,1
11A02,강남지역,202204,1,13,R,102.296155973806,1
11A11,도심권,202204,1,13,R,101.90470054334277,2
11A12,동북권,202204,1,13,R,101.58863523336368,2
11A13,서북권,202204,1,13,R,101.13629587621993,2
11A14,서남권,202204,1,13,R,101.11053739919056,2
11A15,동남권,202204,1,13,R,103.10616043437035,2
26000,부산,202204,1,13,R,103.92543594981565,0
26A01,동부산권,202204,1,13,R,105.37049104992317,1
26A02,중부산권,202204,1,13,R,102.86192748425391,1
26A03,서부산권,202204,1,13,R,103.2236937252019,1
27000,대구,202204,1,13,R,100.81636602745702,0
28000,인천,202204,1,13,R,104.74116167060149,0
29000,광주,202204,1,13,R,101.24417686846982,0
30000,대전,202204,1,13,R,103.80159478421915,0
31000,울산,202204,1,13,R,107.71516206169206,0
36000,세종,202204,1,13,R,98.4896180166229,0
41000,경기,202204,1,13,R,104.21378765266292,0
41A01,서해안권,202204,1,13,R,106.21879750359223,1
41A02,경부1권,202204,1,13,R,100.90562281730315,1
41A03,경부2권,202204,1,13,R,104.04504042546085,1
41A04,경의권,202204,1,13,R,103.79117512239544,1
41A05,경원권,202204,1,13,R,102.62573390214635,1
41A06,동부1권,202204,1,13,R,103.94875104686152,1
41A07,동부2권,202204,1,13,R,104.14983150048349,1
42000,강원,202204,1,13,R,101.28344396269424,0
43000,충북,202204,1,13,R,104.06456053130542,0
44000,충남,202204,1,13,R,102.65565544680848,0
45000,전북,202204,1,13,R,101.88937283637138,0
46000,전남,202204,1,13,R,101.31350041328591,0
47000,경북,202204,1,13,R,101.96276137188347,0
48000,경남,202204,1,13,R,103.02452872105101,0
50000,제주,202204,1,13,R,108.26413795403076,0
A1000,전국,202204,1,13,R,103.12864108426518,0
A2000,수도권,202204,1,13,R,103.55914253564956,0
A2001,지방권,202204,1,13,R,102.72099272006669,0
A3000,6대광역시,202204,1,13,R,103.30569811732285,0
A5000,5대광역시,202204,1,13,R,102.94590674414704,0
A6000,8개도,202204,1,13,R,102.57390797828722,0
A9000,9개도,202204,1,13,R,103.39109430419356,0
11000,서울,202204,1,13,S,104.0908548791438,0
11A01,강북지역,202204,1,13,S,103.39857058077865,1
11A02,강남지역,202204,1,13,S,104.57031797548824,1
11A11,도심권,202204,1,13,S,103.73189143658811,2
11A12,동북권,202204,1,13,S,103.06645740310454,2
11A13,서북권,202204,1,13,S,103.98771728214594,2
11A14,서남권,202204,1,13,S,103.30450389008328,2
11A15,동남권,202204,1,13,S,105.43548886828265,2
26000,부산,202204,1,13,S,106.5464988219483,0
26A01,동부산권,202204,1,13,S,108.69660497991991,1
26A02,중부산권,202204,1,13,S,105.37218862012277,1
26A03,서부산권,202204,1,13,S,104.80797079667614,1
27000,대구,202204,1,13,S,98.47295828885042,0
28000,인천,202204,1,13,S,108.16743361306239,0
29000,광주,202204,1,13,S,107.33807055796127,0
30000,대전,202204,1,13,S,103.60668346211268,0
31000,울산,202204,1,13,S,104.02963097692752,0
36000,세종,202204,1,13,S,98.28924980025651,0
41000,경기,202204,1,13,S,108.65328289855312,0
41A01,서해안권,202204,1,13,S,110.31802369451358,1
41A02,경부1권,202204,1,13,S,106.37898134857922,1
41A03,경부2권,202204,1,13,S,108.01426131853017,1
41A04,경의권,202204,1,13,S,107.50893095313234,1
41A05,경원권,202204,1,13,S,108.01330163860679,1
41A06,동부1권,202204,1,13,S,108.79645083545282,1
41A07,동부2권,202204,1,13,S,110.00873900183676,1
42000,강원,202204,1,13,S,105.19584518425582,0
43000,충북,202204,1,13,S,108.26521692394226,0
44000,충남,202204,1,13,S,107.34928245722448,0
45000,전북,202204,1,13,S,107.5854934805701,0
46000,전남,202204,1,13,S,102.49887865864835,0
47000,경북,202204,1,13,S,105.71693975237105,0
48000,경남,202204,1,13,S,106.81890083549797,0
50000,제주,202204,1,13,S,113.78014489808717,0
A1000,전국,202204,1,13,S,106.12318382826629,0
A2000,수도권,202204,1,13,S,107.12003582975835,0
A2001,지방권,202204,1,13,S,105.18401044799235,0
A3000,6대광역시,202204,1,13,S,104.55005113630409,0
A5000,5대광역시,202204,1,13,S,103.65481569996919,0
A6000,8개도,202204,1,13,S,106.62298174126981,0
A9000,9개도,202204,1,13,S,107.63396139669538,0
11000,서울,202204,1,14,D,103.08107149016081,0
11A01,강북지역,202204,1,14,D,102.95764996759738,1
11A02,강남지역,202204,1,14,D,103.19600851907731,1
11A11,도심권,202204,1,14,D,103.01894767505422,2
11A12,동북권,202204,1,14,D,103.09437732833007,2
11A13,서북권,202204,1,14,D,102.5220326500083,2
11A14,서남권,202204,1,14,D,103.37897823302494,2
11A15,동남권,202204,1,14,D,102.8278631951687,2
26000,부산,202204,1,14,D,102.95863382866072,0
26A01,동부산권,202204,1,14,D,104.54577500371904,1
26A02,중부산권,202204,1,14,D,102.0287110576636,1
26A03,서부산권,202204,1,14,D,103.21192664006394,1
27000,대구,202204,1,14,D,99.64695525859646,0
28000,인천,202204,1,14,D,103.93400228408596,0
29000,광주,202204,1,14,D,104.73308132025218,0
30000,대전,202204,1,14,D,104.46219192731172,0
31000,울산,202204,1,14,D,107.62205385111474,0
36000,세종,202204,1,14,D,100.10671530957308,0
41000,경기,202204,1,14,D,106.39984277439285,0
41A01,서해안권,202204,1,14,D,108.97970824994094,1
41A02,경부1권,202204,1,14,D,101.86929343481046,1
41A03,경부2권,202204,1,14,D,104.9621588481075,1
41A04,경의권,202204,1,14,D,107.26686258923219,1
41A05,경원권,202204,1,14,D,107.72508132476773,1
41A06,동부1권,202204,1,14,D,106.7523626495474,1
41A07,동부2권,202204,1,14,D,111.17669461880584,1
42000,강원,202204,1,14,D,105.21784376495407,0
43000,충북,202204,1,14,D,109.28945922212347,0
44000,충남,202204,1,14,D,106.65983766061231,0
45000,전북,202204,1,14,D,104.66284901288898,0
46000,전남,202204,1,14,D,101.81617561124993,0
47000,경북,202204,1,14,D,104.26708190855041,0
48000,경남,202204,1,14,D,105.19779100451339,0
50000,제주,202204,1,14,D,110.8206086851864,0
A1000,전국,202204,1,14,D,104.71593041286442,0
A2000,수도권,202204,1,14,D,104.98881557529242,0
A2001,지방권,202204,1,14,D,104.35940048945382,0
A3000,6대광역시,202204,1,14,D,103.27259116370877,0
A5000,5대광역시,202204,1,14,D,103.15759793271238,0
A6000,8개도,202204,1,14,D,105.44278848140867,0
A9000,9개도,202204,1,14,D,105.99633679886267,0
11000,서울,202204,1,14,R,101.6424224664645,0
11A01,강북지역,202204,1,14,R,102.03549487134669,1
11A02,강남지역,202204,1,14,R,101.27815389614234,1
11A11,도심권,202204,1,14,R,101.31967244750489,2
11A12,동북권,202204,1,14,R,102.25307083494477,2
11A13,서북권,202204,1,14,R,101.70131242522172,2
11A14,서남권,202204,1,14,R,100.94764904849424,2
11A15,동남권,202204,1,14,R,101.94822482140941,2
26000,부산,202204,1,14,R,102.67826733121524,0
26A01,동부산권,202204,1,14,R,103.16975141258166,1
26A02,중부산권,202204,1,14,R,103.5143983505958,1
26A03,서부산권,202204,1,14,R,100.88777533606606,1
27000,대구,202204,1,14,R,100.25805843906952,0
28000,인천,202204,1,14,R,102.26466898902788,0
29000,광주,202204,1,14,R,101.51670451541943,0
30000,대전,202204,1,14,R,103.98680573732565,0
31000,울산,202204,1,14,R,106.73266575164149,0
36000,세종,202204,1,14,R,101.03379915362109,0
41000,경기,202204,1,14,R,104.03736762512321,0
41A01,서해안권,202204,1,14,R,106.2879121089274,1
41A02,경부1권,202204,1,14,R,102.33029335567623,1
41A03,경부2권,202204,1,14,R,103.05453955498973,1
41A04,경의권,202204,1,14,R,103.31921885172474,1
41A05,경원권,202204,1,14,R,103.81529976000603,1
41A06,동부1권,202204,1,14,R,104.69464255938759,1
41A07,동부2권,202204,1,14,R,105.28521212273021,1
42000,강원,202204,1,14,R,102.84188882990237,0
43000,충북,202204,1,14,R,104.74576788336402,0
44000,충남,202204,1,14,R,102.09178457188808,0
45000,전북,202204,1,14,R,102.48409752822076,0
46000,전남,202204,1,14,R,101.61543660936488,0
47000,경북,202204,1,14,R,101.93491646148239,0
48000,경남,202204,1,14,R,102.87218469296758,0
50000,제주,202204,1,14,R,106.20010639759354,0
A1000,전국,202204,1,14,R,102.84621263317206,0
A2000,수도권,202204,1,14,R,103.02187218368006,0
A2001,지방권,202204,1,14,R,102.61647225477324,0
A3000,6대광역시,202204,1,14,R,102.45405046742403,0
A5000,5대광역시,202204,1,14,R,102.4871360683538,0
A6000,8개도,202204,1,14,R,102.74199392321277,0
A9000,9개도,202204,1,14,R,103.49067027781551,0
11000,서울,202204,1,14,S,103.61236825862186,0
11A01,강북지역,202204,1,14,S,103.29598989458223,1
11A02,강남지역,202204,1,14,S,103.90752686932557,1
11A11,도심권,202204,1,14,S,104.56190067020428,2
11A12,동북권,202204,1,14,S,102.99943410951681,2
11A13,서북권,202204,1,14,S,103.63194727349597,2
11A14,서남권,202204,1,14,S,103.69847382601651,2
11A15,동남권,202204,1,14,S,104.33056248146342,2
26000,부산,202204,1,14,S,105.27819601448303,0
26A01,동부산권,202204,1,14,S,107.11359088969823,1
26A02,중부산권,202204,1,14,S,104.2612324261363,1
26A03,서부산권,202204,1,14,S,105.4745364279913,1
27000,대구,202204,1,14,S,98.88959204605092,0
28000,인천,202204,1,14,S,107.69005650074612,0
29000,광주,202204,1,14,S,107.93204149996927,0
30000,대전,202204,1,14,S,104.81330318836449,0
31000,울산,202204,1,14,S,103.20001374049879,0
36000,세종,202204,1,14,S,101.11462307406418,0
41000,경기,202204,1,14,S,110.55602271180507,0
41A01,서해안권,202204,1,14,S,113.81787886806569,1
41A02,경부1권,202204,1,14,S,109.97106337858422,1
41A03,경부2권,202204,1,14,S,109.26907189431611,1
41A04,경의권,202204,1,14,S,109.47281380192635,1
41A05,경원권,202204,1,14,S,109.82845037429382,1
41A06,동부1권,202204,1,14,S,109.56402027438673,1
41A07,동부2권,202204,1,14,S,114.1433613066972,1
42000,강원,202204,1,14,S,106.50476104067106,0
43000,충북,202204,1,14,S,108.76859563112117,0
44000,충남,202204,1,14,S,108.96556076372536,0
45000,전북,202204,1,14,S,107.55146533707376,0
46000,전남,202204,1,14,S,101.19666588439623,0
47000,경북,202204,1,14,S,104.67482505681673,0
48000,경남,202204,1,14,S,106.60089068490126,0
50000,제주,202204,1,14,S,111.05754845740563,0
A1000,전국,202204,1,14,S,106.67527253357281,0
A2000,수도권,202204,1,14,S,107.71900728017074,0
A2001,지방권,202204,1,14,S,105.32280108016833,0
A3000,6대광역시,202204,1,14,S,104.47990959642514,0
A5000,5대광역시,202204,1,14,S,103.92958319942697,0
A6000,8개도,202204,1,14,S,106.57411795756984,0
A9000,9개도,202204,1,14,S,108.86377370475091,0
11000,서울,202204,1,15,D,103.35089585470894,0
11A01,강북지역,202204,1,15,D,103.18459250794167,1
11A02,강남지역,202204,1,15,D,103.49621733931637,1
11A11,도심권,202204,1,15,D,103.6116073652836,2
11A12,동북권,202204,1,15,D,103.15852979489762,2
11A13,서북권,202204,1,15,D,103.09291483326304,2
11A14,서남권,202204,1,15,D,103.44641062070123,2
11A15,동남권,202204,1,15,D,103.55118474054291,2
26000,부산,202204,1,15,D,104.24098268502067,0
26A01,동부산권,202204,1,15,D,105.14229764247585,1
26A02,중부산권,202204,1,15,D,103.6153097765885,1
26A03,서부산권,202204,1,15,D,104.02425320981715,1
27000,대구,202204,1,15,D,100.49603381221463,0
28000,인천,202204,1,15,D,108.35228193890248,0
29000,광주,202204,1,15,D,103.84221724219782,0
30000,대전,202204,1,15,D,105.11812974394341,0
31000,울산,202204,1,15,D,107.66801031240578,0
36000,세종,202204,1,15,D,104.1949532531846,0
41000,경기,202204,1,15,D,107.30807956302195,0
41A01,서해안권,202204,1,15,D,111.50690898530249,1
41A02,경부1권,202204,1,15,D,103.42196410028717,1
41A03,경부2권,202204,1,15,D,105.8541798576104,1
41A04,경의권,202204,1,15,D,106.9709802351757,1
41A05,경원권,202204,1,15,D,106.93252261539239,1
41A06,동부1권,202204,1,15,D,106.43957406112456,1
41A07,동부2권,202204,1,15,D,113.52674708981488,1
42000,강원,202204,1,15,D,103.96064529412334,0
43000,충북,202204,1,15,D,108.04924173114145,0
44000,충남,202204,1,15,D,106.42106582554165,0
45000,전북,202204,1,15,D,104.08129381817433,0
46000,전남,202204,1,15,D,101.95468650316768,0
47000,경북,202204,1,15,D,103.7196963679003,0
48000,경남,202204,1,15,D,105.3399316136904,0
50000,제주,202204,1,15,D,106.62525594551262,0
A1000,전국,202204,1,15,D,105.14529582026549,0
A2000,수도권,202204,1,15,D,106.04914616361076,0
A2001,지방권,202204,1,15,D,104.38828948013861,0
A3000,6대광역시,202204,1,15,D,104.78102852279518,0
A5000,5대광역시,202204,1,15,D,103.84974636748201,0
A6000,8개도,202204,1,15,D,104.85298994938002,0
A9000,9개도,202204,1,15,D,105.93028427970357,0
11000,서울,202204,1,15,R,101.98472183887286,0
11A01,강북지역,202204,1,15,R,101.94480108303519,1
11A02,강남지역,202204,1,15,R,102.01956615823364,1
11A11,도심권,202204,1,15,R,101.54820618630865,2
11A12,동북권,202204,1,15,R,102.12364445393672,2
11A13,서북권,202204,1,15,R,101.11135880788153,2
11A14,서남권,202204,1,15,R,101.29003351953504,2
11A15,동남권,202204,1,15,R,102.8303773532686,2
26000,부산,202204,1,15,R,102.76108418573291,0
26A01,동부산권,202204,1,15,R,103.44259423080541,1
26A02,중부산권,202204,1,15,R,102.5843869022408,1
26A03,서부산권,202204,1,15,R,102.28648882360733,1
27000,대구,202204,1,15,R,100.49475374193702,0
28000,인천,202204,1,15,R,103.8936057573284,0
29000,광주,202204,1,15,R,101.50031594197675,0
30000,대전,202204,1,15,R,102.95349559540765,0
31000,울산,202204,1,15,R,107.27898693535158,0
36000,세종,202204,1,15,R,102.14316539390471,0
41000,경기,202204,1,15,R,104.00082829791893,0
41A01,서해안권,202204,1,15,R,105.5879070003263,1
41A02,경부1권,202204,1,15,R,101.7341883528776,1
41A03,경부2권,202204,1,15,R,104.37565663400275,1
41A04,경의권,202204,1,15,R,103.94739239334369,1
41A05,경원권,202204,1,15,R,104.1779544330407,1
41A06,동부1권,202204,1,15,R,104.24668897847312,1
41A07,동부2권,202204,1,15,R,103.85441729001543,1
42000,강원,202204,1,15,R,102.59532299092568,0
43000,충북,202204,1,15,R,104.18672974507753,0
44000,충남,202204,1,15,R,102.80950632460267,0
45000,전북,202204,1,15,R,102.2346399770268,0
46000,전남,202204,1,15,R,101.23819938949504,0
47000,경북,202204,1,15,R,102.38771144950545,0
48000,경남,202204,1,15,R,102.8314888749774,0
50000,제주,202204,1,15,R,104.53688709525689,0
A1000,전국,202204,1,15,R,102.9232279633198,0
A2000,수도권,202204,1,15,R,103.27216518574554,0
A2001,지방권,202204,1,15,R,102.62958273468108,0
A3000,6대광역시,202204,1,15,R,102.85729977075474,0
A5000,5대광역시,202204,1,15,R,102.58300002006993,0
A6000,8개도,202204,1,15,R,102.67193067804305,0
A9000,9개도,202204,1,15,R,103.25673541372082,0
11000,서울,202204,1,15,S,104.91959919702578,0
11A01,강북지역,202204,1,15,S,104.5427886794883,1
11A02,강남지역,202204,1,15,S,105.2494822005231,1
11A11,도심권,202204,1,15,S,104.92085412654424,2
11A12,동북권,202204,1,15,S,104.56812442660981,2
11A13,서북권,202204,1,15,S,104.17293736665654,2
11A14,서남권,202204,1,15,S,104.27363028485537,2
11A15,동남권,202204,1,15,S,106.33649745454046,2
26000,부산,202204,1,15,S,106.73805062325653,0
26A01,동부산권,202204,1,15,S,108.6209899147914,1
26A02,중부산권,202204,1,15,S,105.28967622160654,1
26A03,서부산권,202204,1,15,S,106.44714632513232,1
27000,대구,202204,1,15,S,99.64861393366516,0
28000,인천,202204,1,15,S,111.85010380210123,0
29000,광주,202204,1,15,S,106.75365882458954,0
30000,대전,202204,1,15,S,106.48453974901129,0
31000,울산,202204,1,15,S,106.65643252890258,0
36000,세종,202204,1,15,S,105.99723280784505,0
41000,경기,202204,1,15,S,111.72336607722274,0
41A01,서해안권,202204,1,15,S,115.38218963639895,1
41A02,경부1권,202204,1,15,S,110.40200376799618,1
41A03,경부2권,202204,1,15,S,111.43734476236023,1
41A04,경의권,202204,1,15,S,108.98069648693496,1
41A05,경원권,202204,1,15,S,109.85065724792769,1
41A06,동부1권,202204,1,15,S,109.50216594836148,1
41A07,동부2권,202204,1,15,S,115.07832207117734,1
42000,강원,202204,1,15,S,106.62743819527083,0
43000,충북,202204,1,15,S,109.32258696935267,0
44000,충남,202204,1,15,S,108.25691875122784,0
45000,전북,202204,1,15,S,107.37637400468891,0
46000,전남,202204,1,15,S,101.45308587698791,0
47000,경북,202204,1,15,S,104.34211861613436,0
48000,경남,202204,1,15,S,107.05723014869778,0
50000,제주,202204,1,15,S,112.83625732823252,0
A1000,전국,202204,1,15,S,107.41266938028828,0
A2000,수도권,202204,1,15,S,109.30087693023299,0
A2001,지방권,202204,1,15,S,105.8441107924879,0
A3000,6대광역시,202204,1,15,S,106.45162872625289,0
A5000,5대광역시,202204,1,15,S,105.05807954402037,0
A6000,8개도,202204,1,15,S,106.5216367419038,0
A9000,9개도,202204,1,15,S,108.78844607142746,0
11000,서울,202204,3,31,D,102.60189337177927,0
11A01,강북지역,202204,3,31,D,102.68767833938838,1
11A02,강남지역,202204,3,31,D,102.52705808844678,1
11A11,도심권,202204,3,31,D,101.8709197863889,2
11A12,동북권,202204,3,31,D,102.80397562541661,2
11A13,서북권,202204,3,31,D,102.61263986736996,2
11A14,서남권,202204,3,31,D,102.09753858524581,2
11A15,동남권,202204,3,31,D,103.1768103895177,2
26000,부산,202204,3,31,D,103.20144456083962,0
26A01,동부산권,202204,3,31,D,102.31815748195258,1
26A02,중부산권,202204,3,31,D,103.73037153658566,1
26A03,서부산권,202204,3,31,D,102.68195883771965,1
27000,대구,202204,3,31,D,100.06119839230132,0
28000,인천,202204,3,31,D,101.746989001165,0
29000,광주,202204,3,31,D,101.66313128111256,0
30000,대전,202204,3,31,D,100.99099345472034,0
31000,울산,202204,3,31,D,102.08328648413823,0
36000,세종,202204,3,31,D,98.18474458895601,0
41000,경기,202204,3,31,D,103.42608395087758,0
41A01,서해안권,202204,3,31,D,104.19218889798596,1
41A02,경부1권,202204,3,31,D,102.4234290378927,1
41A03,경부2권,202204,3,31,D,104.31293594545785,1
41A04,경의권,202204,3,31,D,103.21761012719175,1
41A05,경원권,202204,3,31,D,101.7511465495836,1
