region_cd,region_nm,research_date,apt_type,buy_dom_indices,level_no
50000,제주,202209,1,80,0
A1000,전국,202209,1,84.32999999999998,0
A2000,수도권,202209,1,80.01925854597978,0
A2001,지방권,202209,1,88.22617493472586,0
A3000,6대광역시,202209,1,81.39676113360323,0
A5000,5대광역시,202209,1,82.23945647993847,0
A6000,8개도,202209,1,93.1443349272958,0
A9000,9개도,202209,1,87.59319783474619,0
11000,서울,202209,3,91.8484187568157,0
11A01,강북지역,202209,3,92.03821656050957,1
11A02,강남지역,202209,3,91.56462585034014,1
11A11,도심권,202209,3,90.62499999999999,2
11A12,동북권,202209,3,90.74446680080483,2
11A13,서북권,202209,3,94.57671957671958,2
11A14,서남권,202209,3,89.84375,2
11A15,동남권,202209,3,94.25087108013938,2
26000,부산,202209,3,89.76545842217483,0
26A01,동부산권,202209,3,91.49659863945578,1
26A02,중부산권,202209,3,89.16256157635466,1
26A03,서부산권,202209,3,88.65546218487395,1
27000,대구,202209,3,86.33540372670808,0
28000,인천,202209,3,89.1304347826087,0
29000,광주,202209,3,92.85714285714286,0
30000,대전,202209,3,94.78021978021978,0
31000,울산,202209,3,86.28571428571429,0
36000,세종,202209,3,88.31168831168831,0
41000,경기,202209,3,92.91105121293799,0
41A01,서해안권,202209,3,95.16483516483517,1
41A02,경부1권,202209,3,94.36090225563912,1
41A03,경부2권,202209,3,93.39285714285714,1
41A04,경의권,202209,3,85.93073593073593,1
41A05,경원권,202209,3,91.6256157635468,1
41A06,동부1권,202209,3,91.02564102564102,1
41A07,동부2권,202209,3,98.63945578231292,1
42000,강원,202209,3,98.66071428571428,0
43000,충북,202209,3,97.05882352941178,0
44000,충남,202209,3,95.65217391304348,0
45000,전북,202209,3,91.96428571428571,0
46000,전남,202209,3,92.2360248447205,0
47000,경북,202209,3,93.71428571428572,0
48000,경남,202209,3,95.66326530612245,0
50000,제주,202209,3,89.03225806451613,0
A1000,전국,202209,3,92.05511811023624,0
A2000,수도권,202209,3,92.12166542009474,0
A2001,지방권,202209,3,91.94100042753313,0
A3000,6대광역시,202209,3,89.62670495333812,0
A5000,5대광역시,202209,3,89.77591036414566,0
A6000,8개도,202209,3,94.12258606213267,0
A9000,9개도,202209,3,93.38476690741956,0
11000,서울,202209,7,99.18604651162791,0
11A01,강북지역,202209,7,98.43137254901961,1
11A02,강남지역,202209,7,100.28571428571429,1
11A11,도심권,202209,7,97.5,2
11A12,동북권,202209,7,99.6,2
11A13,서북권,202209,7,97.14285714285714,2
11A14,서남권,202209,7,99.52380952380952,2
11A15,동남권,202209,7,101.42857142857143,2
26000,부산,202209,7,99.2,0
26A01,동부산권,202209,7,100.66666666666667,1
26A02,중부산권,202209,7,99.52380952380953,1
26A03,서부산권,202209,7,97.14285714285714,1
27000,대구,202209,7,100.63829787234043,0
28000,인천,202209,7,100,0
29000,광주,202209,7,102.5,0
30000,대전,202209,7,102.85714285714285,0
31000,울산,202209,7,94.375,0
36000,세종,202209,7,112.14285714285714,0
41000,경기,202209,7,100.69767441860465,0
41A01,서해안권,202209,7,100,1
41A02,경부1권,202209,7,100.625,1
41A03,경부2권,202209,7,104.5,1
41A04,경의권,202209,7,98.23529411764706,1
41A05,경원권,202209,7,98.125,1
41A06,동부1권,202209,7,100,1
41A07,동부2권,202209,7,102.5,1
42000,강원,202209,7,105.08771929824562,0
43000,충북,202209,7,99.27272727272728,0
44000,충남,202209,7,101.33333333333331,0
45000,전북,202209,7,100.33898305084745,0
46000,전남,202209,7,100.28169014084507,0
47000,경북,202209,7,100.8860759493671,0
48000,경남,202209,7,99.35064935064935,0
50000,제주,202209,7,101.53846153846155,0
A1000,전국,202209,7,100.66390041493776,0
A2000,수도권,202209,7,100.07905138339922,0
A2001,지방권,202209,7,100.8720112517581,0
A3000,6대광역시,202209,7,100.00000000000001,0
A5000,5대광역시,202209,7,100,0
A6000,8개도,202209,7,100.90543259557343,0
A9000,9개도,202209,7,100.8626198083067,0
11000,서울,202208,0,85.87597106884543,0
11A01,강북지역,202208,0,82.55248335893496,1
11A02,강남지역,202208,0,89.52247191011234,1
11A11,도심권,202208,0,85.09060955518946,2
11A12,동북권,202208,0,80.5410122164049,2
11A13,서북권,202208,0,85.6007944389275,2
11A14,서남권,202208,0,88.93222818137494,2
11A15,동남권,202208,0,90.3247183565275,2
26000,부산,202208,0,89.61231133471442,0
26A01,동부산권,202208,0,87.65609990393851,1
26A02,중부산권,202208,0,89.73149492017416,1
26A03,서부산권,202208,0,91.5625,1
27000,대구,202208,0,76.33242999096657,0
28000,인천,202208,0,86.2215360864531,0
29000,광주,202208,0,97.32724902216428,0
30000,대전,202208,0,89.87083616587354,0
31000,울산,202208,0,85.73113207547169,0
36000,세종,202208,0,86.12836438923395,0
41000,경기,202208,0,87.18631178707223,0
41A01,서해안권,202208,0,88.07717678100262,1
41A02,경부1권,202208,0,89.36339522546419,1
41A03,경부2권,202208,0,84.26818580192813,1
41A04,경의권,202208,0,83.40104468949507,1
41A05,경원권,202208,0,89.42115768463073,1
41A06,동부1권,202208,0,86.08540925266905,1
41A07,동부2권,202208,0,98.41897233201583,1
42000,강원,202208,0,99.0324809951624,0
43000,충북,202208,0,97.02842377260983,0
44000,충남,202208,0,97.83628779979145,0
45000,전북,202208,0,100,0
46000,전남,202208,0,93.3422999327505,0
47000,경북,202208,0,93.10810810810811,0
48000,경남,202208,0,96.54451944712311,0
50000,제주,202208,0,89.56521739130434,0
A1000,전국,202208,0,89.68396655547373,0
A2000,수도권,202208,0,86.62525123332725,0
A2001,지방권,202208,0,92.44253110323804,0
A3000,6대광역시,202208,0,87.13185137629404,0
A5000,5대광역시,202208,0,87.370820668693,0
A6000,8개도,202208,0,96.25745276919763,0
A9000,9개도,202208,0,92.08922192887094,0
11000,서울,202208,1,82.18954248366013,0
11A01,강북지역,202208,1,76.07758620689656,1
11A02,강남지역,202208,1,88.07547169811319,1
11A11,도심권,202208,1,77.86377708978328,2
11A12,동북권,202208,1,75.47904191616767,2
11A13,서북권,202208,1,76.83363148479427,2
11A14,서남권,202208,1,87.51668891855807,2
11A15,동남권,202208,1,88.80208333333331,2
26000,부산,202208,1,88.10597519729426,0
26A01,동부산권,202208,1,85.8974358974359,1
26A02,중부산권,202208,1,87.71028037383176,1
26A03,서부산권,202208,1,90.99740932642487,1
27000,대구,202208,1,72.21000549752611,0
28000,인천,202208,1,83.71813371813371,0
29000,광주,202208,1,96.88976377952756,0
30000,대전,202208,1,86.53500897666068,0
31000,울산,202208,1,83.83137673425827,0
36000,세종,202208,1,78.86904761904762,0
41000,경기,202208,1,84.8580610605249,0
41A01,서해안권,202208,1,86.52828652828653,1
41A02,경부1권,202208,1,86.97205977907733,1
41A03,경부2권,202208,1,81.59831756046266,1
41A04,경의권,202208,1,81.4498933901919,1
41A05,경원권,202208,1,87.06536856745478,1
41A06,동부1권,202208,1,83.46007604562736,1
41A07,동부2권,202208,1,98.45559845559845,1
42000,강원,202208,1,97.04761904761904,0
43000,충북,202208,1,96.92374350086655,0
44000,충남,202208,1,96.81069958847738,0
45000,전북,202208,1,99.29693961952027,0
46000,전남,202208,1,90.01029866117405,0
47000,경북,202208,1,90.81818181818181,0
48000,경남,202208,1,96.06719367588933,0
50000,제주,202208,1,86.00000000000001,0
A1000,전국,202208,1,87.39,0
A2000,수도권,202208,1,83.87999518536351,0
A2001,지방권,202208,1,90.5624456048738,0
A3000,6대광역시,202208,1,84.80263157894736,0
A5000,5대광역시,202208,1,85.09165491603639,0
A6000,8개도,202208,1,95.11076412608568,0
A9000,9개도,202208,1,90.22316413032375,0
11000,서울,202208,3,92.85714285714288,0
11A01,강북지역,202208,3,93.22111010009101,1
11A02,강남지역,202208,3,92.31292517006803,1
11A11,도심권,202208,3,90.17857142857143,2
11A12,동북권,202208,3,92.75653923541246,2
11A13,서북권,202208,3,95.63492063492063,2
11A14,서남권,202208,3,91.18303571428572,2
11A15,동남권,202208,3,94.07665505226481,2
26000,부산,202208,3,92.85714285714285,0
26A01,동부산권,202208,3,90.81632653061223,1
26A02,중부산권,202208,3,94.58128078817734,1
26A03,서부산권,202208,3,92.43697478991596,1
27000,대구,202208,3,87.26708074534162,0
28000,인천,202208,3,93.7888198757764,0
29000,광주,202208,3,91.66666666666667,0
30000,대전,202208,3,94.78021978021978,0
31000,울산,202208,3,87.14285714285714,0
36000,세종,202208,3,96.1038961038961,0
41000,경기,202208,3,93.90835579514824,0
41A01,서해안권,202208,3,93.1868131868132,1
41A02,경부1권,202208,3,98.87218045112782,1
41A03,경부2권,202208,3,94.99999999999999,1
41A04,경의권,202208,3,89.61038961038962,1
41A05,경원권,202208,3,93.5960591133005,1
41A06,동부1권,202208,3,91.2087912087912,1
41A07,동부2권,202208,3,97.27891156462584,1
42000,강원,202208,3,100.89285714285714,0
43000,충북,202208,3,95.7983193277311,0
44000,충남,202208,3,97.82608695652172,0
45000,전북,202208,3,100.44642857142857,0
46000,전남,202208,3,94.72049689440995,0
47000,경북,202208,3,95.99999999999999,0
48000,경남,202208,3,96.1734693877551,0
50000,제주,202208,3,82.25806451612904,0
A1000,전국,202208,3,93.42519685039369,0
A2000,수도권,202208,3,93.41810022438294,0
A2001,지방권,202208,3,93.43736639589568,0
A3000,6대광역시,202208,3,91.88801148600143,0
A5000,5대광역시,202208,3,91.31652661064426,0
A6000,8개도,202208,3,95.17212426532326,0
A9000,9개도,202208,3,94.40249507550887,0
11000,서울,202208,7,100.69767441860466,0
11A01,강북지역,202208,7,101.37254901960785,1
11A02,강남지역,202208,7,99.71428571428571,1
11A11,도심권,202208,7,105,2
11A12,동북권,202208,7,99.6,2
11A13,서북권,202208,7,101.42857142857143,2
11A14,서남권,202208,7,99.52380952380952,2
11A15,동남권,202208,7,100,2
26000,부산,202208,7,99.59839357429719,0
26A01,동부산권,202208,7,100.66666666666667,1
26A02,중부산권,202208,7,100.95238095238095,1
26A03,서부산권,202208,7,96.3768115942029,1
27000,대구,202208,7,100.85470085470085,0
28000,인천,202208,7,100.78947368421052,0
29000,광주,202208,7,103.05555555555556,0
30000,대전,202208,7,106,0
31000,울산,202208,7,95.3125,0
36000,세종,202208,7,110,0
41000,경기,202208,7,101.55038759689924,0
41A01,서해안권,202208,7,100.41666666666667,1
41A02,경부1권,202208,7,103.75,1
41A03,경부2권,202208,7,105,1
41A04,경의권,202208,7,98.82352941176471,1
41A05,경원권,202208,7,100,1
41A06,동부1권,202208,7,103.125,1
41A07,동부2권,202208,7,100,1
42000,강원,202208,7,105.61403508771929,0
43000,충북,202208,7,98,0
44000,충남,202208,7,102.84280936454849,0
45000,전북,202208,7,102.72108843537416,0
46000,전남,202208,7,101.83098591549296,0
47000,경북,202208,7,101.39240506329114,0
48000,경남,202208,7,99.87012987012987,0
50000,제주,202208,7,99.48717948717949,0
A1000,전국,202208,7,101.42234219269103,0
A2000,수도권,202208,7,101.14624505928855,0
A2001,지방권,202208,7,101.52069839481835,0
A3000,6대광역시,202208,7,100.92592592592594,0
A5000,5대광역시,202208,7,100.95190380761522,0
A6000,8개도,202208,7,101.51026983487716,0
A9000,9개도,202208,7,101.5185421994885,0
11000,서울,202207,0,88.15965711224217,0
11A01,강북지역,202207,0,84.88223246287762,1
11A02,강남지역,202207,0,91.7556179775281,1
11A11,도심권,202207,0,87.56177924217462,2
11A12,동북권,202207,0,83.1151832460733,2
11A13,서북권,202207,0,87.28897715988083,2
11A14,서남권,202207,0,90.71184787908338,2
11A15,동남권,202207,0,93.17428760768722,2
26000,부산,202207,0,94.17159763313609,0
26A01,동부산권,202207,0,91.40249759846301,1
26A02,중부산권,202207,0,96.87953555878083,1
26A03,서부산권,202207,0,93.28824141519252,1
27000,대구,202207,0,79.05191873589165,0
28000,인천,202207,0,89.21265920494018,0
29000,광주,202207,0,99.1851368970013,0
30000,대전,202207,0,93.26988443235894,0
31000,울산,202207,0,86.03461841070023,0
36000,세종,202207,0,89.54451345755693,0
41000,경기,202207,0,90.81115335868186,0
41A01,서해안권,202207,0,93.50263852242746,1
41A02,경부1권,202207,0,92.12201591511936,1
41A03,경부2권,202207,0,88.97896581945662,1
41A04,경의권,202207,0,85.72257690075449,1
41A05,경원권,202207,0,90.76846307385229,1
41A06,동부1권,202207,0,89.5373665480427,1
41A07,동부2권,202207,0,99.01185770750989,1
42000,강원,202207,0,100.9675190048376,0
43000,충북,202207,0,98.64341085271317,0
44000,충남,202207,0,98.51485148514851,0
45000,전북,202207,0,102.72277227722772,0
46000,전남,202207,0,94.92266308002691,0
47000,경북,202207,0,95.22091974752028,0
48000,경남,202207,0,97.57312761170043,0
50000,제주,202207,0,95.82608695652175,0
A1000,전국,202207,0,92.36684211666342,0
A2000,수도권,202207,0,89.7177050977526,0
A2001,지방권,202207,0,94.75592173017506,0
A3000,6대광역시,202207,0,90.13400738244263,0
A5000,5대광역시,202207,0,90.37584844493972,0
A6000,8개도,202207,0,98.0425256806264,0
A9000,9개도,202207,0,94.71967696847337,0
11000,서울,202207,1,84.95770857362552,0
11A01,강북지역,202207,1,79.03605015673983,1
11A02,강남지역,202207,1,90.66037735849056,1
11A11,도심권,202207,1,82.97213622291022,2
11A12,동북권,202207,1,78.26347305389221,2
11A13,서북권,202207,1,79.06976744186045,2
11A14,서남권,202207,1,89.58611481975967,2
11A15,동남권,202207,1,92.05729166666666,2
26000,부산,202207,1,93.29199549041715,0
26A01,동부산권,202207,1,90.5982905982906,1
26A02,중부산권,202207,1,95.65420560747663,1
26A03,서부산권,202207,1,92.8756476683938,1
27000,대구,202207,1,75.70093457943923,0
28000,인천,202207,1,87.44588744588745,0
29000,광주,202207,1,98.46456692913387,0
30000,대전,202207,1,91.56193895870736,0
31000,울산,202207,1,84.52508004268942,0
36000,세종,202207,1,86.7559523809524,0
41000,경기,202207,1,89.09480449919657,0
41A01,서해안권,202207,1,92.22629222629223,1
41A02,경부1권,202207,1,90.87069525666017,1
41A03,경부2권,202207,1,86.54048370136698,1
41A04,경의권,202207,1,84.5415778251599,1
41A05,경원권,202207,1,89.63838664812239,1
41A06,동부1권,202207,1,87.11977186311786,1
41A07,동부2권,202207,1,98.84169884169884,1
42000,강원,202207,1,99.57142857142858,0
43000,충북,202207,1,99.00346620450607,0
44000,충남,202207,1,97.18792866941014,0
45000,전북,202207,1,102.52274607113318,0
46000,전남,202207,1,92.01853759011328,0
47000,경북,202207,1,94.06060606060608,0
48000,경남,202207,1,97.54940711462451,0
50000,제주,202207,1,90.44444444444444,0
A1000,전국,202207,1,90.6557142857143,0
A2000,수도권,202207,1,87.59328358208955,0
A2001,지방권,202207,1,93.42362924281986,0
A3000,6대광역시,202207,1,88.46153846153847,0
A5000,5대광역시,202207,1,88.73221381874119,0
A6000,8개도,202207,1,97.21381867863765,0
A9000,9개도,202207,1,93.34337657031969,0
11000,서울,202207,3,94.08396946564885,0
11A01,강북지역,202207,3,94.49499545040946,1
11A02,강남지역,202207,3,93.46938775510205,1
11A11,도심권,202207,3,89.95535714285715,2
11A12,동북권,202207,3,94.56740442655936,2
11A13,서북권,202207,3,97.08994708994709,2
11A14,서남권,202207,3,92.07589285714286,2
11A15,동남권,202207,3,95.64459930313589,2
26000,부산,202207,3,96.05543710021323,0
26A01,동부산권,202207,3,91.156462585034,1
26A02,중부산권,202207,3,100.98522167487684,1
26A03,서부산권,202207,3,93.69747899159664,1
27000,대구,202207,3,86.0248447204969,0
28000,인천,202207,3,94.25465838509317,0
29000,광주,202207,3,102.97619047619048,0
30000,대전,202207,3,93.13186813186813,0
31000,울산,202207,3,87.35632183908046,0
36000,세종,202207,3,91.55844155844157,0
41000,경기,202207,3,95.74123989218329,0
41A01,서해안권,202207,3,98.46153846153845,1
41A02,경부1권,202207,3,96.42857142857144,1
41A03,경부2권,202207,3,98.39285714285715,1
41A04,경의권,202207,3,88.09523809523809,1
41A05,경원권,202207,3,91.6256157635468,1
41A06,동부1권,202207,3,95.78754578754578,1
41A07,동부2권,202207,3,98.63945578231292,1
42000,강원,202207,3,101.33928571428572,0
43000,충북,202207,3,92.85714285714285,0
44000,충남,202207,3,98.44720496894408,0
45000,전북,202207,3,99.10714285714286,0
46000,전남,202207,3,95.03105590062113,0
47000,경북,202207,3,92,0
48000,경남,202207,3,95.40816326530611,0
50000,제주,202207,3,95.16129032258064,0
A1000,전국,202207,3,94.73145377224759,0
A2000,수도권,202207,3,94.86412365993517,0
A2001,지방권,202207,3,94.50384944396922,0
A3000,6대광역시,202207,3,93.42672413793103,0
A5000,5대광역시,202207,3,93.17757009345794,0
A6000,8개도,202207,3,95.88581024349286,0
A9000,9개도,202207,3,95.79776756401837,0
11000,서울,202207,7,101.62790697674419,0
11A01,강북지역,202207,7,101.96078431372548,1
11A02,강남지역,202207,7,101.14285714285714,1
11A11,도심권,202207,7,103.33333333333334,2
11A12,동북권,202207,7,102.39999999999999,2
11A13,서북권,202207,7,100,2
11A14,서남권,202207,7,100.95238095238095,2
11A15,동남권,202207,7,101.42857142857143,2
26000,부산,202207,7,100,0
26A01,동부산권,202207,7,100.66666666666667,1
26A02,중부산권,202207,7,101.42857142857142,1
26A03,서부산권,202207,7,97.14285714285714,1
27000,대구,202207,7,100.21276595744682,0
28000,인천,202207,7,100,0
29000,광주,202207,7,102.5,0
30000,대전,202207,7,104.28571428571428,0
31000,울산,202207,7,93.4375,0
36000,세종,202207,7,100.71428571428571,0
41000,경기,202207,7,101.47286821705426,0
41A01,서해안권,202207,7,100.83333333333333,1
41A02,경부1권,202207,7,101.875,1
41A03,경부2권,202207,7,109,1
41A04,경의권,202207,7,98.82352941176471,1
41A05,경원권,202207,7,98.75,1
41A06,동부1권,202207,7,100,1
41A07,동부2권,202207,7,100,1
42000,강원,202207,7,105.96491228070174,0
43000,충북,202207,7,99.63636363636364,0
44000,충남,202207,7,105,0
45000,전북,202207,7,104.91525423728814,0
46000,전남,202207,7,102.8169014084507,0
47000,경북,202207,7,101.52671755725191,0
48000,경남,202207,7,98.83116883116884,0
50000,제주,202207,7,102.56410256410257,0
A1000,전국,202207,7,101.68119551681197,0
A2000,수도권,202207,7,101.30434782608695,0
A2001,지방권,202207,7,101.81536729524346,0
A3000,6대광역시,202207,7,100.16806722689076,0
A5000,5대광역시,202207,7,100.19999999999999,0
A6000,8개도,202207,7,102.49697946033024,0
A9000,9개도,202207,7,102.28580562659846,0
11000,서울,202206,0,89.9343691401018,0
11A01,강북지역,202206,0,87.53200204813109,1
11A02,강남지역,202206,0,92.57022471910112,1
11A11,도심권,202206,0,91.35090609555189,2
11A12,동북권,202206,0,86.43106457242583,2
11A13,서북권,202206,0,87.73584905660377,2
11A14,서남권,202206,0,91.5407118478791,2
11A15,동남권,202206,0,93.96951623591784,2
26000,부산,202206,0,97.17455621301774,0
26A01,동부산권,202206,0,97.07012487992314,1
26A02,중부산권,202206,0,97.93178519593614,1
26A03,서부산권,202206,0,96.20187304890739,1
27000,대구,202206,0,79.4356659142212,0
28000,인천,202206,0,93.74517374517374,0
29000,광주,202206,0,100.91264667535854,0
30000,대전,202206,0,94.5615227736234,0
31000,울산,202206,0,89.8505114083399,0
36000,세종,202206,0,89.85507246376811,0
41000,경기,202206,0,92.52640473172791,0
41A01,서해안권,202206,0,95.28364116094986,1
41A02,경부1권,202206,0,94.35013262599469,1
41A03,경부2권,202206,0,89.81156879929887,1
41A04,경의권,202206,0,88.04410911201393,1
41A05,경원권,202206,0,91.71656686626746,1
41A06,동부1권,202206,0,91.38790035587189,1
41A07,동부2권,202206,0,101.48221343873517,1
42000,강원,202206,0,102.24602626123013,0
43000,충북,202206,0,98.96640826873386,0
44000,충남,202206,0,98.38457529963523,0
45000,전북,202206,0,103.49628712871286,0
46000,전남,202206,0,94.78816408876934,0
47000,경북,202206,0,97.63513513513512,0
48000,경남,202206,0,100.35358405657344,0
50000,제주,202206,0,96.00000000000001,0
A1000,전국,202206,0,94.16695546699013,0
A2000,수도권,202206,0,91.78657895938971,0
A2001,지방권,202206,0,96.31338303744285,0
A3000,6대광역시,202206,0,92.71326538801058,0
A5000,5대광역시,202206,0,92.44250835781584,0
A6000,8개도,202206,0,99.28176398764634,0
A9000,9개도,202206,0,96.17788648186969,0
11000,서울,202206,1,87.3125720876586,0
11A01,강북지역,202206,1,82.79780564263322,1
11A02,강남지역,202206,1,91.66037735849058,1
11A11,도심권,202206,1,87.30650154798762,2
11A12,동북권,202206,1,82.36526946107784,2
11A13,서북권,202206,1,81.48479427549196,2
11A14,서남권,202206,1,90.4539385847797,2
11A15,동남권,202206,1,93.22916666666667,2
26000,부산,202206,1,96.44870349492672,0
26A01,동부산권,202206,1,95.90964590964592,1
26A02,중부산권,202206,1,97.47663551401868,1
26A03,서부산권,202206,1,95.5958549222798,1
27000,대구,202206,1,75.81088510170423,0
28000,인천,202206,1,91.96729196729196,0
29000,광주,202206,1,100.8267716535433,0
30000,대전,202206,1,92.9084380610413,0
31000,울산,202206,1,87.56670224119532,0
36000,세종,202206,1,86.3095238095238,0
41000,경기,202206,1,90.87305838243172,0
41A01,서해안권,202206,1,94.2002442002442,1
41A02,경부1권,202206,1,91.87784275503573,1
41A03,경부2권,202206,1,88.35436382754995,1
41A04,경의권,202206,1,87.02914001421465,1
41A05,경원권,202206,1,90.47287899860919,1
41A06,동부1권,202206,1,89.16349809885932,1
41A07,동부2권,202206,1,100.77220077220076,1
42000,강원,202206,1,101.28571428571428,0
43000,충북,202206,1,99.52339688041596,0
44000,충남,202206,1,97.66803840877914,0
45000,전북,202206,1,103.80479735318445,0
46000,전남,202206,1,92.22451081359422,0
47000,경북,202206,1,97.30303030303031,0
48000,경남,202206,1,100.25691699604744,0
50000,제주,202206,1,93.33333333333334,0
A1000,전국,202206,1,92.7057142857143,0
A2000,수도권,202206,1,89.89528165623496,0
A2001,지방권,202206,1,95.24586597040904,0
A3000,6대광역시,202206,1,91.02732793522266,0
A5000,5대광역시,202206,1,90.7768234841687,0
A6000,8개도,202206,1,98.9411535083439,0
A9000,9개도,202206,1,95.09498519048105,0
11000,서울,202206,3,94.57470010905125,0
11A01,강북지역,202206,3,95.08644222020018,1
11A02,강남지역,202206,3,93.80952380952381,1
11A11,도심권,202206,3,94.41964285714286,2
11A12,동북권,202206,3,95.67404426559355,2
11A13,서북권,202206,3,94.70899470899472,2
11A14,서남권,202206,3,92.96875,2
11A15,동남권,202206,3,95.1219512195122,2
26000,부산,202206,3,99.14712153518123,0
26A01,동부산권,202206,3,101.70068027210884,1
26A02,중부산권,202206,3,99.01477832512315,1
26A03,서부산권,202206,3,96.21848739495798,1
27000,대구,202206,3,86.95652173913042,0
28000,인천,202206,3,98.91304347826087,0
29000,광주,202206,3,102.97619047619047,0
30000,대전,202206,3,95.6043956043956,0
31000,울산,202206,3,94.25287356321839,0
36000,세종,202206,3,92.20779220779221,0
41000,경기,202206,3,97.43935309973045,0
41A01,서해안권,202206,3,100.54945054945054,1
41A02,경부1권,202206,3,103.7593984962406,1
41A03,경부2권,202206,3,93.92857142857143,1
41A04,경의권,202206,3,89.39393939393939,1
41A05,경원권,202206,3,92.61083743842364,1
41A06,동부1권,202206,3,97.25274725274726,1
41A07,동부2권,202206,3,102.72108843537416,1
42000,강원,202206,3,101.33928571428572,0
43000,충북,202206,3,93.27731092436974,0
44000,충남,202206,3,97.82608695652175,0
45000,전북,202206,3,99.10714285714285,0
46000,전남,202206,3,93.47826086956522,0
47000,경북,202206,3,94.28571428571428,0
48000,경남,202206,3,100,0
50000,제주,202206,3,89.35483870967742,0
A1000,전국,202206,3,96.14112458654905,0
A2000,수도권,202206,3,96.24781849912739,0
A2001,지방권,202206,3,95.95808383233533,0
A3000,6대광역시,202206,3,96.83908045977012,0
A5000,5대광역시,202206,3,96.21495327102802,0
A6000,8개도,202206,3,95.96977329974811,0
A9000,9개도,202206,3,96.86474064346682,0
11000,서울,202206,7,101.86046511627907,0
11A01,강북지역,202206,7,102.35294117647058,1
11A02,강남지역,202206,7,101.14285714285714,1
11A11,도심권,202206,7,101.66666666666667,2
11A12,동북권,202206,7,104.00000000000001,2
11A13,서북권,202206,7,100,2
11A14,서남권,202206,7,100.95238095238095,2
11A15,동남권,202206,7,101.42857142857143,2
26000,부산,202206,7,101.19999999999999,0
26A01,동부산권,202206,7,100.66666666666667,1
26A02,중부산권,202206,7,100.47619047619047,1
26A03,서부산권,202206,7,102.85714285714286,1
27000,대구,202206,7,102.34042553191489,0
28000,인천,202206,7,104.49735449735451,0
29000,광주,202206,7,100.55555555555556,0
30000,대전,202206,7,104,0
31000,울산,202206,7,98.4375,0
36000,세종,202206,7,104.28571428571429,0
41000,경기,202206,7,102.32558139534883,0
41A01,서해안권,202206,7,97.5,1
41A02,경부1권,202206,7,110.625,1
41A03,경부2권,202206,7,106,1
41A04,경의권,202206,7,101.17647058823529,1
41A05,경원권,202206,7,100.625,1
41A06,동부1권,202206,7,100.625,1
41A07,동부2권,202206,7,101.5,1
42000,강원,202206,7,106.14035087719297,0
43000,충북,202206,7,99.0909090909091,0
44000,충남,202206,7,102.16666666666666,0
45000,전북,202206,7,103.89830508474576,0
46000,전남,202206,7,102.39436619718309,0
47000,경북,202206,7,100.50632911392405,0
48000,경남,202206,7,101.16883116883118,0
50000,제주,202206,7,104.35897435897436,0
A1000,전국,202206,7,102.1788752853289,0
A2000,수도권,202206,7,102.49208860759494,0
A2001,지방권,202206,7,102.0675105485232,0
A3000,6대광역시,202206,7,101.89234650967198,0
A5000,5대광역시,202206,7,101.39999999999999,0
A6000,8개도,202206,7,102.27364185110666,0
A9000,9개도,202206,7,102.28434504792334,0
11000,서울,202205,0,92.21805518349852,0
11A01,강북지역,202205,0,90.69380440348183,1
11A02,강남지역,202205,0,93.89044943820224,1
11A11,도심권,202205,0,92.9159802306425,2
11A12,동북권,202205,0,89.94328097731238,2
11A13,서북권,202205,0,91.06256206554123,2
11A14,서남권,202205,0,92.73525109702584,2
11A15,동남권,202205,0,95.46056991385024,2
26000,부산,202205,0,97.33727810650888,0
26A01,동부산권,202205,0,98.75120076849183,1
26A02,중부산권,202205,0,97.16981132075472,1
26A03,서부산권,202205,0,96.04578563995838,1
27000,대구,202205,0,80.58690744920993,0
28000,인천,202205,0,94.19143187958318,0
29000,광주,202205,0,101.4993481095176,0
30000,대전,202205,0,93.33786539768865,0
31000,울산,202205,0,91.07704402515724,0
36000,세종,202205,0,90.06211180124224,0
41000,경기,202205,0,93.19949281487744,0
41A01,서해안권,202205,0,94.68997361477571,1
41A02,경부1권,202205,0,95.0132625994695,1
41A03,경부2권,202205,0,90.40315512708152,1
41A04,경의권,202205,0,89.58090803259604,1
41A05,경원권,202205,0,92.66467065868262,1
41A06,동부1권,202205,0,93.55871886120997,1
41A07,동부2권,202205,0,102.4703557312253,1
42000,강원,202205,0,102.86800276434,0
43000,충북,202205,0,99.06330749354007,0
44000,충남,202205,0,98.69519832985387,0
45000,전북,202205,0,104.6720297029703,0
46000,전남,202205,0,95.69313593539704,0
47000,경북,202205,0,98.06306306306307,0
48000,경남,202205,0,100.85181613629058,0
50000,제주,202205,0,93.73913043478261,0
A1000,전국,202205,0,94.94919954073785,0
A2000,수도권,202205,0,92.9821355142322,0
A2001,지방권,202205,0,96.7228310126061,0
A3000,6대광역시,202205,0,93.10759849153493,0
A5000,5대광역시,202205,0,92.82313614262561,0
A6000,8개도,202205,0,99.71980745743228,0
A9000,9개도,202205,0,96.7241446269758,0
11000,서울,202205,1,90.14801999231065,0
11A01,강북지역,202205,1,86.97100313479622,1
11A02,강남지역,202205,1,93.20754716981133,1
11A11,도심권,202205,1,89.78328173374612,2
11A12,동북권,202205,1,86.25748502994013,2
11A13,서북권,202205,1,87.47763864042933,2
11A14,서남권,202205,1,91.68891855807743,2
11A15,동남권,202205,1,95.18229166666667,2
26000,부산,202205,1,96.9748214956783,0
