region_cd,region_nm,research_date,tr_gbn,indices,level_no
28245,계양구,20230724,D,86.8643828298201,1
28260,서구,20230724,D,77.9359879947269,1
29000,광주,20230724,D,92.9931325303822,0
29110,동구,20230724,D,87.6248504394822,1
29140,서구,20230724,D,94.8517574974498,1
29155,남구,20230724,D,91.2372998965993,1
29170,북구,20230724,D,94.1497246465346,1
29200,광산구,20230724,D,92.3888609179639,1
30000,대전,20230724,D,86.4755430034123,0
30110,동구,20230724,D,92.8486348777507,1
30140,중구,20230724,D,87.8950368958076,1
30170,서구,20230724,D,83.6031591859769,1
30200,유성구,20230724,D,83.2799858135559,1
30230,대덕구,20230724,D,94.440181055844,1
31000,울산,20230724,D,88.9782686903249,0
31110,중구,20230724,D,89.4306794166074,1
31140,남구,20230724,D,90.0707840925793,1
31170,동구,20230724,D,83.7262264257813,1
31200,북구,20230724,D,86.728584768499,1
31710,울주군,20230724,D,93.6596934023649,1
36000,세종,20230724,D,72.937272523905,0
41000,경기,20230724,D,82.5862738111363,0
41110,수원시,20230724,D,79.2997476680185,2
41111,장안구,20230724,D,82.4026215702002,3
41113,권선구,20230724,D,81.2230880805224,3
41115,팔달구,20230724,D,84.9170666386145,3
41117,영통구,20230724,D,74.5241147910189,3
41130,성남시,20230724,D,84.112760726296,2
41131,수정구,20230724,D,87.0662439523113,3
41133,중원구,20230724,D,84.6908035677662,3
41135,분당구,20230724,D,83.3021057268399,3
41150,의정부시,20230724,D,78.1969863431481,2
41170,안양시,20230724,D,85.5219343381574,2
41171,만안구,20230724,D,88.1258348534882,3
41173,동안구,20230724,D,84.2277912916269,3
41190,부천시,20230724,D,83.3569129015993,2
41210,광명시,20230724,D,82.3684257381929,2
41220,평택시,20230724,D,96.6072618208014,2
41250,동두천시,20230724,D,85.1774804218428,2
41270,안산시,20230724,D,82.789271188163,2
41271,상록구,20230724,D,86.1556862332755,3
41273,단원구,20230724,D,80.3060003358078,3
41280,고양시,20230724,D,78.3545149713644,2
41281,덕양구,20230724,D,78.8075339053057,3
41285,일산동구,20230724,D,80.5931500989891,3
41287,일산서구,20230724,D,76.3030655028876,3
41290,과천시,20230724,D,81.8373640357326,2
41310,구리시,20230724,D,80.0768303434352,2
41360,남양주시,20230724,D,82.3477359266424,2
41370,오산시,20230724,D,82.7335929238491,2
41390,시흥시,20230724,D,81.0609656012522,2
41410,군포시,20230724,D,87.2095450984108,2
41430,의왕시,20230724,D,84.9917750396037,2
41450,하남시,20230724,D,80.4908977554743,2
41460,용인시,20230724,D,81.1433486286559,2
41461,처인구,20230724,D,91.5669478724088,3
41463,기흥구,20230724,D,77.6265525735765,3
41465,수지구,20230724,D,81.1569969924984,3
41480,파주시,20230724,D,87.2726515111926,2
41500,이천시,20230724,D,106.972555903593,2
41550,안성시,20230724,D,99.7406448819911,2
41570,김포시,20230724,D,82.2585876385308,2
41590,화성시,20230724,D,78.3547039536144,2
41610,광주시,20230724,D,80.4179504426743,2
41630,양주시,20230724,D,70.0118160785107,2
41650,포천시,20230724,D,94.2872271870963,2
41670,여주시,20230724,D,94.5237781254144,2
41A01,서해안권,20230724,D,83.4858156903017,1
41A02,경부1권,20230724,D,85.0568857769709,1
41A03,경부2권,20230724,D,81.4861107566857,1
41A04,경의권,20230724,D,81.0738799604716,1
41A05,경원권,20230724,D,77.8610771195479,1
41A06,동부1권,20230724,D,81.3415878271281,1
41A07,동부2권,20230724,D,103.27728199894,1
42000,강원,20230724,D,98.7634041925626,0
42110,춘천시,20230724,D,96.264787459349,1
42130,원주시,20230724,D,94.2418489286695,1
42150,강릉시,20230724,D,106.01389459856,1
42170,동해시,20230724,D,101.175934444562,1
42190,태백시,20230724,D,100.231330533343,1
42210,속초시,20230724,D,106.89916205804,1
42230,삼척시,20230724,D,101.133941280132,1
43000,충북,20230724,D,100.067281592247,0
