region_cd,region_nm,research_date,deal_obj,all_cnt,age01_cnt,age02_cnt,age04_cnt,age05_cnt,age06_cnt,age07_cnt
46170,나주시,202304,06,125,5,26,22,18,12,2
46000,전남,202304,06,1816,83,339,502,305,149,64
46810,강진군,202304,06,33,1,5,9,8,3,2
46230,광양시,202304,06,211,12,38,60,38,8,3
46820,해남군,202304,06,71,2,8,21,18,8,5
46710,담양군,202304,06,23,1,3,12,1,1,1
46780,보성군,202304,06,29,0,3,14,6,1,0
51230,삼척시,202304,06,60,0,10,13,18,4,5
51150,강릉시,202304,06,256,6,17,67,53,24,44
48170,진주시,202304,06,395,23,82,100,64,19,9
48720,의령군,202304,06,14,0,0,5,2,4,0
48860,산청군,202304,06,25,0,1,8,6,3,0
48740,창녕군,202304,06,47,1,2,6,17,5,5
48240,사천시,202304,06,126,9,12,37,24,12,1
48820,고성군,202304,06,45,1,2,13,15,8,0
48840,남해군,202304,06,42,2,10,15,7,1,1
45790,고창군,202304,06,36,1,6,15,8,1,0
45113,덕진구,202304,06,376,20,100,71,55,22,12
45740,장수군,202304,06,9,0,2,2,1,2,1
45210,김제시,202304,06,42,2,2,8,12,7,1
45140,익산시,202304,06,239,6,39,53,53,22,1
45710,완주군,202304,06,105,5,18,18,25,12,3
51820,고성군,202304,06,96,2,8,6,7,5,65
41610,광주시,202304,06,305,18,68,79,50,26,5
41670,여주시,202304,06,115,4,11,39,34,5,1
41500,이천시,202304,06,171,8,38,43,34,10,3
41463,기흥구,202304,06,323,15,96,64,42,18,0
30230,대덕구,202304,06,154,10,33,36,28,12,3
29110,동구,202304,06,186,21,40,38,20,17,2
31200,북구,202304,06,228,7,80,50,27,4,3
44000,충남,202304,06,2863,109,458,668,501,203,288
46830,영암군,202304,06,68,0,9,22,11,9,0
48890,합천군,202304,06,23,1,4,2,7,6,0
11290,성북구,202304,06,261,14,86,44,29,17,27
11000,서울,202304,06,5122,261,1421,985,613,268,310
26110,중구,202304,06,33,1,7,6,10,3,1
26140,서구,202304,06,79,3,14,22,16,9,2
11740,강동구,202304,06,357,9,90,95,37,16,33
11620,관악구,202304,06,212,12,45,31,42,18,32
11560,영등포구,202304,06,235,8,85,37,19,9,21
27140,동구,202304,06,273,12,70,48,47,21,13
26170,동구,202304,06,91,5,12,10,15,7,5
26440,강서구,202304,06,234,6,77,44,32,8,3
41210,광명시,202304,06,180,9,62,35,22,11,2
41220,평택시,202304,06,850,58,188,167,119,42,50
41190,부천시,202304,06,623,21,126,174,122,46,7
41000,경기,202304,06,12277,565,3190,2638,1846,728,438
41171,만안구,202304,06,139,11,41,27,18,8,5
43770,음성군,202304,06,127,4,8,29,30,10,9
43114,청원구,202304,06,244,11,75,46,44,10,1
41465,수지구,202304,06,391,12,142,61,40,25,0
41450,하남시,202304,06,297,10,77,52,46,28,17
41590,화성시,202304,06,1087,69,364,165,133,44,25
30200,유성구,202304,06,422,13,96,113,50,8,54
29000,광주,202304,06,1398,80,356,295,169,90,29
30000,대전,202304,06,1434,61,310,351,230,85,74
44810,예산군,202304,06,66,1,9,21,17,8,0
44760,부여군,202304,06,62,3,5,22,10,7,3
44790,청양군,202304,06,23,0,1,11,8,1,1
46800,장흥군,202304,06,33,0,2,15,8,3,1
48127,마산회원구,202304,06,176,8,39,46,24,13,8
48129,진해구,202304,06,151,5,17,56,25,11,4
48850,하동군,202304,06,27,0,4,9,7,1,0
45720,진안군,202304,06,19,0,2,5,9,1,0
45000,전북,202304,06,1791,63,316,413,347,169,55
47210,영주시,202304,06,95,4,15,28,16,10,1
47130,경주시,202304,06,249,10,44,61,60,16,5
47250,상주시,202304,06,76,0,16,28,12,7,0
A1000,전국,202304,06,47555,2058,10783,10825,7499,3111,2046
26470,연제구,202304,06,199,9,55,32,31,18,7
26710,기장군,202304,06,154,1,37,33,22,7,1
41285,일산동구,202304,06,205,9,53,42,32,17,2
41273,단원구,202304,06,340,18,92,82,47,12,5
36110,세종시,202304,06,537,17,147,96,59,21,62
43112,서원구,202304,06,256,12,44,64,49,25,8
43000,충북,202304,06,2090,84,397,506,418,158,52
41360,남양주시,202303,06,547,26,99,146,88,52,10
41210,광명시,202303,06,225,14,71,52,24,10,1
41465,수지구,202303,06,413,18,158,44,27,25,3
41650,포천시,202303,06,136,4,14,42,29,19,3
41610,광주시,202303,06,355,21,58,99,78,25,11
41630,양주시,202303,06,303,19,69,74,51,19,3
51800,양구군,202303,06,17,0,0,4,4,2,3
51150,강릉시,202303,06,200,6,28,49,55,19,3
51730,횡성군,202303,06,54,1,4,18,15,5,3
51110,춘천시,202303,06,351,19,65,95,70,22,3
43740,영동군,202303,06,51,1,2,12,16,6,2
51820,고성군,202303,06,26,2,4,10,6,2,0
43113,흥덕구,202303,06,453,28,121,93,54,15,28
51830,양양군,202303,06,34,0,2,12,6,3,1
43720,보은군,202303,06,37,4,4,12,4,2,2
44810,예산군,202303,06,90,2,4,24,22,14,5
44230,논산시,202303,06,111,3,19,25,27,9,5
44770,서천군,202303,06,42,0,3,18,9,5,2
44790,청양군,202303,06,18,0,2,3,11,0,0
45800,부안군,202303,06,54,1,7,10,20,6,1
45113,덕진구,202303,06,469,12,109,125,57,52,8
45210,김제시,202303,06,70,3,5,21,22,7,1
45740,장수군,202303,06,11,0,0,6,1,1,1
46000,전남,202303,06,1925,85,285,521,386,156,68
44825,태안군,202303,06,57,0,3,21,12,6,2
45000,전북,202303,06,1966,59,336,501,387,181,44
45770,순창군,202303,06,14,0,0,3,5,0,2
45111,완산구,202303,06,372,17,71,87,68,26,10
45720,진안군,202303,06,19,0,1,4,8,2,0
46790,화순군,202303,06,64,2,11,19,14,10,1
46150,순천시,202303,06,322,20,66,83,56,23,4
46720,곡성군,202303,06,18,3,2,6,1,3,0
46800,장흥군,202303,06,31,1,3,11,6,4,0
46810,강진군,202303,06,32,0,5,10,6,7,0
46820,해남군,202303,06,65,5,15,13,12,6,1
46780,보성군,202303,06,38,1,6,11,12,5,0
46890,완도군,202303,06,32,1,3,6,8,2,1
47280,문경시,202303,06,73,0,17,19,13,6,2
46900,진도군,202303,06,27,0,1,8,9,1,0
46870,영광군,202303,06,41,0,4,12,11,2,4
47000,경북,202303,06,3039,103,617,800,540,245,60
47230,영천시,202303,06,132,2,14,30,38,19,3
46880,장성군,202303,06,26,0,1,7,10,4,0
47820,청도군,202303,06,35,3,5,9,12,1,0
47920,봉화군,202303,06,27,1,3,11,8,2,0
47830,고령군,202303,06,34,1,1,12,10,1,2
47930,울진군,202303,06,43,2,10,11,10,4,1
47940,울릉군,202303,06,1,0,0,0,0,0,0
47290,경산시,202303,06,229,7,52,68,35,15,1
47760,영양군,202303,06,9,0,0,1,2,1,1
48270,밀양시,202303,06,132,4,17,37,29,12,4
48330,양산시,202303,06,412,12,103,92,71,25,10
48240,사천시,202303,06,132,4,30,42,16,9,5
48840,남해군,202303,06,38,1,11,10,6,3,4
48720,의령군,202303,06,23,1,0,7,7,3,0
48850,하동군,202303,06,33,1,2,10,10,6,1
48870,함양군,202303,06,28,1,6,10,7,1,0
48880,거창군,202303,06,37,1,2,16,5,3,0
41113,권선구,202303,06,354,10,114,79,40,24,1
41430,의왕시,202303,06,164,9,46,37,23,6,1
41285,일산동구,202303,06,164,9,58,36,16,11,0
51000,강원,202303,06,1932,75,306,504,418,154,45
41590,화성시,202303,06,1130,67,365,187,145,47,12
41500,이천시,202303,06,197,16,32,40,40,17,6
51770,정선군,202303,06,36,2,5,8,11,6,0
51210,속초시,202303,06,130,2,18,29,29,10,5
43130,충주시,202303,06,351,18,63,100,65,25,8
43750,진천군,202303,06,119,6,17,27,23,11,5
43114,청원구,202303,06,317,10,90,65,41,12,8
44210,서산시,202303,06,326,7,27,56,53,21,123
11290,성북구,202303,06,234,8,79,52,22,8,13
11680,강남구,202303,06,275,6,82,42,23,9,31
11740,강동구,202303,06,336,11,87,38,31,22,55
26230,부산진구,202303,06,349,12,79,74,59,17,26
26530,사상구,202303,06,163,7,39,27,41,7,5
26170,동구,202303,06,72,7,15,11,12,6,0
26320,북구,202303,06,322,7,96,74,40,21,18
46150,순천시,202302,07,936,26,207,224,169,67,2
45740,장수군,202302,07,1,0,0,0,0,0,0
45180,정읍시,202302,07,49,2,7,10,13,5,0
45190,남원시,202302,07,43,3,6,11,4,5,4
46730,구례군,202302,07,3,0,0,0,1,1,0
46870,영광군,202302,07,11,0,2,0,3,1,0
46800,장흥군,202302,07,9,2,1,4,1,1,0
46720,곡성군,202302,07,5,0,1,1,2,1,0
47230,영천시,202302,07,76,1,13,21,14,8,0
47730,의성군,202302,07,11,0,0,2,4,1,0
47760,영양군,202302,07,0,0,0,0,0,0,0
47150,김천시,202302,07,102,5,18,30,17,5,0
47190,구미시,202302,07,429,16,126,112,53,17,8
47250,상주시,202302,07,48,0,17,10,13,2,0
47280,문경시,202302,07,29,1,5,4,4,2,2
47170,안동시,202302,07,98,2,23,17,17,7,4
48121,의창구,202302,07,141,3,33,35,22,6,1
48170,진주시,202302,07,293,12,90,73,31,12,2
48220,통영시,202302,07,90,1,14,25,21,10,0
48250,김해시,202302,07,492,19,137,126,49,30,4
47900,예천군,202302,07,42,3,14,9,3,1,0
47940,울릉군,202302,07,0,0,0,0,0,0,0
48000,경남,202302,07,2403,93,638,567,340,124,20
47920,봉화군,202302,07,4,0,0,2,1,0,0
48125,마산합포구,202302,07,147,2,34,29,24,9,1
48720,의령군,202302,07,6,0,3,1,2,0,0
48860,산청군,202302,07,4,0,0,1,3,0,0
48890,합천군,202302,07,5,0,3,1,1,0,0
50000,제주,202302,07,166,6,48,27,26,6,3
48730,함안군,202302,07,29,2,5,4,7,4,2
48330,양산시,202302,07,243,15,65,56,34,13,2
48870,함양군,202302,07,10,0,0,3,2,2,0
48740,창녕군,202302,07,21,1,3,8,4,0,2
48880,거창군,202302,07,16,2,2,5,3,1,0
43130,충주시,202302,07,174,10,29,51,29,14,3
43150,제천시,202302,07,108,6,25,21,20,10,4
44810,예산군,202302,07,42,1,3,9,12,7,1
44800,홍성군,202302,07,52,2,10,16,7,6,1
46130,여수시,202302,07,155,7,39,36,21,14,9
45710,완주군,202302,07,88,7,16,17,17,7,0
46790,화순군,202302,07,30,0,5,11,2,4,2
46830,영암군,202302,07,42,0,5,16,2,7,4
46840,무안군,202302,07,55,5,15,16,2,0,1
47770,영덕군,202302,07,5,0,2,2,1,0,0
27170,서구,202302,07,32,2,11,9,4,3,0
26500,수영구,202302,07,94,2,36,16,11,8,0
28200,남동구,202302,07,403,20,113,95,52,17,1
27230,북구,202302,07,292,13,67,62,46,21,1
27260,수성구,202302,07,220,10,60,40,28,12,1
30170,서구,202302,07,339,12,91,68,45,12,7
30200,유성구,202302,07,286,11,87,57,37,10,2
29155,남구,202302,07,128,6,35,33,10,6,1
41117,영통구,202302,07,417,27,183,52,35,9,1
41135,분당구,202302,07,254,6,96,51,10,7,0
41430,의왕시,202302,07,82,7,33,13,14,4,0
41461,처인구,202302,07,95,5,18,27,15,2,2
41281,덕양구,202302,07,238,7,76,55,33,12,1
41630,양주시,202302,07,259,21,62,47,30,20,1
51770,정선군,202302,07,16,0,3,6,2,1,0
51190,태백시,202302,07,32,1,5,13,6,1,1
51730,횡성군,202302,07,20,1,5,2,1,3,0
43750,진천군,202302,07,93,4,11,22,22,6,1
44825,태안군,202302,07,35,1,5,8,13,3,2
45140,익산시,202302,07,191,10,33,44,30,24,8
44270,당진시,202302,07,96,2,18,26,17,13,3
46000,전남,202302,07,1759,55,381,432,289,128,33
45730,무주군,202302,07,8,0,3,2,1,1,0
45800,부안군,202302,07,15,1,2,4,4,1,0
46900,진도군,202302,07,7,1,1,2,0,1,1
46780,보성군,202302,07,9,0,3,4,1,0,0
11170,용산구,202302,07,28,2,7,2,6,3,1
11290,성북구,202302,07,153,3,52,18,14,8,24
11410,서대문구,202302,07,166,3,31,13,12,0,84
11530,구로구,202302,07,71,3,20,13,9,6,0
26710,기장군,202302,07,125,4,36,22,17,2,3
26200,영도구,202302,07,48,1,9,10,11,3,0
26410,금정구,202302,07,93,3,30,22,14,6,0
28245,계양구,202302,07,135,4,33,35,30,7,0
27710,달성군,202302,07,270,14,72,66,36,13,2
28185,연수구,202302,07,513,29,167,96,51,18,8
31200,북구,202302,07,186,6,60,32,21,10,0
27260,수성구,202303,07,305,7,86,60,19,23,1
28200,남동구,202303,07,439,20,103,86,72,21,4
28140,동구,202303,07,47,4,7,9,9,8,0
28237,부평구,202303,07,400,21,109,82,64,16,12
28000,인천,202303,07,2678,161,737,550,381,125,25
28177,미추홀구,202303,07,219,10,48,49,32,23,1
31170,동구,202303,07,95,10,27,13,8,4,0
30230,대덕구,202303,07,112,5,16,30,20,8,2
31000,울산,202303,07,1067,47,344,195,128,47,35
29000,광주,202303,07,1942,64,433,473,284,111,15
31110,중구,202303,07,186,10,71,28,20,7,1
41133,중원구,202303,07,64,2,32,3,11,1,2
41115,팔달구,202303,07,75,9,19,13,12,5,0
36110,세종시,202303,07,628,26,206,120,56,18,3
31200,북구,202303,07,263,9,96,45,29,6,3
41171,만안구,202303,07,132,7,60,21,11,6,1
36000,세종,202303,07,628,26,206,120,56,18,3
41220,평택시,202303,07,664,49,185,131,76,26,10
41285,일산동구,202303,07,136,5,52,28,11,8,0
41271,상록구,202303,07,139,2,44,35,20,5,1
41287,일산서구,202303,07,184,8,47,46,29,11,0
41210,광명시,202303,07,172,8,64,37,14,8,0
41550,안성시,202303,07,175,12,32,64,29,8,0
41570,김포시,202303,07,433,18,124,96,34,26,0
41465,수지구,202303,07,394,18,155,41,25,23,1
41670,여주시,202303,07,72,2,9,15,23,4,0
41800,연천군,202303,07,23,1,1,3,12,3,0
41500,이천시,202303,07,112,11,24,25,19,8,0
41463,기흥구,202303,07,316,8,107,62,38,26,3
51770,정선군,202303,07,19,1,5,7,1,2,0
51780,철원군,202303,07,6,0,1,2,2,1,0
51110,춘천시,202303,07,299,17,63,77,55,18,3
51190,태백시,202303,07,57,4,7,19,8,5,2
43770,음성군,202303,07,95,3,22,29,12,5,1
43130,충주시,202303,07,252,14,56,69,33,18,5
43800,단양군,202303,07,10,0,0,2,5,1,0
43720,보은군,202303,07,19,1,3,6,1,1,1
43730,옥천군,202303,07,15,0,4,1,2,0,0
43760,괴산군,202303,07,5,0,2,2,0,0,1
44133,서북구,202303,07,723,43,184,170,89,43,5
44230,논산시,202303,07,56,1,13,12,7,4,1
44270,당진시,202303,07,143,8,24,31,30,12,3
45730,무주군,202303,07,5,0,0,1,1,0,0
45740,장수군,202303,07,1,0,0,0,0,0,1
45710,완주군,202303,07,73,3,19,17,5,4,1
45770,순창군,202303,07,6,0,0,1,2,0,2
45140,익산시,202303,07,211,11,28,49,41,17,3
46840,무안군,202303,07,76,6,23,15,9,2,1
46170,나주시,202303,07,99,5,20,17,17,7,0
46230,광양시,202303,07,190,8,27,51,30,6,9
48310,거제시,202303,07,159,14,27,31,31,5,0
48330,양산시,202303,07,375,12,99,85,59,21,5
48840,남해군,202303,07,7,0,4,0,2,1,0
48730,함안군,202303,07,48,1,11,14,7,3,0
48129,진해구,202303,07,141,4,22,42,33,7,0
48880,거창군,202303,07,21,1,2,8,5,1,0
46890,완도군,202303,07,5,0,1,1,0,0,1
47190,구미시,202303,07,473,15,145,95,51,24,7
46900,진도군,202303,07,4,0,1,1,1,0,0
47113,북구,202303,07,297,12,66,87,38,21,3
46910,신안군,202303,07,0,0,0,0,0,0,0
47150,김천시,202303,07,233,9,70,44,31,18,2
47250,상주시,202303,07,37,0,7,9,7,2,1
43000,충북,202303,07,1833,95,439,426,243,117,54
44200,아산시,202303,07,464,25,80,132,70,30,11
44790,청양군,202303,07,1,0,0,1,0,0,0
45190,남원시,202303,07,38,1,2,8,9,10,1
45113,덕진구,202303,07,381,8,104,97,46,25,2
45000,전북,202303,07,1474,49,298,356,240,123,25
46860,함평군,202303,07,2,0,0,2,0,0,0
46810,강진군,202303,07,8,0,3,2,0,1,0
46130,여수시,202303,07,182,5,40,48,32,11,1
47170,안동시,202303,07,113,3,29,24,19,10,3
28110,중구,202303,07,172,8,48,40,25,8,0
27290,달서구,202303,07,487,21,136,108,67,17,4
28260,서구,202303,07,659,38,198,144,91,23,3
30110,동구,202303,07,177,8,27,50,26,24,3
46880,장성군,202303,07,8,0,1,0,4,1,0
47730,의성군,202303,07,6,0,0,2,1,0,2
28200,남동구,202303,06,642,30,126,130,113,46,31
28140,동구,202303,06,73,4,7,18,16,11,3
28245,계양구,202303,06,320,25,52,74,62,22,12
31140,남구,202303,06,399,12,115,79,55,21,30
30110,동구,202303,06,225,9,36,60,36,30,5
36000,세종,202303,06,654,26,209,124,63,20,6
41115,팔달구,202303,06,119,12,20,31,14,7,0
41117,영통구,202303,06,462,29,180,72,28,27,11
41271,상록구,202303,06,316,11,71,98,51,16,5
41570,김포시,202303,06,487,21,132,107,46,34,2
41480,파주시,202303,06,444,25,80,119,60,37,14
51810,인제군,202303,06,24,4,4,4,7,1,1
51720,홍천군,202303,06,84,1,8,27,19,6,2
51790,화천군,202303,06,14,0,4,6,1,0,0
43745,증평군,202303,06,75,2,13,15,18,7,7
43000,충북,202303,06,2380,110,475,575,400,179,85
48125,마산합포구,202303,06,207,6,38,54,46,18,2
48860,산청군,202303,06,30,0,2,7,12,3,3
48310,거제시,202303,06,182,14,30,39,35,7,0
48250,김해시,202303,06,638,46,147,151,94,31,9
50000,제주,202303,06,771,28,167,223,114,34,22
11230,동대문구,202303,06,200,5,57,40,10,9,37
11560,영등포구,202303,06,232,10,73,46,26,8,23
11410,서대문구,202303,06,269,11,53,42,15,7,100
26500,수영구,202303,06,156,6,32,43,22,6,5
26290,남구,202303,06,275,5,73,56,36,21,9
27000,대구,202303,06,2181,96,582,502,297,128,47
30170,서구,202303,06,431,22,120,120,37,21,2
29155,남구,202303,06,165,8,36,28,28,12,1
29200,광산구,202303,06,1175,24,211,298,179,55,46
31170,동구,202303,06,110,11,29,19,8,4,2
41131,수정구,202303,06,153,8,36,26,19,9,23
41250,동두천시,202303,06,105,8,12,29,17,19,1
41287,일산서구,202303,06,203,10,47,53,34,12,0
41450,하남시,202303,06,342,3,82,70,54,27,18
41550,안성시,202303,06,227,13,41,76,39,15,4
51230,삼척시,202303,06,70,3,8,19,14,6,1
51750,영월군,202303,06,49,3,6,11,13,5,1
43760,괴산군,202303,06,22,0,3,4,8,4,2
44150,공주시,202303,06,85,3,19,21,19,11,2
44250,계룡시,202303,06,44,4,8,10,11,0,0
44200,아산시,202303,06,514,26,91,143,85,32,14
45190,남원시,202303,06,64,1,4,19,15,11,4
45750,임실군,202303,06,8,0,0,4,2,0,0
46710,담양군,202303,06,27,0,2,8,10,4,1
46730,구례군,202303,06,21,0,1,7,3,4,2
47170,안동시,202303,06,171,4,34,45,35,15,3
47210,영주시,202303,06,102,3,19,27,30,7,2
48121,의창구,202303,06,214,6,51,53,39,8,2
47770,영덕군,202303,06,29,0,1,6,7,5,2
48170,진주시,202303,06,429,19,104,103,59,25,5
48127,마산회원구,202303,06,221,12,51,56,39,15,4
48730,함안군,202303,06,75,2,18,20,13,5,1
11140,중구,202303,06,62,5,13,9,4,3,16
11170,용산구,202303,06,93,5,20,18,16,3,4
11320,도봉구,202303,06,199,11,48,44,29,16,4
26260,동래구,202303,06,231,12,65,44,25,12,3
26200,영도구,202303,06,87,1,16,19,18,9,5
28720,옹진군,202303,06,13,0,1,4,4,1,1
28177,미추홀구,202303,06,462,25,86,102,70,49,36
30230,대덕구,202303,06,174,6,23,51,39,8,5
36110,세종시,202303,06,654,26,209,124,63,20,6
41173,동안구,202303,06,262,15,86,48,20,23,0
41370,오산시,202303,06,309,13,87,51,51,18,1
41390,시흥시,202303,06,699,50,173,160,94,20,5
41670,여주시,202303,06,164,6,20,58,36,10,2
51170,동해시,202303,06,129,3,13,39,29,8,5
51780,철원군,202303,06,23,0,2,4,6,7,0
43800,단양군,202303,06,25,1,0,8,8,4,0
43730,옥천군,202303,06,38,0,5,6,8,5,0
44133,서북구,202303,06,775,45,189,190,99,46,8
45730,무주군,202303,06,18,1,0,7,3,3,0
45710,완주군,202303,06,106,5,21,28,16,6,1
46830,영암군,202303,06,93,4,3,31,10,3,22
46170,나주시,202303,06,130,6,24,28,24,9,1
46130,여수시,202303,06,259,8,47,72,52,17,5
30140,중구,202302,07,105,9,26,28,16,6,0
41190,부천시,202302,07,274,11,89,43,38,20,2
36110,세종시,202302,07,692,34,216,123,69,33,4
41250,동두천시,202302,07,63,7,4,22,8,6,0
41285,일산동구,202302,07,150,4,50,29,21,4,0
51130,원주시,202302,07,364,14,76,94,65,25,1
41670,여주시,202302,07,49,1,8,13,8,9,0
43000,충북,202302,07,1472,73,346,343,220,97,43
51750,영월군,202302,07,20,0,6,2,3,2,2
43720,보은군,202302,07,14,1,4,1,4,0,2
44131,동남구,202302,07,251,13,53,70,38,19,5
45000,전북,202302,07,1264,56,252,285,227,100,25
46230,광양시,202302,07,193,7,39,50,38,5,8
45790,고창군,202302,07,8,0,1,3,1,0,0
46880,장성군,202302,07,3,1,0,0,0,1,1
46810,강진군,202302,07,8,0,2,2,0,0,1
47750,청송군,202302,07,1,0,0,1,0,0,0
48850,하동군,202302,07,6,0,2,0,3,0,0
48270,밀양시,202302,07,77,4,7,22,21,6,2
11380,은평구,202302,07,81,4,21,16,11,6,2
11110,종로구,202302,07,17,0,7,4,1,4,0
11545,금천구,202302,07,22,0,10,1,3,1,1
11470,양천구,202302,07,105,1,27,22,6,6,0
27200,남구,202302,07,31,2,4,9,5,5,0
26350,해운대구,202302,07,222,10,72,42,23,9,3
29110,동구,202302,07,86,8,23,16,9,6,0
31110,중구,202302,07,159,8,60,26,21,4,1
29140,서구,202302,07,208,11,62,38,35,8,0
41173,동안구,202302,07,148,4,54,28,18,4,0
41210,광명시,202302,07,147,9,51,24,12,2,0
41390,시흥시,202302,07,496,19,165,108,49,16,2
41360,남양주시,202302,07,353,10,91,69,64,17,2
41830,양평군,202302,07,12,2,2,4,3,0,0
51800,양구군,202302,07,10,0,2,1,0,1,2
43760,괴산군,202302,07,2,0,0,2,0,0,0
44150,공주시,202302,07,45,1,7,12,13,5,0
43113,흥덕구,202302,07,330,21,100,55,37,10,27
45113,덕진구,202302,07,337,10,94,73,54,15,3
44180,보령시,202302,07,67,4,12,15,10,10,1
45770,순창군,202302,07,15,0,3,5,4,0,0
46770,고흥군,202302,07,20,0,1,1,6,1,1
47000,경북,202302,07,1918,64,447,493,305,109,22
46860,함평군,202302,07,4,0,0,2,0,2,0
47130,경주시,202302,07,174,6,33,50,23,11,2
48129,진해구,202302,07,114,3,35,28,12,7,1
48123,성산구,202302,07,320,11,113,56,34,11,3
47850,칠곡군,202302,07,92,1,9,29,15,4,1
48840,남해군,202302,07,4,0,1,1,2,0,0
51150,강릉시,202302,07,92,8,16,24,18,8,2
11200,성동구,202302,07,79,3,33,13,7,2,1
11620,관악구,202302,07,39,3,12,8,8,3,0
26170,동구,202302,07,23,2,6,3,2,4,0
26530,사상구,202302,07,110,4,24,26,22,6,0
26320,북구,202302,07,177,10,47,37,24,13,0
47111,남구,202303,06,297,8,49,82,50,26,7
47750,청송군,202303,06,18,0,3,3,6,2,0
47720,군위군,202303,06,7,0,1,2,2,0,0
48220,통영시,202303,06,131,3,17,47,24,7,2
50110,제주시,202303,06,545,18,123,145,92,21,14
11305,강북구,202303,06,184,7,29,39,34,15,29
26140,서구,202303,06,85,2,11,21,12,11,1
11590,동작구,202303,06,263,13,75,45,28,12,43
11650,서초구,202303,06,185,4,50,42,20,8,3
26410,금정구,202303,06,134,4,35,33,17,8,5
28260,서구,202303,06,936,48,230,217,135,37,58
28110,중구,202303,06,205,11,51,51,31,12,1
30000,대전,202303,06,1413,65,332,363,190,92,24
30140,중구,202303,06,205,8,38,55,38,18,4
41190,부천시,202303,06,718,39,191,159,111,47,13
41111,장안구,202303,06,176,15,50,46,21,7,3
41220,평택시,202303,06,811,56,205,166,103,36,30
41461,처인구,202303,06,329,17,50,82,54,29,13
41800,연천군,202303,06,55,2,4,10,22,7,0
51760,평창군,202303,06,77,5,8,25,19,8,2
51130,원주시,202303,06,542,19,119,121,99,38,13
43150,제천시,202303,06,199,6,27,64,42,24,4
44710,금산군,202303,06,51,2,10,11,8,10,0
44800,홍성군,202303,06,84,3,11,26,24,5,5
47830,고령군,202303,07,3,0,0,0,1,0,0
47930,울진군,202303,07,11,1,2,4,1,0,1
47840,성주군,202303,07,3,0,1,1,0,1,0
47940,울릉군,202303,07,0,0,0,0,0,0,0
47760,영양군,202303,07,0,0,0,0,0,0,0
48000,경남,202303,07,2909,131,709,702,459,145,30
47770,영덕군,202303,07,3,0,0,1,0,0,1
47720,군위군,202303,07,2,0,1,1,0,0,0
47820,청도군,202303,07,10,0,2,2,3,0,0
48121,의창구,202303,07,175,5,41,43,32,6,2
48270,밀양시,202303,07,79,4,15,19,15,6,3
48740,창녕군,202303,07,35,2,3,9,10,1,1
48220,통영시,202303,07,94,3,15,31,16,5,0
29200,광산구,202303,07,1093,22,207,284,170,51,7
41135,분당구,202303,07,293,16,113,48,22,6,1
31710,울주군,202303,07,156,6,37,37,29,11,1
41410,군포시,202303,07,142,10,54,23,19,5,0
41360,남양주시,202303,07,408,20,91,100,63,29,2
41650,포천시,202303,07,63,1,11,15,14,8,0
51000,강원,202303,07,1432,57,263,359,279,99,35
41450,하남시,202303,07,313,3,81,65,52,27,1
41610,광주시,202303,07,124,3,22,37,24,10,1
51150,강릉시,202303,07,128,5,18,32,31,14,1
51730,횡성군,202303,07,18,1,1,7,3,1,2
43111,상당구,202303,07,236,10,52,50,32,22,5
51820,고성군,202303,07,13,0,4,3,2,2,0
43114,청원구,202303,07,266,10,85,50,31,11,0
44210,서산시,202303,07,268,7,25,42,34,14,119
44770,서천군,202303,07,14,0,1,5,0,5,2
44250,계룡시,202303,07,42,4,8,8,11,0,0
46000,전남,202303,07,1257,69,237,320,190,80,48
44825,태안군,202303,07,31,0,1,10,4,5,0
46800,장흥군,202303,07,10,0,0,4,1,3,0
46770,고흥군,202303,07,19,0,1,5,5,3,1
11230,동대문구,202303,07,128,5,48,26,6,9,0
11290,성북구,202303,07,157,4,68,31,10,3,0
11215,광진구,202303,07,50,1,19,10,2,3,0
11680,강남구,202303,07,205,5,77,32,11,8,0
11710,송파구,202303,07,265,10,87,44,34,6,1
11530,구로구,202303,07,123,8,46,26,11,7,0
26230,부산진구,202303,07,268,11,70,61,39,14,2
27140,동구,202303,07,280,14,73,60,30,16,28
26440,강서구,202303,07,426,14,135,72,58,25,0
28710,강화군,202303,07,6,0,2,0,1,0,0
30170,서구,202303,07,376,16,115,102,28,18,1
30140,중구,202303,07,132,5,29,28,20,13,1
41150,의정부시,202303,07,335,18,84,83,47,20,0
41131,수정구,202303,07,81,2,28,15,12,4,2
41273,단원구,202303,07,264,11,94,66,21,8,1
41430,의왕시,202303,07,150,9,43,30,21,4,1
41390,시흥시,202303,07,609,42,161,135,72,16,5
41590,화성시,202303,07,966,61,351,154,94,20,1
41820,가평군,202303,07,16,0,4,3,2,1,0
51810,인제군,202303,07,8,0,2,1,2,1,0
51720,홍천군,202303,07,40,1,5,10,6,3,1
51130,원주시,202303,07,489,17,114,105,88,30,11
43113,흥덕구,202303,07,407,27,118,74,44,14,26
44810,예산군,202303,07,49,1,3,16,13,3,3
45130,군산시,202303,07,273,6,56,68,50,22,3
45180,정읍시,202303,07,83,0,15,16,17,11,2
46720,곡성군,202303,07,6,3,0,2,0,0,0
46110,목포시,202303,07,190,12,30,45,35,16,7
48820,고성군,202303,07,27,0,2,10,4,2,0
48720,의령군,202303,07,2,0,0,0,2,0,0
48850,하동군,202303,07,11,0,2,4,1,1,1
