region_cd,region_nm,research_date,deal_obj,all_cnt,age01_cnt,age02_cnt,age04_cnt,age05_cnt,age06_cnt,age07_cnt
46770,고흥군,202111,07,12,1,1,2,4,1,0
46820,해남군,202111,07,29,2,4,7,2,3,2
47250,상주시,202111,07,76,2,14,16,18,8,0
47150,김천시,202111,07,104,9,9,22,22,10,2
48220,통영시,202111,07,139,6,27,32,26,10,2
48840,남해군,202111,07,9,1,3,1,1,1,0
48310,거제시,202111,07,396,16,95,72,46,12,41
11305,강북구,202111,07,28,0,12,1,6,2,0
11380,은평구,202111,07,185,7,30,10,8,13,92
26500,수영구,202111,07,77,6,18,13,9,9,1
28140,동구,202111,07,57,5,14,6,11,4,1
41115,팔달구,202111,07,41,2,21,3,5,1,1
41135,분당구,202111,07,383,6,54,95,92,45,0
31140,남구,202111,07,298,24,82,47,40,15,25
41220,평택시,202111,07,586,84,145,117,68,29,8
41465,수지구,202111,07,284,13,86,48,37,20,0
41480,파주시,202111,07,315,25,76,67,51,25,1
51170,동해시,202111,07,169,10,21,52,24,11,3
51800,양구군,202111,07,2,0,0,0,1,0,0
43112,서원구,202111,07,341,27,54,45,37,27,77
44180,보령시,202111,07,94,7,24,14,19,6,2
44790,청양군,202111,07,7,0,2,1,1,1,1
44760,부여군,202111,07,21,2,1,2,4,1,3
46730,구례군,202111,07,4,0,1,1,0,0,0
45710,완주군,202111,07,85,6,20,16,11,8,6
47750,청송군,202111,07,5,0,2,1,2,0,0
48000,경남,202111,07,4731,263,1055,947,644,258,381
48270,밀양시,202111,07,101,3,20,26,20,4,2
48880,거창군,202111,07,43,1,9,12,10,2,1
11215,광진구,202111,07,45,0,16,6,8,2,1
47170,안동시,202111,07,123,3,22,34,17,10,2
48121,의창구,202111,07,256,12,82,48,37,7,2
48330,양산시,202111,07,715,38,151,158,124,44,17
48740,창녕군,202111,07,37,0,6,9,6,2,2
11350,노원구,202111,07,128,17,53,11,9,5,0
11170,용산구,202111,07,35,4,10,9,4,4,0
26200,영도구,202111,07,124,5,31,20,21,9,11
27000,대구,202111,07,1542,112,280,235,193,132,286
27200,남구,202111,07,27,1,3,6,6,7,0
27290,달서구,202111,07,397,22,56,47,44,31,139
41287,일산서구,202111,07,212,21,71,37,17,24,0
41650,포천시,202111,07,78,3,13,24,9,3,4
51150,강릉시,202111,07,340,42,63,73,44,18,16
51000,강원,202111,07,2371,152,439,510,347,160,132
43770,음성군,202111,07,107,6,12,25,19,6,11
45111,완산구,202111,07,471,34,107,96,51,47,24
46800,장흥군,202111,07,18,0,5,5,3,1,0
46810,강진군,202111,07,8,0,1,2,1,0,0
47000,경북,202111,07,2714,146,533,565,411,193,192
47850,칠곡군,202111,07,150,10,34,24,26,12,6
48240,사천시,202111,07,178,7,32,36,17,15,24
41280,고양시,202111,06,827,71,209,149,91,94,49
44130,천안시,202111,06,1260,95,249,269,159,116,104
45110,전주시,202111,06,1103,73,257,238,137,100,53
41130,성남시,202111,06,759,37,131,161,142,71,29
43110,청주시,202111,06,1688,105,314,262,210,97,360
41460,용인시,202111,06,1417,80,365,271,163,93,29
41270,안산시,202111,06,843,55,157,185,138,57,99
47110,포항시,202111,06,975,42,180,187,139,81,97
41110,수원시,202111,06,1331,112,281,304,160,96,30
48120,창원시,202111,06,2060,118,383,386,300,119,286
41170,안양시,202111,06,300,36,89,48,37,23,5
41280,고양시,202111,07,498,41,167,81,44,54,1
44130,천안시,202111,07,1047,87,234,225,115,74,83
45110,전주시,202111,07,909,63,219,189,98,80,47
41130,성남시,202111,07,529,13,88,115,111,55,0
43110,청주시,202111,07,1397,93,283,207,145,81,296
41270,안산시,202111,07,253,27,97,38,24,14,1
41460,용인시,202111,07,1087,63,324,184,117,64,3
47110,포항시,202111,07,732,36,150,123,93,65,74
41110,수원시,202111,07,917,73,230,182,101,64,4
48120,창원시,202111,07,1661,99,337,303,205,92,234
41170,안양시,202111,07,142,12,58,17,13,10,0
26140,서구,202111,06,114,6,22,23,22,9,7
41820,가평군,202111,06,118,3,14,28,30,12,9
45790,고창군,202111,06,40,4,2,12,12,1,5
48880,거창군,202111,06,92,3,13,22,18,3,20
43720,보은군,202111,06,39,1,6,15,4,4,0
51750,영월군,202111,06,49,2,3,16,11,4,1
44180,보령시,202111,06,160,10,27,37,38,17,2
41390,시흥시,202111,06,514,71,135,88,78,29,16
11320,도봉구,202111,07,78,5,29,11,7,8,0
41281,덕양구,202111,07,170,11,54,27,20,22,1
46110,목포시,202111,07,370,21,58,89,43,29,32
48170,진주시,202111,07,548,46,142,119,72,27,12
30170,서구,202111,07,397,40,104,70,46,20,12
48890,합천군,202111,07,6,1,0,2,0,1,0
46880,장성군,202111,07,14,0,1,2,5,2,1
30200,유성구,202111,07,244,20,70,43,30,17,6
31110,중구,202111,07,229,7,52,31,39,18,36
51760,평창군,202110,07,52,3,4,12,11,9,1
44210,서산시,202110,07,316,14,70,72,30,19,25
44710,금산군,202110,07,24,1,1,11,3,4,0
45190,남원시,202110,07,43,2,6,3,11,2,0
46770,고흥군,202110,07,14,0,1,5,2,3,0
46910,신안군,202110,07,0,0,0,0,0,0,0
46830,영암군,202110,07,34,0,8,8,9,0,0
47111,남구,202110,07,305,20,57,61,40,20,33
47940,울릉군,202110,07,0,0,0,0,0,0,0
47900,예천군,202110,07,53,6,15,13,7,2,1
48250,김해시,202110,07,999,43,199,179,114,44,115
48170,진주시,202110,07,593,35,128,130,75,35,27
48880,거창군,202110,07,41,1,8,5,12,6,1
48890,합천군,202110,07,7,0,2,3,0,0,0
11350,노원구,202110,07,194,19,69,17,18,7,2
11305,강북구,202110,07,40,3,12,4,7,4,0
11410,서대문구,202110,07,119,10,43,10,7,5,5
11545,금천구,202110,07,70,7,23,14,4,8,0
26140,서구,202110,07,90,5,19,18,14,9,10
26710,기장군,202110,07,1280,19,260,193,150,101,13
27710,달성군,202110,07,274,16,65,65,45,15,2
30230,대덕구,202110,07,151,13,35,41,28,6,3
31140,남구,202110,07,360,32,110,47,38,18,32
31170,동구,202110,07,220,19,37,42,21,7,33
41150,의정부시,202110,07,326,26,85,54,40,26,5
41190,부천시,202110,07,393,33,139,54,44,22,2
41630,양주시,202110,07,191,16,40,42,35,17,0
51110,춘천시,202110,07,563,30,95,89,89,45,57
43112,서원구,202110,07,368,26,53,59,50,21,84
43740,영동군,202110,07,13,0,3,2,2,0,2
44000,충남,202110,07,3322,211,719,647,434,233,267
44250,계룡시,202110,07,49,3,6,12,11,4,0
44790,청양군,202110,07,5,0,1,1,1,1,0
46720,곡성군,202110,07,3,0,0,2,0,0,0
46870,영광군,202110,07,18,1,1,2,4,1,0
46820,해남군,202110,07,34,3,4,8,6,2,0
47210,영주시,202110,07,112,6,15,28,25,17,0
47770,영덕군,202110,07,9,0,2,2,1,1,0
47190,구미시,202110,07,715,46,153,124,79,25,95
50000,제주,202110,07,330,14,90,74,24,19,5
50130,서귀포시,202110,07,79,3,16,26,7,5,2
11230,동대문구,202110,07,125,6,61,22,10,4,4
11140,중구,202110,07,33,3,13,6,2,0,0
11650,서초구,202110,07,122,2,38,20,9,8,1
26260,동래구,202110,07,184,8,47,28,23,23,0
26350,해운대구,202110,07,253,20,69,40,29,17,13
28110,중구,202110,07,252,21,64,41,28,18,12
28140,동구,202110,07,56,4,6,8,12,10,5
29110,동구,202110,07,102,7,28,18,14,12,3
41131,수정구,202110,07,44,1,16,9,4,6,0
31110,중구,202110,07,222,14,51,31,17,18,57
41271,상록구,202110,07,174,14,56,36,18,8,1
41450,하남시,202110,07,377,6,83,72,48,39,1
41550,안성시,202110,07,302,16,52,59,53,18,27
51190,태백시,202110,07,52,2,4,17,7,4,3
41820,가평군,202110,07,29,2,3,5,10,5,0
51800,양구군,202110,07,4,0,1,1,2,0,0
44200,아산시,202110,07,783,44,167,148,111,55,52
43745,증평군,202110,07,57,3,9,10,12,7,8
45210,김제시,202110,07,40,2,7,8,11,3,1
46230,광양시,202110,07,207,8,38,38,28,5,29
47000,경북,202110,07,3089,162,628,633,444,203,271
46880,장성군,202110,07,13,0,1,3,3,3,2
47720,군위군,202110,07,3,0,0,1,0,0,0
47750,청송군,202110,07,1,0,0,0,0,0,0
48127,마산회원구,202110,07,246,15,43,46,39,14,25
48740,창녕군,202110,07,35,3,7,5,5,5,1
48730,함안군,202110,07,48,4,8,9,6,2,5
11000,서울,202110,07,2839,170,966,449,235,174,20
11680,강남구,202110,07,314,2,56,73,26,13,1
26320,북구,202110,07,353,23,99,77,56,22,15
27230,북구,202110,07,430,20,81,83,70,39,30
29155,남구,202110,07,372,26,114,49,37,23,17
30110,동구,202110,07,175,13,32,31,26,21,10
29000,광주,202110,07,2312,152,591,370,234,159,258
41287,일산서구,202110,07,346,33,113,56,47,22,1
41610,광주시,202110,07,157,12,42,27,24,12,0
41430,의왕시,202110,07,68,7,27,9,8,5,0
51150,강릉시,202110,07,275,22,36,60,41,29,13
51210,속초시,202110,07,206,11,27,49,30,18,10
43113,흥덕구,202110,07,415,32,108,64,49,21,62
44150,공주시,202110,07,96,10,8,24,19,7,8
43750,진천군,202110,07,87,3,15,16,16,3,2
46110,목포시,202110,07,444,25,89,74,73,41,57
45800,부안군,202110,07,26,2,6,4,5,5,0
46150,순천시,202110,07,361,32,51,60,67,23,47
47290,경산시,202110,07,354,19,60,86,55,34,11
48000,경남,202110,07,5380,283,1080,947,682,308,697
48129,진해구,202110,07,311,21,64,61,39,24,17
48330,양산시,202110,07,729,43,179,127,101,55,22
11110,종로구,202110,07,43,4,9,10,7,4,1
11530,구로구,202110,07,145,13,55,21,11,9,0
26530,사상구,202110,07,207,20,48,48,26,10,12
28237,부평구,202110,07,337,43,94,65,44,17,5
28000,인천,202110,07,3070,212,777,622,372,162,78
30000,대전,202110,07,1231,95,302,241,169,83,42
36000,세종,202110,07,324,25,74,50,38,16,4
41500,이천시,202110,07,350,20,61,67,45,17,41
41360,남양주시,202110,07,457,24,122,85,44,41,0
51820,고성군,202110,07,30,1,5,8,6,1,0
44270,당진시,202110,07,286,12,70,40,24,14,39
44770,서천군,202110,07,14,0,1,3,1,3,1
45130,군산시,202110,07,613,21,103,148,102,31,63
46130,여수시,202110,07,271,20,46,55,34,11,40
46900,진도군,202110,07,2,0,0,1,0,0,0
47820,청도군,202110,07,9,0,1,0,3,3,0
48121,의창구,202110,07,319,24,81,56,49,24,6
50110,제주시,202110,07,251,11,74,48,17,14,3
47110,포항시,202110,06,1115,57,231,197,163,59,168
41130,성남시,202110,06,769,29,172,131,134,70,22
41110,수원시,202110,06,1755,133,414,316,213,129,81
48120,창원시,202110,06,2113,128,434,405,299,142,203
41270,안산시,202110,06,960,96,205,199,150,65,43
41460,용인시,202110,06,1413,95,372,259,182,102,37
41170,안양시,202110,06,487,37,123,100,45,42,36
41280,고양시,202110,06,1119,109,316,202,151,83,6
44130,천안시,202110,06,1467,111,312,267,189,125,152
43110,청주시,202110,06,1766,108,317,305,268,113,296
45110,전주시,202110,06,1189,64,205,200,195,104,131
47110,포항시,202110,07,862,42,200,146,115,47,121
41110,수원시,202110,07,1231,90,350,208,135,72,2
41130,성남시,202110,07,527,11,122,88,100,48,1
48120,창원시,202110,07,1765,116,391,325,231,114,151
41460,용인시,202110,07,998,63,309,175,110,74,3
41270,안산시,202110,07,417,48,133,75,44,18,5
41170,안양시,202110,07,251,14,86,37,20,20,1
41280,고양시,202110,07,826,74,270,135,102,57,1
44130,천안시,202110,07,1274,105,297,227,154,80,130
43110,청주시,202110,07,1439,95,296,224,190,84,245
45110,전주시,202110,07,991,55,184,158,158,90,118
11500,강서구,202110,07,143,9,61,18,13,3,1
26000,부산,202110,06,5623,278,1074,973,831,470,574
29155,남구,202110,06,415,29,117,55,46,30,25
31170,동구,202110,06,242,23,39,43,28,7,34
41133,중원구,202110,07,102,5,24,13,17,8,0
51170,동해시,202110,06,170,3,21,42,28,15,8
51170,동해시,202110,07,136,2,19,31,20,10,8
43114,청원구,202110,07,311,21,74,55,51,20,27
44180,보령시,202110,07,72,1,9,19,15,7,3
44790,청양군,202110,06,25,0,2,9,6,1,4
46130,여수시,202110,06,341,22,58,74,56,13,45
47730,의성군,202110,06,35,0,3,11,5,4,2
48123,성산구,202110,06,525,43,134,84,55,19,74
48220,통영시,202110,07,127,10,22,31,23,5,1
46770,고흥군,202106,07,15,0,2,2,5,1,2
51000,강원,202103,07,2759,133,489,647,510,209,58
51110,춘천시,202103,07,504,21,105,116,85,29,14
44000,충남,202103,07,4988,230,793,949,849,408,704
45210,김제시,202103,07,86,0,16,17,17,8,0
45720,진안군,202103,07,8,0,0,2,2,1,0
11305,강북구,202103,07,132,7,48,12,31,12,0
11545,금천구,202103,07,122,10,43,16,19,4,2
30200,유성구,202103,07,521,29,142,100,58,23,6
41173,동안구,202103,07,333,14,141,38,28,12,1
41550,안성시,202103,07,531,26,100,126,86,32,27
41650,포천시,202103,07,236,10,38,70,41,20,0
43114,청원구,202103,07,344,12,83,71,42,34,5
44770,서천군,202103,07,16,0,3,3,1,2,2
44710,금산군,202103,07,46,0,10,10,7,4,0
48720,의령군,202103,07,12,0,2,4,2,0,1
48880,거창군,202103,07,44,5,8,11,6,4,3
41270,안산시,202103,06,1430,126,319,312,201,85,92
44130,천안시,202103,06,2760,113,363,487,473,238,647
48120,창원시,202103,06,1440,52,308,334,237,106,31
41110,수원시,202103,06,3090,205,869,549,381,167,141
41280,고양시,202103,06,1384,92,343,301,209,132,7
43110,청주시,202103,06,2304,124,479,468,315,178,148
47110,포항시,202103,06,1084,34,195,252,156,70,88
41170,안양시,202103,06,920,55,273,165,97,43,60
41130,성남시,202103,06,1347,66,265,343,230,143,24
45110,전주시,202103,06,1734,68,280,388,233,144,218
41460,용인시,202103,06,1926,88,492,385,257,146,23
41270,안산시,202103,07,842,79,242,163,107,49,5
44130,천안시,202103,07,2532,107,331,434,406,221,629
41110,수원시,202103,07,2409,152,786,391,273,118,25
41280,고양시,202103,07,933,63,272,180,107,73,2
43110,청주시,202103,07,2023,111,453,374,266,154,133
48120,창원시,202103,07,1164,44,278,264,171,81,22
47110,포항시,202103,07,809,27,159,173,110,45,64
41130,성남시,202103,07,853,17,175,212,154,99,0
41170,안양시,202103,07,590,28,221,97,47,24,1
45110,전주시,202103,07,1472,63,252,303,200,127,188
41460,용인시,202103,07,1393,75,430,233,139,90,7
11410,서대문구,202103,06,377,21,91,73,49,22,31
28110,중구,202103,06,534,47,141,101,74,44,17
47290,경산시,202103,06,697,38,121,159,100,60,51
26000,부산,202103,07,4199,217,1034,851,662,352,88
51780,철원군,202103,07,17,1,2,5,4,1,0
47000,경북,202103,07,4142,179,897,922,576,287,140
48000,경남,202103,07,4921,237,1119,1092,733,328,92
26470,연제구,202103,07,258,13,74,42,39,21,5
41370,오산시,202103,07,576,31,162,97,60,32,2
30230,대덕구,202103,06,396,32,71,92,68,37,11
41210,광명시,202103,06,499,51,180,74,52,23,5
26530,사상구,202103,06,398,22,91,95,71,31,12
51750,영월군,202103,06,96,0,8,18,19,7,26
47900,예천군,202103,06,155,4,39,28,28,12,1
26380,사하구,202103,07,493,29,100,108,95,29,5
27290,달서구,202103,07,342,23,81,85,51,20,6
47830,고령군,202103,06,49,2,4,15,11,3,0
48310,거제시,202103,06,525,33,100,126,73,28,16
48720,의령군,202103,06,32,1,5,6,10,2,1
50110,제주시,202103,06,745,40,154,165,102,32,32
11170,용산구,202103,06,223,12,53,49,22,16,13
11260,중랑구,202103,06,583,26,133,109,103,51,47
11590,동작구,202103,06,408,13,112,63,44,36,49
11545,금천구,202103,06,358,20,91,70,56,23,32
26290,남구,202103,06,431,22,90,82,94,36,31
26350,해운대구,202103,06,711,42,173,134,108,53,22
27200,남구,202103,06,162,7,25,38,33,19,12
29140,서구,202103,06,617,37,130,125,82,42,19
41113,권선구,202103,06,1005,66,282,174,136,52,55
41370,오산시,202103,06,635,32,169,119,68,37,4
41670,여주시,202103,06,282,12,40,76,58,28,5
41461,처인구,202103,06,725,30,98,192,140,74,17
41480,파주시,202103,06,884,49,137,225,156,91,6
41830,양평군,202103,06,343,9,44,91,71,46,11
48850,하동군,202104,07,18,1,0,2,7,4,2
50000,제주,202104,07,397,26,85,78,54,28,10
11350,노원구,202104,07,377,28,162,47,28,13,7
26290,남구,202104,07,302,16,74,60,49,33,8
26530,사상구,202104,07,291,14,65,74,43,24,5
28177,미추홀구,202104,07,666,30,146,151,102,58,21
29140,서구,202104,07,498,22,97,101,72,34,13
41115,팔달구,202104,07,166,14,56,28,17,10,10
41461,처인구,202104,07,270,16,59,65,42,26,3
41370,오산시,202104,07,451,32,105,85,57,35,2
51130,원주시,202104,07,707,39,138,175,123,48,25
43113,흥덕구,202104,07,505,35,114,114,47,35,51
44133,서북구,202104,07,796,53,195,140,109,50,41
45140,익산시,202104,07,482,19,66,130,78,48,24
46000,전남,202104,07,1972,98,364,467,283,134,120
47750,청송군,202104,07,10,0,1,3,1,0,1
48170,진주시,202104,07,507,16,106,105,87,47,6
48127,마산회원구,202104,07,221,6,40,60,25,21,1
48880,거창군,202104,07,54,1,5,13,12,10,2
41280,고양시,202104,06,1224,106,291,251,152,120,5
47110,포항시,202104,06,1089,51,204,219,205,79,53
41270,안산시,202104,06,1229,94,237,292,152,69,129
41170,안양시,202104,06,854,73,264,153,99,57,32
41110,수원시,202104,06,2837,177,699,476,346,190,382
48120,창원시,202104,06,1675,80,352,375,219,128,51
41130,성남시,202104,06,989,85,279,172,145,58,33
44130,천안시,202104,06,1491,86,301,294,219,114,101
41460,용인시,202104,06,1497,71,403,316,199,116,26
45110,전주시,202104,06,1470,77,267,348,209,110,157
43110,청주시,202104,06,2070,104,405,453,259,136,231
41170,안양시,202104,07,534,40,205,78,47,33,5
41270,안산시,202104,07,573,59,147,121,74,33,3
41280,고양시,202104,07,800,64,222,142,85,86,1
47110,포항시,202104,07,805,35,165,152,135,47,39
41110,수원시,202104,07,2066,132,613,296,209,119,245
48120,창원시,202104,07,1361,66,305,287,158,100,42
41130,성남시,202104,07,434,23,150,65,67,30,1
44130,천안시,202104,07,1260,76,280,247,178,96,76
41460,용인시,202104,07,975,49,322,178,101,77,4
43110,청주시,202104,07,1746,96,368,347,199,115,191
45110,전주시,202104,07,1245,66,241,292,170,95,107
28260,서구,202104,06,1445,111,303,348,226,84,54
47940,울릉군,202104,06,9,0,0,0,5,1,0
11470,양천구,202104,06,546,51,133,109,76,27,23
43112,서원구,202104,06,653,28,133,116,89,43,81
46730,구례군,202104,06,27,1,3,8,6,7,0
45113,덕진구,202104,06,691,36,145,174,81,46,69
11260,중랑구,202104,07,167,6,70,28,15,10,0
43745,증평군,202103,06,267,8,38,77,55,13,2
51820,고성군,202103,06,72,5,5,20,14,1,6
44200,아산시,202103,06,1287,72,239,263,215,91,80
43800,단양군,202103,06,55,3,5,17,17,4,1
45111,완산구,202103,06,1009,38,137,215,125,82,192
45740,장수군,202103,06,11,0,0,4,2,3,0
45750,임실군,202103,06,17,1,1,3,5,4,0
45790,고창군,202103,06,106,5,10,30,27,5,1
46860,함평군,202103,06,33,2,4,12,9,2,2
46870,영광군,202103,06,60,2,6,17,16,6,2
47170,안동시,202103,06,386,12,72,102,63,21,17
48740,창녕군,202103,06,85,3,13,21,18,10,1
48250,김해시,202103,06,1109,51,258,260,147,61,30
48880,거창군,202103,06,67,5,10,17,11,8,3
11230,동대문구,202103,06,286,17,85,49,42,21,22
11350,노원구,202103,06,501,27,180,69,56,31,15
11380,은평구,202103,06,674,57,130,133,104,66,45
11680,강남구,202103,06,456,15,130,76,43,23,50
27140,동구,202103,06,728,25,99,135,120,56,132
27260,수성구,202103,06,388,12,68,85,62,28,9
28185,연수구,202103,06,1141,89,276,196,113,64,126
29110,동구,202103,06,155,2,22,34,24,17,11
29000,광주,202103,06,3144,165,671,621,409,229,171
30140,중구,202103,06,466,23,79,103,76,63,32
41117,영통구,202103,06,1070,70,341,177,108,51,0
41150,의정부시,202103,06,948,90,206,181,141,94,16
41360,남양주시,202103,06,1408,78,266,315,224,134,12
41590,화성시,202103,06,1585,88,511,310,169,100,14
51130,원주시,202103,06,1076,59,208,227,198,73,37
43720,보은군,202103,06,33,1,5,8,7,4,1
43150,제천시,202103,06,392,23,61,94,98,28,12
44131,동남구,202103,06,671,40,121,169,114,60,30
44790,청양군,202103,06,37,1,5,10,8,3,0
45140,익산시,202103,06,686,35,95,182,115,55,49
45770,순창군,202103,06,24,0,0,7,9,1,2
46000,전남,202103,06,3310,156,526,840,622,297,111
46880,장성군,202103,06,49,3,5,15,8,6,1
47210,영주시,202103,06,151,4,19,44,42,17,2
47840,성주군,202103,06,54,2,6,13,14,9,1
47940,울릉군,202103,06,2,0,1,0,1,0,0
A1000,전국,202103,06,102109,5626,21156,21826,15842,7851,5754
11110,종로구,202103,06,177,4,51,40,21,8,6
11215,광진구,202103,06,348,20,69,67,56,28,13
26140,서구,202103,06,202,11,28,42,50,22,16
11500,강서구,202103,06,842,56,247,135,119,57,41
11530,구로구,202103,06,513,37,153,102,46,34,40
11740,강동구,202103,06,576,26,115,97,63,38,122
11650,서초구,202103,06,483,22,115,66,43,23,82
11470,양천구,202103,06,537,42,124,112,71,28,32
27000,대구,202103,06,3107,131,566,686,511,273,207
26260,동래구,202103,06,429,15,83,68,92,42,31
26170,동구,202103,06,142,11,19,32,29,21,3
26440,강서구,202103,06,195,9,61,22,27,8,4
26320,북구,202103,06,451,25,95,98,84,41,7
26230,부산진구,202103,06,605,30,134,114,85,55,58
28140,동구,202103,06,283,12,58,55,58,32,10
28237,부평구,202103,06,1891,158,437,405,251,120,124
28177,미추홀구,202103,06,1321,83,234,307,184,97,145
28245,계양구,202103,06,1293,112,265,301,215,78,59
30170,서구,202103,06,872,48,233,159,126,70,46
30000,대전,202103,06,2764,161,604,582,394,240,141
28720,옹진군,202103,06,32,1,3,10,11,4,3
30200,유성구,202103,06,662,38,159,139,68,31,39
29155,남구,202103,06,511,25,97,81,54,45,88
31000,울산,202103,06,1817,96,387,338,249,117,223
41173,동안구,202103,06,419,28,162,57,41,16,1
36110,세종시,202103,06,593,22,116,134,52,28,15
41115,팔달구,202103,06,396,23,89,94,44,33,38
41000,경기,202103,06,27970,1826,6584,5846,4069,2173,668
41287,일산서구,202103,06,432,20,118,82,50,59,1
41290,과천시,202103,06,24,0,3,6,6,1,0
41220,평택시,202103,06,1759,146,403,388,228,128,12
41190,부천시,202103,06,1749,135,423,376,265,130,32
30140,중구,202104,07,279,19,63,54,34,29,12
43745,증평군,202104,07,102,2,20,20,22,10,1
41830,양평군,202104,07,84,4,9,31,11,8,3
46870,영광군,202104,07,21,2,4,3,1,2,3
11000,서울,202104,06,11873,731,2613,2086,1510,800,1664
11170,용산구,202104,06,546,21,91,150,114,40,19
11305,강북구,202104,06,588,41,97,105,77,46,115
11380,은평구,202104,06,731,54,134,141,122,57,80
11350,노원구,202104,06,601,45,185,95,56,28,75
11500,강서구,202104,06,855,71,234,162,96,65,40
11650,서초구,202104,06,410,29,97,63,28,24,51
11545,금천구,202104,06,320,31,61,72,37,24,26
11560,영등포구,202104,06,305,11,72,51,36,15,37
11680,강남구,202104,06,442,20,94,67,45,20,83
26410,금정구,202104,06,413,16,75,92,81,38,30
26320,북구,202104,06,458,33,97,114,93,38,6
26230,부산진구,202104,06,697,39,134,148,117,65,76
26350,해운대구,202104,06,758,62,201,135,107,56,22
26470,연제구,202104,06,322,22,77,62,43,41,10
26500,수영구,202104,06,267,23,47,53,40,24,24
28185,연수구,202104,06,830,60,204,156,98,42,75
28177,미추홀구,202104,06,1339,77,226,337,196,111,106
27000,대구,202104,06,3029,151,516,635,453,287,397
30170,서구,202104,06,810,65,168,177,108,61,39
30200,유성구,202104,06,622,40,138,105,73,28,116
30110,동구,202104,06,380,22,70,68,82,36,19
28237,부평구,202104,06,1640,157,332,379,241,115,98
30140,중구,202104,06,459,30,87,100,69,50,28
29200,광산구,202104,06,768,45,188,158,107,40,14
31140,남구,202104,06,441,27,104,70,47,23,95
41133,중원구,202104,06,428,57,117,69,55,20,26
36110,세종시,202104,06,442,20,93,95,46,22,6
41115,팔달구,202104,06,346,30,75,78,52,25,27
41290,과천시,202104,06,28,0,4,9,3,1,1
41310,구리시,202104,06,237,28,49,41,39,17,10
41281,덕양구,202104,06,546,42,128,96,84,48,5
41250,동두천시,202104,06,385,19,53,100,68,50,21
41287,일산서구,202104,06,358,29,101,69,37,42,0
41461,처인구,202104,06,600,29,105,162,112,53,10
41360,남양주시,202104,06,1010,69,159,239,188,81,11
41370,오산시,202104,06,515,36,119,100,63,41,4
41800,연천군,202104,06,84,1,12,18,23,9,2
51190,태백시,202104,06,92,3,11,21,22,5,1
51130,원주시,202104,06,824,41,146,214,155,62,31
51720,홍천군,202104,06,134,3,20,35,35,14,2
51000,강원,202104,06,3443,110,475,942,712,292,148
51780,철원군,202104,06,51,2,5,16,11,4,6
51790,화천군,202104,06,30,1,1,13,12,1,0
51810,인제군,202104,06,36,2,4,12,7,2,2
44250,계룡시,202104,06,137,8,16,36,23,12,0
44131,동남구,202104,06,593,30,101,135,94,52,59
43760,괴산군,202104,06,59,1,2,17,26,5,1
43740,영동군,202104,06,53,4,9,12,8,2,0
43800,단양군,202104,06,52,0,7,14,18,4,0
45190,남원시,202104,06,91,4,7,35,15,8,1
45210,김제시,202104,06,110,5,13,31,14,11,3
44770,서천군,202104,06,66,2,6,13,24,10,1
45000,전북,202104,06,3650,149,588,906,593,310,255
44270,당진시,202104,06,317,12,61,89,42,24,19
45111,완산구,202104,06,779,41,122,174,128,64,88
44710,금산군,202104,06,83,1,5,23,23,11,1
44760,부여군,202104,06,73,0,8,23,27,6,1
44810,예산군,202104,06,151,5,18,36,30,15,3
45740,장수군,202104,06,15,0,2,4,3,0,0
46230,광양시,202104,06,414,19,64,95,43,27,63
45710,완주군,202104,06,163,5,29,41,20,13,5
45770,순창군,202104,06,28,0,4,5,4,6,0
46130,여수시,202104,06,355,12,54,103,71,25,29
45720,진안군,202104,06,28,1,3,7,6,2,1
45730,무주군,202104,06,32,0,3,8,7,3,1
46890,완도군,202104,06,55,4,5,15,14,3,2
46840,무안군,202104,06,168,1,25,46,26,7,14
46860,함평군,202104,06,21,0,4,4,5,2,0
47113,북구,202104,06,706,38,125,136,127,47,49
51170,동해시,202103,06,188,11,32,46,29,19,3
51790,화천군,202103,06,14,2,0,4,1,4,0
43114,청원구,202103,06,398,13,86,89,52,39,8
43730,옥천군,202103,06,116,4,18,26,26,9,1
44230,논산시,202103,06,174,10,18,46,42,18,1
44770,서천군,202103,06,71,0,6,22,20,10,2
44180,보령시,202103,06,171,13,25,38,42,14,5
44133,서북구,202103,06,2089,73,242,318,359,178,617
44270,당진시,202103,06,283,6,51,63,50,26,20
44710,금산군,202103,06,91,2,17,22,18,8,2
45210,김제시,202103,06,147,1,25,29,41,12,0
45000,전북,202103,06,4107,154,608,1006,674,357,334
44800,홍성군,202103,06,212,17,31,45,47,21,9
45180,정읍시,202103,06,179,3,19,59,40,26,3
45720,진안군,202103,06,36,0,0,8,12,7,0
45113,덕진구,202103,06,725,30,143,173,108,62,26
45190,남원시,202103,06,114,3,14,29,26,14,4
46790,화순군,202103,06,100,4,10,36,23,5,2
46730,구례군,202103,06,26,1,2,3,7,3,2
46230,광양시,202103,06,386,31,76,96,66,17,7
46130,여수시,202103,06,456,20,80,119,69,48,30
46770,고흥군,202103,06,99,2,10,27,25,14,1
46780,보성군,202103,06,54,1,8,15,11,9,2
46150,순천시,202103,06,632,42,97,162,135,63,7
45800,부안군,202103,06,68,0,6,15,13,14,5
46900,진도군,202103,06,24,3,1,5,9,1,1
46810,강진군,202103,06,54,4,3,12,14,10,2
47000,경북,202103,06,5755,220,1066,1416,931,413,258
