region_cd,region_nm,research_date,apt_type,rate,level_no
42000,강원,202211,0,6.678277924761727,0
50000,제주,202211,0,5.895786537963576,0
A2000,수도권,202211,35,4.846682147311328,0
27000,대구,202211,35,6.329738487903493,0
41000,경기,202211,35,6.155281443240892,0
A2001,지방,202212,35,6.737890801571281,0
11A01,강북지역,202212,35,4.431244541311209,1
29000,광주,202212,35,5.795485006964337,0
11000,서울,202212,0,4.8758696087878866,0
11A11,도심권,202212,0,5.286502528626661,1
11A14,서남권,202212,0,4.93284068482967,1
45000,전북,202212,0,7.439008562668732,0
45113,덕진구,202212,1,5.4,2
45140,익산시,202212,1,5.998062224136075,1
46000,전남,202212,1,5.08234582065615,0
47110,포항시,202212,1,5.569620253164557,1
47190,구미시,202212,1,5.837333333333334,1
48170,진주시,202212,1,4.615179852595167,1
48220,통영시,202212,1,6.854804227642129,1
50000,제주,202212,1,5.350983842364531,0
A1000,전국,202212,1,4.982698961937716,0
A8000,8개시도,202212,1,5.5,0
11A12,동북권,202212,1,4.609477660166685,1
11215,광진구,202212,1,4.414715719063545,1
26000,부산,202212,1,4.956330161478554,0
26380,사하구,202212,1,5.25,1
27000,대구,202212,1,4.905671419602948,0
28245,계양구,202212,1,5.2145502645502635,1
29170,북구,202212,1,5.4,1
30110,동구,202212,1,4.8,1
31710,울주군,202212,1,5.084745762711865,1
41000,경기,202212,1,5.088339222614842,0
41115,팔달구,202212,1,5.4,2
31170,동구,202210,1,4.800000000000001,1
41150,의정부시,202210,1,5.333333333333332,1
41430,의왕시,202210,1,4.245122511051472,1
41461,처인구,202210,1,5.319281853733864,2
41480,파주시,202210,1,5.308434421590652,1
41550,안성시,202210,1,5.497012082233641,1
42110,춘천시,202210,1,4.675324675324675,1
43110,청주시,202210,1,5.259686684682771,1
45110,전주시,202210,1,5.333333333333331,1
46110,목포시,202210,1,3.2432432432432434,1
48129,진해구,202210,1,4.948716600042079,2
48220,통영시,202210,1,6.324110671936759,1
48250,김해시,202210,1,5.217391304347826,1
A5000,5대광역시,202210,1,4.7989377976501855,0
11A01,강북지역,202210,1,4.476205278505558,1
11140,중구,202210,1,4.769793174513604,1
11215,광진구,202210,1,4.43640002695234,1
11440,마포구,202210,1,4.186046511627907,1
11560,영등포구,202210,1,4.119402985074627,1
11650,서초구,202210,1,3.992438563327033,1
26320,북구,202210,1,4.5,1
26530,사상구,202210,1,5.071991687185164,1
41135,분당구,202212,1,4.328485184957499,2
41150,의정부시,202212,1,5.561787018882479,1
41197,소사구,202212,1,,2
41271,상록구,202212,1,4.948453608247423,2
41281,덕양구,202212,1,4.9312073718889575,2
41465,수지구,202212,1,4.682926829268292,2
41630,양주시,202212,1,6.2365364352363795,1
42000,강원,202212,1,5.550049487040663,0
42210,속초시,202212,1,6,1
43110,청주시,202212,1,5.475558714188972,1
43130,충주시,202212,1,5.571428571428571,1
44000,충남,202212,1,6.352941176470588,0
44133,서북구,202212,1,6,2
45000,전북,202212,1,5.756574487168532,0
45110,전주시,202212,1,5.419354838709677,1
41000,경기,202212,7,7.569515962924821,0
11000,서울,202212,7,5.526315789473684,0
11A01,강북지역,202212,7,5.7975632614807875,1
11A11,도심권,202212,7,5.937167373516237,1
11A12,동북권,202212,7,5.714285714285714,1
11A14,서남권,202212,7,5.366063755830657,1
45140,익산시,202207,1,5.749565217391305,1
47110,포항시,202207,1,5.254658385093162,1
48121,의창구,202207,1,4.377321266906087,2
48220,통영시,202207,1,6.315789473684211,1
50000,제주,202207,1,4.736842105263158,0
A1000,전국,202207,1,4.714285714285714,0
11A14,서남권,202207,1,4.145649585928039,1
11140,중구,202207,1,4.412017021271897,1
11230,동대문구,202207,1,4.579424863913784,1
11350,노원구,202207,1,4.5,1
11380,은평구,202207,1,4.628743181565179,1
11470,양천구,202207,1,4.22860875244938,1
11590,동작구,202207,1,3.8946872476546277,1
26260,동래구,202207,1,4.324324324324324,1
26710,기장군,202207,1,4.585882248113374,1
27230,북구,202207,1,4.588083558170084,1
28177,미추홀구,202207,1,4.21875,1
28245,계양구,202207,1,4.941176470588235,1
30230,대덕구,202207,1,4.70694736168289,1
41117,영통구,202207,1,4.499497072850975,2
41250,동두천시,202207,1,5.099363732556868,1
41270,안산시,202207,1,4.5,1
41271,상록구,202207,1,4.363636363636363,2
41285,일산동구,202207,1,4.51586099682378,2
41390,시흥시,202207,1,4.819277108433734,1
50000,제주,202207,35,5.615028033593752,0
A2001,지방,202207,7,8.372486195378007,0
11A11,도심권,202210,7,5.876343635235524,1
11A12,동북권,202210,7,5.837475029964043,1
36000,세종,202210,7,9.085303686637413,0
47000,경북,202210,7,9.22191780821918,0
A2000,수도권,202210,0,5.483928597509617,0
A5000,5대광역시,202210,0,6.083006091295532,0
11A01,강북지역,202210,0,5.174208875247418,1
11A11,도심권,202210,0,5.245860861482412,1
11A14,서남권,202210,0,4.902663688874627,1
47000,경북,202210,0,7.734838835210558,0
A1000,전국,202210,0,5.850253052729347,0
A2001,지방,202210,35,6.683870487084019,0
A5000,5대광역시,202210,35,6.685714285714285,0
28000,인천,202210,35,6.443651584357671,0
31000,울산,202210,35,7.094475101389536,0
A2001,지방,202209,35,6.596212804328223,0
11A14,서남권,202209,35,4.093949663755619,1
47000,경북,202209,35,8.325076197465698,0
27000,대구,202209,7,7.6722286469519245,0
31000,울산,202209,7,8.465524113192506,0
46000,전남,202209,7,8.350515463917525,0
11A01,강북지역,202209,0,5.191971608179479,1
A1000,전국,202209,1,4.792156862745099,0
A8000,8개시도,202209,1,5.333333333333334,0
11305,강북구,202209,1,5.056433408577878,1
11590,동작구,202209,1,4.05574912891986,1
26200,영도구,202209,1,5.476210354291196,1
26410,금정구,202209,1,4.32,1
27140,동구,202209,1,4.6400669433023545,1
27170,서구,202209,1,4.287579073926835,1
27230,북구,202209,1,4.65,1
29200,광산구,202209,1,5.163297045101089,1
31710,울주군,202209,1,4.615384615384616,1
46000,전남,202208,1,5.7142857142857135,0
47190,구미시,202208,1,5.142857142857142,1
48123,성산구,202208,1,4.043465655723272,2
A8000,8개시도,202208,1,5.333333333333334,0
11000,서울,202208,1,4.271758416520063,0
11A15,동남권,202208,1,4.067796610169492,1
11350,노원구,202208,1,4.515186796196082,1
11410,서대문구,202208,1,4.4036697247706424,1
11440,마포구,202208,1,4.209805773439869,1
11500,강서구,202208,1,4.075833788955714,1
11620,관악구,202208,1,4.448941105770254,1
11740,강동구,202208,1,4.23529411764706,1
26350,해운대구,202208,1,4.551724137931036,1
26470,연제구,202208,1,4.51764705882353,1
27000,대구,202208,1,4.657059463943924,0
28000,인천,202208,1,4.571428571428571,0
28185,연수구,202208,1,5.203112960667997,1
28245,계양구,202208,1,4.989446528504399,1
41220,평택시,202208,1,5.2974844544940645,1
41465,수지구,202208,1,4.494825036964022,2
41480,파주시,202208,1,5.045992115637319,1
45000,전북,202208,1,5.669291338582677,0
41115,팔달구,202209,1,5.090909090909091,2
41197,소사구,202209,1,,2
41250,동두천시,202209,1,5.25,1
41450,하남시,202209,1,4.42331206119777,1
41610,광주시,202209,1,4.909090909090909,1
41650,포천시,202209,1,6,1
42000,강원,202209,1,5.422098848154174,0
42110,춘천시,202209,1,4.666666666666668,1
43113,흥덕구,202209,1,5.450404692536647,2
44000,충남,202209,1,6.007070337382314,0
47113,북구,202209,1,5.288135593220339,2
48123,성산구,202209,1,4.054054054054054,2
48125,마산합포구,202209,1,4.80525570901824,2
50110,제주시,202209,1,4.568527918781726,1
A1000,전국,202211,1,4.904347826086957,0
11A12,동북권,202208,35,4.298185104005893,1
28000,인천,202208,35,6.295748551841059,0
47000,경북,202208,35,7.911501355403293,0
A8000,8개시도,202208,7,8.813056379821958,0
26000,부산,202208,7,7.242463508675199,0
43000,충북,202208,7,9.310344827586206,0
47000,경북,202208,7,9.350467289719628,0
11A01,강북지역,202208,0,5.227825033110346,1
11A11,도심권,202208,0,5.223174094054553,1
11A14,서남권,202208,0,4.894347310952036,1
26000,부산,202208,0,5.851351376155481,0
29000,광주,202208,0,6.182749706396971,0
46000,전남,202208,0,6.3519558739860305,0
11A01,강북지역,202211,1,4.536862003780719,1
11A13,서북권,202211,1,4.4626794218187005,1
11A15,동남권,202211,1,4.173913043478262,1
11140,중구,202211,1,4.8,1
11320,도봉구,202211,1,4.52848889629473,1
11470,양천구,202211,1,4.700615556799105,1
26290,남구,202211,1,4.7272727272727275,1
26380,사하구,202211,1,5.153226259511488,1
27170,서구,202211,1,4.593406593406593,1
48240,사천시,202211,1,5.114754098360657,1
28140,동구,202211,1,5.0198222829801775,1
41110,수원시,202211,1,4.8,1
41113,권선구,202211,1,4.906116738085709,2
41150,의정부시,202211,1,5.454545454545455,1
41197,소사구,202211,1,,2
41273,단원구,202211,1,4.909090909090909,2
41000,경기,202211,7,7.536231884057972,0
43000,충북,202211,7,9.132176383226845,0
45000,전북,202211,7,8.82176628010705,0
46000,전남,202211,7,8.336984746405687,0
A1000,전국,202211,0,5.815790996321331,0
27000,대구,202211,0,6.3788815436528505,0
47000,경북,202211,0,7.675448943165504,0
48000,경남,202211,0,6.655724543055992,0
11000,서울,202211,35,4.0326730355836915,0
26000,부산,202211,35,6.695820455792726,0
A2001,지방,202204,0,6.7069754493347835,0
11A14,서남권,202204,0,4.806794770369766,1
48000,경남,202204,0,7.071213830071663,0
50000,제주,202204,0,5.604439163478503,0
A1000,전국,202204,35,4.970069777661304,0
A2000,수도권,202204,1,4.457142857142857,0
A2001,지방,202204,1,4.888888888888889,0
11A13,서북권,202204,1,4.32,1
11380,은평구,202204,1,4.445070422535212,1
11410,서대문구,202204,1,4.114285714285714,1
11710,송파구,202204,1,3.8714126058153915,1
26230,부산진구,202204,1,4.879802345257084,1
26260,동래구,202204,1,4.363636363636364,1
28177,미추홀구,202204,1,4.758511163132953,1
28237,부평구,202204,1,4.3076923076923075,1
30000,대전,202204,1,4.379239387526184,0
30140,중구,202204,1,4.1074260994953145,1
31140,남구,202204,1,4.173913043478262,1
41131,수정구,202204,1,4.601095829197544,2
41135,분당구,202204,1,4.024390243902439,2
41195,원미구,202204,1,,2
41197,소사구,202204,1,,2
41250,동두천시,202204,1,5.072023445613023,1
41290,과천시,202204,1,3.4864909598800433,1
41570,김포시,202204,1,4.666666666666667,1
41590,화성시,202204,1,4.702948002909898,1
48121,의창구,202204,1,4.016542064378553,2
48125,마산합포구,202204,1,4.551444404242759,2
48250,김해시,202204,1,4.7348014171991775,1
A8000,8개시도,202204,7,9.051428571428572,0
36000,세종,202204,7,8.421052631578947,0
47000,경북,202204,7,9.818181818181818,0
A2001,지방,202201,7,8.257125078796339,0
11A01,강북지역,202201,7,5.593410743775986,1
11A02,강남지역,202201,7,5.169230769230769,1
11A14,서남권,202201,7,5.274981215824555,1
41000,경기,202201,7,7.152317880794702,0
42000,강원,202201,7,8.098614680139885,0
29000,광주,202201,1,4.8178435149067385,0
30110,동구,202201,1,4.24,1
41171,만안구,202201,1,3.903016312478158,2
41285,일산동구,202201,1,4.648161200135711,2
41410,군포시,202201,1,4.334230849034169,1
48120,창원시,202201,1,4.333333333333334,1
50000,제주,202201,1,4.8,0
A1000,전국,202201,1,4.500000000000002,0
11A01,강북지역,202201,1,4.278260869565218,1
11140,중구,202201,1,4.454756380510441,1
11260,중랑구,202201,1,3.972716910787169,1
11440,마포구,202201,1,4.32,1
11500,강서구,202201,1,3.874066677437895,1
11530,구로구,202201,1,4.214876033057851,1
11710,송파구,202201,1,3.841811025058555,1
26320,북구,202201,1,4.465116279069767,1
26710,기장군,202201,1,4.130588756086764,1
27230,북구,202201,1,4.462271111409216,1
A1000,전국,202201,0,5.551148426299163,0
11A15,동남권,202201,0,4.181667252505103,1
42000,강원,202201,0,6.560873962475354,0
43000,충북,202201,0,7.655202521750081,0
45000,전북,202201,0,7.55498374165383,0
30000,대전,202201,35,7.127628483684117,0
11A14,서남권,202202,35,3.8885764103717873,1
41000,경기,202202,35,5.964576499233437,0
48120,창원시,202202,1,4.390329426400458,1
48127,마산회원구,202202,1,4.801180092543326,2
48170,진주시,202202,1,4.258967104197753,1
48310,거제시,202202,1,4.88512241054614,1
A2001,지방,202202,1,4.801845196889422,0
11110,종로구,202202,1,4.399859323351533,1
11140,중구,202202,1,4.440472440944882,1
11530,구로구,202202,1,4.173913043478262,1
11545,금천구,202202,1,4.344855921510806,1
11680,강남구,202202,1,4.215595165268471,1
26000,부산,202202,1,4.6288257736328955,0
28200,남동구,202202,1,4.634009251902031,1
41111,장안구,202202,1,4.285714285714285,2
41150,의정부시,202202,1,4.883675537539654,1
41190,부천시,202202,1,4.299674267100977,1
41285,일산동구,202202,1,4.611290521403426,2
41460,용인시,202202,1,4.532381422332356,1
41480,파주시,202202,1,4.831412311216078,1
41550,안성시,202202,1,5.142857142857142,1
43000,충북,202202,1,5.180681670271467,0
43110,청주시,202202,1,4.9904761904761905,1
44130,천안시,202202,1,5.48936170212766,1
A2000,수도권,202202,0,5.160676506021683,0
A8000,8개시도,202202,0,7.182333506839193,0
11A13,서북권,202202,0,4.977276430360169,1
43000,충북,202202,0,7.686949336157311,0
50000,제주,202202,0,5.610262538987118,0
A2000,수도권,202202,7,6.085039370078742,0
11A14,서남권,202202,7,5.295500023088762,1
26000,부산,202202,7,7.455206439885743,0
48000,경남,202202,7,9.044414535666217,0
50000,제주,202202,7,6.19194657578018,0
A5000,5대광역시,202205,35,7.159549894947399,0
A8000,8개시도,202205,35,6.627319712845766,0
11A12,동북권,202205,35,4.283540080948445,1
44000,충남,202205,35,9.368953232032727,0
50000,제주,202205,35,5.460646251399557,0
A1000,전국,202205,1,4.655172413793104,0
11380,은평구,202205,1,4.421052631578947,1
11560,영등포구,202205,1,4.090909090909091,1
27000,대구,202205,1,4.5,0
29000,광주,202205,1,4.967959093978798,0
30170,서구,202205,1,4.363636363636364,1
31140,남구,202205,1,4.221963607192337,1
41197,소사구,202205,1,,2
41199,오정구,202205,1,,2
41281,덕양구,202205,1,4.4793842312823084,2
41460,용인시,202205,1,4.571428571428571,1
41465,수지구,202205,1,4.528301886792452,2
41500,이천시,202205,1,5.777777777777778,1
43113,흥덕구,202205,1,5.332676471082199,2
44130,천안시,202205,1,5.6000000000000005,1
44131,동남구,202205,1,5.992264718521701,2
45000,전북,202205,1,5.830903790087463,0
45140,익산시,202205,1,5.994750656167979,1
47000,경북,202205,1,5.149239788250904,0
48121,의창구,202205,1,4.1899906706363454,2
48170,진주시,202205,1,4.315500529560426,1
48310,거제시,202205,1,4.924852538765582,1
A8000,8개시도,202205,7,9.09788890642497,0
11A14,서남권,202205,7,5.393899345597171,1
36000,세종,202205,7,8.989795918367346,0
A5000,5대광역시,202205,0,6.215930226705676,0
11000,서울,202205,0,4.812004030056364,0
11A02,강남지역,202205,0,4.560178357245016,1
11A13,서북권,202205,0,5.017566860343247,1
11A15,동남권,202203,7,4.832204310287246,1
48000,경남,202203,7,9.087939304136395,0
A1000,전국,202203,0,5.68107467843563,0
11000,서울,202203,0,4.744213709527347,0
11A01,강북지역,202203,0,5.077130230745668,1
11A13,서북권,202203,0,5.0256754385748605,1
27000,대구,202203,0,6.563245357094078,0
29000,광주,202203,0,6.126544652082678,0
30000,대전,202203,0,6.029329083308905,0
50000,제주,202203,0,5.567743047874653,0
11A12,동북권,202203,1,4.337349397590361,1
11A15,동남권,202203,1,4.067796610169491,1
11200,성동구,202203,1,4.34134902059693,1
11290,성북구,202203,1,3.923076923076923,1
11305,강북구,202203,1,4.0588235294117645,1
11320,도봉구,202203,1,4.445751633986928,1
11530,구로구,202203,1,4.173913043478264,1
11650,서초구,202203,1,4.119075130650579,1
11740,강동구,202203,1,4.06172224987556,1
26200,영도구,202203,1,5.6000000000000005,1
26410,금정구,202203,1,4.264208169842256,1
31170,동구,202203,1,4.395317526614341,1
41111,장안구,202203,1,4.5,2
41133,중원구,202203,1,3.811529933481153,2
41170,안양시,202203,1,4.145873320537427,1
41210,광명시,202203,1,4.230758446907,1
41280,고양시,202203,1,4.58081479706893,1
41500,이천시,202203,1,5.64705882352941,1
41590,화성시,202203,1,4.658610014899439,1
44000,충남,202203,1,5.714285714285714,0
47000,경북,202203,1,5.26314947368421,0
48240,사천시,202203,1,6,1
A5000,5대광역시,202203,35,7.185843491938655,0
11A12,동북권,202203,35,4.132623823168235,1
41000,경기,202203,35,5.993685060949889,0
43000,충북,202203,35,10.278321764097686,0
48000,경남,202203,35,6.208670175248223,0
26000,부산,202206,1,4.666666666666667,0
26230,부산진구,202206,1,5.051233761844414,1
28260,서구,202206,1,5.106382978723404,1
30110,동구,202206,1,4.507866323269079,1
31000,울산,202206,1,4.2,0
31170,동구,202206,1,4.8,1
41220,평택시,202206,1,5.0751268192231205,1
A8000,8개시도,202206,0,7.270009061562309,0
11A02,강남지역,202206,0,4.585215323738028,1
11A15,동남권,202206,0,4.258328927057388,1
31000,울산,202206,7,8.647758836788126,0
36000,세종,202206,7,9.067335344041524,0
41000,경기,202206,7,7.545328994932117,0
43000,충북,202206,7,9.300537904430524,0
44000,충남,202206,7,9.495071788901823,0
45000,전북,202206,7,9.191246431969553,0
11A01,강북지역,202206,1,4.3612184878082365,1
42130,원주시,202206,1,5.052631578947369,1
43110,청주시,202206,1,5,1
44131,동남구,202206,1,5.984549356223175,2
45111,완산구,202206,1,5.187906660432062,2
48127,마산회원구,202206,1,4.705882352941177,2
48220,통영시,202206,1,6.400300260050084,1
48330,양산시,202206,1,4.616417743351062,1
11A12,동북권,202206,35,4.29551094327901,1
11A14,서남권,202206,35,4.076135869767768,1
30000,대전,202206,35,6.999999999999998,0
44000,충남,202206,35,9.305553582623554,0
45000,전북,202206,35,8.510356255178127,0
47000,경북,202206,35,7.8266059278053275,0
A8000,8개시도,202204,0,7.23115239351265,0
28000,인천,202204,0,5.986455680321968,0
42000,강원,202204,0,6.67039429978237,0
43000,충북,202204,0,7.78462694967036,0
11000,서울,202204,35,3.9449894249452084,0
26000,부산,202204,35,7.371590455099189,0
29000,광주,202204,35,5.962290804311921,0
50000,제주,202204,35,5.3663464863922385,0
A5000,5대광역시,202204,1,4.551724137931035,0
11A11,도심권,202204,1,4.486310948158586,1
11A12,동북권,202204,1,4.344520533735056,1
11A14,서남권,202204,1,4.061538461538461,1
11305,강북구,202204,1,4.2918028695771016,1
11590,동작구,202204,1,3.6746411483253585,1
26290,남구,202204,1,4.72834551709105,1
26350,해운대구,202204,1,4.365410325938902,1
26410,금정구,202204,1,4.369318181818182,1
26500,수영구,202204,1,4.824640494915924,1
28110,중구,202204,1,5.601324461602588,1
29155,남구,202204,1,4.822220007297695,1
30170,서구,202204,1,4.285714285714286,1
30230,대덕구,202204,1,4.630272952853598,1
31170,동구,202204,1,4.5,1
31710,울주군,202204,1,4.7953521498707605,1
41111,장안구,202204,1,4.506959999999999,2
41130,성남시,202204,1,4.123207783371789,1
41150,의정부시,202204,1,4.856190333383316,1
41390,시흥시,202204,1,4.726605324500062,1
41450,하남시,202204,1,4.0475445713632805,1
41480,파주시,202204,1,4.851908946499417,1
41610,광주시,202204,1,4.615384615384615,1
42210,속초시,202204,1,5.64705882352941,1
50110,제주시,202204,1,4.575160784313725,1
A1000,전국,202204,7,6.921696494238782,0
28000,인천,202204,7,8.613995485327314,0
29000,광주,202204,7,8.1793039870938,0
48000,경남,202204,7,9.122952290878787,0
50000,제주,202204,7,6.241328806560915,0
A2000,수도권,202201,7,6.028708133971292,0
11A15,동남권,202201,7,4.937362702606425,1
36000,세종,202201,7,8.918918918918918,0
43000,충북,202201,7,9.22308219849123,0
28140,동구,202201,1,4.9655172413793105,1
28245,계양구,202201,1,4.8019207683073235,1
31170,동구,202201,1,4.499999999999999,1
41117,영통구,202201,1,4.53680744452398,2
41133,중원구,202201,1,3.3921902082241466,2
41197,소사구,202201,1,,2
41220,평택시,202201,1,4.8,1
41273,단원구,202201,1,4.4592762499658445,2
41450,하남시,202201,1,3.9147304216560257,1
41465,수지구,202201,1,4.457142857142857,2
41500,이천시,202201,1,5.625644968483513,1
42000,강원,202201,1,5.294224245663667,0
43130,충주시,202201,1,5.538461538461538,1
44000,충남,202201,1,5.7142857142857135,0
44131,동남구,202201,1,5.815384615384615,2
45140,익산시,202201,1,5.994750656167979,1
46230,광양시,202201,1,7.464425770308123,1
48123,성산구,202201,1,4.000000000000002,2
48129,진해구,202201,1,4.800000000000003,2
45111,완산구,202201,1,5.161290322580645,2
45113,덕진구,202201,1,5.151300467624823,2
48170,진주시,202201,1,4.247830150887969,1
48330,양산시,202201,1,4.610372484835321,1
50110,제주시,202201,1,4.666664,1
11A13,서북권,202201,1,4.318342884201249,1
11230,동대문구,202201,1,4.144111663361747,1
11290,성북구,202201,1,3.9402985074626855,1
11305,강북구,202201,1,4.2410267445008225,1
11380,은평구,202201,1,4.702856465568329,1
11545,금천구,202201,1,4.285714285714286,1
11680,강남구,202201,1,4.072054317130325,1
27140,동구,202201,1,4.359163376551739,1
27170,서구,202201,1,4.235294117647059,1
27710,달성군,202201,1,4.173913043478262,1
A5000,5대광역시,202201,0,6.029821750249846,0
11A13,서북권,202201,0,4.893968565935092,1
45000,전북,202201,35,8.7,0
11A13,서북권,202202,35,4.309482821035548,1
27000,대구,202202,35,6.302960270576419,0
31000,울산,202202,35,6.049625079892322,0
45130,군산시,202202,1,6.573879147019836,1
45140,익산시,202202,1,5.998031280761238,1
48000,경남,202202,1,4.571428571428571,0
48240,사천시,202202,1,6,1
50110,제주시,202202,1,4.642855714285714,1
11A12,동북권,202202,1,4.27299703264095,1
11A13,서북권,202202,1,4.31833910034602,1
11A14,서남권,202202,1,4.086364703121333,1
11320,도봉구,202202,1,4.3146119949037445,1
11650,서초구,202202,1,4.137931034482759,1
26230,부산진구,202202,1,4.884185523360682,1
26320,북구,202202,1,4.571428571428571,1
26530,사상구,202202,1,4.8422756964993585,1
28000,인천,202202,1,4.714285714285715,0
28177,미추홀구,202202,1,4.9655172413793105,1
29140,서구,202202,1,4.714285714285714,1
30110,동구,202202,1,4.225578537187724,1
30140,중구,202202,1,4.18389311297967,1
31110,중구,202202,1,4.1042016806722685,1
36000,세종,202202,1,4.642331436894352,0
41000,경기,202202,1,4.499999999999999,0
41115,팔달구,202202,1,5.059288537549407,2
41195,원미구,202202,1,,2
41280,고양시,202202,1,4.500000000000001,1
41360,남양주시,202202,1,4.588235294117647,1
41461,처인구,202202,1,4.4927590085735085,2
43113,흥덕구,202202,1,5.217391304347826,2
44131,동남구,202202,1,5.714285714285714,2
44150,공주시,202202,1,6.692307692307692,1
45000,전북,202202,1,5.867513144079004,0
11000,서울,202202,0,4.714336369578899,0
28000,인천,202202,0,5.853837860654667,0
36000,세종,202202,0,5.174434738626748,0
45000,전북,202202,0,7.633635961133272,0
11A02,강남지역,202202,7,5.176266782156778,1
11A13,서북권,202202,7,5.779848556774498,1
27000,대구,202202,7,7.924658074425704,0
42000,강원,202202,7,8.065173116089614,0
11000,서울,202205,35,4.0033276763248775,0
31000,울산,202205,35,6.605976647536119,0
36000,세종,202205,35,6.259509519256502,0
46000,전남,202205,35,7.832487431746568,0
A2000,수도권,202205,1,4.485981308411216,0
11A11,도심권,202205,1,4.457142857142857,1
11320,도봉구,202205,1,4.310383694286101,1
11620,관악구,202205,1,4.275014671732137,1
27290,달서구,202205,1,4.5,1
28237,부평구,202205,1,4.421052631578948,1
28245,계양구,202205,1,4.8503663231094,1
29200,광산구,202205,1,5.217359362709564,1
30200,유성구,202205,1,4.5823389021479715,1
31170,동구,202205,1,4.615384615384616,1
41113,권선구,202205,1,4.5,2
41115,팔달구,202205,1,4.864612511671336,2
41117,영통구,202205,1,4.465108367080314,2
41190,부천시,202205,1,4.3950369951507415,1
41250,동두천시,202205,1,5.121428571428572,1
41273,단원구,202205,1,4.436326787773507,2
41410,군포시,202205,1,4.3999999999999995,1
41550,안성시,202205,1,5.230769230769231,1
41570,김포시,202205,1,4.628571428571429,1
44200,아산시,202205,1,6.427305546439122,1
45130,군산시,202205,1,6.070588235294118,1
48125,마산합포구,202205,1,4.749198085675021,2
48250,김해시,202205,1,4.62895970090428,1
A2000,수도권,202205,7,6.321287988935777,0
11A01,강북지역,202205,7,5.829457364341086,1
28000,인천,202205,7,8.923226626219165,0
44000,충남,202205,7,9.42339246897132,0
45000,전북,202205,7,9.310344827586208,0
50000,제주,202205,7,6.185567010309279,0
29000,광주,202205,0,6.2950347693299875,0
30000,대전,202205,0,6.081075481296902,0
A1000,전국,202205,0,5.823343114938891,0
43000,충북,202205,0,7.871107421696504,0
A2000,수도권,202203,7,6.118095066983494,0
30000,대전,202203,7,6.885400784674522,0
11A11,도심권,202203,0,5.210318791757213,1
11A12,동북권,202203,0,5.082938368447413,1
31000,울산,202203,0,6.630207234682659,0
A8000,8개시도,202203,1,5.236363636363636,0
11A11,도심권,202203,1,4.48737968163703,1
11A13,서북권,202203,1,4.32,1
11170,용산구,202203,1,4.688557306532741,1
11470,양천구,202203,1,4.312713472485768,1
11500,강서구,202203,1,3.9473684210526314,1
29000,광주,202203,1,4.905660377358491,0
31140,남구,202203,1,4.215212931438468,1
41135,분당구,202203,1,4.0581240696963405,2
41450,하남시,202203,1,3.9025487046913927,1
44130,천안시,202203,1,5.508684863523573,1
45110,전주시,202203,1,5.052631578947368,1
45140,익산시,202203,1,6,1
47190,구미시,202203,1,5.169230769230769,1
11A14,서남권,202203,35,3.869534762943972,1
27000,대구,202203,35,5.976302270341932,0
28000,인천,202203,35,6.190013365976699,0
46000,전남,202203,35,8.051962722394803,0
11740,강동구,202206,1,4.05285194614085,1
26710,기장군,202206,1,4.571428571428571,1
27170,서구,202206,1,4.287454653744112,1
27260,수성구,202206,1,4.457142857142857,1
28000,인천,202206,1,4.8,0
28110,중구,202206,1,5.988838758132154,1
28185,연수구,202206,1,4.91429153716491,1
31200,북구,202206,1,4.092918526020083,1
36000,세종,202206,1,4.911323328785812,0
41115,팔달구,202206,1,4.984367419403005,2
41195,원미구,202206,1,,2
41271,상록구,202206,1,4.329019677362169,2
41310,구리시,202206,1,4.425910931174089,1
41360,남양주시,202206,1,4.8,1
11A01,강북지역,202206,0,5.186412449327237,1
A2001,지방,202206,0,6.758902406021548,0
31000,울산,202206,0,6.7412825617389665,0
43000,충북,202206,0,7.786130723678456,0
11A01,강북지역,202206,7,5.885463749704357,1
11A15,동남권,202206,7,5.027229224236706,1
27000,대구,202206,7,7.982339193281121,0
28000,인천,202206,7,8.91144423165819,0
46000,전남,202206,7,9.412425263774871,0
11A15,동남권,202206,1,4.092697857455181,1
11170,용산구,202206,1,4.617692307692308,1
11470,양천구,202206,1,3.9675044489667486,1
41465,수지구,202206,1,4.453433937713148,2
41590,화성시,202206,1,4.788029925187032,1
41630,양주시,202206,1,5.427129276593334,1
44130,천안시,202206,1,5.679939894815928,1
45110,전주시,202206,1,5.217391304347826,1
47113,북구,202206,1,5.25,2
A2000,수도권,202206,35,4.745284644251246,0
A2001,지방,202206,35,6.94979209201398,0
11000,서울,202206,35,3.994852208568582,0
11A13,서북권,202206,35,4.246896310543802,1
28000,인천,202206,35,6.224237170812626,0
30000,대전,202204,0,6.014328628954238,0
A5000,5대광역시,202204,35,7.254518345774115,0
11A14,서남권,202204,35,3.9082550511117584,1
30000,대전,202204,35,6.97274395352057,0
A1000,전국,202204,1,4.615384615384616,0
11A02,강남지역,202204,1,4.067796610169489,1
11290,성북구,202204,1,3.965217391304348,1
11350,노원구,202204,1,4.457142857142857,1
11440,마포구,202204,1,4.32,1
11545,금천구,202204,1,4.285714285714286,1
11740,강동구,202204,1,4.311833294291953,1
27140,동구,202204,1,4.5,1
27170,서구,202204,1,4.134065934065934,1
29170,북구,202204,1,5.000351282567525,1
31110,중구,202204,1,4.114285714285713,1
41170,안양시,202204,1,4.148765556979193,1
41270,안산시,202204,1,4.425479586817511,1
