region_cd,region_nm,research_date,apt_type,jeon_snd_indices,level_no
11000,서울,202306,0,85.35947712418302,0
11A01,강북지역,202306,0,84.04892661008488,1
11A02,강남지역,202306,0,86.80021953896815,1
11A11,도심권,202306,0,82.77243589743591,2
11A12,동북권,202306,0,85.59863655730722,2
11A13,서북권,202306,0,81.30434782608697,2
11A14,서남권,202306,0,85.42558250118879,2
11A15,동남권,202306,0,88.67618429591174,2
26000,부산,202306,0,86.28127696289906,0
26A01,동부산권,202306,0,85.58768656716418,1
26A02,중부산권,202306,0,89.52347582340575,1
26A03,서부산권,202306,0,82.31083844580778,1
27000,대구,202306,0,79.29964539007092,0
28000,인천,202306,0,85.57692307692307,0
29000,광주,202306,0,92.45041586692258,0
30000,대전,202306,0,80.173564753004,0
31000,울산,202306,0,79.26447574334898,0
36000,세종,202306,0,98.41584158415843,0
41000,경기,202306,0,87.38549145828175,0
41A01,서해안권,202306,0,89.8786717752235,1
41A02,경부1권,202306,0,94.00739176346359,1
41A03,경부2권,202306,0,91.02399314481576,1
41A04,경의권,202306,0,74.78944413250983,1
41A05,경원권,202306,0,85.3398058252427,1
41A06,동부1권,202306,0,85.2216748768473,1
41A07,동부2권,202306,0,85.04761904761904,1
42000,강원,202306,0,91.59525379037574,0
43000,충북,202306,0,94.30817610062893,0
44000,충남,202306,0,94.15518121490557,0
45000,전북,202306,0,84.16918429003022,0
46000,전남,202306,0,90.16077170418006,0
47000,경북,202306,0,93.65114235500879,0
48000,경남,202306,0,90.98644815631894,0
50000,제주,202306,0,89.29188255613127,0
A1000,전국,202306,0,87.5200845665962,0
A2000,수도권,202306,0,86.48021767250994,0
A2001,지방권,202306,0,88.4570555845826,0
A3000,6대광역시,202306,0,84.23058786545111,0
A5000,5대광역시,202306,0,83.87609213661636,0
A6000,8개도,202306,0,91.331096196868,0
A9000,9개도,202306,0,89.52159267249536,0
11000,서울,202306,1,87.22927557879015,0
11A01,강북지역,202306,1,84.8841625522218,1
11A02,강남지역,202306,1,89.49687844289386,1
11A11,도심권,202306,1,84.23423423423424,2
11A12,동북권,202306,1,85.84354932866316,2
11A13,서북권,202306,1,82.45315161839864,2
11A14,서남권,202306,1,88.23911630929176,2
11A15,동남권,202306,1,91.13175675675674,2
26000,부산,202306,1,85.7921511627907,0
26A01,동부산권,202306,1,87.10247349823322,1
26A02,중부산권,202306,1,88.47533632286995,1
26A03,서부산권,202306,1,80.58375634517768,1
27000,대구,202306,1,77.66129032258065,0
28000,인천,202306,1,84.99999999999999,0
29000,광주,202306,1,92.12355212355212,0
30000,대전,202306,1,78.61524978089396,0
31000,울산,202306,1,77.65392781316349,0
36000,세종,202306,1,98.59154929577464,0
41000,경기,202306,1,87.76223776223776,0
41A01,서해안권,202306,1,90.82909659757527,1
41A02,경부1권,202306,1,94.79974160206719,1
41A03,경부2권,202306,1,91.23393316195373,1
41A04,경의권,202306,1,74.81099656357388,1
41A05,경원권,202306,1,82.8167115902965,1
41A06,동부1권,202306,1,85.5325164938737,1
41A07,동부2권,202306,1,85.53113553113553,1
42000,강원,202306,1,89.57027752909579,0
43000,충북,202306,1,93.68729096989966,0
44000,충남,202306,1,93.8584779706275,0
45000,전북,202306,1,83.22632423756019,0
46000,전남,202306,1,87.12487899322362,0
47000,경북,202306,1,92.40729841082991,0
48000,경남,202306,1,89.70358814352574,0
50000,제주,202306,1,84.66666666666667,0
A1000,전국,202306,1,87.225,0
A2000,수도권,202306,1,87.24893131112022,0
A2001,지방권,202306,1,87.20340326586694,0
A3000,6대광역시,202306,1,83.37611056268508,0
A5000,5대광역시,202306,1,82.94117647058825,0
A6000,8개도,202306,1,90.04065040650406,0
A9000,9개도,202306,1,88.95778560444467,0
11000,서울,202306,3,79.34549356223175,0
11A01,강북지역,202306,3,81.35062611806798,1
11A02,강남지역,202306,3,76.34048257372655,1
11A11,도심권,202306,3,81.16883116883116,2
11A12,동북권,202306,3,83.30058939096267,2
11A13,서북권,202306,3,78.83597883597884,2
11A14,서남권,202306,3,75.599128540305,2
11A15,동남권,202306,3,77.5261324041812,2
26000,부산,202306,3,86,0
26A01,동부산권,202306,3,73.64864864864866,1
26A02,중부산권,202306,3,93.96135265700482,1
26A03,서부산권,202306,3,87.5,1
27000,대구,202306,3,77.32919254658384,0
28000,인천,202306,3,83.22981366459626,0
29000,광주,202306,3,91.47727272727272,0
30000,대전,202306,3,80.76923076923079,0
31000,울산,202306,3,81.81818181818181,0
36000,세종,202306,3,98.75,0
41000,경기,202306,3,84.39978847170809,0
41A01,서해안권,202306,3,84.28571428571429,1
41A02,경부1권,202306,3,90.22556390977445,1
41A03,경부2권,202306,3,88.92733564013842,1
41A04,경의권,202306,3,71.36929460580913,1
41A05,경원권,202306,3,90.38461538461539,1
41A06,동부1권,202306,3,81.78571428571428,1
41A07,동부2권,202306,3,83.2236842105263,1
42000,강원,202306,3,95.21739130434783,0
43000,충북,202306,3,91.59663865546219,0
44000,충남,202306,3,91.92546583850931,0
45000,전북,202306,3,81.57894736842104,0
46000,전남,202306,3,92.21556886227545,0
47000,경북,202306,3,95.6043956043956,0
48000,경남,202306,3,96.65178571428572,0
50000,제주,202306,3,87.73584905660378,0
A1000,전국,202306,3,84.41358024691358,0
A2000,수도권,202306,3,81.99656610252637,0
A2001,지방권,202306,3,88.5143570536829,0
A3000,6대광역시,202306,3,83.51139601139602,0
A5000,5대광역시,202306,3,83.59519408502773,0
A6000,8개도,202306,3,92.14343271555197,0
A9000,9개도,202306,3,87.46807151979566,0
11000,서울,202306,7,88.13953488372093,0
11A01,강북지역,202306,7,87.25490196078431,1
11A02,강남지역,202306,7,89.42857142857143,1
11A11,도심권,202306,7,80.83333333333333,2
11A12,동북권,202306,7,91.6,2
11A13,서북권,202306,7,85,2
11A14,서남권,202306,7,87.14285714285715,2
11A15,동남권,202306,7,92.85714285714286,2
26000,부산,202306,7,92.2,0
26A01,동부산권,202306,7,92.00000000000001,1
26A02,중부산권,202306,7,91.9047619047619,1
26A03,서부산권,202306,7,92.85714285714285,1
27000,대구,202306,7,93.61702127659574,0
28000,인천,202306,7,96.05263157894736,0
29000,광주,202306,7,95.27777777777777,0
30000,대전,202306,7,89.71428571428571,0
31000,울산,202306,7,85.9375,0
36000,세종,202306,7,97.14285714285714,0
41000,경기,202306,7,90.54263565891472,0
41A01,서해안권,202306,7,90.83333333333333,1
41A02,경부1권,202306,7,91.25,1
41A03,경부2권,202306,7,93,1
41A04,경의권,202306,7,84.11764705882354,1
41A05,경원권,202306,7,95.625,1
41A06,동부1권,202306,7,93.125,1
41A07,동부2권,202306,7,86.5,1
42000,강원,202306,7,98.07017543859648,0
43000,충북,202306,7,98.18181818181819,0
44000,충남,202306,7,96.83333333333333,0
45000,전북,202306,7,89.15254237288134,0
46000,전남,202306,7,98.02816901408451,0
47000,경북,202306,7,98.10126582278481,0
48000,경남,202306,7,96.23376623376623,0
50000,제주,202306,7,95.8974358974359,0
A1000,전국,202306,7,93.90041493775935,0
A2000,수도권,202306,7,90.55335968379447,0
A2001,지방권,202306,7,95.09142053445849,0
A3000,6대광역시,202306,7,92.35294117647058,0
A5000,5대광역시,202306,7,91.65,0
A6000,8개도,202306,7,96.4185110663984,0
A9000,9개도,202306,7,95.20766773162939,0
11000,서울,202305,0,82.88235294117646,0
11A01,강북지역,202305,0,82.95057413879182,1
11A02,강남지역,202305,0,82.80735455543359,1
11A11,도심권,202305,0,80.28846153846153,2
11A12,동북권,202305,0,85.53472518108224,2
11A13,서북권,202305,0,78.69565217391303,2
11A14,서남권,202305,0,80.81312410841656,2
11A15,동남권,202305,0,85.52887735236858,2
26000,부산,202305,0,86.1230946218004,0
26A01,동부산권,202305,0,84.60820895522387,1
26A02,중부산권,202305,0,90.60967063770147,1
26A03,서부산권,202305,0,81.23721881390594,1
27000,대구,202305,0,77.10549645390071,0
28000,인천,202305,0,83.97435897435896,0
29000,광주,202305,0,90.30710172744722,0
30000,대전,202305,0,78.93858477970628,0
31000,울산,202305,0,79.22535211267606,0
36000,세종,202305,0,95.64356435643565,0
41000,경기,202305,0,85.02104481307254,0
41A01,서해안권,202305,0,87.35632183908046,1
41A02,경부1권,202305,0,92.34424498416051,1
41A03,경부2권,202305,0,88.71036846615253,1
41A04,경의권,202305,0,72.85233015160021,1
41A05,경원권,202305,0,82.13592233009707,1
41A06,동부1권,202305,0,83.39197748064744,1
41A07,동부2권,202305,0,79.61904761904762,1
42000,강원,202305,0,90.80421885299934,0
43000,충북,202305,0,92.67295597484276,0
44000,충남,202305,0,92.72588055130169,0
45000,전북,202305,0,84.13897280966768,0
46000,전남,202305,0,90.03215434083602,0
47000,경북,202305,0,93.56326889279438,0
48000,경남,202305,0,92.37314843996218,0
50000,제주,202305,0,88.42832469775475,0
A1000,전국,202305,0,86.10042283298098,0
A2000,수도권,202305,0,84.16744725456086,0
A2001,지방권,202305,0,87.84212853181143,0
A3000,6대광역시,202305,0,83.05171329770515,0
A5000,5대광역시,202305,0,82.80877680698967,0
A6000,8개도,202305,0,91.11087807606265,0
A9000,9개도,202305,0,88.31800461753907,0
11000,서울,202305,1,84.15795369678865,0
11A01,강북지역,202305,1,83.87770603873908,1
11A02,강남지역,202305,1,84.42893867058392,1
11A11,도심권,202305,1,83.03303303303305,2
11A12,동북권,202305,1,85.90192644483362,2
11A13,서북권,202305,1,78.44974446337308,2
11A14,서남권,202305,1,82.58609486679663,2
11A15,동남권,202305,1,86.82432432432432,2
26000,부산,202305,1,85.50145348837208,0
26A01,동부산권,202305,1,85.68904593639576,1
26A02,중부산권,202305,1,89.77578475336323,1
26A03,서부산권,202305,1,79.25126903553299,1
27000,대구,202305,1,74.81182795698925,0
28000,인천,202305,1,83.03738317757009,0
29000,광주,202305,1,89.53667953667954,0
30000,대전,202305,1,76.95004382120946,0
31000,울산,202305,1,77.81316348195328,0
36000,세종,202305,1,95.35211267605635,0
41000,경기,202305,1,84.93894165535957,0
41A01,서해안권,202305,1,87.64176769651937,1
41A02,경부1권,202305,1,93.37855297157623,1
41A03,경부2권,202305,1,89.25449871465297,1
41A04,경의권,202305,1,72.33676975945016,1
41A05,경원권,202305,1,78.03234501347708,1
41A06,동부1권,202305,1,82.94062205466541,1
41A07,동부2권,202305,1,74.72527472527473,1
42000,강원,202305,1,88.6750223813787,0
43000,충북,202305,1,91.84782608695653,0
44000,충남,202305,1,92.12283044058745,0
45000,전북,202305,1,83.14606741573033,0
46000,전남,202305,1,87.1732817037754,0
47000,경북,202305,1,92.11300765155976,0
48000,경남,202305,1,91.63416536661465,0
50000,제주,202305,1,85.99999999999999,0
A1000,전국,202305,1,85.52638888888889,0
A2000,수도권,202305,1,84.45570064999707,0
A2001,지방권,202305,1,86.49262801881308,0
A3000,6대광역시,202305,1,81.85587364264562,0
A5000,5대광역시,202305,1,81.53942428035043,0
A6000,8개도,202305,1,89.93666099451691,0
A9000,9개도,202305,1,87.56138697356019,0
11000,서울,202305,3,78.24570815450643,0
11A01,강북지역,202305,3,79.83005366726296,1
11A02,강남지역,202305,3,75.87131367292226,1
11A11,도심권,202305,3,77.48917748917751,2
11A12,동북권,202305,3,82.41650294695481,2
11A13,서북권,202305,3,77.77777777777777,2
11A14,서남권,202305,3,73.96514161220043,2
11A15,동남권,202305,3,78.9198606271777,2
26000,부산,202305,3,86.21052631578947,0
26A01,동부산권,202305,3,74.66216216216216,1
26A02,중부산권,202305,3,93.71980676328502,1
26A03,서부산권,202305,3,87.5,1
27000,대구,202305,3,76.3975155279503,0
28000,인천,202305,3,82.6086956521739,0
29000,광주,202305,3,89.20454545454545,0
30000,대전,202305,3,80.49450549450549,0
31000,울산,202305,3,80.9659090909091,0
36000,세종,202305,3,96.25,0
41000,경기,202305,3,83.55367530407193,0
41A01,서해안권,202305,3,84.72527472527472,1
41A02,경부1권,202305,3,86.65413533834587,1
41A03,경부2권,202305,3,84.94809688581316,1
41A04,경의권,202305,3,71.36929460580913,1
41A05,경원권,202305,3,91.58653846153848,1
41A06,동부1권,202305,3,82.14285714285715,1
41A07,동부2권,202305,3,82.89473684210526,1
42000,강원,202305,3,92.60869565217392,0
43000,충북,202305,3,91.17647058823529,0
44000,충남,202305,3,89.1304347826087,0
45000,전북,202305,3,80.70175438596492,0
46000,전남,202305,3,92.21556886227545,0
47000,경북,202305,3,96.42857142857143,0
48000,경남,202305,3,94.19642857142857,0
50000,제주,202305,3,84.59119496855347,0
A1000,전국,202305,3,83.44135802469137,0
A2000,수도권,202305,3,81.05224429727741,0
A2001,지방권,202305,3,87.49479816895547,0
A3000,6대광역시,202305,3,83.04843304843305,0
A5000,5대광역시,202305,3,83.17929759704252,0
A6000,8개도,202305,3,90.69298952457696,0
A9000,9개도,202305,3,86.38250319284802,0
11000,서울,202305,7,87.09302325581396,0
11A01,강북지역,202305,7,87.05882352941175,1
11A02,강남지역,202305,7,87.14285714285714,1
11A11,도심권,202305,7,75.83333333333333,2
11A12,동북권,202305,7,93.2,2
11A13,서북권,202305,7,85.71428571428571,2
11A14,서남권,202305,7,84.76190476190476,2
11A15,동남권,202305,7,90.71428571428571,2
26000,부산,202305,7,92.8,0
26A01,동부산권,202305,7,92.00000000000001,1
26A02,중부산권,202305,7,93.33333333333333,1
26A03,서부산권,202305,7,92.85714285714285,1
27000,대구,202305,7,95.74468085106382,0
28000,인천,202305,7,96.84210526315789,0
29000,광주,202305,7,96.38888888888889,0
30000,대전,202305,7,90.28571428571428,0
31000,울산,202305,7,85.625,0
36000,세종,202305,7,96.42857142857143,0
41000,경기,202305,7,90.54263565891472,0
41A01,서해안권,202305,7,91.25000000000001,1
41A02,경부1권,202305,7,91.25,1
41A03,경부2권,202305,7,89,1
41A04,경의권,202305,7,85.88235294117648,1
41A05,경원권,202305,7,95.625,1
41A06,동부1권,202305,7,93.75,1
41A07,동부2권,202305,7,88,1
42000,강원,202305,7,98.42105263157895,0
43000,충북,202305,7,96.9090909090909,0
44000,충남,202305,7,97.66666666666666,0
45000,전북,202305,7,89.66101694915254,0
46000,전남,202305,7,97.32394366197182,0
47000,경북,202305,7,98.48101265822784,0
48000,경남,202305,7,96.23376623376623,0
50000,제주,202305,7,94.35897435897436,0
A1000,전국,202305,7,93.96265560165975,0
A2000,수도권,202305,7,90.31620553359683,0
A2001,지방권,202305,7,95.26019690576652,0
A3000,6대광역시,202305,7,93.23529411764707,0
A5000,5대광역시,202305,7,92.55,0
A6000,8개도,202305,7,96.31790744466801,0
A9000,9개도,202305,7,95.12779552715655,0
11000,서울,202304,0,76.69281045751633,0
11A01,강북지역,202304,0,78.2326510234648,1
11A02,강남지역,202304,0,75,1
11A11,도심권,202304,0,77.96474358974359,2
11A12,동북권,202304,0,80.65615679590968,2
11A13,서북권,202304,0,72.89855072463769,2
11A14,서남권,202304,0,74.65525439847836,2
11A15,동남권,202304,0,75.4704737183647,2
26000,부산,202304,0,84.48375035950531,0
26A01,동부산권,202304,0,83.48880597014927,1
26A02,중부산권,202304,0,88.40224246671339,1
26A03,서부산권,202304,0,79.85685071574642,1
27000,대구,202304,0,71.697695035461,0
28000,인천,202304,0,80.24132730015084,0
29000,광주,202304,0,86.91618682021753,0
30000,대전,202304,0,76.36849132176238,0
31000,울산,202304,0,79.4209702660407,0
36000,세종,202304,0,95.24752475247524,0
41000,경기,202304,0,80.00742758108441,0
41A01,서해안권,202304,0,80.02873563218391,1
41A02,경부1권,202304,0,83.870116156283,1
41A03,경부2권,202304,0,85.56126820908312,1
41A04,경의권,202304,0,70.77484559236383,1
41A05,경원권,202304,0,84.02912621359224,1
41A06,동부1권,202304,0,76.6713581984518,1
41A07,동부2권,202304,0,73.71428571428571,1
42000,강원,202304,0,90.83717864205668,0
43000,충북,202304,0,88.42767295597484,0
44000,충남,202304,0,90.55640632976008,0
45000,전북,202304,0,81.87311178247734,0
46000,전남,202304,0,88.71382636655949,0
47000,경북,202304,0,92.72847100175747,0
48000,경남,202304,0,90.9549322407816,0
50000,제주,202304,0,86.61485319516407,0
A1000,전국,202304,0,82.52325581395348,0
A2000,수도권,202304,0,78.90405459654758,0
A2001,지방권,202304,0,85.78433342711305,0
A3000,6대광역시,202304,0,80.16740018861992,0
A5000,5대광역시,202304,0,80.14793486894362,0
A6000,8개도,202304,0,89.41904362416106,0
A9000,9개도,202304,0,85.10275916884297,0
11000,서울,202304,1,75.71882001493653,0
11A01,강북지역,202304,1,77.36422331940753,1
11A02,강남지역,202304,1,74.1278002203452,1
11A11,도심권,202304,1,78.22822822822825,2
11A12,동북권,202304,1,79.39287799182719,2
11A13,서북권,202304,1,70.95400340715503,2
11A14,서남권,202304,1,74.46393762183236,2
11A15,동남권,202304,1,73.69087837837839,2
26000,부산,202304,1,83.19404069767442,0
26A01,동부산권,202304,1,83.86336866902238,1
26A02,중부산권,202304,1,86.54708520179373,1
26A03,서부산권,202304,1,77.7284263959391,1
27000,대구,202304,1,68.09139784946237,0
28000,인천,202304,1,78.20093457943925,0
29000,광주,202304,1,85.75289575289575,0
30000,대전,202304,1,73.70727432077126,0
31000,울산,202304,1,77.65392781316349,0
36000,세종,202304,1,94.50704225352113,0
41000,경기,202304,1,79.04707233065442,0
41A01,서해안권,202304,1,79.60500586624951,1
41A02,경부1권,202304,1,83.8501291989664,1
41A03,경부2권,202304,1,84.96143958868895,1
41A04,경의권,202304,1,69.86254295532645,1
41A05,경원권,202304,1,80.39083557951483,1
41A06,동부1권,202304,1,74.97643732327991,1
41A07,동부2권,202304,1,65.56776556776556,1
42000,강원,202304,1,88.54073410922112,0
43000,충북,202304,1,86.49665551839466,0
44000,충남,202304,1,90.02002670226969,0
45000,전북,202304,1,80.21669341894061,0
46000,전남,202304,1,85.91481122942884,0
47000,경북,202304,1,91.20070629782225,0
48000,경남,202304,1,89.93759750390015,0
50000,제주,202304,1,83.33333333333333,0
A1000,전국,202304,1,81.05277777777778,0
A2000,수도권,202304,1,77.897171634362,0
A2001,지방권,202304,1,83.90054431115573,0
A3000,6대광역시,202304,1,78.10957551826259,0
A5000,5대광역시,202304,1,78.08510638297872,0
A6000,8개도,202304,1,87.9372282094914,0
A9000,9개도,202304,1,83.71198968202788,0
11000,서울,202304,3,77.41416309012875,0
11A01,강북지역,202304,3,78.66726296958856,1
11A02,강남지역,202304,3,75.5361930294906,1
11A11,도심권,202304,3,77.7056277056277,2
11A12,동북권,202304,3,82.41650294695482,2
11A13,서북권,202304,3,74.20634920634922,2
11A14,서남권,202304,3,72.87581699346406,2
11A15,동남권,202304,3,79.79094076655052,2
26000,부산,202304,3,87.36842105263159,0
26A01,동부산권,202304,3,76.6891891891892,1
26A02,중부산권,202304,3,95.16908212560386,1
26A03,서부산권,202304,3,87.08333333333333,1
27000,대구,202304,3,77.32919254658384,0
28000,인천,202304,3,83.38509316770185,0
29000,광주,202304,3,87.5,0
30000,대전,202304,3,80.21978021978023,0
31000,울산,202304,3,81.81818181818183,0
36000,세종,202304,3,94.375,0
41000,경기,202304,3,81.51771549444737,0
41A01,서해안권,202304,3,79.34065934065934,1
41A02,경부1권,202304,3,82.70676691729324,1
41A03,경부2권,202304,3,87.37024221453287,1
41A04,경의권,202304,3,71.16182572614107,1
41A05,경원권,202304,3,92.3076923076923,1
41A06,동부1권,202304,3,79.28571428571429,1
41A07,동부2권,202304,3,80.5921052631579,1
42000,강원,202304,3,95.21739130434781,0
43000,충북,202304,3,88.65546218487394,0
44000,충남,202304,3,86.33540372670807,0
45000,전북,202304,3,78.0701754385965,0
46000,전남,202304,3,88.02395209580838,0
47000,경북,202304,3,95.6043956043956,0
48000,경남,202304,3,93.75000000000001,0
50000,제주,202304,3,84.27672955974843,0
A1000,전국,202304,3,82.45370370370371,0
A2000,수도권,202304,3,79.78906058376258,0
A2001,지방권,202304,3,86.97461506450271,0
A3000,6대광역시,202304,3,83.68945868945869,0
A5000,5대광역시,202304,3,83.78003696857671,0
A6000,8개도,202304,3,89.28283642224012,0
A9000,9개도,202304,3,84.59450830140484,0
11000,서울,202304,7,85.69767441860465,0
11A01,강북지역,202304,7,85.29411764705883,1
11A02,강남지역,202304,7,86.28571428571429,1
11A11,도심권,202304,7,77.5,2
11A12,동북권,202304,7,90.8,2
11A13,서북권,202304,7,82.14285714285714,2
11A14,서남권,202304,7,85.23809523809524,2
11A15,동남권,202304,7,87.85714285714286,2
26000,부산,202304,7,93.2,0
26A01,동부산권,202304,7,92.66666666666666,1
26A02,중부산권,202304,7,94.76190476190476,1
26A03,서부산권,202304,7,91.42857142857142,1
27000,대구,202304,7,96.38297872340425,0
28000,인천,202304,7,97.89473684210526,0
29000,광주,202304,7,95,0
30000,대전,202304,7,89.71428571428571,0
31000,울산,202304,7,87.1875,0
36000,세종,202304,7,100,0
41000,경기,202304,7,89.84496124031007,0
41A01,서해안권,202304,7,91.66666666666667,1
41A02,경부1권,202304,7,88.125,1
41A03,경부2권,202304,7,92,1
41A04,경의권,202304,7,85.29411764705883,1
41A05,경원권,202304,7,96.25,1
41A06,동부1권,202304,7,90,1
41A07,동부2권,202304,7,85.5,1
42000,강원,202304,7,98.0701754385965,0
43000,충북,202304,7,96.72727272727273,0
44000,충남,202304,7,95.49999999999999,0
45000,전북,202304,7,90.33898305084746,0
46000,전남,202304,7,97.1830985915493,0
47000,경북,202304,7,97.9746835443038,0
48000,경남,202304,7,96.10389610389609,0
50000,제주,202304,7,92.3076923076923,0
A1000,전국,202304,7,93.59958506224066,0
A2000,수도권,202304,7,89.64426877470356,0
A2001,지방권,202304,7,95.0070323488045,0
A3000,6대광역시,202304,7,93.52941176470588,0
A5000,5대광역시,202304,7,92.7,0
A6000,8개도,202304,7,95.79476861167002,0
A9000,9개도,202304,7,94.56869009584665,0
11000,서울,202303,0,72.49019607843137,0
11A01,강북지역,202303,0,75.46180728906639,1
11A02,강남지역,202303,0,69.22338090010977,1
11A11,도심권,202303,0,76.84294871794872,2
11A12,동북권,202303,0,77.35406902428632,2
11A13,서북권,202303,0,70.33816425120771,2
11A14,서남권,202303,0,66.42891107941038,2
11A15,동남권,202303,0,73.03698896820246,2
26000,부산,202303,0,79.24935289042278,0
26A01,동부산권,202303,0,78.21828358208955,1
26A02,중부산권,202303,0,82.65592151366504,1
26A03,서부산권,202303,0,75.40899795501022,1
27000,대구,202303,0,69.6586879432624,0
28000,인천,202303,0,75.15082956259427,0
29000,광주,202303,0,83.58925143953935,0
30000,대전,202303,0,72.9305740987984,0
31000,울산,202303,0,80.04694835680752,0
36000,세종,202303,0,85.74257425742574,0
41000,경기,202303,0,75.72006272179583,0
41A01,서해안권,202303,0,75.7183908045977,1
41A02,경부1권,202303,0,78.82787750791975,1
41A03,경부2권,202303,0,79.15595544130248,1
41A04,경의권,202303,0,68.24817518248176,1
41A05,경원권,202303,0,83.15533980582524,1
41A06,동부1권,202303,0,71.25263898662914,1
41A07,동부2권,202303,0,72.09523809523809,1
42000,강원,202303,0,90.57350032959789,0
43000,충북,202303,0,86.35220125786165,0
44000,충남,202303,0,88.15722307299643,0
45000,전북,202303,0,81.41993957703926,0
46000,전남,202303,0,87.94212218649517,0
47000,경북,202303,0,90.22407732864674,0
48000,경남,202303,0,89.66277970375039,0
50000,제주,202303,0,88.860103626943,0
A1000,전국,202303,0,79.27589852008457,0
A2000,수도권,202303,0,74.55060439805521,0
A2001,지방권,202303,0,83.53362003134922,0
A3000,6대광역시,202303,0,76.56397359320968,0
A5000,5대광역시,202303,0,76.93606036536934,0
A6000,8개도,202303,0,88.10123042505593,0
A9000,9개도,202303,0,82.42307255592142,0
11000,서울,202303,1,68.42793129200896,0
11A01,강북지역,202303,1,71.24952525636155,1
11A02,강남지역,202303,1,65.69959603378626,1
11A11,도심권,202303,1,70.87087087087087,2
11A12,동북권,202303,1,73.99299474605954,2
11A13,서북권,202303,1,63.45826235093697,2
11A14,서남권,202303,1,63.25536062378168,2
11A15,동남권,202303,1,68.87668918918918,2
26000,부산,202303,1,76.96220930232558,0
26A01,동부산권,202303,1,77.44405182567726,1
26A02,중부산권,202303,1,80.44843049327353,1
26A03,서부산권,202303,1,71.51015228426395,1
27000,대구,202303,1,65.64516129032258,0
28000,인천,202303,1,71.84579439252335,0
29000,광주,202303,1,81.73745173745175,0
30000,대전,202303,1,68.05433829973708,0
31000,울산,202303,1,78.34394904458597,0
36000,세종,202303,1,80.56338028169014,0
41000,경기,202303,1,73.89103433879554,0
41A01,서해안권,202303,1,74.7555729370356,1
41A02,경부1권,202303,1,78.0361757105943,1
41A03,경부2권,202303,1,77.76349614395886,1
41A04,경의권,202303,1,66.25429553264604,1
41A05,경원권,202303,1,79.71698113207547,1
41A06,동부1권,202303,1,67.67200754005654,1
41A07,동부2권,202303,1,63.73626373626373,1
42000,강원,202303,1,88.49597135183527,0
43000,충북,202303,1,83.4866220735786,0
44000,충남,202303,1,87.14953271028037,0
45000,전북,202303,1,79.61476725521669,0
46000,전남,202303,1,84.75314617618587,0
47000,경북,202303,1,87.72807533843437,0
48000,경남,202303,1,88.31903276131045,0
50000,제주,202303,1,87.33333333333333,0
A1000,전국,202303,1,76.64305555555558,0
A2000,수도권,202303,1,71.9212976518124,0
A2001,지방권,202303,1,80.90419066744174,0
A3000,6대광역시,202303,1,73.53899308983219,0
A5000,5대광역시,202303,1,73.99249061326658,0
A6000,8개도,202303,1,86.13632066553224,0
A9000,9개도,202303,1,80.316483952577,0
11000,서울,202303,3,80.95493562231759,0
11A01,강북지역,202303,3,82.87119856887298,1
11A02,강남지역,202303,3,78.08310991957103,1
11A11,도심권,202303,3,84.4155844155844,2
11A12,동북권,202303,3,85.16699410609039,2
11A13,서북권,202303,3,78.83597883597882,2
11A14,서남권,202303,3,72.87581699346407,2
11A15,동남권,202303,3,86.41114982578397,2
26000,부산,202303,3,85.05263157894737,0
26A01,동부산권,202303,3,74.66216216216216,1
26A02,중부산권,202303,3,89.85507246376811,1
26A03,서부산권,202303,3,89.58333333333333,1
27000,대구,202303,3,79.5031055900621,0
28000,인천,202303,3,84.31677018633539,0
29000,광주,202303,3,86.93181818181819,0
30000,대전,202303,3,86.26373626373625,0
31000,울산,202303,3,82.95454545454547,0
36000,세종,202303,3,100,0
41000,경기,202303,3,80.19566367001588,0
41A01,서해안권,202303,3,76.92307692307692,1
41A02,경부1권,202303,3,79.88721804511279,1
41A03,경부2권,202303,3,83.91003460207612,1
41A04,경의권,202303,3,74.48132780082987,1
41A05,경원권,202303,3,90.38461538461537,1
41A06,동부1권,202303,3,80.17857142857143,1
41A07,동부2권,202303,3,78.61842105263159,1
42000,강원,202303,3,93.4782608695652,0
43000,충북,202303,3,90.33613445378151,0
44000,충남,202303,3,84.16149068322981,0
45000,전북,202303,3,78.50877192982456,0
46000,전남,202303,3,91.01796407185628,0
47000,경북,202303,3,96.70329670329672,0
48000,경남,202303,3,94.64285714285715,0
50000,제주,202303,3,86.7924528301887,0
A1000,전국,202303,3,83.43364197530865,0
A2000,수도권,202303,3,80.8682855040471,0
A2001,지방권,202303,3,87.78610070744902,0
A3000,6대광역시,202303,3,84.25925925925927,0
A5000,5대광역시,202303,3,84.24214417744918,0
A6000,8개도,202303,3,90.08863819500402,0
A9000,9개도,202303,3,84.11558109833972,0
11000,서울,202303,7,86.3953488372093,0
11A01,강북지역,202303,7,86.47058823529412,1
11A02,강남지역,202303,7,86.28571428571429,1
11A11,도심권,202303,7,80.83333333333334,2
11A12,동북권,202303,7,91.60000000000001,2
11A13,서북권,202303,7,82.14285714285714,2
11A14,서남권,202303,7,84.76190476190476,2
11A15,동남권,202303,7,88.57142857142857,2
26000,부산,202303,7,93.39999999999999,0
26A01,동부산권,202303,7,94.00000000000001,1
26A02,중부산권,202303,7,91.9047619047619,1
26A03,서부산권,202303,7,95,1
27000,대구,202303,7,94.68085106382978,0
28000,인천,202303,7,96.84210526315789,0
