region_cd,region_nm,research_date,apt_type,size_gbn,tr_gbn,indices,level_no
46000,전남,202301,1,11,R,101.28845848260222,0
47000,경북,202301,1,11,R,106.16049720000163,0
48000,경남,202301,1,11,R,105.8898297916131,0
50000,제주,202301,1,11,R,107.04390045364303,0
A1000,전국,202301,1,11,R,103.96657307954281,0
A2000,수도권,202301,1,11,R,103.8972611625961,0
A2001,지방권,202301,1,11,R,104.02256484312252,0
A3000,6대광역시,202301,1,11,R,102.94234866711085,0
A5000,5대광역시,202301,1,11,R,102.83048539484729,0
A6000,8개도,202301,1,11,R,105.21654538537338,0
A9000,9개도,202301,1,11,R,105.13920772796952,0
11000,서울,202301,1,11,S,92.5177247043898,0
11A01,강북지역,202301,1,11,S,90.40183999520724,1
11A02,강남지역,202301,1,11,S,95.10824738860991,1
11A11,도심권,202301,1,11,S,94.26534194240156,2
11A12,동북권,202301,1,11,S,89.87738718990117,2
11A13,서북권,202301,1,11,S,91.31984199639444,2
11A14,서남권,202301,1,11,S,94.65205000502712,2
11A15,동남권,202301,1,11,S,95.84819241589483,2
26000,부산,202301,1,11,S,97.04669938746288,0
26A01,동부산권,202301,1,11,S,97.12450484535454,1
26A02,중부산권,202301,1,11,S,94.85746671253033,1
26A03,서부산권,202301,1,11,S,99.12330535228136,1
27000,대구,202301,1,11,S,87.2982383462391,0
28000,인천,202301,1,11,S,96.00617207477089,0
29000,광주,202301,1,11,S,100.42107631560384,0
30000,대전,202301,1,11,S,95.99124383421167,0
31000,울산,202301,1,11,S,98.08739033774182,0
36000,세종,202301,1,11,S,74.35990895462292,0
41000,경기,202301,1,11,S,97.30620982281816,0
41A01,서해안권,202301,1,11,S,99.6125181437473,1
41A02,경부1권,202301,1,11,S,95.50184607217889,1
41A03,경부2권,202301,1,11,S,94.8287425346487,1
41A04,경의권,202301,1,11,S,98.89068745781331,1
41A05,경원권,202301,1,11,S,94.16838288121984,1
41A06,동부1권,202301,1,11,S,95.63612068998047,1
41A07,동부2권,202301,1,11,S,110.76263372943902,1
42000,강원,202301,1,11,S,104.27235974984646,0
43000,충북,202301,1,11,S,106.1604463378307,0
44000,충남,202301,1,11,S,104.01568359326023,0
45000,전북,202301,1,11,S,105.20278483972638,0
46000,전남,202301,1,11,S,97.39866239340984,0
47000,경북,202301,1,11,S,101.99605268669649,0
48000,경남,202301,1,11,S,99.40537363806371,0
50000,제주,202301,1,11,S,110.83716338163813,0
A1000,전국,202301,1,11,S,97.51247992745147,0
A2000,수도권,202301,1,11,S,95.67115298033818,0
A2001,지방권,202301,1,11,S,99.03157882285338,0
A3000,6대광역시,202301,1,11,S,95.37685041757068,0
A5000,5대광역시,202301,1,11,S,95.19659310599974,0
A6000,8개도,202301,1,11,S,102.47768542594225,0
A9000,9개도,202301,1,11,S,100.18436636228539,0
11000,서울,202301,1,12,D,87.72204679735854,0
11A01,강북지역,202301,1,12,D,88.19875426731072,1
11A02,강남지역,202301,1,12,D,87.3122888183418,1
11A11,도심권,202301,1,12,D,88.41730973230192,2
11A12,동북권,202301,1,12,D,88.3527530717227,2
11A13,서북권,202301,1,12,D,87.6588462208004,2
11A14,서남권,202301,1,12,D,89.04648556718502,2
11A15,동남권,202301,1,12,D,85.15883574716214,2
26000,부산,202301,1,12,D,91.354275100867,0
26A01,동부산권,202301,1,12,D,89.16299695805604,1
26A02,중부산권,202301,1,12,D,90.28897409027736,1
26A03,서부산권,202301,1,12,D,95.0604809489284,1
27000,대구,202301,1,12,D,79.08214383731936,0
28000,인천,202301,1,12,D,82.02656631621463,0
29000,광주,202301,1,12,D,95.45791646554979,0
30000,대전,202301,1,12,D,87.62621450555537,0
31000,울산,202301,1,12,D,93.69699292329285,0
36000,세종,202301,1,12,D,72.7457106577819,0
41000,경기,202301,1,12,D,86.00669646218299,0
41A01,서해안권,202301,1,12,D,86.09543785529858,1
41A02,경부1권,202301,1,12,D,87.69773578751386,1
41A03,경부2권,202301,1,12,D,86.20866186788804,1
41A04,경의권,202301,1,12,D,83.7518926942209,1
41A05,경원권,202301,1,12,D,82.87544531488317,1
41A06,동부1권,202301,1,12,D,85.4037468063241,1
41A07,동부2권,202301,1,12,D,107.91665736225843,1
42000,강원,202301,1,12,D,99.0759036525009,0
43000,충북,202301,1,12,D,99.44581960254287,0
44000,충남,202301,1,12,D,96.3238757091988,0
45000,전북,202301,1,12,D,101.66611522217154,0
46000,전남,202301,1,12,D,95.74079363082559,0
47000,경북,202301,1,12,D,99.57076883980407,0
48000,경남,202301,1,12,D,98.3722472490922,0
50000,제주,202301,1,12,D,105.00792929510465,0
A1000,전국,202301,1,12,D,89.99307595275454,0
A2000,수도권,202301,1,12,D,86.02738446619632,0
A2001,지방권,202301,1,12,D,93.66163420167301,0
A3000,6대광역시,202301,1,12,D,87.43320300754972,0
A5000,5대광역시,202301,1,12,D,88.78493661647616,0
A6000,8개도,202301,1,12,D,98.74611743528607,0
A9000,9개도,202301,1,12,D,92.29912017184866,0
11000,서울,202301,1,12,R,101.22269986959712,0
11A01,강북지역,202301,1,12,R,102.10425870840987,1
11A02,강남지역,202301,1,12,R,100.46274032122841,1
11A11,도심권,202301,1,12,R,101.61121269132784,2
11A12,동북권,202301,1,12,R,102.34353919227918,2
11A13,서북권,202301,1,12,R,101.55120405777765,2
11A14,서남권,202301,1,12,R,100.85020786903682,2
11A15,동남권,202301,1,12,R,99.98874368452074,2
26000,부산,202301,1,12,R,103.68012419143524,0
26A01,동부산권,202301,1,12,R,103.79342435834586,1
26A02,중부산권,202301,1,12,R,103.41593101946616,1
26A03,서부산권,202301,1,12,R,103.89117165680479,1
27000,대구,202301,1,12,R,95.20848453083013,0
28000,인천,202301,1,12,R,104.08948541668822,0
29000,광주,202301,1,12,R,100.18350163325835,0
30000,대전,202301,1,12,R,101.6786804920674,0
31000,울산,202301,1,12,R,109.54772297887102,0
36000,세종,202301,1,12,R,92.38873191755523,0
41000,경기,202301,1,12,R,102.89397853638107,0
41A01,서해안권,202301,1,12,R,105.2257872641142,1
41A02,경부1권,202301,1,12,R,101.8715094373856,1
41A03,경부2권,202301,1,12,R,102.63961101468048,1
41A04,경의권,202301,1,12,R,101.42599524220532,1
41A05,경원권,202301,1,12,R,100.20274777542059,1
41A06,동부1권,202301,1,12,R,101.52328153640622,1
41A07,동부2권,202301,1,12,R,106.61598054549344,1
42000,강원,202301,1,12,R,102.95591435023243,0
43000,충북,202301,1,12,R,107.79861619266731,0
44000,충남,202301,1,12,R,103.11321319066329,0
45000,전북,202301,1,12,R,103.74330309364515,0
46000,전남,202301,1,12,R,99.97675048591654,0
47000,경북,202301,1,12,R,105.18777624366729,0
48000,경남,202301,1,12,R,105.67875372925916,0
50000,제주,202301,1,12,R,107.5407434947144,0
A1000,전국,202301,1,12,R,102.77000982389882,0
A2000,수도권,202301,1,12,R,102.52954234851255,0
A2001,지방권,202301,1,12,R,102.98261817540597,0
A3000,6대광역시,202301,1,12,R,102.07832564240836,0
A5000,5대광역시,202301,1,12,R,101.60384037126299,0
A6000,8개도,202301,1,12,R,104.51516643245706,0
A9000,9개도,202301,1,12,R,103.72084267930991,0
11000,서울,202301,1,12,S,94.41623303794132,0
11A01,강북지역,202301,1,12,S,92.84032703451254,1
11A02,강남지역,202301,1,12,S,95.81131513274919,1
11A11,도심권,202301,1,12,S,95.05503190585941,2
11A12,동북권,202301,1,12,S,92.60400064194495,2
11A13,서북권,202301,1,12,S,92.87247731348089,2
11A14,서남권,202301,1,12,S,95.33704849455766,2
11A15,동남권,202301,1,12,S,96.40004965941449,2
26000,부산,202301,1,12,S,95.75785427746627,0
26A01,동부산권,202301,1,12,S,93.74433155608463,1
26A02,중부산권,202301,1,12,S,95.32217444470675,1
26A03,서부산권,202301,1,12,S,98.44140389823525,1
27000,대구,202301,1,12,S,83.48136756831659,0
28000,인천,202301,1,12,S,90.3038317440283,0
29000,광주,202301,1,12,S,99.67781314541244,0
30000,대전,202301,1,12,S,90.2807474852532,0
31000,울산,202301,1,12,S,93.61344868726965,0
36000,세종,202301,1,12,S,74.29883879689207,0
41000,경기,202301,1,12,S,93.38905353688247,0
41A01,서해안권,202301,1,12,S,92.7290604120798,1
41A02,경부1권,202301,1,12,S,94.01372414859556,1
41A03,경부2권,202301,1,12,S,95.2395757127142,1
41A04,경의권,202301,1,12,S,92.65183118071067,1
41A05,경원권,202301,1,12,S,91.36604988712249,1
41A06,동부1권,202301,1,12,S,92.03079150902154,1
41A07,동부2권,202301,1,12,S,105.65594155947693,1
42000,강원,202301,1,12,S,102.93796520826014,0
43000,충북,202301,1,12,S,99.45856491647632,0
44000,충남,202301,1,12,S,99.75514331083768,0
45000,전북,202301,1,12,S,102.289828764614,0
46000,전남,202301,1,12,S,95.06295608010868,0
47000,경북,202301,1,12,S,98.29902216662815,0
48000,경남,202301,1,12,S,97.81696416174505,0
50000,제주,202301,1,12,S,105.58180746516757,0
A1000,전국,202301,1,12,S,94.50517888261973,0
A2000,수도권,202301,1,12,S,93.31710704879244,0
A2001,지방권,202301,1,12,S,95.57089325946704,0
A3000,6대광역시,202301,1,12,S,91.91943813126635,0
A5000,5대광역시,202301,1,12,S,92.31279228119801,0
A6000,8개도,202301,1,12,S,99.18753927734757,0
A9000,9개도,202301,1,12,S,96.31015121357794,0
11000,서울,202301,1,13,D,89.64606056251259,0
11A01,강북지역,202301,1,13,D,90.87759647352486,1
11A02,강남지역,202301,1,13,D,89.03797919085811,1
11A11,도심권,202301,1,13,D,88.84805080943416,2
11A12,동북권,202301,1,13,D,91.11034007691167,2
11A13,서북권,202301,1,13,D,91.74307904423202,2
11A14,서남권,202301,1,13,D,85.67047073465737,2
11A15,동남권,202301,1,13,D,91.76033949979748,2
26000,부산,202301,1,13,D,92.917948178933,0
26A01,동부산권,202301,1,13,D,89.85366911261958,1
26A02,중부산권,202301,1,13,D,91.80969983994879,1
26A03,서부산권,202301,1,13,D,97.50069252545212,1
27000,대구,202301,1,13,D,77.08774170591676,0
28000,인천,202301,1,13,D,84.29420845724032,0
29000,광주,202301,1,13,D,98.00572031711559,0
30000,대전,202301,1,13,D,91.23291499871888,0
31000,울산,202301,1,13,D,92.6201837368277,0
36000,세종,202301,1,13,D,74.35325731262579,0
41000,경기,202301,1,13,D,87.39487083528155,0
41A01,서해안권,202301,1,13,D,84.99619434114604,1
41A02,경부1권,202301,1,13,D,89.41910963615113,1
41A03,경부2권,202301,1,13,D,88.22307368504148,1
41A04,경의권,202301,1,13,D,89.13883570074019,1
41A05,경원권,202301,1,13,D,85.43811676582774,1
41A06,동부1권,202301,1,13,D,86.91707421874096,1
41A07,동부2권,202301,1,13,D,106.16750923646947,1
42000,강원,202301,1,13,D,101.17944769266782,0
43000,충북,202301,1,13,D,103.56055289299806,0
44000,충남,202301,1,13,D,97.42850827141747,0
45000,전북,202301,1,13,D,98.79749122986703,0
46000,전남,202301,1,13,D,101.5670721114558,0
47000,경북,202301,1,13,D,99.9729219889252,0
48000,경남,202301,1,13,D,100.33310858610832,0
50000,제주,202301,1,13,D,104.34577506693226,0
A1000,전국,202301,1,13,D,89.38872373256308,0
A2000,수도권,202301,1,13,D,87.4515488472741,0
A2001,지방권,202301,1,13,D,92.664790966917,0
A3000,6대광역시,202301,1,13,D,88.20583750828851,0
A5000,5대광역시,202301,1,13,D,90.15827546016251,0
A6000,8개도,202301,1,13,D,100.07169518154818,0
A9000,9개도,202301,1,13,D,90.93011029901362,0
11000,서울,202301,1,13,R,101.15529630389543,0
11A01,강북지역,202301,1,13,R,102.39335186972116,1
11A02,강남지역,202301,1,13,R,100.53719384382106,1
11A11,도심권,202301,1,13,R,101.05567773965713,2
11A12,동북권,202301,1,13,R,102.51162694825483,2
11A13,서북권,202301,1,13,R,103.05914033635192,2
11A14,서남권,202301,1,13,R,100.67989216233842,2
11A15,동남권,202301,1,13,R,100.43881961504698,2
26000,부산,202301,1,13,R,104.96356876389795,0
26A01,동부산권,202301,1,13,R,106.28823939514204,1
26A02,중부산권,202301,1,13,R,102.59324767400729,1
26A03,서부산권,202301,1,13,R,105.93449225431654,1
27000,대구,202301,1,13,R,94.96711236835314,0
28000,인천,202301,1,13,R,106.01357549529621,0
29000,광주,202301,1,13,R,101.36063125966011,0
30000,대전,202301,1,13,R,101.93875882833319,0
31000,울산,202301,1,13,R,109.68777555591846,0
36000,세종,202301,1,13,R,91.17844075611869,0
41000,경기,202301,1,13,R,102.08568633191722,0
41A01,서해안권,202301,1,13,R,103.06316341334353,1
41A02,경부1권,202301,1,13,R,99.94666498648832,1
41A03,경부2권,202301,1,13,R,102.23832350472514,1
41A04,경의권,202301,1,13,R,102.65571612563491,1
41A05,경원권,202301,1,13,R,99.22811766811033,1
41A06,동부1권,202301,1,13,R,103.13752820468973,1
41A07,동부2권,202301,1,13,R,99.7884344879728,1
42000,강원,202301,1,13,R,101.9756799604676,0
43000,충북,202301,1,13,R,107.78561608020296,0
44000,충남,202301,1,13,R,100.24580613253285,0
45000,전북,202301,1,13,R,101.11855787361478,0
46000,전남,202301,1,13,R,99.6926977134958,0
47000,경북,202301,1,13,R,103.89527835566341,0
48000,경남,202301,1,13,R,105.94357878713814,0
50000,제주,202301,1,13,R,105.11189603335724,0
A1000,전국,202301,1,13,R,102.15811339791635,0
A2000,수도권,202301,1,13,R,102.40672536546093,0
A2001,지방권,202301,1,13,R,101.746371715921,0
A3000,6대광역시,202301,1,13,R,103.54842507719154,0
A5000,5대광역시,202301,1,13,R,102.3817982648326,0
A6000,8개도,202301,1,13,R,103.45498124061311,0
A9000,9개도,202301,1,13,R,102.48543022438092,0
11000,서울,202301,1,13,S,97.30706633799763,0
11A01,강북지역,202301,1,13,S,94.17991261056666,1
11A02,강남지역,202301,1,13,S,98.93787232568589,1
11A11,도심권,202301,1,13,S,97.65954681980561,2
11A12,동북권,202301,1,13,S,93.5780484201997,2
11A13,서북권,202301,1,13,S,93.33623265685199,2
11A14,서남권,202301,1,13,S,97.05310910687791,2
11A15,동남권,202301,1,13,S,100.47932750412532,2
26000,부산,202301,1,13,S,96.23897872963828,0
26A01,동부산권,202301,1,13,S,98.26954319025617,1
26A02,중부산권,202301,1,13,S,92.85636443250351,1
26A03,서부산권,202301,1,13,S,97.4912205968363,1
27000,대구,202301,1,13,S,82.45432485891219,0
28000,인천,202301,1,13,S,93.3755991895223,0
29000,광주,202301,1,13,S,100.39840383080016,0
30000,대전,202301,1,13,S,93.5077322151812,0
31000,울산,202301,1,13,S,90.31394850725697,0
36000,세종,202301,1,13,S,74.3365692478756,0
41000,경기,202301,1,13,S,94.75527073426682,0
41A01,서해안권,202301,1,13,S,92.50440377347616,1
41A02,경부1권,202301,1,13,S,96.48652277250171,1
41A03,경부2권,202301,1,13,S,96.56289652621504,1
41A04,경의권,202301,1,13,S,98.00659151761168,1
41A05,경원권,202301,1,13,S,91.20986426289423,1
41A06,동부1권,202301,1,13,S,91.76693329973179,1
41A07,동부2권,202301,1,13,S,105.01940200501075,1
42000,강원,202301,1,13,S,103.60422054718012,0
43000,충북,202301,1,13,S,98.69798177608878,0
44000,충남,202301,1,13,S,96.71515929176765,0
45000,전북,202301,1,13,S,101.12763759906031,0
46000,전남,202301,1,13,S,98.7327807148383,0
47000,경북,202301,1,13,S,100.4755194932596,0
48000,경남,202301,1,13,S,96.98747237545513,0
50000,제주,202301,1,13,S,110.62652876734268,0
A1000,전국,202301,1,13,S,94.52380767479747,0
A2000,수도권,202301,1,13,S,95.11191692853953,0
A2001,지방권,202301,1,13,S,93.55914398656846,0
A3000,6대광역시,202301,1,13,S,93.07164324292182,0
A5000,5대광역시,202301,1,13,S,92.92731508933736,0
A6000,8개도,202301,1,13,S,99.03767832585308,0
A9000,9개도,202301,1,13,S,95.99013191958115,0
11000,서울,202301,1,14,D,91.14770866885996,0
11A01,강북지역,202301,1,14,D,91.79212859861538,1
11A02,강남지역,202301,1,14,D,90.68583762472886,1
11A11,도심권,202301,1,14,D,91.01178477895712,2
11A12,동북권,202301,1,14,D,91.8097307547189,2
11A13,서북권,202301,1,14,D,92.22223361625089,2
11A14,서남권,202301,1,14,D,90.4421869606194,2
11A15,동남권,202301,1,14,D,90.89611072119128,2
26000,부산,202301,1,14,D,94.72934297461453,0
26A01,동부산권,202301,1,14,D,94.36020215435934,1
26A02,중부산권,202301,1,14,D,93.96788981742007,1
26A03,서부산권,202301,1,14,D,96.79954143117813,1
27000,대구,202301,1,14,D,86.01799411675822,0
28000,인천,202301,1,14,D,87.87823865329281,0
29000,광주,202301,1,14,D,98.13684280888407,0
30000,대전,202301,1,14,D,93.44622310130953,0
31000,울산,202301,1,14,D,101.52890874704373,0
36000,세종,202301,1,14,D,78.17038817196273,0
41000,경기,202301,1,14,D,92.24145587059036,0
41A01,서해안권,202301,1,14,D,93.95634619662401,1
41A02,경부1권,202301,1,14,D,92.01684231036286,1
41A03,경부2권,202301,1,14,D,90.17198612833741,1
41A04,경의권,202301,1,14,D,92.07810872035179,1
41A05,경원권,202301,1,14,D,95.32972689002237,1
41A06,동부1권,202301,1,14,D,92.51573342339788,1
41A07,동부2권,202301,1,14,D,106.65846572433256,1
42000,강원,202301,1,14,D,102.6124012870633,0
43000,충북,202301,1,14,D,102.34124963385374,0
44000,충남,202301,1,14,D,100.90970777428501,0
45000,전북,202301,1,14,D,103.47342264745328,0
46000,전남,202301,1,14,D,98.82115226543164,0
47000,경북,202301,1,14,D,100.11230895699534,0
48000,경남,202301,1,14,D,101.94907960865515,0
50000,제주,202301,1,14,D,115.59765722658382,0
A1000,전국,202301,1,14,D,93.37558760520469,0
A2000,수도권,202301,1,14,D,91.34800268717396,0
A2001,지방권,202301,1,14,D,96.15306677419882,0
A3000,6대광역시,202301,1,14,D,91.86521722908459,0
A5000,5대광역시,202301,1,14,D,92.91121726445657,0
A6000,8개도,202301,1,14,D,101.82433215870047,0
A9000,9개도,202301,1,14,D,95.77782261443573,0
11000,서울,202301,1,14,R,101.17802005119361,0
11A01,강북지역,202301,1,14,R,102.07473433566875,1
11A02,강남지역,202301,1,14,R,100.5337906503144,1
11A11,도심권,202301,1,14,R,101.11456522247487,2
11A12,동북권,202301,1,14,R,102.62279339211798,2
11A13,서북권,202301,1,14,R,101.2092234317896,2
11A14,서남권,202301,1,14,R,101.20629223652608,2
11A15,동남권,202301,1,14,R,99.9420147319755,2
26000,부산,202301,1,14,R,104.32497340210902,0
26A01,동부산권,202301,1,14,R,104.32399086993553,1
26A02,중부산권,202301,1,14,R,103.77619676355621,1
26A03,서부산권,202301,1,14,R,105.28549960756136,1
27000,대구,202301,1,14,R,97.93065215146436,0
28000,인천,202301,1,14,R,105.44806737212355,0
29000,광주,202301,1,14,R,101.05850068692132,0
30000,대전,202301,1,14,R,101.89344745908278,0
31000,울산,202301,1,14,R,109.81445004215375,0
36000,세종,202301,1,14,R,91.11493859555505,0
41000,경기,202301,1,14,R,102.31650088707448,0
41A01,서해안권,202301,1,14,R,104.58082343914398,1
41A02,경부1권,202301,1,14,R,100.25911122450461,1
41A03,경부2권,202301,1,14,R,101.73256009634144,1
41A04,경의권,202301,1,14,R,102.10928017241858,1
41A05,경원권,202301,1,14,R,100.41425896386357,1
41A06,동부1권,202301,1,14,R,104.30301061981604,1
41A07,동부2권,202301,1,14,R,103.06474331620555,1
42000,강원,202301,1,14,R,103.19487720230546,0
43000,충북,202301,1,14,R,103.86431950721962,0
44000,충남,202301,1,14,R,102.57862104202934,0
45000,전북,202301,1,14,R,101.89506125480746,0
46000,전남,202301,1,14,R,100.54118909798514,0
47000,경북,202301,1,14,R,103.2436816053003,0
48000,경남,202301,1,14,R,105.20190584013207,0
50000,제주,202301,1,14,R,110.00451540861572,0
A1000,전국,202301,1,14,R,102.27798809828052,0
A2000,수도권,202301,1,14,R,102.20743549182441,0
A2001,지방권,202301,1,14,R,102.37117281147225,0
A3000,6대광역시,202301,1,14,R,102.78300015210787,0
A5000,5대광역시,202301,1,14,R,102.11014607669256,0
A6000,8개도,202301,1,14,R,103.40936859756063,0
A9000,9개도,202301,1,14,R,102.73181161340068,0
11000,서울,202301,1,14,S,96.75133311804926,0
11A01,강북지역,202301,1,14,S,94.71833130339657,1
11A02,강남지역,202301,1,14,S,98.2550419840452,1
11A11,도심권,202301,1,14,S,96.61914273685157,2
11A12,동북권,202301,1,14,S,94.0651442872736,2
11A13,서북권,202301,1,14,S,95.31833367197214,2
11A14,서남권,202301,1,14,S,96.16468434802978,2
11A15,동남권,202301,1,14,S,100.14563286153324,2
26000,부산,202301,1,14,S,97.35219675410896,0
26A01,동부산권,202301,1,14,S,96.86307405895724,1
26A02,중부산권,202301,1,14,S,95.81062488301419,1
26A03,서부산권,202301,1,14,S,101.04342810170785,1
27000,대구,202301,1,14,S,89.57605146370635,0
28000,인천,202301,1,14,S,96.79885588190025,0
29000,광주,202301,1,14,S,100.96948074252897,0
30000,대전,202301,1,14,S,94.85812079963208,0
31000,울산,202301,1,14,S,97.44708374313588,0
36000,세종,202301,1,14,S,78.27686534473536,0
41000,경기,202301,1,14,S,98.03676637757818,0
41A01,서해안권,202301,1,14,S,98.51496425626564,1
41A02,경부1권,202301,1,14,S,96.96880296623806,1
41A03,경부2권,202301,1,14,S,98.30779601885206,1
41A04,경의권,202301,1,14,S,97.62256875837109,1
41A05,경원권,202301,1,14,S,99.99680022373418,1
41A06,동부1권,202301,1,14,S,97.7562894913806,1
41A07,동부2권,202301,1,14,S,104.19214850242354,1
42000,강원,202301,1,14,S,105.3817927390805,0
43000,충북,202301,1,14,S,103.87561781322914,0
44000,충남,202301,1,14,S,101.12525122649765,0
45000,전북,202301,1,14,S,105.54355725635577,0
46000,전남,202301,1,14,S,97.93016721272896,0
47000,경북,202301,1,14,S,99.85145588569166,0
48000,경남,202301,1,14,S,102.12761674268495,0
50000,제주,202301,1,14,S,114.64202364853799,0
A1000,전국,202301,1,14,S,97.53572850316387,0
A2000,수도권,202301,1,14,S,97.41125420896606,0
A2001,지방권,202301,1,14,S,97.70162789714607,0
A3000,6대광역시,202301,1,14,S,95.49228461524478,0
A5000,5대광역시,202301,1,14,S,95.15806593687235,0
A6000,8개도,202301,1,14,S,102.47778948476326,0
A9000,9개도,202301,1,14,S,99.70356313610797,0
11000,서울,202301,1,15,D,94.54942294782788,0
11A01,강북지역,202301,1,15,D,96.01772954810923,1
11A02,강남지역,202301,1,15,D,94.02504897365996,1
11A11,도심권,202301,1,15,D,94.42795965558089,2
11A12,동북권,202301,1,15,D,97.71618381560407,2
11A13,서북권,202301,1,15,D,96.34622527217353,2
11A14,서남권,202301,1,15,D,93.25784449404944,2
11A15,동남권,202301,1,15,D,94.28185916843113,2
26000,부산,202301,1,15,D,97.87766471022432,0
26A01,동부산권,202301,1,15,D,97.07439408970687,1
26A02,중부산권,202301,1,15,D,95.48930776011089,1
26A03,서부산권,202301,1,15,D,104.49637173458069,1
27000,대구,202301,1,15,D,90.75141137527487,0
28000,인천,202301,1,15,D,95.2177522859039,0
29000,광주,202301,1,15,D,99.81076806879818,0
30000,대전,202301,1,15,D,96.16571912055828,0
31000,울산,202301,1,15,D,101.92045228272458,0
36000,세종,202301,1,15,D,95.2685064860141,0
41000,경기,202301,1,15,D,94.30365315073666,0
41A01,서해안권,202301,1,15,D,97.58365298331292,1
41A02,경부1권,202301,1,15,D,93.6874790619359,1
41A03,경부2권,202301,1,15,D,92.79634156689175,1
41A04,경의권,202301,1,15,D,96.07234520605222,1
41A05,경원권,202301,1,15,D,96,1
41A06,동부1권,202301,1,15,D,91.89442056537156,1
41A07,동부2권,202301,1,15,D,108.06918531417699,1
42000,강원,202301,1,15,D,104.59813614831846,0
43000,충북,202301,1,15,D,103.0395118883312,0
44000,충남,202301,1,15,D,101.82438469117842,0
45000,전북,202301,1,15,D,105.17106361794437,0
46000,전남,202301,1,15,D,98.61964398957979,0
47000,경북,202301,1,15,D,103.87164126560302,0
48000,경남,202301,1,15,D,103.56231194597066,0
50000,제주,202301,1,15,D,101.2574040124617,0
A1000,전국,202301,1,15,D,96.28758013221317,0
A2000,수도권,202301,1,15,D,94.49253545039433,0
A2001,지방권,202301,1,15,D,98.98627685041842,0
A3000,6대광역시,202301,1,15,D,96.46088624542666,0
A5000,5대광역시,202301,1,15,D,96.7044694121855,0
A6000,8개도,202301,1,15,D,103.19879294839566,0
A9000,9개도,202301,1,15,D,97.30897772945946,0
11000,서울,202301,1,15,R,101.3455167759495,0
11A01,강북지역,202301,1,15,R,102.62231791617583,1
11A02,강남지역,202301,1,15,R,100.88575311652346,1
11A11,도심권,202301,1,15,R,100.78330907829982,2
11A12,동북권,202301,1,15,R,103.51461972793827,2
11A13,서북권,202301,1,15,R,104.87390759648959,2
11A14,서남권,202301,1,15,R,101.65623457051605,2
11A15,동남권,202301,1,15,R,100.63273355596543,2
26000,부산,202301,1,15,R,105.7637070750076,0
26A01,동부산권,202301,1,15,R,106.54743761525874,1
26A02,중부산권,202301,1,15,R,105.24495255461753,1
26A03,서부산권,202301,1,15,R,105.11589052173971,1
27000,대구,202301,1,15,R,99.522654063328,0
28000,인천,202301,1,15,R,105.9622210189092,0
29000,광주,202301,1,15,R,101.99041382489656,0
30000,대전,202301,1,15,R,103.12357220407168,0
31000,울산,202301,1,15,R,109.14286794355017,0
36000,세종,202301,1,15,R,103.97754516935989,0
41000,경기,202301,1,15,R,101.56173639732182,0
41A01,서해안권,202301,1,15,R,106.33301580294082,1
41A02,경부1권,202301,1,15,R,98.64556823840084,1
41A03,경부2권,202301,1,15,R,100.07600379833299,1
41A04,경의권,202301,1,15,R,102.80341269541812,1
41A05,경원권,202301,1,15,R,127.21097359000905,1
41A06,동부1권,202301,1,15,R,103.59216128684879,1
41A07,동부2권,202301,1,15,R,98.96347564548965,1
42000,강원,202301,1,15,R,100.2481975701877,0
43000,충북,202301,1,15,R,101.97410795184138,0
44000,충남,202301,1,15,R,102.56301070619293,0
45000,전북,202301,1,15,R,100.42972549697517,0
46000,전남,202301,1,15,R,100.13218350005778,0
47000,경북,202301,1,15,R,104.91357335472503,0
48000,경남,202301,1,15,R,105.79541720050526,0
50000,제주,202301,1,15,R,101.83803636974876,0
A1000,전국,202301,1,15,R,102.52020227787287,0
A2000,수도권,202301,1,15,R,101.82615511215252,0
A2001,지방권,202301,1,15,R,103.54827698081141,0
A3000,6대광역시,202301,1,15,R,104.20557316707753,0
A5000,5대광역시,202301,1,15,R,103.86670696936869,0
A6000,8개도,202301,1,15,R,102.98574401861956,0
A9000,9개도,202301,1,15,R,102.054592117416,0
11000,서울,202301,1,15,S,99.81606284410464,0
11A01,강북지역,202301,1,15,S,97.11558116291148,1
11A02,강남지역,202301,1,15,S,100.80413135566447,1
11A11,도심권,202301,1,15,S,97.43146675644141,2
11A12,동북권,202301,1,15,S,97.62040016112553,2
11A13,서북권,202301,1,15,S,95.58164636065378,2
11A14,서남권,202301,1,15,S,97.26701575468341,2
11A15,동남권,202301,1,15,S,101.99518218383578,2
26000,부산,202301,1,15,S,99.87242369558786,0
26A01,동부산권,202301,1,15,S,100.95441771013026,1
26A02,중부산권,202301,1,15,S,98.01485162184252,1
26A03,서부산권,202301,1,15,S,101.23137202400441,1
27000,대구,202301,1,15,S,91.49863694073223,0
28000,인천,202301,1,15,S,100.84921548578785,0
29000,광주,202301,1,15,S,100.72564785085447,0
30000,대전,202301,1,15,S,95.69648220580768,0
31000,울산,202301,1,15,S,98.3048250963886,0
36000,세종,202301,1,15,S,91.25920285970534,0
41000,경기,202301,1,15,S,99.73849901302758,0
41A01,서해안권,202301,1,15,S,102.37969483464998,1
41A02,경부1권,202301,1,15,S,98.21678813843104,1
41A03,경부2권,202301,1,15,S,98.98880873240277,1
41A04,경의권,202301,1,15,S,101.37804429364331,1
41A05,경원권,202301,1,15,S,112.22570532915363,1
