region_cd,region_nm,research_date,age_gbn,tr_gbn,indices,level_no
46000,전남,20230717,14,D,95.6111130265645,0
45000,전북,20230717,14,D,98.8899788860757,0
50000,제주,20230717,14,D,104.602530272109,0
26A02,중부산권,20230717,14,D,84.8802060415638,1
A2001,지방권,20230717,14,D,92.3434968227708,0
44000,충남,20230717,14,D,96.7711785256485,0
43000,충북,20230717,14,D,98.7768636326905,0
A5000,5대광역시,20230717,14,S,90.3805127240131,0
A3000,6대광역시,20230717,14,S,90.3419745028971,0
A6000,8개도,20230717,14,S,99.0939955096613,0
A9000,9개도,20230717,14,S,94.8718454879487,0
11A02,강남지역,20230717,14,S,95.3383815169188,1
11A01,강북지역,20230717,14,S,91.4740660728951,1
42000,강원,20230717,14,S,103.36797551416,0
41000,경기,20230717,14,S,91.8691694918036,0
48000,경남,20230717,14,S,96.142184576005,0
41A02,경부1권,20230717,14,S,91.6221448966788,1
41A03,경부2권,20230717,14,S,92.4271400625195,1
47000,경북,20230717,14,S,100.704661877226,0
41A05,경원권,20230717,14,S,85.593992070378,1
41A04,경의권,20230717,14,S,92.8968120301167,1
29000,광주,20230717,14,S,98.2648015422084,0
27000,대구,20230717,14,S,83.0486167395592,0
30000,대전,20230717,14,S,90.5910596110773,0
11A11,도심권,20230717,14,S,93.6770710204803,2
11A15,동남권,20230717,14,S,100.289597464302,2
41A06,동부1권,20230717,14,S,92.3410909111388,1
41A07,동부2권,20230717,14,S,106.392395784996,1
26A01,동부산권,20230717,14,S,91.6824482274318,1
11A12,동북권,20230717,14,S,91.0774123986803,2
26000,부산,20230717,14,S,91.5249925274469,0
11A14,서남권,20230717,14,S,92.5048637681983,2
26A03,서부산권,20230717,14,S,94.9737606129769,1
11A13,서북권,20230717,14,S,91.7551379439658,2
11000,서울,20230717,14,S,93.4717875168264,0
41A01,서해안권,20230717,14,S,92.153949038592,1
36000,세종,20230717,14,S,86.1715478103303,0
A2000,수도권,20230717,14,S,92.31608839803,0
31000,울산,20230717,14,S,91.9760130675198,0
28000,인천,20230717,14,S,89.9442044536201,0
A1000,전국,20230717,14,S,93.3948560747245,0
46000,전남,20230717,14,S,92.0751136468767,0
45000,전북,20230717,14,S,102.697586245814,0
50000,제주,20230717,14,S,104.670217818233,0
26A02,중부산권,20230717,14,S,90.0416663066842,1
A2001,지방권,20230717,14,S,94.8008893925564,0
44000,충남,20230717,14,S,100.269294588151,0
43000,충북,20230717,14,S,101.412719569538,0
A5000,5대광역시,20230717,15,D,89.1471039152075,0
A3000,6대광역시,20230717,15,D,88.5953360849403,0
A6000,8개도,20230717,15,D,101.364791209822,0
A9000,9개도,20230717,15,D,93.4236659259584,0
11A02,강남지역,20230717,15,D,81.1754705634588,1
11A01,강북지역,20230717,15,D,83.1246177057337,1
42000,강원,20230717,15,D,101.893719402346,0
41000,경기,20230717,15,D,84.9169508416703,0
48000,경남,20230717,15,D,100.190068640387,0
41A02,경부1권,20230717,15,D,84.5734413091267,1
41A03,경부2권,20230717,15,D,82.5972144553575,1
47000,경북,20230717,15,D,101.403013441116,0
41A05,경원권,20230717,15,D,82.3812453284245,1
41A04,경의권,20230717,15,D,81.0273624160691,1
29000,광주,20230717,15,D,95.4022336967152,0
27000,대구,20230717,15,D,79.6166739896628,0
30000,대전,20230717,15,D,88.4383649486905,0
11A11,도심권,20230717,15,D,82.6194330186367,2
11A15,동남권,20230717,15,D,80.7458363218542,2
41A06,동부1권,20230717,15,D,84.3056272110074,1
41A07,동부2권,20230717,15,D,107.321216693515,1
26A01,동부산권,20230717,15,D,87.082942041419,1
11A12,동북권,20230717,15,D,82.9319770118839,2
26000,부산,20230717,15,D,90.9940717413308,0
11A14,서남권,20230717,15,D,81.5674924085131,2
26A03,서부산권,20230717,15,D,95.905354198842,1
11A13,서북권,20230717,15,D,84.3672498936667,2
11000,서울,20230717,15,D,82.105012223371,0
41A01,서해안권,20230717,15,D,88.2629066784875,1
36000,세종,20230717,15,D,88.7528660916811,0
A2000,수도권,20230717,15,D,84.1242416944083,0
31000,울산,20230717,15,D,95.3283540717032,0
28000,인천,20230717,15,D,86.4576514203762,0
A1000,전국,20230717,15,D,89.9343468452801,0
46000,전남,20230717,15,D,96.2716293511875,0
45000,전북,20230717,15,D,102.115141074824,0
50000,제주,20230717,15,D,100.172475803599,0
26A02,중부산권,20230717,15,D,90.117268592119,1
A2001,지방권,20230717,15,D,95.4026564690272,0
44000,충남,20230717,15,D,102.420851437663,0
43000,충북,20230717,15,D,105.318042360326,0
A5000,5대광역시,20230717,15,S,91.2919922187953,0
A3000,6대광역시,20230717,15,S,91.886732710527,0
A6000,8개도,20230717,15,S,101.402909511086,0
A9000,9개도,20230717,15,S,97.9106276186629,0
11A02,강남지역,20230717,15,S,95.0941122218904,1
11A01,강북지역,20230717,15,S,89.5085554939217,1
42000,강원,20230717,15,S,104.152102353246,0
41000,경기,20230717,15,S,94.0199495994226,0
48000,경남,20230717,15,S,97.8619154018754,0
41A02,경부1권,20230717,15,S,92.3672396994758,1
41A03,경부2권,20230717,15,S,92.1993634218501,1
47000,경북,20230717,15,S,100.406662083758,0
41A05,경원권,20230717,15,S,91.6958482429041,1
41A04,경의권,20230717,15,S,93.0219113181217,1
29000,광주,20230717,15,S,97.2777464786175,0
27000,대구,20230717,15,S,82.3395048034037,0
30000,대전,20230717,15,S,91.7818252775624,0
11A11,도심권,20230717,15,S,94.2792628139935,2
11A15,동남권,20230717,15,S,98.1647893920682,2
41A06,동부1권,20230717,15,S,92.3290151006504,1
41A07,동부2권,20230717,15,S,108.421161976818,1
26A01,동부산권,20230717,15,S,90.6309938821825,1
11A12,동북권,20230717,15,S,88.8238516815617,2
26000,부산,20230717,15,S,93.1001507049171,0
11A14,서남권,20230717,15,S,92.7123058312211,2
26A03,서부산권,20230717,15,S,97.2591103025212,1
11A13,서북권,20230717,15,S,90.869540287379,2
11000,서울,20230717,15,S,92.4246779815736,0
41A01,서해안권,20230717,15,S,97.174802545069,1
36000,세종,20230717,15,S,84.7461933906733,0
A2000,수도권,20230717,15,S,93.4583595250032,0
31000,울산,20230717,15,S,95.161658164,0
28000,인천,20230717,15,S,94.14180011575,0
A1000,전국,20230717,15,S,95.0475828501695,0
46000,전남,20230717,15,S,94.1732968440625,0
45000,전북,20230717,15,S,104.206976321557,0
50000,제주,20230717,15,S,105.69144213618,0
26A02,중부산권,20230717,15,S,91.5441344139839,1
A2001,지방권,20230717,15,S,96.4776566164646,0
44000,충남,20230717,15,S,104.82068515511,0
43000,충북,20230717,15,S,105.864390511732,0
A5000,5대광역시,20230710,11,D,77.4953016517882,0
A3000,6대광역시,20230710,11,D,77.0944215512768,0
A6000,8개도,20230710,11,D,89.4853193061027,0
A9000,9개도,20230710,11,D,83.5530856737809,0
11A02,강남지역,20230710,11,D,85.1473211502688,1
11A01,강북지역,20230710,11,D,85.0482782650265,1
42000,강원,20230710,11,D,91.0539623404119,0
41000,경기,20230710,11,D,78.3732189198245,0
48000,경남,20230710,11,D,89.5913410582938,0
41A02,경부1권,20230710,11,D,81.0030071015535,1
41A03,경부2권,20230710,11,D,79.9836958316376,1
47000,경북,20230710,11,D,90.9277781019331,0
41A05,경원권,20230710,11,D,71.6612539655164,1
41A04,경의권,20230710,11,D,80.0518825187738,1
29000,광주,20230710,11,D,82.0256331776767,0
27000,대구,20230710,11,D,68.8040900574829,0
30000,대전,20230710,11,D,85.1266059195981,0
11A11,도심권,20230710,11,D,89.126875437936,2
11A15,동남권,20230710,11,D,86.9130628068113,2
41A06,동부1권,20230710,11,D,77.5711893972722,1
41A07,동부2권,20230710,11,D,96.2090441543284,1
26A01,동부산권,20230710,11,D,78.0309458531042,1
11A12,동북권,20230710,11,D,85.6137996910514,2
26000,부산,20230710,11,D,80.3889457780446,0
11A14,서남권,20230710,11,D,82.7424438254807,2
26A03,서부산권,20230710,11,D,86.7540221406913,1
11A13,서북권,20230710,11,D,82.9966178151912,2
11000,서울,20230710,11,D,85.0503715636176,0
41A01,서해안권,20230710,11,D,77.5782870194278,1
36000,세종,20230710,11,D,72.1630677992073,0
A2000,수도권,20230710,11,D,79.1029872726546,0
31000,울산,20230710,11,D,76.0900450922025,0
28000,인천,20230710,11,D,75.3761631135233,0
A1000,전국,20230710,11,D,81.5941466467106,0
46000,전남,20230710,11,D,88.9561693276797,0
45000,전북,20230710,11,D,86.0947968873235,0
50000,제주,20230710,11,D,98.5948695780419,0
26A02,중부산권,20230710,11,D,78.3266510306668,1
A2001,지방권,20230710,11,D,83.7936849628685,0
44000,충남,20230710,11,D,85.7247756593821,0
43000,충북,20230710,11,D,91.1380217897285,0
A5000,5대광역시,20230710,11,S,83.5401743174764,0
A3000,6대광역시,20230710,11,S,84.3953554753681,0
A6000,8개도,20230710,11,S,92.4816125737708,0
A9000,9개도,20230710,11,S,88.7248305971024,0
11A02,강남지역,20230710,11,S,94.3449766504114,1
11A01,강북지역,20230710,11,S,89.5470414735529,1
42000,강원,20230710,11,S,97.2992081023497,0
41000,경기,20230710,11,S,85.3475190967755,0
48000,경남,20230710,11,S,92.3131979804265,0
41A02,경부1권,20230710,11,S,85.4220073030297,1
41A03,경부2권,20230710,11,S,90.0765778937382,1
47000,경북,20230710,11,S,92.0416403839193,0
41A05,경원권,20230710,11,S,81.0551136674277,1
41A04,경의권,20230710,11,S,84.776509503144,1
29000,광주,20230710,11,S,88.7753322789913,0
27000,대구,20230710,11,S,76.3756926427467,0
30000,대전,20230710,11,S,84.3433206605879,0
11A11,도심권,20230710,11,S,93.6797263706741,2
11A15,동남권,20230710,11,S,97.1812483969176,2
41A06,동부1권,20230710,11,S,83.248133232517,1
41A07,동부2권,20230710,11,S,97.8925295225492,1
26A01,동부산권,20230710,11,S,84.6137769987646,1
11A12,동북권,20230710,11,S,89.7551085830932,2
26000,부산,20230710,11,S,86.4720393453613,0
11A14,서남권,20230710,11,S,90.6968426191961,2
26A03,서부산권,20230710,11,S,91.8289046699031,1
11A13,서북권,20230710,11,S,88.0770130178138,2
11000,서울,20230710,11,S,92.1970652968457,0
41A01,서해안권,20230710,11,S,85.0633689044772,1
36000,세종,20230710,11,S,74.9443886586302,0
A2000,수도권,20230710,11,S,86.6896348656176,0
31000,울산,20230710,11,S,83.4706900494225,0
28000,인천,20230710,11,S,87.0383763478117,0
A1000,전국,20230710,11,S,87.3850151183313,0
46000,전남,20230710,11,S,92.7867324148579,0
45000,전북,20230710,11,S,90.1934213828114,0
50000,제주,20230710,11,S,99.5322212793421,0
26A02,중부산권,20230710,11,S,84.6354422523144,1
A2001,지방권,20230710,11,S,87.9370472154923,0
44000,충남,20230710,11,S,92.0362526977114,0
43000,충북,20230710,11,S,90.1716298830893,0
A5000,5대광역시,20230710,12,D,80.626158855601,0
A3000,6대광역시,20230710,12,D,79.5919006324381,0
A6000,8개도,20230710,12,D,91.3110298418505,0
A9000,9개도,20230710,12,D,87.1080262984327,0
11A02,강남지역,20230710,12,D,85.9791003042832,1
11A01,강북지역,20230710,12,D,85.1948789714425,1
42000,강원,20230710,12,D,92.3106727412908,0
41000,경기,20230710,12,D,83.2129029293533,0
48000,경남,20230710,12,D,92.3156437702614,0
41A02,경부1권,20230710,12,D,90.7847111720346,1
41A03,경부2권,20230710,12,D,81.9173932220972,1
47000,경북,20230710,12,D,94.7760837700795,0
41A05,경원권,20230710,12,D,82.9545332807309,1
41A04,경의권,20230710,12,D,80.3613473829277,1
29000,광주,20230710,12,D,87.913611391573,0
27000,대구,20230710,12,D,71.0627391376345,0
30000,대전,20230710,12,D,79.2955872850325,0
11A11,도심권,20230710,12,D,88.0967823089427,2
11A15,동남권,20230710,12,D,85.5600492667765,2
41A06,동부1권,20230710,12,D,83.0121807862415,1
41A07,동부2권,20230710,12,D,99.4609212310985,1
26A01,동부산권,20230710,12,D,82.7511558529816,1
11A12,동북권,20230710,12,D,85.0930410100176,2
26000,부산,20230710,12,D,84.2711312025814,0
11A14,서남권,20230710,12,D,86.3413517351475,2
26A03,서부산권,20230710,12,D,86.3453840326472,1
11A13,서북권,20230710,12,D,84.5542420088729,2
11000,서울,20230710,12,D,85.4875141201911,0
41A01,서해안권,20230710,12,D,84.8735746682651,1
36000,세종,20230710,12,D,71.1809566759119,0
A2000,수도권,20230710,12,D,82.7288689871902,0
31000,울산,20230710,12,D,79.4167091113617,0
28000,인천,20230710,12,D,77.346851417834,0
A1000,전국,20230710,12,D,84.0183514307163,0
46000,전남,20230710,12,D,84.9596873287356,0
45000,전북,20230710,12,D,89.5883861223111,0
50000,제주,20230710,12,D,103.009489108378,0
26A02,중부산권,20230710,12,D,83.7318015155984,1
A2001,지방권,20230710,12,D,85.2873347259361,0
44000,충남,20230710,12,D,89.2551048441394,0
43000,충북,20230710,12,D,92.3307921855094,0
A5000,5대광역시,20230710,12,S,86.7921078837441,0
A3000,6대광역시,20230710,12,S,87.8942456562438,0
A6000,8개도,20230710,12,S,93.6773405220559,0
A9000,9개도,20230710,12,S,92.314389068566,0
11A02,강남지역,20230710,12,S,95.8788972337675,1
11A01,강북지역,20230710,12,S,90.897431285442,1
42000,강원,20230710,12,S,97.4011829937902,0
41000,경기,20230710,12,S,91.007105669024,0
48000,경남,20230710,12,S,93.686304211689,0
41A02,경부1권,20230710,12,S,92.8750230542949,1
41A03,경부2권,20230710,12,S,92.1196286070467,1
47000,경북,20230710,12,S,94.8593951934632,0
41A05,경원권,20230710,12,S,90.4371476400286,1
41A04,경의권,20230710,12,S,87.3536431407041,1
29000,광주,20230710,12,S,94.2583729023513,0
27000,대구,20230710,12,S,79.8703265613467,0
30000,대전,20230710,12,S,83.2157964338255,0
11A11,도심권,20230710,12,S,92.9667082324651,2
11A15,동남권,20230710,12,S,98.1901388426877,2
41A06,동부1권,20230710,12,S,88.7361653049082,1
41A07,동부2권,20230710,12,S,98.2472275786762,1
26A01,동부산권,20230710,12,S,90.0231043579285,1
11A12,동북권,20230710,12,S,90.3463972764641,2
26000,부산,20230710,12,S,90.34125982136,0
11A14,서남권,20230710,12,S,93.7702528436812,2
26A03,서부산권,20230710,12,S,91.3222990769784,1
11A13,서북권,20230710,12,S,90.9031500159804,2
11000,서울,20230710,12,S,93.3541709158369,0
41A01,서해안권,20230710,12,S,94.928262313505,1
36000,세종,20230710,12,S,74.6088603215618,0
A2000,수도권,20230710,12,S,91.6894241691941,0
31000,울산,20230710,12,S,84.9823194255158,0
28000,인천,20230710,12,S,91.5593129308307,0
A1000,전국,20230710,12,S,90.4895003710258,0
46000,전남,20230710,12,S,89.4307027977334,0
45000,전북,20230710,12,S,92.7319372213509,0
50000,제주,20230710,12,S,100.628778774865,0
26A02,중부산권,20230710,12,S,89.5015193447499,1
A2001,지방권,20230710,12,S,89.4740130888055,0
44000,충남,20230710,12,S,94.1624605808528,0
43000,충북,20230710,12,S,91.4680156868458,0
A5000,5대광역시,20230710,13,D,82.8582137537644,0
A3000,6대광역시,20230710,13,D,81.5488959086135,0
A6000,8개도,20230710,13,D,95.5900681435954,0
A9000,9개도,20230710,13,D,88.6264713548469,0
11A02,강남지역,20230710,13,D,86.4956831085825,1
11A01,강북지역,20230710,13,D,86.2944693600572,1
42000,강원,20230710,13,D,99.0778684417971,0
41000,경기,20230710,13,D,82.5523511754425,0
48000,경남,20230710,13,D,94.991880999851,0
41A02,경부1권,20230710,13,D,86.6159695538555,1
41A03,경부2권,20230710,13,D,82.5788976755745,1
47000,경북,20230710,13,D,97.0822746060235,0
41A05,경원권,20230710,13,D,73.8408622963717,1
41A04,경의권,20230710,13,D,83.5752440891363,1
29000,광주,20230710,13,D,93.4031744317686,0
27000,대구,20230710,13,D,72.5813102157253,0
30000,대전,20230710,13,D,86.3541923445931,0
11A11,도심권,20230710,13,D,87.3287313596932,2
11A15,동남권,20230710,13,D,86.8040265141885,2
41A06,동부1권,20230710,13,D,81.0995941543158,1
41A07,동부2권,20230710,13,D,99.5448818654106,1
26A01,동부산권,20230710,13,D,83.0220453634527,1
11A12,동북권,20230710,13,D,85.61198740576,2
26000,부산,20230710,13,D,83.9547333850269,0
11A14,서남권,20230710,13,D,85.5233193767841,2
26A03,서부산권,20230710,13,D,89.037844479046,1
11A13,서북권,20230710,13,D,87.4718502386103,2
11000,서울,20230710,13,D,86.3248141128092,0
41A01,서해안권,20230710,13,D,82.5216789554397,1
36000,세종,20230710,13,D,72.4691210555356,0
A2000,수도권,20230710,13,D,82.8791738240067,0
31000,울산,20230710,13,D,89.2821488429533,0
28000,인천,20230710,13,D,76.752887131811,0
A1000,전국,20230710,13,D,85.9972642326357,0
46000,전남,20230710,13,D,93.8344086803645,0
45000,전북,20230710,13,D,95.0333527576223,0
50000,제주,20230710,13,D,107.337200751764,0
26A02,중부산권,20230710,13,D,81.9497519570168,1
A2001,지방권,20230710,13,D,89.2151717481464,0
44000,충남,20230710,13,D,92.4382349637991,0
43000,충북,20230710,13,D,98.189184197299,0
A5000,5대광역시,20230710,13,S,88.4635084090018,0
A3000,6대광역시,20230710,13,S,88.3087846731764,0
A6000,8개도,20230710,13,S,97.7957324644417,0
A9000,9개도,20230710,13,S,94.4182241416526,0
11A02,강남지역,20230710,13,S,97.3293411288114,1
11A01,강북지역,20230710,13,S,91.6214610213808,1
42000,강원,20230710,13,S,101.497145636323,0
41000,경기,20230710,13,S,91.3594951235853,0
48000,경남,20230710,13,S,96.2436424436375,0
41A02,경부1권,20230710,13,S,91.7987352046507,1
41A03,경부2권,20230710,13,S,91.745668260757,1
47000,경북,20230710,13,S,97.3592490920422,0
41A05,경원권,20230710,13,S,85.6821007795125,1
41A04,경의권,20230710,13,S,93.3366644093175,1
29000,광주,20230710,13,S,96.7226121544886,0
27000,대구,20230710,13,S,80.1719461550889,0
30000,대전,20230710,13,S,89.8862977089165,0
11A11,도심권,20230710,13,S,92.9707623789653,2
11A15,동남권,20230710,13,S,99.9310529912051,2
41A06,동부1권,20230710,13,S,90.9664130347752,1
41A07,동부2권,20230710,13,S,105.891281563481,1
26A01,동부산권,20230710,13,S,90.1842530086506,1
11A12,동북권,20230710,13,S,91.2645505979378,2
26000,부산,20230710,13,S,90.1305767730037,0
11A14,서남권,20230710,13,S,92.8884430085159,2
26A03,서부산권,20230710,13,S,94.0467019682044,1
11A13,서북권,20230710,13,S,92.1079701847052,2
11000,서울,20230710,13,S,94.7170894854005,0
41A01,서해안권,20230710,13,S,91.1630804846342,1
36000,세종,20230710,13,S,79.6490020171105,0
A2000,수도권,20230710,13,S,91.7968114434284,0
31000,울산,20230710,13,S,91.639007743409,0
28000,인천,20230710,13,S,87.0645974531204,0
A1000,전국,20230710,13,S,92.4930512560477,0
46000,전남,20230710,13,S,93.135970344915,0
45000,전북,20230710,13,S,99.9079024019233,0
50000,제주,20230710,13,S,108.167819739639,0
26A02,중부산권,20230710,13,S,87.7192444320762,1
A2001,지방권,20230710,13,S,93.1649241064221,0
44000,충남,20230710,13,S,97.3066775028206,0
43000,충북,20230710,13,S,99.3591558139505,0
A5000,5대광역시,20230710,14,D,86.6019617872189,0
A3000,6대광역시,20230710,14,D,85.7321367956762,0
A6000,8개도,20230710,14,D,98.1124160444389,0
A9000,9개도,20230710,14,D,88.3539293544233,0
11A02,강남지역,20230710,14,D,86.3291247967244,1
11A01,강북지역,20230710,14,D,85.0998686112105,1
42000,강원,20230710,14,D,100.176788452119,0
41000,경기,20230710,14,D,81.8486869657669,0
48000,경남,20230710,14,D,96.724424931204,0
41A02,경부1권,20230710,14,D,84.8999042684357,1
41A03,경부2권,20230710,14,D,80.2895321650355,1
47000,경북,20230710,14,D,100.186507072315,0
41A05,경원권,20230710,14,D,77.069579697221,1
41A04,경의권,20230710,14,D,82.5368899585568,1
29000,광주,20230710,14,D,96.0931642250528,0
27000,대구,20230710,14,D,79.6802366912636,0
30000,대전,20230710,14,D,87.3697036879877,0
11A11,도심권,20230710,14,D,84.5496096733726,2
11A15,동남권,20230710,14,D,91.4531067480969,2
41A06,동부1권,20230710,14,D,81.5329991898545,1
41A07,동부2권,20230710,14,D,102.52074384538,1
26A01,동부산권,20230710,14,D,84.7159566774668,1
11A12,동북권,20230710,14,D,84.9182114523473,2
26000,부산,20230710,14,D,85.8241092190717,0
11A14,서남권,20230710,14,D,83.2883579049982,2
26A03,서부산권,20230710,14,D,89.3087213933876,1
11A13,서북권,20230710,14,D,85.7736351724916,2
11000,서울,20230710,14,D,85.6912613583907,0
41A01,서해안권,20230710,14,D,82.7094537881375,1
36000,세종,20230710,14,D,83.7178959673649,0
A2000,수도권,20230710,14,D,83.1890656939816,0
31000,울산,20230710,14,D,91.6493703506341,0
28000,인천,20230710,14,D,81.072946998598,0
A1000,전국,20230710,14,D,87.1325342771315,0
46000,전남,20230710,14,D,95.7206917925556,0
45000,전북,20230710,14,D,99.0018438990754,0
50000,제주,20230710,14,D,104.617613525706,0
26A02,중부산권,20230710,14,D,85.0752152352591,1
A2001,지방권,20230710,14,D,92.3997493641708,0
44000,충남,20230710,14,D,96.896307824566,0
43000,충북,20230710,14,D,98.8125609578522,0
A5000,5대광역시,20230710,14,S,90.4163873381919,0
A3000,6대광역시,20230710,14,S,90.3469261578773,0
A6000,8개도,20230710,14,S,99.1203843468685,0
A9000,9개도,20230710,14,S,94.8780125948186,0
11A02,강남지역,20230710,14,S,95.3225494350014,1
11A01,강북지역,20230710,14,S,91.4366003005364,1
42000,강원,20230710,14,S,103.328044877919,0
41000,경기,20230710,14,S,91.8608784699446,0
48000,경남,20230710,14,S,96.1499111450972,0
41A02,경부1권,20230710,14,S,91.6582317063071,1
41A03,경부2권,20230710,14,S,92.3971193950454,1
47000,경북,20230710,14,S,100.857327579966,0
41A05,경원권,20230710,14,S,85.676246681777,1
41A04,경의권,20230710,14,S,92.9811779429181,1
29000,광주,20230710,14,S,98.2749379248029,0
27000,대구,20230710,14,S,83.1422331716112,0
30000,대전,20230710,14,S,90.5781205412049,0
11A11,도심권,20230710,14,S,93.6579546267092,2
11A15,동남권,20230710,14,S,100.233645757086,2
41A06,동부1권,20230710,14,S,92.3752632364236,1
41A07,동부2권,20230710,14,S,106.45647399368,1
26A01,동부산권,20230710,14,S,91.7828139371178,1
11A12,동북권,20230710,14,S,91.0568278770198,2
26000,부산,20230710,14,S,91.5909812474803,0
11A14,서남권,20230710,14,S,92.5140172744318,2
26A03,서부산권,20230710,14,S,94.8326375738818,1
11A13,서북권,20230710,14,S,91.6641223178034,2
11000,서울,20230710,14,S,93.4461220084659,0
41A01,서해안권,20230710,14,S,92.0395175872217,1
36000,세종,20230710,14,S,86.5835585115721,0
A2000,수도권,20230710,14,S,92.2900793698823,0
31000,울산,20230710,14,S,91.8378948569533,0
28000,인천,20230710,14,S,89.7898683269892,0
A1000,전국,20230710,14,S,93.395121003891,0
46000,전남,20230710,14,S,92.325391348754,0
45000,전북,20230710,14,S,102.653775929782,0
50000,제주,20230710,14,S,104.720374603162,0
26A02,중부산권,20230710,14,S,90.1909359994825,1
A2001,지방권,20230710,14,S,94.8333731880658,0
44000,충남,20230710,14,S,100.229905147734,0
43000,충북,20230710,14,S,101.322426849078,0
A5000,5대광역시,20230710,15,D,89.2545399180801,0
A3000,6대광역시,20230710,15,D,88.7022326863681,0
A6000,8개도,20230710,15,D,101.417466673457,0
A9000,9개도,20230710,15,D,93.4490122344098,0
11A02,강남지역,20230710,15,D,81.1125907588202,1
11A01,강북지역,20230710,15,D,83.0587195093668,1
42000,강원,20230710,15,D,101.974905835032,0
41000,경기,20230710,15,D,84.9159697362908,0
48000,경남,20230710,15,D,100.242649603411,0
41A02,경부1권,20230710,15,D,84.3641471879377,1
41A03,경부2권,20230710,15,D,82.6567883163065,1
47000,경북,20230710,15,D,101.428400449484,0
41A05,경원권,20230710,15,D,82.7022928324411,1
41A04,경의권,20230710,15,D,81.0612554478315,1
29000,광주,20230710,15,D,95.4669362309286,0
27000,대구,20230710,15,D,79.8343761490908,0
30000,대전,20230710,15,D,88.4589518477518,0
11A11,도심권,20230710,15,D,82.6010526667209,2
11A15,동남권,20230710,15,D,80.621206475806,2
41A06,동부1권,20230710,15,D,84.1952994481958,1
41A07,동부2권,20230710,15,D,107.653855933865,1
26A01,동부산권,20230710,15,D,87.1422401409092,1
11A12,동북권,20230710,15,D,82.8582719467792,2
26000,부산,20230710,15,D,91.0702412823978,0
11A14,서남권,20230710,15,D,81.5514873606169,2
26A03,서부산권,20230710,15,D,95.9685133932884,1
11A13,서북권,20230710,15,D,84.3174109209783,2
11000,서울,20230710,15,D,82.0406900683337,0
41A01,서해안권,20230710,15,D,88.2821674859528,1
36000,세종,20230710,15,D,88.8446211232858,0
A2000,수도권,20230710,15,D,84.1141248692722,0
31000,울산,20230710,15,D,95.4683141584643,0
28000,인천,20230710,15,D,86.5624481160726,0
A1000,전국,20230710,15,D,89.9690620510933,0
46000,전남,20230710,15,D,96.3297828423301,0
45000,전북,20230710,15,D,102.167645744418,0
50000,제주,20230710,15,D,100.239982852616,0
26A02,중부산권,20230710,15,D,90.2194415051719,1
A2001,지방권,20230710,15,D,95.4829802463546,0
44000,충남,20230710,15,D,102.485783797555,0
43000,충북,20230710,15,D,105.368584894424,0
A5000,5대광역시,20230710,15,S,91.3685750803525,0
A3000,6대광역시,20230710,15,S,91.9633823456328,0
A6000,8개도,20230710,15,S,101.448459470534,0
A9000,9개도,20230710,15,S,97.9221979487996,0
11A02,강남지역,20230710,15,S,95.0161994163862,1
11A01,강북지역,20230710,15,S,89.4663988270513,1
42000,강원,20230710,15,S,104.188068085905,0
41000,경기,20230710,15,S,93.9956167476381,0
48000,경남,20230710,15,S,97.887697287372,0
41A02,경부1권,20230710,15,S,92.1762392133761,1
41A03,경부2권,20230710,15,S,92.1827401835251,1
47000,경북,20230710,15,S,100.473528038617,0
41A05,경원권,20230710,15,S,91.8389468678723,1
41A04,경의권,20230710,15,S,93.086328029103,1
29000,광주,20230710,15,S,97.3570024690889,0
27000,대구,20230710,15,S,82.4485603927384,0
30000,대전,20230710,15,S,91.7705390999941,0
11A11,도심권,20230710,15,S,94.1478130888674,2
11A15,동남권,20230710,15,S,98.0491241504723,2
41A06,동부1권,20230710,15,S,92.4397058322537,1
41A07,동부2권,20230710,15,S,108.414538909425,1
26A01,동부산권,20230710,15,S,90.6819950185112,1
11A12,동북권,20230710,15,S,88.7883932565485,2
26000,부산,20230710,15,S,93.1876873170301,0
11A14,서남권,20230710,15,S,92.6613706342967,2
26A03,서부산권,20230710,15,S,97.3354779968455,1
11A13,서북권,20230710,15,S,90.8389266206842,2
11000,서울,20230710,15,S,92.3645578984995,0
41A01,서해안권,20230710,15,S,97.1283619159907,1
36000,세종,20230710,15,S,84.6410214882056,0
A2000,수도권,20230710,15,S,93.4346503034491,0
31000,울산,20230710,15,S,95.2541884278217,0
28000,인천,20230710,15,S,94.2185988370496,0
A1000,전국,20230710,15,S,95.0674833549706,0
46000,전남,20230710,15,S,94.2813332645895,0
45000,전북,20230710,15,S,104.246303725483,0
50000,제주,20230710,15,S,105.809508371589,0
26A02,중부산권,20230710,15,S,91.6729930750231,1
A2001,지방권,20230710,15,S,96.5380888572914,0
44000,충남,20230710,15,S,104.813373910571,0
43000,충북,20230710,15,S,105.922243323998,0
A5000,5대광역시,20230703,11,D,77.4709916973773,0
A3000,6대광역시,20230703,11,D,77.0582208573989,0
A6000,8개도,20230703,11,D,89.5138058907957,0
A9000,9개도,20230703,11,D,83.4621880924611,0
11A02,강남지역,20230703,11,D,85.0639395036531,1
11A01,강북지역,20230703,11,D,85.0244543361662,1
42000,강원,20230703,11,D,90.9764338451506,0
41000,경기,20230703,11,D,78.1914449492971,0
48000,경남,20230703,11,D,89.6168556807197,0
41A02,경부1권,20230703,11,D,80.9341629158822,1
41A03,경부2권,20230703,11,D,79.8093795367286,1
47000,경북,20230703,11,D,90.8924351296708,0
