region_cd,region_nm,research_date,apt_type,contract_type,indices,level_no
30000,대전,202211,1,1,127.14082206312806,0
31000,울산,202209,1,1,122.80000997302952,0
50000,제주,202207,1,0,111.3766231726365,0
46000,전남,202208,1,0,113.49130210142917,0
11000,서울,202210,1,1,126.69818870137011,0
41000,경기,202208,1,1,126.96095482251165,0
43000,충북,202208,1,1,124.41673676598299,0
43000,충북,202212,1,1,117.98393247576954,0
44000,충남,202211,1,1,119.83328526051153,0
11A13,서북권,202210,1,1,126.03254759260786,1
45000,전북,202208,1,1,112.64876250211957,0
46000,전남,202208,1,1,117.98926668131385,0
46000,전남,202212,1,1,109.50908355833592,0
A2001,지방,202207,1,1,123.6030554140643,0
11000,서울,202207,1,0,133.33941764151882,0
A2000,수도권,202210,1,1,122.34915021514047,0
A1000,전국,202207,1,0,117.98484613754572,0
11000,서울,202207,1,1,119.84345833023413,0
11000,서울,202208,1,1,119.37901766196629,0
A1000,전국,202209,1,1,124.40215193888197,0
A2001,지방,202210,1,1,122.70379761855163,0
A2001,지방,202207,1,0,109.72015606815049,0
A2001,지방,202209,1,0,108.7921306709606,0
A2001,지방,202212,1,0,105.54949407109132,0
A1000,전국,202211,3,0,122.06231092381992,0
A2000,수도권,202211,1,0,125.63267209291173,0
A1000,전국,202210,1,0,114.58327671158027,0
A1000,전국,202207,1,1,123.63567027870445,0
A2001,지방,202208,1,0,109.33402202570083,0
A1000,전국,202207,3,0,128.83280629336963,0
A1000,전국,202209,3,0,126.19949164524695,0
A2001,지방,202209,1,1,122.17238686100322,0
A2000,수도권,202212,1,0,121.62436470499418,0
A1000,전국,202212,1,1,119.27504637604154,0
11000,서울,202212,1,1,116.26663172847893,0
11000,서울,202209,1,1,121.14714966472714,0
A2001,지방,202211,1,1,122.24714812939904,0
A2001,지방,202208,1,1,122.14494821435852,0
11000,서울,202209,1,0,130.59909909005415,0
A2000,수도권,202212,1,1,117.93769558756624,0
A1000,전국,202208,1,0,117.67152434572685,0
11000,서울,202210,1,1,119.05322382449424,0
A2001,지방,202212,1,1,120.18015570829604,0
A2001,지방,202210,1,0,107.66649856036136,0
A1000,전국,202208,3,0,128.31391068540574,0
A1000,전국,202210,3,0,124.54352113236862,0
11000,서울,202210,1,0,129.43065167572655,0
11000,서울,202212,1,0,119.90330153565758,0
A2000,수도권,202208,1,1,123.07522538357557,0
A2000,수도권,202210,1,0,128.4819937234946,0
A1000,전국,202209,1,0,116.07503919302422,0
A1000,전국,202212,1,0,111.01553839999254,0
A1000,전국,202210,1,1,123.09125554963083,0
A1000,전국,202211,1,1,121.339774521035,0
A1000,전국,202212,3,0,119.58786652933782,0
11000,서울,202208,1,0,132.11987640648195,0
11000,서울,202211,1,0,124.92287275030675,0
A2000,수도권,202211,1,1,119.98989004363993,0
A2000,수도권,202209,1,0,130.48143713863237,0
A2001,지방,202211,1,0,106.05409859462426,0
A2000,수도권,202207,1,1,122.76468797240364,0
A2000,수도권,202209,1,1,124.53346553971534,0
A2000,수도권,202208,1,0,134.692955665074,0
A1000,전국,202211,1,0,112.51576182138778,0
11000,서울,202211,1,1,117.45241667345556,0
A2000,수도권,202207,1,0,134.60357933425857,0
A1000,전국,202208,1,1,123.38519470086577,0
A2001,지방,202208,1,1,121.14022402218589,0
11000,서울,202208,1,0,171.55569938906984,0
A2000,수도권,202212,1,1,114.08121972661762,0
A2001,지방,202207,1,0,112.01336345015342,0
A2001,지방,202210,1,0,107.99735000656005,0
A1000,전국,202211,1,1,117.64048400434615,0
A1000,전국,202212,1,1,113.81633320564332,0
A1000,전국,202208,1,0,124.36606383415455,0
A1000,전국,202209,1,0,122.54195258893847,0
A1000,전국,202212,3,0,106.1802962484729,0
A2001,지방,202207,1,1,121.81384716805134,0
A2000,수도권,202210,1,1,122.81543983084222,0
A2000,수도권,202209,1,1,125.28221608045249,0
A2000,수도권,202209,1,0,147.2156484454425,0
A2000,수도권,202212,1,0,128.1443502540094,0
A1000,전국,202210,1,1,121.50922844579652,0
A1000,전국,202211,1,0,115.35591768690358,0
11000,서울,202208,1,1,125.99694463445586,0
A1000,전국,202208,3,0,112.73899002343171,0
A2001,지방,202212,1,1,113.21120162905714,0
A2001,지방,202209,1,1,121.0912593894471,0
A1000,전국,202210,1,0,119.01864063544967,0
11000,서울,202209,1,1,126.51164296091719,0
A1000,전국,202209,3,0,111.62622335133324,0
A2000,수도권,202208,1,1,124.6027945872508,0
A2000,수도권,202208,1,0,151.69353397405828,0
A2001,지방,202209,1,0,110.13387521865798,0
A2001,지방,202211,1,0,105.74681177644531,0
11000,서울,202211,1,1,121.42412603046256,0
11000,서울,202209,1,0,166.5658862041029,0
11000,서울,202210,1,0,156.72581935674378,0
11000,서울,202211,1,0,144.32767379965716,0
A2000,수도권,202210,1,0,139.37874520720163,0
A2001,지방,202212,1,0,103.70078415893629,0
11000,서울,202210,1,1,125.25834601130553,0
11000,서울,202212,1,1,116.6386448748736,0
11000,서울,202207,1,1,125.3441914784046,0
A1000,전국,202207,1,1,124.38662275359927,0
A1000,전국,202210,3,0,110.36441403067145,0
A2001,지방,202211,1,1,115.75845193602495,0
11000,서울,202212,1,0,143.54746111718316,0
A2000,수도권,202211,1,1,118.49152487534654,0
A2000,수도권,202207,1,0,156.70658852279956,0
A2000,수도권,202211,1,0,132.671004083479,0
A2001,지방,202208,1,0,111.05032483466573,0
A1000,전국,202207,1,0,126.31280812140932,0
A1000,전국,202211,3,0,109.98647297978256,0
A2001,지방,202210,1,1,118.63614886401639,0
A1000,전국,202212,1,0,112.3600661885371,0
A1000,전국,202208,1,1,123.50656167068502,0
A1000,전국,202207,3,0,114.12798861654643,0
11000,서울,202207,1,0,176.42007814544743,0
A2000,수도권,202207,1,1,125.59070505486388,0
A1000,전국,202209,1,1,123.96499707697593,0
A2001,지방,202210,1,1,120.60984145355852,0
11000,서울,202209,1,1,128.0909137818043,0
A2001,지방,202211,1,0,105.18417981475186,0
A1000,전국,202208,1,1,125.2083519933052,0
A1000,전국,202210,1,0,121.04648823828235,0
A2000,수도권,202208,1,1,127.10373956932378,0
11000,서울,202208,1,0,169.2276529025424,0
A2001,지방,202207,1,1,125.05125452753641,0
A2001,지방,202208,1,1,123.41401957361862,0
A2000,수도권,202208,1,0,152.3782844026698,0
A2000,수도권,202209,1,0,147.3679008598727,0
A1000,전국,202207,1,0,129.18979251588237,0
A1000,전국,202209,1,0,124.40733500059716,0
A2000,수도권,202212,1,0,129.4552862551661,0
11000,서울,202211,1,1,123.02531222908492,0
A2001,지방,202211,1,1,116.75183451717481,0
A1000,전국,202212,1,1,113.9449914864037,0
11000,서울,202207,1,1,126.92352715506061,0
A2000,수도권,202207,1,1,126.9666874213756,0
A2000,수도권,202207,1,0,157.1476939608393,0
A2000,수도권,202211,1,0,133.3282743928923,0
A2001,지방,202212,1,1,113.42040546274704,0
A1000,전국,202209,1,1,124.44371155457247,0
A2001,지방,202212,1,0,102.6659905943476,0
A1000,전국,202208,1,0,127.06002830699606,0
A1000,전국,202212,1,0,112.63370588184493,0
A2000,수도권,202212,1,1,115.2116500215583,0
A2000,수도권,202209,1,1,126.38543697065599,0
11000,서울,202210,1,0,153.92110348745362,0
A1000,전국,202211,1,1,118.30026294716133,0
11000,서울,202208,1,1,128.32613395764662,0
A2001,지방,202208,1,0,112.93344937692342,0
A1000,전국,202211,1,0,115.80776203215154,0
A2000,수도권,202210,1,1,124.31923633276008,0
11000,서울,202207,1,0,174.59343607023544,0
11000,서울,202211,1,0,145.76374355998354,0
A2001,지방,202209,1,1,122.53691806648429,0
11000,서울,202212,1,1,117.96845702930469,0
A1000,전국,202207,1,1,125.61001858157184,0
A2001,지방,202209,1,0,111.20720470603564,0
A2001,지방,202210,1,0,109.21424964064019,0
11000,서울,202212,1,0,140.50727236348544,0
A2000,수도권,202210,1,0,140.0836676365435,0
A1000,전국,202210,1,1,122.42612789536105,0
A2001,지방,202207,1,0,114.45351802429695,0
A2000,수도권,202211,1,1,120.04980498668115,0
11000,서울,202209,1,0,164.39293814933603,0
11000,서울,202210,1,1,126.85883736686856,0
11000,서울,202212,1,1,124.17011090316828,0
A2001,지방,202211,1,0,115.20771548295204,0
A2001,지방,202211,1,1,121.02333042860319,0
A2001,지방,202207,1,1,126.57365613299376,0
A2001,지방,202209,1,1,125.84500188775229,0
A2000,수도권,202211,1,1,125.31836188282661,0
11000,서울,202208,1,0,169.54720072395878,0
11000,서울,202209,1,0,174.12808100907193,0
A1000,전국,202207,1,1,128.63679838618273,0
A1000,전국,202209,1,1,129.5024581323881,0
A1000,전국,202210,1,1,127.253099781052,0
A2000,수도권,202207,1,0,168.9998880737921,0
A1000,전국,202209,1,0,141.6969668121579,0
A2001,지방,202212,1,1,117.71858024501658,0
A2001,지방,202208,1,1,126.6116201790926,0
A2000,수도권,202208,1,1,130.6469713481262,0
11000,서울,202212,1,0,144.30867668268766,0
A1000,전국,202212,1,1,120.5140732545672,0
11000,서울,202210,1,1,129.88670494105887,0
11000,서울,202208,1,1,130.79085600139683,0
A2000,수도권,202208,1,0,162.06616633303886,0
A2000,수도권,202209,1,0,157.29886406711032,0
A2001,지방,202207,1,0,126.86892329213597,0
A2000,수도권,202207,1,1,129.5381762861166,0
11000,서울,202210,1,0,160.38572030541673,0
11000,서울,202211,1,0,158.01445535731563,0
A1000,전국,202211,1,1,124.12218665088912,0
A2001,지방,202210,1,1,122.77247725135423,0
11000,서울,202211,1,1,128.85456957645064,0
A2000,수도권,202210,1,0,148.73888462204363,0
A1000,전국,202207,1,0,146.69525293489872,0
A1000,전국,202208,1,0,143.54275688177523,0
A1000,전국,202212,1,0,126.12644394673032,0
A2001,지방,202210,1,0,120.39707830581278,0
A2001,지방,202212,1,0,112.1233118656238,0
A2000,수도권,202212,1,1,121.62055074615536,0
11000,서울,202207,1,0,182.65446110183467,0
11000,서울,202209,1,1,131.69519597636733,0
A2000,수도권,202212,1,0,139.80904122325646,0
A2001,지방,202208,1,0,125.41678436053665,0
A1000,전국,202208,1,1,129.50696277767992,0
11000,서울,202207,1,1,129.76335589970336,0
A2000,수도권,202211,1,0,143.56558948117183,0
A1000,전국,202210,1,0,135.70812240135353,0
A1000,전국,202211,1,0,129.80571841890665,0
A2001,지방,202209,1,0,125.05039384818173,0
A2000,수도권,202210,1,1,128.84175558456747,0
A2000,수도권,202209,1,1,130.86025517278424,0
11000,서울,202211,1,0,167.0697427072665,0
A2001,지방,202210,1,0,130.65129686877304,0
A1000,전국,202207,1,1,133.02189000896072,0
A1000,전국,202210,1,0,143.36841114557603,0
A1000,전국,202212,1,0,135.5983287650634,0
A2001,지방,202210,1,1,125.96863637167085,0
11000,서울,202207,1,1,133.84702834704729,0
A1000,전국,202209,1,0,146.5830575589745,0
A2001,지방,202207,1,1,127.5087759847391,0
A2000,수도권,202207,1,1,134.4123516411346,0
A2000,수도권,202209,1,1,137.62893855142067,0
11000,서울,202208,1,1,137.93380844324946,0
A2000,수도권,202212,1,0,144.76366042643258,0
A2001,지방,202208,1,0,134.11941419348344,0
A2001,지방,202209,1,0,134.2102928627719,0
A2001,지방,202209,1,1,124.18422254570524,0
11000,서울,202207,1,0,176.9064748158364,0
A2000,수도권,202208,1,0,165.29985553076588,0
A1000,전국,202211,1,1,129.73164514206414,0
A1000,전국,202207,1,0,151.96851238722405,0
A1000,전국,202211,1,0,140.2811441776808,0
A2001,지방,202211,1,1,115.84360254979033,0
A2000,수도권,202212,1,1,132.4257297746769,0
11000,서울,202211,1,1,133.39219214173175,0
A2000,수도권,202207,1,0,170.08381038474914,0
A2000,수도권,202210,1,0,155.2957301161912,0
A1000,전국,202212,1,1,130.42334155614066,0
A1000,전국,202208,1,1,136.29212456605453,0
A2001,지방,202212,1,1,122.34457627366774,0
A2000,수도권,202208,1,1,139.28081780735107,0
11000,서울,202212,1,0,151.49140608540296,0
11000,서울,202209,1,1,134.23395631012374,0
A2000,수도권,202209,1,0,155.65599459030483,0
A2000,수도권,202211,1,0,149.52804885599005,0
A1000,전국,202209,1,1,134.97553149009013,0
A1000,전국,202208,1,0,149.70599991913173,0
11000,서울,202208,1,0,184.14972585248975,0
11000,서울,202209,1,0,175.63899942488973,0
11000,서울,202210,1,0,160.6337694831689,0
A2001,지방,202211,1,0,129.3617747468785,0
A1000,전국,202210,1,1,132.52835789190652,0
A2000,수도권,202210,1,1,134.17085457628443,0
A2000,수도권,202211,1,1,133.12228021918438,0
11000,서울,202210,1,1,135.43332038283063,0
11000,서울,202212,1,1,133.2141818404809,0
A2001,지방,202207,1,0,136.02101012992566,0
A2001,지방,202212,1,0,125.62052217248785,0
A2001,지방,202208,1,1,124.09820251428502,0
41000,경기,202206,0,0,150.78249269037508,0
A1000,전국,202204,1,0,141.70402493407397,0
A2001,지방,202201,1,0,119.46723997296769,0
11000,서울,202201,1,0,181.4795897360632,0
11000,서울,202204,1,0,183.24867930287743,0
11A13,서북권,202201,1,0,172.37772100254728,1
11A12,동북권,202204,1,0,194.44090347583523,1
11A12,동북권,202205,1,0,189.13063882239274,1
11A15,동남권,202205,1,0,176.65107760730808,1
A2000,수도권,202201,1,0,166.27317537186627,0
30000,대전,202204,1,0,157.7095647575751,0
31000,울산,202202,1,0,108.5159250329117,0
36000,세종,202201,1,0,150.3355418570411,0
41000,경기,202204,1,0,163.16668742394918,0
27000,대구,202205,1,0,121.83704285977488,0
47000,경북,202202,1,0,106.14788014534089,0
A5000,5대광역시,202201,1,0,128.75651717100254,0
A5000,5대광역시,202204,1,0,128.58257239586626,0
A6000,8개도,202202,1,0,110.96365125557782,0
A6000,8개도,202206,1,0,112.28217264740323,0
A3000,6대광역시,202202,1,0,132.4586076939658,0
28000,인천,202205,1,1,128.69407737505134,0
A1000,전국,202204,1,1,127.46814396583844,0
A1000,전국,202205,1,1,127.6171898609914,0
30000,대전,202201,1,1,138.14200457913952,0
A5000,5대광역시,202206,1,1,122.74561343262184,0
46000,전남,202203,1,0,115.88153684916212,0
36000,세종,202202,1,1,151.41582641225583,0
11A12,동북권,202203,1,1,124.20086152067663,1
11A12,동북권,202204,1,1,126.72112228862231,1
43000,충북,202202,1,1,124.20077780276179,0
11A14,서남권,202206,1,1,128.42840803404582,1
48000,경남,202205,1,1,135.64766948271338,0
11000,서울,202206,3,0,145.57341499144326,0
28000,인천,202204,0,0,138.82005683863193,0
28000,인천,202205,0,0,137.89513703835303,0
A2000,수도권,202202,0,0,153.19896124592648,0
A2000,수도권,202205,0,0,154.156735070094,0
28000,인천,202201,3,0,120.35478971868947,0
A6000,8개도,202205,3,0,97.59109795529163,0
A2001,지방,202203,0,0,118.14785257540508,0
A2001,지방,202203,3,0,107.37445469839035,0
A2001,지방,202205,3,0,108.33653646840344,0
A1000,전국,202206,0,0,136.57648317008432,0
A5000,5대광역시,202202,0,0,127.387692720212,0
A5000,5대광역시,202206,0,0,126.3477603954536,0
A1000,전국,202205,1,0,140.36684985074442,0
A2001,지방,202204,1,0,120.13093611892471,0
11000,서울,202202,1,0,179.31809812515306,0
11A11,도심권,202205,1,0,173.86065131716614,1
11A13,서북권,202202,1,0,173.568265063364,1
11A13,서북권,202205,1,0,176.22388075405237,1
11A15,동남권,202201,1,0,178.85358558500226,1
11A15,동남권,202203,1,0,177.0531945701508,1
28000,인천,202204,1,0,149.45743676452656,0
28000,인천,202205,1,0,147.43737841347993,0
28000,인천,202206,1,0,144.49218745502262,0
11A14,서남권,202201,1,0,178.50017393788627,1
26000,부산,202204,1,0,123.14746336927504,0
31000,울산,202201,1,0,109.01331296957362,0
41000,경기,202203,1,0,162.92709727684456,0
42000,강원,202201,1,0,113.03231725447228,0
42000,강원,202203,1,0,115.79902524035637,0
44000,충남,202205,1,0,113.62331802041523,0
43000,충북,202205,1,0,113.8919681389758,0
48000,경남,202202,1,0,104.68557336601751,0
48000,경남,202204,1,0,105.59827616063953,0
50000,제주,202203,1,1,121.41916791366978,0
29000,광주,202205,1,1,122.30821499972869,0
29000,광주,202206,1,1,121.82096271512421,0
A1000,전국,202201,1,1,125.74070050300296,0
A1000,전국,202202,1,1,124.33097103884698,0
A1000,전국,202206,1,1,127.93768561034645,0
30000,대전,202205,1,1,135.6585661757186,0
A5000,5대광역시,202203,1,1,123.41582677119919,0
A2000,수도권,202206,1,1,129.39423974060017,0
50000,제주,202205,1,0,116.10397546570752,0
11000,서울,202201,1,1,124.49216578026427,0
41000,경기,202206,1,1,130.43532489849622,0
11A15,동남권,202201,1,1,123.64028012238761,1
44000,충남,202203,1,1,129.9513388354407,0
11A13,서북권,202205,1,1,128.66914641006287,1
45000,전북,202202,1,1,114.20564026940612,0
47000,경북,202206,1,1,132.60187805949008,0
27000,대구,202201,1,1,124.217892908165,0
48000,경남,202206,1,1,134.2147476804444,0
A6000,8개도,202204,1,1,127.28944032038093,0
A6000,8개도,202205,1,1,127.21165971129136,0
A6000,8개도,202206,1,1,127.00534355008706,0
A3000,6대광역시,202204,3,0,125.29430248308633,0
A3000,6대광역시,202206,3,0,124.46908742844516,0
A5000,5대광역시,202203,3,0,123.32128064072123,0
A2000,수도권,202202,3,0,126.09557219921368,0
28000,인천,202202,3,0,122.21616384769554,0
28000,인천,202206,3,0,124.3718139311412,0
A6000,8개도,202206,0,0,110.75087055473196,0
A6000,8개도,202201,3,0,96.93209587010618,0
41000,경기,202202,3,0,120.09481041849455,0
41000,경기,202203,3,0,121.91793544802023,0
41000,경기,202204,3,0,124.51958208828617,0
11000,서울,202202,0,0,164.28664709094937,0
A3000,6대광역시,202202,0,0,130.39552429759982,0
A3000,6대광역시,202204,0,0,131.21567254650694,0
A3000,6대광역시,202205,0,0,130.15815021454452,0
A1000,전국,202201,0,0,136.82114414010036,0
A1000,전국,202202,0,0,136.40278313287618,0
A5000,5대광역시,202201,0,0,128.40226608000273,0
A1000,전국,202206,1,0,139.46889981022287,0
A2001,지방,202203,1,0,119.5248330527024,0
A2000,수도권,202202,1,0,165.52458394592946,0
A2000,수도권,202206,1,0,163.64013361667443,0
31000,울산,202206,1,0,107.33169335894486,0
29000,광주,202202,1,0,142.43096021968535,0
36000,세종,202205,1,0,146.7496571379856,0
42000,강원,202205,1,0,117.12496793042722,0
45000,전북,202201,1,0,116.18068699356732,0
45000,전북,202206,1,0,119.67164758117752,0
47000,경북,202204,1,0,106.4913383954434,0
47000,경북,202206,1,0,107.44344555551253,0
48000,경남,202205,1,0,105.42823907065359,0
A6000,8개도,202201,1,0,110.72557364779338,0
50000,제주,202201,1,1,116.16672856336756,0
29000,광주,202202,1,1,122.70701057988899,0
29000,광주,202204,1,1,123.8325632370578,0
A2000,수도권,202205,1,1,128.82175791585723,0
31000,울산,202202,1,1,123.56111495136892,0
31000,울산,202204,1,1,127.28939731586948,0
50000,제주,202202,1,0,110.77819229911438,0
50000,제주,202206,1,0,115.04249560855158,0
36000,세종,202203,1,1,153.84336298076622,0
36000,세종,202204,1,1,155.80303532599305,0
11000,서울,202203,1,1,124.84917752111637,0
41000,경기,202201,1,1,126.61235428264493,0
42000,강원,202202,1,1,115.63090707116204,0
11A12,동북권,202202,1,1,122.76824036481284,1
43000,충북,202204,1,1,127.35126751323547,0
11A15,동남권,202202,1,1,121.66300212729787,1
11A15,동남권,202204,1,1,126.68406076208466,1
11A15,동남권,202205,1,1,128.89033865702444,1
11A15,동남권,202206,1,1,128.33513376921556,1
44000,충남,202206,1,1,127.79067049770245,0
45000,전북,202206,1,1,117.71126270428779,0
11A14,서남권,202204,1,1,126.0233634698631,1
46000,전남,202206,1,1,119.24283969743132,0
26000,부산,202202,1,1,116.62031179576134,0
47000,경북,202202,1,1,128.99668944272037,0
47000,경북,202203,1,1,134.25701166030115,0
47000,경북,202204,1,1,131.78996012836387,0
27000,대구,202202,1,1,122.81103539790703,0
27000,대구,202204,1,1,118.8438085114296,0
27000,대구,202205,1,1,118.50217718209534,0
27000,대구,202206,1,1,117.28281747484107,0
48000,경남,202201,1,1,132.2021378567937,0
48000,경남,202203,1,1,133.37815512642322,0
48000,경남,202204,1,1,135.28790760830216,0
A2001,지방,202202,1,1,124.92506713661393,0
11000,서울,202203,3,0,138.96093192029733,0
A3000,6대광역시,202202,3,0,121.4178259100844,0
A1000,전국,202205,3,0,124.6873285821739,0
28000,인천,202201,0,0,137.18517635432883,0
28000,인천,202202,0,0,138.23954499520696,0
A5000,5대광역시,202205,3,0,124.57421702152283,0
28000,인천,202205,3,0,124.29165559124947,0
A6000,8개도,202204,0,0,110.83383881234377,0
A2001,지방,202206,0,0,117.88667527780166,0
11000,서울,202203,0,0,166.0331537364266,0
A5000,5대광역시,202204,0,0,128.3446675766934,0
A5000,5대광역시,202205,0,0,127.18979435684712,0
41000,경기,202203,0,0,152.63187545864406,0
A1000,전국,202201,1,0,140.9199414505391,0
A1000,전국,202203,1,0,141.0680615250727,0
A2001,지방,202205,1,0,119.46765834452349,0
A2001,지방,202206,1,0,119.17882221793809,0
11A11,도심권,202201,1,0,175.81721025013564,1
11A14,서남권,202203,1,0,180.3273598501642,1
11A14,서남권,202205,1,0,178.673105723159,1
26000,부산,202201,1,0,122.51014008381793,0
A2000,수도권,202203,1,0,166.61537316000684,0
30000,대전,202201,1,0,159.5315274161048,0
30000,대전,202202,1,0,157.83925794729097,0
29000,광주,202201,1,0,142.12847193214162,0
29000,광주,202204,1,0,144.1921626824791,0
29000,광주,202206,1,0,144.54880052167582,0
36000,세종,202206,1,0,143.9061248760246,0
41000,경기,202206,1,0,159.42135852110286,0
42000,강원,202202,1,0,113.88170578730063,0
44000,충남,202201,1,0,113.65874115475417,0
44000,충남,202202,1,0,113.07801432169717,0
45000,전북,202203,1,0,117.73356285481056,0
43000,충북,202202,1,0,114.72935186199966,0
27000,대구,202201,1,0,126.30514766763443,0
47000,경북,202201,1,0,105.35579326566575,0
47000,경북,202203,1,0,105.86864279043873,0
48000,경남,202201,1,0,104.14766992693059,0
A3000,6대광역시,202204,1,0,132.54370104536176,0
28000,인천,202201,1,1,129.3697781941535,0
A3000,6대광역시,202202,1,1,124.66242484281956,0
30000,대전,202202,1,1,134.24996004792104,0
A5000,5대광역시,202205,1,1,123.00356687634375,0
50000,제주,202203,1,0,114.01700421967094,0
A2001,지방,202203,1,1,122.02996364820767,0
A2001,지방,202204,1,1,123.2388000417679,0
A2001,지방,202206,1,1,123.20540866678948,0
A2000,수도권,202201,1,1,121.76588343415906,0
A2000,수도권,202203,1,1,123.56006366359551,0
A1000,전국,202201,1,1,121.16422064273111,0
11000,서울,202204,1,1,119.14345979584523,0
A2001,지방,202202,1,0,109.5824101088936,0
A1000,전국,202204,3,0,128.7788364903156,0
A2000,수도권,202203,1,0,139.44641172600188,0
A1000,전국,202204,1,1,123.57364388774754,0
11000,서울,202205,1,1,119.82783622679123,0
A2001,지방,202205,1,0,110.50364729581375,0
A1000,전국,202202,3,0,124.47034507463499,0
A1000,전국,202205,3,0,128.4305688056283,0
A2001,지방,202205,1,1,125.09936683306972,0
11000,서울,202203,1,0,136.29531969189122,0
A1000,전국,202205,1,1,124.0174723365134,0
11000,서울,202206,1,1,120.81393597726598,0
A1000,전국,202203,3,0,126.11858244511396,0
A1000,전국,202206,3,0,129.43092736493819,0
A2001,지방,202201,1,1,118.3059293956206,0
A2000,수도권,202204,1,1,122.89992321060828,0
A2000,수도권,202205,1,1,122.64598691536641,0
A2000,수도권,202201,1,0,137.43353505161483,0
A2000,수도권,202202,1,0,136.98412687628797,0
A2000,수도권,202205,1,0,138.8818422871293,0
A1000,전국,202202,1,1,121.11380040278081,0
11000,서울,202205,1,0,134.5093767127601,0
A2000,수도권,202206,1,1,124.29179561332393,0
A1000,전국,202203,1,1,123.61069499274933,0
11000,서울,202202,1,1,118.46814002090613,0
A2001,지방,202204,1,0,111.16620456094107,0
A2001,지방,202202,1,1,119.40954274683035,0
11000,서울,202201,1,0,136.9579106708687,0
11000,서울,202204,1,0,137.59265453829383,0
11000,서울,202206,1,0,136.67389582819354,0
A1000,전국,202201,1,0,118.58611380753237,0
A1000,전국,202205,1,0,119.94487176892501,0
A1000,전국,202206,1,1,124.53540044945719,0
A2001,지방,202201,1,0,109.33662342355828,0
A2001,지방,202206,1,0,110.54694266736489,0
A2000,수도권,202202,1,1,121.15376000157279,0
A2000,수도권,202206,1,0,138.65036694708064,0
11000,서울,202201,1,1,119.65723578714099,0
A2001,지방,202203,1,0,110.28673459561982,0
A1000,전국,202201,3,0,125.09419989594835,0
11000,서울,202202,1,0,136.85277583944566,0
A2000,수도권,202204,1,0,140.66724108885643,0
A1000,전국,202202,1,0,118.64275592838602,0
A1000,전국,202203,1,0,119.9816424206551,0
A1000,전국,202204,1,0,121.03084078876769,0
A1000,전국,202206,1,0,119.77814003340441,0
11000,서울,202203,1,1,118.93566563367598,0
A2001,지방,202205,1,1,123.0772988886494,0
11000,서울,202206,1,0,185.1407095115678,0
A2000,수도권,202206,1,0,161.68901193535444,0
A2001,지방,202202,1,0,112.12303415700421,0
A1000,전국,202201,1,0,128.67269293394412,0
A1000,전국,202202,1,0,128.88951030511322,0
A1000,전국,202205,1,0,129.35068558419394,0
11000,서울,202205,1,1,125.71757031247915,0
A1000,전국,202203,1,1,124.22912508692903,0
A1000,전국,202204,1,1,125.37686392927294,0
A2001,지방,202206,1,1,123.17133169666641,0
11000,서울,202204,1,0,190.7335148788718,0
A2000,수도권,202204,1,1,126.35488536261059,0
A2000,수도권,202205,1,1,126.9893851504777,0
A2000,수도권,202201,1,0,163.57622447389593,0
A2001,지방,202206,1,0,112.91763734179032,0
A1000,전국,202206,1,0,128.35667017775322,0
11000,서울,202201,1,1,123.54802862853721,0
11000,서울,202202,1,1,121.8158491293069,0
11000,서울,202204,1,1,125.7640837660465,0
A2001,지방,202201,1,1,122.71960326335217,0
A2001,지방,202203,1,1,123.33439035008051,0
11000,서울,202202,1,0,185.77995888729208,0
A2001,지방,202204,1,0,113.25464362266864,0
A2001,지방,202205,1,0,113.04072941917404,0
11000,서울,202201,1,0,189.46491602964284,0
A2000,수도권,202203,1,0,164.93019366247347,0
A2000,수도권,202204,1,0,165.57441116554688,0
A1000,전국,202201,3,0,112.54796417467135,0
A1000,전국,202204,3,0,113.70523714919278,0
11000,서울,202203,1,0,188.1128582028736,0
11000,서울,202205,1,0,190.04893024122552,0
A2000,수도권,202202,1,1,123.15380167410132,0
A2000,수도권,202203,1,1,124.68993486400508,0
A2000,수도권,202202,1,0,164.56411208947233,0
A2001,지방,202201,1,0,111.87972988465123,0
A1000,전국,202203,1,0,129.5568651495735,0
11000,서울,202206,1,1,126.86418588570494,0
A1000,전국,202201,1,1,123.65917498701172,0
A1000,전국,202202,1,1,122.85845027039555,0
A1000,전국,202206,1,1,126.14677816497527,0
A1000,전국,202202,3,0,112.03154679670979,0
A1000,전국,202205,3,0,113.622058161933,0
A2001,지방,202202,1,1,122.32303619648224,0
11000,서울,202203,1,1,123.74885644667523,0
A1000,전국,202206,3,0,115.45483751414251,0
A2001,지방,202204,1,1,123.34297964846444,0
A2000,수도권,202201,1,1,124.14028686527023,0
A2000,수도권,202205,1,0,164.32297851416627,0
A2001,지방,202203,1,0,112.5580708322188,0
A1000,전국,202204,1,0,130.10660124513248,0
A1000,전국,202203,3,0,112.49311174231681,0
A2000,수도권,202206,1,1,127.54879878707997,0
A1000,전국,202205,1,1,125.73167538141108,0
A1000,전국,202206,1,1,127.98808891380797,0
A1000,전국,202205,1,0,133.3340874564072,0
A2001,지방,202201,1,1,128.92701608343367,0
A2000,수도권,202204,1,0,168.15369507523837,0
A1000,전국,202204,1,1,127.75648015225762,0
11000,서울,202206,1,1,127.9061646420176,0
A2001,지방,202204,1,0,117.26689264417143,0
A1000,전국,202201,1,0,134.40268829304281,0
11000,서울,202201,1,1,124.15074481233262,0
A1000,전국,202203,1,0,133.98705400977855,0
