region_cd,region_nm,research_date,deal_obj,all_area,age01_area,age02_area,age04_area,age05_area,age06_area,age07_area
48740,창녕군,202302,06,3725.7175,59.8758,329.3406,1598.1446,941.2759,37.92,152.8733
41133,중원구,202302,06,4792.2363,452.12,1315.3395,890.16,992.89,257.62,0
36110,세종시,202302,06,56433.1451,2507.7936,17033.0362,9707.946,5841.4916,3487.7562,338.5259
41463,기흥구,202302,06,21491.0335,911.9467,6791.308,3677.203,3647.6985,1347.1267,109.42
41281,덕양구,202302,06,22068.8825,737.096,5658.2116,5215.9558,3123.3753,1513.8235,95.52
41271,상록구,202302,06,20744.3397,641.921,3773.1078,4765.3364,5014.2628,1124.1084,2375.307
41830,양평군,202302,06,9005.8736,219.7407,687.5566,1488.6764,2641.2199,1623.31,652.52
41550,안성시,202302,06,13521.8426,456.3242,1911.272,2629.4941,3733.8652,1051.3459,499.5134
51810,인제군,202302,06,1458.188,0,299.04,231.39,310.288,199.86,0
51230,삼척시,202302,06,4615.1317,174.39,400.1177,2452.34,875.2997,151.1,0
51720,홍천군,202302,06,4292.2062,247.1681,136.3817,1026.1749,1217.62,136.83,129.29
44131,동남구,202302,06,20496.1619,866.0165,3846.1334,6047.8367,3650.2864,1636.5234,492.02
43740,영동군,202302,06,2232.9066,233.32,84.9749,689.4867,846.55,114,0
47111,남구,202302,06,22073.0756,1567.7123,4304.2439,5533.9626,2779.7779,1935.2834,640.05
11290,성북구,202302,06,15393.7523,254.795,3939.842,1973.0406,1369.6,768.4319,4042.5028
11140,중구,202302,06,5173.8483,175.14,520.02,719.5412,1189.802,502.97,968.84
11440,마포구,202302,06,7982.2518,350.63,2132.2126,1515.576,1194.986,48.02,279.04
26530,사상구,202302,06,9845.29022,285.3042,1818.2924,2319.58712,2339.826,386.5332,492.285
26230,부산진구,202302,06,19517.756,274.1572,4637.7074,3671.3811,3292.5581,1211.7835,507.95
26500,수영구,202302,06,8742.1551,339.995,2982.1049,1335.9077,1134.7114,720.4122,62.04
28200,남동구,202302,06,39230.9374,1725.0543,9278.2033,10139.5667,5461.7104,2257.7094,368.65
28710,강화군,202302,06,7005.7298,0,791.278,1402.55,1616.21,925.75,807.97
27230,북구,202302,06,25366.7724,872.2199,5623.9868,5185.1748,4531.8393,2129.4035,175.8053
30170,서구,202302,06,33392.2096,1298.5828,8302.2821,5913.8713,3924.0876,1997.5822,1096.345
30000,대전,202302,06,98752.3455,3928.502,23058.7495,18917.8831,13903.3883,6089.5919,7171.7496
41210,광명시,202302,06,11946.2794,643.1615,3262.0249,2597.6378,1116.145,320.8424,0
41135,분당구,202302,06,23397.4961,531.23,6743.312,5389.9783,1633.0428,739.129,0
41430,의왕시,202302,06,6818.0825,677.9846,2361.0505,1144.5819,1308.5448,395.3007,38.74
41370,오산시,202302,06,12305.5211,875.3073,3480.7181,2619.8793,1540.1479,755.5345,496.433
41590,화성시,202302,06,83702.7179,5197.2966,27279.1799,16049.9694,8171.6953,2858.3084,878.7105
51830,양양군,202302,06,2057.9904,113.37,170.0029,191.8078,702.6016,115.75,156.2
51780,철원군,202302,06,1638.6559,0,241.246,441.67,390.8079,89.4,0
51790,화천군,202302,06,811.27,0,135.3,157.38,293.12,74.7,0
43770,음성군,202302,06,8498.2657,516.2608,1461.8319,2416.9396,1541.3019,659.7873,184.442
43113,흥덕구,202302,06,30048.2403,1465.75,8720.7337,5468.2708,3567.4531,2043.9876,1244.06
43114,청원구,202302,06,20158.1753,752.5731,4829.5451,4981.4823,3015.1035,889.4385,424.87
48123,성산구,202302,06,23668.3009,623.8051,8426.1064,3953.6016,2560.6798,956.2843,133.59
48125,마산합포구,202302,06,16254.0783,108.5918,3401.6214,3367.7164,3311.9872,986.9529,104.29
50000,제주,202302,06,36321.7413,1317.9819,8461.6278,8122.9723,6714.2589,1342.932,704.2232
45140,익산시,202302,06,16207.2619,544.9674,2155.4341,4075.6713,3112.5069,1915.4262,1043.17
29110,동구,202302,06,8917.4098,567.7581,1842.8116,2040.8555,1345.1043,681.9974,0
11200,성동구,202302,06,7280.3009,264.465,2397.1865,1619.553,986.3164,311.687,59.94
11710,송파구,202302,06,23057.4706,925.366,5523.1069,3515.0099,1656.4121,1658.923,1725.51
26000,부산,202302,06,187667.47252,6741.1736,49275.3842,36366.07722,28126.9464,9535.2041,7070.6422
11530,구로구,202302,06,9702.1721,194.18,1879.778,1465.2715,1529.42,719.62,1935.991
27140,동구,202302,06,17723.9882,427.6243,6008.19,3076.9199,3106.3538,830.7791,90.66
26410,금정구,202302,06,12428.0924,417.1514,3180.5724,2166.0904,1226.928,367.9575,2750.97
28237,부평구,202302,06,22333.8178,1247.5717,4633.9349,4417.8953,3534.3417,2363.3054,680.7628
28177,미추홀구,202302,06,19628.314,900.2335,3653.1906,4930.5423,2887.724,2185.4944,1230.93
31140,남구,202302,06,26865.4805,1779.6105,7458.2963,4789.0751,3117.5759,2290.8931,141.77
30110,동구,202302,06,12549.5488,703.8367,2835.156,1975.4461,2056.9705,1185.0393,39.72
30230,대덕구,202302,06,9320.4122,367.065,1965.145,2292.05,1332.8812,1271.2079,572.41
41190,부천시,202302,06,29278.181,1287.3038,7572.0833,5790.4403,4017.401,2221.3848,1405.771
41310,구리시,202302,06,5647.8688,566.4539,1313.3752,1019.9145,695.84,278.7325,435.22
41220,평택시,202302,06,51306.5723,2823.6176,10785.9272,13671.5239,7366.7342,2820.4567,1630.7701
51130,원주시,202302,06,32894.7379,1217.6713,7492.7494,8664.6563,5547.1591,1661.72,172.376
41480,파주시,202302,06,29324.6302,905.1019,6391.2869,7243.9483,4380.4637,2305.3952,0
51800,양구군,202302,06,1191.773,0,111.993,342.78,140.68,174.3,169.8
43130,충주시,202302,06,16964.9204,986.6171,2201.1207,5561.4515,2532.0767,1311.6251,287.9934
43800,단양군,202302,06,1726.06,0,240.175,506.65,355.21,220.76,69.16
44760,부여군,202302,06,3178.6449,215.14,633.0351,1137.98,279.94,294.81,195.4898
46000,전남,202302,06,163795.4452,5448.8986,29370.504,43389.7119,31084.5986,12461.2222,5588.3347
46170,나주시,202302,06,8947.781,386.3113,1951.0539,1324.8413,2238.5495,832.7355,0
45180,정읍시,202302,06,5774.9771,317.833,598.059,988.6558,1474.2032,397.314,247.31
46790,화순군,202302,06,3360.2041,0,349.1194,1570.4543,363.015,258.0115,119.83
46900,진도군,202302,06,2162.0963,59.76,126.5827,1055.6389,532.87,59.76,135.3547
46710,담양군,202302,06,1902.5174,0,107.3,444.9924,663.7131,254.97,0
46840,무안군,202302,06,5793.7005,479.0979,1171.3557,1770.547,763.9224,55.25,118.7178
47730,의성군,202302,06,1650.5752,94.43,225.4804,262.611,293.145,247.3417,194.18
48129,진해구,202302,06,10281.7756,192.8183,3038.7976,2773.5873,1135.8469,520.0364,183.01
47900,예천군,202302,06,4870.2127,240.6276,1139.6177,1032.3224,1056.3332,182.2,0
48730,함안군,202302,06,3904.3851,216.4375,629.1446,1040.7487,923.2059,378.4497,119.09
48880,거창군,202302,06,2128.3958,155.268,208.4484,720.3984,350.3621,235.9933,0
11380,은평구,202302,06,14271.1494,836.371,2112.672,2988.289,2259.609,1774.972,1073.08
11320,도봉구,202302,06,9020.851,646.9,2432.51,1430.82,1671.18,537.74,186.23
11620,관악구,202302,06,9603.6568,306,1372.61,2321.2976,1090.5269,237.417,2225.11
11560,영등포구,202302,06,7840.3924,146.83,2706.5178,2273.521,597.83,515.18,131.13
27000,대구,202302,06,138089.893,4875.7849,38228.5295,28237.0687,22057.5555,8030.1978,2761.5348
26350,해운대구,202302,06,20423.7482,821.0827,6033.5495,3946.6433,2040.5971,764.922,552.1701
28720,옹진군,202302,06,2285.527,0,258.05,691.577,1253.03,0,0
28185,연수구,202302,06,42368.88969,2170.2981,12735.14079,8671.021,4107.2697,1489.5459,437.229
29140,서구,202302,06,17585.3482,740.1935,4969.1354,4083.3047,2549.1319,627.8831,0
41171,만안구,202302,06,9125.862,235.69,2737.5267,2021.0933,1172.7873,1020.298,588.19
41390,시흥시,202302,06,43515.5769,1954.0325,13060.2196,9318.9725,4647.2005,1371.3109,275.09
41410,군포시,202302,06,12399.9264,711.8636,3241.486,3237.029,2623.4975,273.097,51.59
41630,양주시,202302,06,21461.058,1497.6712,4792.4892,4489.0219,2602.5477,1538.1422,444.0218
41670,여주시,202302,06,8134.9273,151.27,823.3077,2387.7947,1927.9974,1141.4306,310.42
43111,상당구,202302,06,18108.76005,491.8837,4318.6415,4204.3901,2625.1663,2130.9137,266.22
51760,평창군,202302,06,6196.6562,326.525,125.77,1695.6337,1043.8075,228.697,2303.081
44150,공주시,202302,06,5098.9131,60.78,777.6489,1482.3211,1432.6508,456.9314,0
45113,덕진구,202302,06,31513.4054,748.2967,8382.1551,7365.1058,4202.5885,1190.4728,432.282
44200,아산시,202302,06,28623.65835,1243.1097,6214.6316,6842.2232,4582.18205,1941.9482,591.0952
45800,부안군,202302,06,3377.9461,45.954,269.992,1133.663,1040.2651,171.972,98.53
45770,순창군,202302,06,1896.4276,0,334.076,656.51,683.6086,0,0
45720,진안군,202302,06,667.85,0,59.79,380.74,0,84.62,0
46910,신안군,202302,06,837.81,0,0,294.19,236.38,225.24,0
46830,영암군,202302,06,6173.0721,476.08,343.964,2613.5172,920.5794,461.9251,633.64
47230,영천시,202302,06,7169.6288,59.72,901.0744,2143.7461,1661.767,657.9454,0
47150,김천시,202302,06,10378.9381,589.7528,1404.0387,2824.5607,2339.4941,522.089,384.745
48170,진주시,202302,06,26916.0308,930.5854,7895.0243,6626.7302,3110.0345,1500.6723,257.6706
47940,울릉군,202302,06,0,0,0,0,0,0,0
47930,울진군,202302,06,2412.1559,66.7333,430.2515,490.992,642.5286,110.88,0
48310,거제시,202302,06,14747.1817,486.8471,2699.7371,4278.5974,2881.7978,520.7072,0
11410,서대문구,202302,06,11009.3596,305.89,2614.4181,1990.601,1148.221,59.35,2568.35
11170,용산구,202302,06,8899.1589,238.84,1339.001,1676.805,1131.058,432.74,1101.43
A1000,전국,202302,06,3165088.50838,127371.90735,725003.55884,709047.33507,510229.65865,193511.0365,111898.1064
26440,강서구,202302,06,12530.7836,365.6704,4823.3452,1649.9234,1530.8596,405.5918,0
26320,북구,202302,06,15041.1174,602.5313,3702.7803,3196.3041,2510.5711,1038.6705,0
28110,중구,202302,06,9621.1449,779.2018,2835.7786,1865.6266,809.6676,425.9133,149.1203
27260,수성구,202302,06,20719.1057,786.2533,5649.3528,3560.0982,2920.7254,1368.8218,96.23
29170,북구,202302,06,26472.687,1309.8925,6474.9555,8054.7389,3432.3613,1430.447,1275.6596
41000,경기,202302,06,799166.21935,36333.5053,200427.9436,174094.84205,112067.5683,44543.7393,23193.1553
41113,권선구,202302,06,19929.5358,1255.4008,4894.6669,3497.9959,4300.8366,1007.3148,144.852
41273,단원구,202302,06,23413.8155,1205.2383,5203.4033,6990.405,2225.9479,829.1225,1013.135
41287,일산서구,202302,06,16738.0029,409.255,3661.2223,5259.549,1782.8545,624.247,493.09
41650,포천시,202302,06,8710.1164,199.9,1371.8252,3098.055,2259.3263,140.99,289.59
41570,김포시,202302,06,31460.01755,1145.5603,8362.3811,5701.22185,3886.1077,1330.0143,173.59
51750,영월군,202302,06,3126.28,0,456.8981,1397.2782,471.1241,249.81,76.89
43760,괴산군,202302,06,2156.2566,0,36.36,199.0591,1308.5475,343.03,225.98
44000,충남,202302,06,207856.5185,8185.91235,36400.81035,43862.0668,60315.21045,13521.09805,5624.7346
45000,전북,202302,06,129099.04245,5037.0901,22039.623,33133.2769,23800.5898,9574.4813,3530.7486
44250,계룡시,202302,06,3633.173,169.603,219.1296,1099.723,747.9629,261.178,37.59
46230,광양시,202302,06,15279.7243,451.0275,2937.6991,3687.1037,2805.7961,957.0441,722.91
46860,함평군,202302,06,1121.3661,0,0,213.73,478.07,237.5561,192.01
46770,고흥군,202302,06,5002.6761,60.5,395.57,836.454,1728.9821,404.24,989.73
47250,상주시,202302,06,8754.9545,0,1491.4529,1164.4788,2732.4748,327.385,1364.92
47290,경산시,202302,06,19546.2559,446.5833,3219.7809,6347.855,2958.4538,2131.1466,55.52
47113,북구,202302,06,25075.0905,964.5736,6629.3054,5886.8359,4761.1114,1029.164,839.628
48121,의창구,202302,06,14697.139,229.4902,3364.9419,3863.67,2391.43,526.5085,482.61
47850,칠곡군,202302,06,9439.6628,438.6,718.6628,2201.3876,2312.6889,372.3006,197.329
50130,서귀포시,202302,06,11898.3758,402.162,2182.9377,2708.754,2648.2853,368.861,296.75
11305,강북구,202302,06,8149.9899,510.945,2024.3629,1808.737,1150.69,720.4,422.09
11215,광진구,202302,06,9431.9747,258.64,873.015,3416.1397,1572.4,841.22,583.06
26170,동구,202302,06,2792.0954,298.6547,516.7491,563.875,572.1062,272.2788,131.14
27200,남구,202302,06,4741.4138,181.6911,1034.0007,1065.8958,1178.9418,329.1671,96.23
28245,계양구,202302,06,13134.0827,381.3248,2167.267,3401.7105,3122.942,828.394,532.405
31000,울산,202302,06,82414.02355,3968.3408,22624.2754,17679.0032,11116.6884,5150.47105,856.765
31200,북구,202302,06,17322.83075,499.3885,4966.3903,4086.0662,1729.6724,1283.63945,149.83
41117,영통구,202302,06,32207.7168,1777.1055,13481.0416,4089.656,2864.543,596.5503,327.3725
41150,의정부시,202302,06,21918.7891,1025.5715,5135.2284,5001.8992,2389.437,1525.3624,1198.55
41800,연천군,202302,06,2042.9124,0,143.642,244.74,543.33,518.3344,99.81
41610,광주시,202302,06,20254.8851,889.8284,3673.226,4363.499,3544.8234,1552.395,880.08
41500,이천시,202302,06,12981.4747,554.7988,2928.5066,2586.5919,3242.9169,653.6525,284.6386
51190,태백시,202302,06,2655.2889,164.3564,378.2205,856.3639,556.9021,150.39,145.56
44230,논산시,202302,06,7315.0692,882.5483,312.546,1726.1788,2004.9592,173.41,470.7527
44710,금산군,202302,06,3205.6857,84.8,262.62,757.7019,801.7653,508.2185,76.48
47000,경북,202302,06,216770.5503,6856.8837,41727.6527,54514.1257,38671.1775,14365.6609,10618.6645
47760,영양군,202302,06,382.985,0,0,88.6,81.24,0,137.55
47280,문경시,202302,06,5029.6988,59.4,754.5925,764.0865,1952.6074,214.95,77.04
48220,통영시,202302,06,8596.2355,51.66,1199.5804,2119.5166,1858.2682,1094.53,71.75
48890,합천군,202302,06,1824.0947,69.56,299.933,328.9117,533.31,428.36,164.02
48330,양산시,202302,06,19354.6104,1343.9854,5120.5738,3952.7396,2941.2932,811.6685,360.3858
11000,서울,202302,06,259941.75342,10136.6108,59134.9377,50220.4605,31537.9172,16946.869,23088.3472
11500,강서구,202302,06,13201.0364,1021.095,4488.8338,2151.3044,1183.12,1463.0155,26.37
26290,남구,202302,06,20983.8473,800.2722,5971.6835,3063.6287,2907.2471,786.4673,1582.0994
27110,중구,202302,06,8083.9559,304.6396,3415.4432,1539.8032,783.0481,408.9194,151.8137
28140,동구,202302,06,3501.357,189.79,492.24,685.32,790.513,366.994,112.98
31710,울주군,202302,06,14771.6146,835.9159,3150.9427,4575.0109,2225.963,731.6534,122.745
41173,동안구,202302,06,11091.4861,312.692,3616.0181,2138.305,1647.292,357.566,0
41820,가평군,202302,06,2771.4537,0,427.84,458.672,1048.0837,256.07,171.82
51150,강릉시,202302,06,12503.0042,543.1595,1625.5112,3031.5936,2956.8188,907.225,472.2757
43730,옥천군,202302,06,3352.3996,126.7148,154.28,647.9608,952.22,396.65,116.58
43750,진천군,202302,06,9365.6461,263.1595,1378.8746,1759.0123,2357.7716,529.001,679.2496
43150,제천시,202302,06,11369.3991,492.1794,1993.1025,2676.0262,2713.296,740.1814,216.044
45210,김제시,202302,06,4013.2184,66.24,297.32,998.975,1058.556,473.02,137.38
46730,구례군,202302,06,878.89,47.6,0,142.14,339.93,178.02,0
47170,안동시,202302,06,10017.6231,229.602,1973.0266,2130.0126,1793.2592,1128.67,434.229
48270,밀양시,202302,06,9955.1538,347.0862,563.9144,2738.9937,2791.7627,896.5191,169.4562
48850,하동군,202302,06,1590.9601,99.3,186.2812,446.49,438.0087,69.93,0
47830,고령군,202302,07,195.56,0,0,169.94,25.62,0,0
11000,서울,202302,07,158842.83232,5114.5658,45871.4662,28365.8912,17514.5846,9190.674,4326.2228
11260,중랑구,202302,07,4179.6762,0,1534.046,539.6453,935.0443,307.97,0
11305,강북구,202302,07,2535.7059,84.99,915.6929,745.478,144.05,116.04,0
11350,노원구,202302,07,10922.3037,397.26,2735.34,3180.4433,812.9502,530.6952,0
11320,도봉구,202302,07,6279.271,312.05,2015.12,747.23,1205.71,407.64,0
A1000,전국,202302,07,2284829.81541,94315.94065,635866.19214,484717.96935,293518.34935,121215.02095,24027.0972
11140,중구,202302,07,2876.3183,119.88,269.97,537.5112,805.632,244.75,0
11710,송파구,202302,07,18343.0906,525.736,5098.5669,2839.3799,1285.1321,1151.893,0
26000,부산,202302,07,153735.1288,4708.3936,45801.8471,29476.9095,20794.4885,7840.9641,796.1102
26140,서구,202302,07,4654.871,68.56,696.5162,813.2181,1263.2528,748.0067,79.81
11560,영등포구,202302,07,5905.0244,120.74,2464.7078,1276.221,459.43,395.38,84.99
11650,서초구,202302,07,7519.8673,128.098,1372.3606,1656.4736,894.77,495.8707,107.47
11440,마포구,202302,07,5486.1418,184.8,1760.9126,822.396,839.366,0,84.98
11590,동작구,202302,07,4060.27342,148.7581,1210.2066,1044.0794,465.9486,289.5607,24.91
11680,강남구,202302,07,10020.9706,289.34,2370.9384,1598.3372,790.4608,548.3485,93.43
27110,중구,202302,07,7573.8159,304.6396,3415.4432,1385.7532,518.8781,408.9194,59.8937
27140,동구,202302,07,14335.2569,335.3143,5446.75,2653.6979,2003.2865,397.4341,0
26290,남구,202302,07,16399.9923,433.0022,5573.2235,2208.1337,2105.5171,721.7673,124.3894
26380,사하구,202302,07,14870.3119,398.8743,2901.3656,3936.997,2331.874,723.6704,164.59
26440,강서구,202302,07,11951.4254,365.6704,4740.0352,1476.1652,1514.3296,204.9318,0
28237,부평구,202302,07,16624.33,1093.8917,4080.1849,3213.6203,2363.5167,1582.0404,169.57
28710,강화군,202302,07,737.8948,0,254.413,39.42,0,0,0
28720,옹진군,202302,07,0,0,0,0,0,0,0
27290,달서구,202302,07,30724.5181,999.0951,9561.7653,5752.8911,5384.2853,1202.4706,168.34
28000,인천,202302,07,156091.32859,7543.2826,43378.70989,32789.7626,19429.3342,8076.5171,956.5393
28140,동구,202302,07,2570.107,103.77,273.94,440.32,751.943,260.294,0
31140,남구,202302,07,24271.5305,1655.2055,6918.8463,4356.6601,2170.8359,2215.1631,115.32
31710,울주군,202302,07,10586.7671,550.0859,2672.7927,2946.8384,1604.333,568.9034,0
36000,세종,202302,07,54290.1151,2437.6536,17033.0362,9306.806,5492.7216,2449.5662,338.5259
30110,동구,202302,07,7929.4755,432.4767,2044.716,1496.7628,1225.0105,804.7593,39.72
30230,대덕구,202302,07,5423.2172,247.305,1318.255,1552.29,745.9812,513.3979,0
30000,대전,202302,07,67989.8047,2987.326,18759.6375,13717.3293,9229.0283,3362.5169,394.1746
41115,팔달구,202302,07,3281.4566,438.7515,843.1237,1031.3154,306.95,74.51,0
41171,만안구,202302,07,5534.752,54.54,2258.0667,1225.0983,559.6523,253.698,119.5
41111,장안구,202302,07,6972.2336,469.3591,1526.0467,1703.8456,857.1746,119.97,0
41113,권선구,202302,07,15561.4858,679.8208,4779.4669,3030.0459,1759.4766,908.9348,144.852
41410,군포시,202302,07,10440.2449,574.2621,3122.856,2801.219,1681.9475,273.097,51.59
41463,기흥구,202302,07,18265.0298,911.9467,6635.748,3086.7133,2054.0985,1265.6787,59.89
41465,수지구,202302,07,24274.0358,729.628,7826.5651,4387.8909,1333.1405,1353.1684,0
41220,평택시,202302,07,36547.2979,2101.2376,10324.5932,8588.1316,3769.4917,1132.6242,388.3801
41273,단원구,202302,07,14079.2781,822.3539,4258.3883,3046.315,1616.8479,570.4075,28.215
41290,과천시,202302,07,3631.343,144.937,972.132,947.117,144.901,84.94,0
41271,상록구,202302,07,6489.0711,228.8868,1817.6028,2084.2764,663.8089,469.8284,99.38
41370,오산시,202302,07,11076.6462,875.3073,3291.4631,2297.3293,1312.9779,594.2946,179.793
41820,가평군,202302,07,820.8337,0,144.75,84.842,348.0937,159.88,0
51110,춘천시,202302,07,15974.33305,1014.5796,3569.5425,3404.5112,2202.5049,1218.9849,99.8636
41480,파주시,202302,07,21043.6044,578.7565,5625.6967,4909.4621,2474.8497,1493.1052,0
41500,이천시,202302,07,7273.5879,379.4888,2704.2648,1267.3609,642.4619,483.4025,121.1686
51810,인제군,202302,07,279.013,0,0,0,109.633,0,0
51820,고성군,202302,07,1002.1972,0,374.5286,288.0462,144.6567,0,70.64
51830,양양군,202302,07,577.7537,0,117.2029,191.8078,146.7416,51.85,0
51170,동해시,202302,07,4887.2628,124.9614,977.6749,1247.929,1046.2705,365.295,237.2397
51720,홍천군,202302,07,1576.9112,99.5781,136.3817,342.9149,308.67,49.71,84.87
51210,속초시,202302,07,4645.1811,174.5603,947.629,1069.8279,546.8196,219.81,169.88
51790,화천군,202302,07,47.13,0,0,0,0,0,0
43770,음성군,202302,07,5650.433,454.5208,1056.6719,1249.6594,1121.6444,361.3073,142.787
44000,충남,202302,07,129888.40995,5966.76065,30767.67005,30197.1206,20338.95255,8109.0148,2108.4574
43745,증평군,202302,07,2763.483,77.7942,341.5642,843.1331,701.1597,59.93,39.6
43740,영동군,202302,07,906.9716,0,84.9749,451.5467,285.85,0,0
43114,청원구,202302,07,13896.1455,546.3351,4375.3651,3033.4223,1532.1935,555.1385,0
29170,북구,202302,07,19975.8232,1119.1625,6338.6555,5271.3039,2098.253,1119.509,356.1196
31000,울산,202302,07,68901.40985,3490.7558,21171.0974,13221.98,8198.9384,4088.71105,297.23
41000,경기,202302,07,596256.14845,26855.46,182632.2855,121833.60345,65274.8542,26670.3957,2844.4503
41150,의정부시,202302,07,18242.8591,832.5815,4770.4584,4024.0392,2053.447,1161.7924,59.93
41287,일산서구,202302,07,15126.1929,306.1,3421.3023,4849.689,1476.9495,624.247,0
41310,구리시,202302,07,3919.8838,136.2489,1215.9052,653.5545,385.13,224.9125,0
41610,광주시,202302,07,7716.0831,418.9389,2320.581,1279.644,1322.6334,231.865,0
51230,삼척시,202302,07,2793.3917,174.39,361.7777,1147.8,497.6797,151.1,0
43800,단양군,202302,07,465.905,0,95.58,37.44,50.4,50.4,0
44133,서북구,202302,07,50733.444,2338.98015,15828.66075,10786.7356,5472.2812,1548.5776,379.088
44790,청양군,202302,07,159.3,0,0,59.4,49.95,0,0
44200,아산시,202302,07,22505.06335,1038.2547,4612.1516,5008.9732,3894.75205,1351.1482,342.7952
46170,나주시,202302,07,6840.431,236.1013,1826.0239,865.6413,1111.1295,701.6455,0
45720,진안군,202302,07,264.02,0,59.79,119.61,0,84.62,0
46710,담양군,202302,07,289.6924,0,0,144.7374,84.9731,0,0
47720,군위군,202302,07,0,0,0,0,0,0,0
47210,영주시,202302,07,7457.6479,119.2812,1421.9018,1593.5446,974.741,556.4875,269.803
48240,사천시,202302,07,6315.0626,371.2834,1689.4839,1553.7347,836.2968,179.1885,0
48127,마산회원구,202302,07,10279.2264,474.2108,2655.9485,2811.1061,1342.806,432.3601,0
48820,고성군,202302,07,1247.6232,0,229.685,116.685,182.4931,224.64,0
11230,동대문구,202302,07,6256.0222,281.6447,2412.2357,1323.062,306.2778,144.36,0
11740,강동구,202302,07,13667.6692,374.343,3802.5352,2216.5382,2214.1932,790.4879,0
26110,중구,202302,07,590.6348,0,0,281.9248,120.34,95.15,0
27000,대구,202302,07,117151.9393,4461.9349,34956.2248,23683.9495,16514.1777,6017.0728,397.0648
28260,서구,202302,07,38115.37,1508.6163,10902.0647,7381.2087,4523.7598,1614.1587,37.8
28110,중구,202302,07,7786.9584,779.2018,2685.6786,1406.9866,476.0926,246.8433,84.3203
31170,동구,202302,07,6958.354,282.7257,1989.8917,1490.6669,1192.1689,294.45,53.84
29200,광산구,202302,07,20939.3712,1235.4986,6471.8037,4424.2623,1606.952,463.4461,518.9735
41131,수정구,202302,07,6833.1985,205.2121,1872.9706,964.7613,1057.3648,355.2323,305.3275
41650,포천시,202302,07,3447.976,59.06,699.775,1214.665,768.4001,84.87,122.16
41570,김포시,202302,07,28070.72615,1027.9503,8166.1915,4643.66805,2746.7427,1127.2343,0
43112,서원구,202302,07,13883.2215,405.3104,3565.0992,3518.3699,1690.4594,1229.1151,59.71
51780,철원군,202302,07,584.0159,0,122.846,135.63,144.6579,36,0
43730,옥천군,202302,07,1181.9456,59.88,59.88,222.8508,151.65,266.85,59.88
45130,군산시,202302,07,15208.21025,593.1685,2890.5615,3359.6832,2578.1382,721.4085,459.26
44250,계룡시,202302,07,2847.963,169.603,219.1296,1010.983,747.9629,261.178,37.59
45750,임실군,202302,07,615.7217,0,0,58.32,57.7067,440.115,0
46820,해남군,202302,07,1126.3719,0,364.5563,305.4274,185.4239,0,0
46890,완도군,202302,07,449.2313,0,200.2042,0,68.34,68.34,0
47111,남구,202302,07,13690.7084,844.5423,4199.8139,3106.49,1070.4729,851.2534,0
47113,북구,202302,07,20552.0502,830.2136,5870.9554,4500.3209,3817.7158,968.0423,84.84
47840,성주군,202302,07,184.5024,0,0,0,0,40.2696,0
50130,서귀포시,202302,07,2681.0216,84.991,609.7035,306.0042,558.0643,132.001,76.18
11215,광진구,202302,07,3445.601,214.4,536.96,858.631,349.09,215.21,0
11500,강서구,202302,07,7264.4557,695.645,2835.1038,829.9077,594.29,487.0455,0
26230,부산진구,202302,07,14885.0593,249.2972,4277.1174,3137.5711,2356.2464,938.2635,47.34
26260,동래구,202302,07,11965.2385,342.5862,3346.0159,2262.3996,1482.6076,448.1114,84.9142
29000,광주,202302,07,73648.8712,3972.1606,22048.8273,16300.9429,7838.2914,3157.9796,935.0111
28177,미추홀구,202302,07,10167.6546,373.4256,2106.8451,2571.2183,1658.189,1437.0114,152.65
41133,중원구,202302,07,2522.5613,171.72,836.1295,366.46,346.1,170.95,0
41590,화성시,202302,07,70997.8107,4473.6459,26655.0412,12005.4361,6036.5346,2022.3984,134.8705
41800,연천군,202302,07,449.9924,0,84.862,0,126.59,153.5844,0
51000,강원,202302,07,72105.53985,3192.0051,15074.4389,18016.3688,11478.4402,4783.7619,1266.63
51760,평창군,202302,07,894.4312,26.795,59.97,189.2537,229.5775,98.257,159.971
44760,부여군,202302,07,630.0349,165.24,74.9551,76.38,168.96,0,59.9598
45210,김제시,202302,07,1115.8284,66.24,0,119.25,344.291,119.42,36.58
43110,청주시,202302,07,64147.95315,2880.8492,19730.6025,13162.1461,6887.6645,3796.0075,1310.16
45110,전주시,202302,07,44846.0467,1663.4127,10875.1584,10523.8809,6561.9168,2615.187,320.7
41130,성남시,202302,07,30964.4639,836.8621,9367.4521,6549.4776,2278.7026,1045.9913,305.3275
41110,수원시,202302,07,57235.0958,3321.2169,20319.1359,9854.8629,5659.3602,1699.9651,167.5745
11680,강남구,202302,06,12675.5876,351.98,2643.4104,1724.8822,1086.8808,548.3485,1651.41
26470,연제구,202302,07,11061.6771,341.8084,4767.1781,1940.4884,1140.2231,506.296,0
29155,남구,202302,06,12288.5493,644.9286,2770.2711,3299.0565,1099.2552,395.094,288.498
41250,동두천시,202302,06,6277.676,638.9387,302.36,2305.3558,943.1615,642.8154,25.45
41450,하남시,202302,07,18369.6566,288.58,4594.8311,4376.7344,1691.2293,1560.2934,0
41550,안성시,202302,07,7617.7106,456.3242,1707.83,1544.7741,1271.8452,361.4759,154.4234
43111,상당구,202302,07,13265.39765,463.4537,3884.5545,3166.4831,1436.5803,1375.2863,59.94
44810,예산군,202302,06,8427.0985,193.6026,309.1042,1751.865,1303.9907,1538.8393,1867.74
